season,weekday,guests,nights,stars,dist_center,breakfast,early_book,cancel_days,price
2,3,1,12,3,14.88,0,91,-1,2115.54
4,3,2,20,5,13.09,1,12,-1,4370.32
1,5,6,9,4,7.96,0,276,-1,3536.33
2,0,5,2,4,10.81,1,37,-1,2599.39
4,1,6,14,4,8.48,0,307,-1,3299.67
1,5,5,4,5,12.23,1,281,-1,5589.83
3,3,4,15,3,12.72,0,277,29,3609.58
2,2,5,17,5,3.72,0,243,29,4909.56
4,3,5,19,4,7.06,1,243,-1,4565.08
1,4,1,6,5,9.63,1,327,-1,4637.54
1,2,4,9,5,14.68,0,36,16,4486.78
3,2,2,17,4,10.34,1,231,3,4764.56
4,3,2,15,3,13.5,0,172,-1,2011.53
3,0,3,5,3,12.74,0,250,20,3938.4
3,2,4,18,,8.86,1,119,-1,3619.41
4,4,1,4,3,13.44,0,341,-1,2161.29
4,5,3,21,3,5.85,0,332,26,2433.97
4,0,3,2,3,5.88,0,13,16,1500.0
2,0,2,19,4,11.78,0,273,21,2740.02
4,0,5,5,3,2.28,0,352,21,2207.83
1,2,1,4,5,4.8,0,134,-1,4479.37
3,0,4,5,5,9.25,1,187,16,6375.07
2,3,3,19,4,6.47,0,54,18,2315.75
4,0,1,13,4,14.13,0,289,-1,2314.47
2,4,2,16,4,14.39,1,126,-1,3355.16
4,1,3,12,4,7.69,0,300,-1,3499.94
2,4,3,9,4,8.22,0,258,-1,2464.23
3,2,6,16,,10.95,1,331,-1,4365.55
3,0,2,14,4,7.02,1,99,-1,4109.17
1,0,6,1,4,3.09,0,308,-1,3191.84
1,3,2,20,4,11.28,1,158,-1,3327.21
4,5,2,21,4,11.15,1,22,-1,4456.08
3,0,6,4,3,3.9,1,199,-1,4715.11
2,6,1,9,,12.54,0,64,7,3320.26
2,4,1,19,4,9.32,0,182,-1,3584.4
2,2,1,14,4,3.77,0,226,-1,3085.31
1,1,5,12,4,9.88,1,110,20,2069.33
2,0,3,4,5,3.73,1,78,-1,4165.97
1,1,1,7,,4.2,1,244,-1,2412.6
1,0,5,17,,12.77,0,91,-1,2199.4
4,2,3,1,4,13.96,0,139,-1,2447.93
2,5,1,14,4,4.08,0,0,-1,3858.66
2,4,2,15,4,13.94,1,266,11,3654.63
3,2,4,12,5,3.81,0,50,5,4678.58
4,1,1,12,3,2.02,1,228,-1,3568.15
3,0,4,6,5,1.16,1,44,-1,6180.35
4,1,1,13,5,3.86,0,98,-1,3952.41
2,4,2,16,4,5.96,0,71,-1,2041.77
1,6,4,14,4,13.93,0,286,-1,3142.07
1,2,5,7,4,3.86,1,84,20,3006.74
1,1,2,16,4,5.67,0,180,-1,2239.59
1,1,4,9,5,11.09,0,322,9,3584.85
1,4,4,14,3,4.74,1,216,-1,3505.58
3,6,6,7,3,10.36,0,296,-1,4112.1
4,0,6,12,,6.65,0,155,15,2459.32
2,6,2,3,4,3.19,1,347,-1,4929.91
3,1,2,14,,11.09,1,327,-1,3475.4
4,4,2,19,5,0.7,0,64,-1,4844.53
1,0,3,11,4,4.6,0,142,-1,2848.49
4,6,5,5,5,5.54,1,359,29,5772.73
4,6,1,13,3,7.04,1,341,19,3212.92
1,6,6,10,4,10.29,0,230,1,4635.9
1,5,4,7,3,7.05,1,19,-1,4219.02
1,0,6,17,,9.04,1,332,-1,1567.3
2,6,1,16,4,9.06,0,191,-1,3918.19
1,5,2,8,5,5.79,0,345,-1,5572.83
2,2,6,17,4,14.03,1,294,-1,3223.66
1,4,5,13,4,14.35,0,134,5,1841.2
2,6,5,11,,8.85,1,202,-1,3656.86
4,0,3,20,3,1.35,1,158,-1,3570.07
3,5,6,18,4,7.52,1,161,20,6318.9
4,5,2,5,,3.01,0,202,-1,3422.09
4,2,4,6,5,7.4,1,87,-1,4433.12
1,3,3,20,4,3.07,0,344,-1,3037.6
2,4,2,14,4,10.65,0,50,-1,2219.82
3,3,3,12,,1.48,0,183,3,4324.29
1,0,6,4,3,14.31,1,352,-1,1955.0
1,4,1,7,4,3.17,0,284,-1,3553.91
1,2,6,11,5,10.01,1,249,-1,5225.57
4,0,2,20,,13.78,0,318,0,4725.62
2,4,4,2,3,3.94,1,212,-1,2789.69
2,4,4,4,3,14.03,0,288,-1,1713.79
3,3,2,7,4,6.01,0,300,11,4174.79
2,0,3,1,5,14.42,1,5,-1,4919.31
2,2,5,15,,14.58,0,36,-1,3092.02
1,2,2,20,,3.06,0,180,-1,3047.05
1,0,6,8,4,12.52,1,257,19,3347.18
4,0,4,5,5,3.14,1,105,-1,6327.44
1,5,1,14,,3.63,0,221,11,2312.03
1,1,4,18,5,1.54,1,312,-1,5110.63
1,3,5,3,3,2.6,1,347,-1,2213.18
1,0,4,2,4,9.59,0,351,-1,3478.66
4,0,5,16,3,6.9,0,116,-1,1758.78
1,1,2,14,4,11.93,0,178,-1,2173.43
3,1,4,16,5,5.18,0,90,4,6478.94
3,4,3,11,4,14.54,0,149,-1,3256.86
3,6,6,17,3,1.03,0,334,-1,4338.16
3,2,3,3,3,1.23,0,170,-1,3950.55
1,3,6,5,4,10.61,0,293,15,3548.56
3,4,4,3,4,13.35,0,191,-1,3812.95
1,0,4,15,4,11.99,0,36,-1,2977.37
4,1,6,5,3,7.5,1,99,-1,2691.07
3,5,1,3,4,4.26,1,293,8,5731.45
2,2,4,6,5,0.5,0,326,-1,5248.96
3,4,1,14,4,7.79,0,30,26,3869.11
3,5,1,2,4,7.29,1,299,25,5037.72
1,2,6,18,5,5.36,1,93,20,3725.64
3,6,1,6,4,8.8,0,269,-1,5306.57
2,6,1,5,4,11.01,0,97,6,3397.14
1,5,2,14,4,10.6,0,51,-1,3367.8
1,1,3,17,3,4.17,1,342,-1,2140.28
4,4,1,11,4,8.9,1,297,-1,4261.89
4,4,3,1,5,2.49,1,349,-1,6033.64
3,6,1,10,3,2.09,0,6,-1,4740.97
4,2,3,9,5,11.85,1,245,-1,5130.04
4,5,4,20,4,10.5,0,17,-1,3951.72
4,1,4,12,4,11.59,1,184,-1,3711.94
1,0,3,1,4,2.54,0,229,-1,2572.2
1,4,1,18,,13.74,0,201,-1,2760.39
1,0,2,12,5,2.26,0,43,-1,4254.32
4,1,3,2,4,13.09,1,97,-1,2988.49
1,6,5,1,5,5.48,1,62,24,6411.73
4,4,2,1,4,1.85,0,159,-1,2561.44
1,4,5,1,4,4.52,0,350,-1,3052.03
1,5,3,12,,2.97,0,142,-1,5102.18
2,0,1,7,3,7.51,0,1,-1,1769.81
3,6,5,4,,14.26,0,150,-1,4292.61
4,5,3,21,,5.12,0,22,-1,1900.65
2,3,2,20,5,9.3,0,226,8,4025.66
1,0,1,4,4,13.41,1,346,-1,2837.65
4,0,5,15,5,9.56,1,281,-1,6009.41
1,3,3,1,5,5.62,0,240,-1,4770.84
3,1,1,6,3,14.87,0,140,26,2959.79
2,1,1,14,3,3.05,0,167,-1,2628.8
3,4,4,14,4,7.99,0,115,-1,4554.24
2,2,1,10,4,12.01,1,9,23,3889.16
1,5,3,7,3,0.31,1,166,-1,3142.25
3,2,2,12,3,10.62,0,89,-1,3442.81
3,4,6,19,4,4.22,1,337,-1,5001.51
1,2,4,9,3,2.79,1,354,-1,2149.58
3,0,3,3,,4.33,0,110,17,5454.94
4,0,3,4,5,14.51,1,179,2,4841.67
2,3,3,13,4,13.41,0,183,-1,3074.65
2,3,5,10,3,3.44,0,263,-1,2774.73
2,4,5,14,3,2.02,1,180,-1,1785.31
4,4,2,6,4,5.65,1,12,14,3629.52
2,6,3,8,5,9.01,0,173,-1,4646.45
1,4,5,19,4,13.05,0,85,3,3568.94
3,0,5,10,4,14.5,1,35,-1,4202.51
4,2,5,5,3,11.34,0,170,-1,1621.19
2,5,2,5,,9.11,1,93,22,3778.65
1,6,2,5,4,2.39,0,62,-1,4006.86
3,6,3,9,,1.39,0,364,-1,5354.32
3,6,4,9,4,9.06,0,67,8,3834.55
4,4,3,15,4,8.22,1,140,-1,3373.26
4,4,5,9,4,12.74,0,133,-1,2760.37
4,0,6,14,,5.04,0,145,11,3186.6
1,5,5,6,5,0.88,0,263,8,6817.71
1,0,1,20,4,6.53,0,168,-1,2546.11
4,5,6,8,,14.55,0,316,-1,4862.12
2,0,6,2,5,11.99,0,212,-1,3881.56
3,2,3,5,5,0.8,0,55,-1,5263.04
3,4,5,17,4,13.16,0,121,16,4157.29
1,1,5,10,3,7.23,1,351,-1,2339.01
3,1,4,14,5,5.66,0,233,-1,5324.71
2,4,1,18,3,5.4,0,360,24,2457.2
3,6,3,1,5,9.05,0,159,-1,6974.47
1,4,2,2,,8.1,0,122,-1,1797.98
1,4,3,4,5,9.95,1,21,-1,4666.4
2,4,6,13,4,8.73,1,217,2,3485.16
2,6,3,16,,2.42,0,40,-1,4018.57
3,5,4,5,,4.08,1,364,17,6394.72
3,2,3,10,5,12.66,1,44,-1,5284.89
1,1,4,17,,10.05,1,260,-1,2086.12
2,3,6,11,3,6.89,1,11,-1,2197.27
2,1,4,5,3,2.98,0,232,-1,2099.25
2,1,5,15,5,0.41,1,232,-1,5462.6
3,6,2,4,4,4.88,1,287,-1,5979.82
2,0,6,7,4,1.11,0,273,29,3341.89
1,4,4,10,4,7.39,0,201,16,2621.45
1,4,1,4,5,12.38,1,319,19,4362.6
3,4,6,20,4,4.5,0,86,13,5077.76
4,0,1,5,4,12.76,1,180,-1,3180.99
3,6,2,5,4,10.66,0,169,-1,6418.77
4,2,4,11,4,2.14,0,228,3,2825.94
2,2,6,19,3,9.78,1,81,-1,1741.6
3,6,6,5,3,2.53,1,349,-1,5232.35
1,3,2,21,3,9.93,0,210,26,2020.48
2,2,5,8,4,2.4,1,165,-1,2886.58
1,6,1,7,4,6.07,0,27,11,4755.65
2,2,6,8,4,8.63,0,21,-1,2250.02
3,4,3,13,5,1.04,0,301,-1,5846.2
4,5,1,5,4,2.55,0,293,-1,4429.89
2,6,4,18,4,5.01,0,31,-1,2977.18
4,1,2,9,4,7.1,1,310,27,3539.36
2,2,1,2,3,12.92,1,344,11,1810.16
1,2,3,16,,3.05,0,136,-1,2123.17
1,0,3,14,5,5.41,1,292,27,5152.29
2,3,2,17,,7.29,1,64,-1,1571.29
4,5,2,6,4,4.65,0,348,-1,4514.29
3,0,1,3,3,9.5,0,78,-1,2505.99
3,4,4,17,4,4.07,1,315,-1,5638.78
1,1,5,13,,11.65,1,254,-1,3577.33
3,3,3,6,5,7.73,1,340,-1,6733.14
1,0,2,8,4,1.57,0,62,-1,2881.22
3,6,5,6,4,9.52,1,75,-1,6013.23
2,2,5,16,5,8.67,1,281,-1,5035.88
1,2,5,6,4,5.28,1,300,-1,3288.03
1,3,4,17,4,0.46,0,350,-1,2701.79
2,2,2,21,4,3.25,0,34,-1,3082.09
1,6,3,3,5,6.26,0,77,-1,4523.88
3,0,2,12,4,3.24,0,262,-1,4889.79
3,0,1,6,5,8.79,0,52,-1,5524.05
1,2,3,21,3,10.77,1,296,8,2266.32
3,2,2,7,4,12.88,0,3,23,4275.09
4,4,3,11,4,9.81,0,1,-1,3520.18
1,1,1,9,4,10.43,0,290,-1,2613.68
2,3,6,16,4,9.24,0,360,11,2892.2
4,0,3,5,,14.79,0,140,26,2334.78
1,3,6,15,3,4.14,0,114,26,2584.63
2,4,5,21,4,4.21,1,114,22,3604.14
3,0,4,4,,2.16,1,262,11,7781.95
2,4,1,5,5,7.44,0,123,-1,3555.51
4,4,3,7,3,1.71,1,249,-1,2849.38
3,5,1,3,,4.27,0,294,6,5779.65
1,2,5,4,3,7.4,1,90,-1,1709.88
3,6,6,15,4,14.38,1,48,-1,4521.37
1,5,4,2,3,14.47,0,272,0,2834.58
1,3,1,5,5,11.23,0,152,-1,3997.96
2,6,6,7,4,6.02,0,221,10,4757.18
2,3,5,17,4,13.02,0,141,-1,2597.66
2,2,5,8,4,13.17,1,220,23,2314.93
4,6,5,9,3,13.68,0,260,-1,2228.04
4,5,6,10,4,9.71,0,198,-1,3982.94
2,3,3,11,4,3.27,0,82,-1,2651.13
4,5,2,1,3,1.64,0,212,10,3654.21
3,2,1,15,5,13.75,0,306,-1,4911.3
3,6,2,8,4,1.12,0,212,-1,5373.52
4,6,5,19,,4.65,1,272,25,4425.22
4,0,2,12,3,7.46,0,125,-1,2203.64
3,4,6,6,3,0.62,1,60,-1,4007.39
1,4,5,10,4,13.63,1,346,-1,3610.35
3,5,5,5,4,4.52,0,30,22,4764.25
3,6,4,7,3,0.72,0,14,15,3577.22
4,3,4,7,4,14.91,0,359,-1,2492.58
3,5,6,9,4,4.88,1,39,-1,6055.91
4,5,6,15,4,13.19,0,320,24,3702.49
4,1,2,6,5,6.97,0,275,-1,4579.5
2,6,1,16,3,10.05,1,232,-1,2914.95
3,4,2,7,4,3.84,1,320,-1,4798.64
1,6,6,15,4,7.69,1,287,23,4086.39
2,2,1,2,3,4.09,0,239,5,2239.34
4,5,2,8,3,14.28,0,149,-1,2073.89
4,1,3,12,4,1.2,1,61,-1,2865.84
1,1,3,11,,4.34,0,220,20,4262.63
4,4,1,6,4,13.43,0,250,13,2948.44
3,4,4,20,4,7.36,1,10,-1,5133.48
2,4,1,13,4,9.12,1,37,21,3241.25
4,2,2,16,4,9.88,1,64,-1,3138.28
4,1,5,8,3,1.34,0,190,3,2892.44
1,3,3,17,,0.56,1,37,-1,3284.42
3,2,5,13,4,14.09,0,254,-1,4717.8
4,0,3,4,4,4.29,0,268,-1,3359.79
1,5,2,20,3,5.89,1,243,-1,3404.98
4,4,3,10,3,10.33,1,279,-1,3201.97
1,1,1,20,3,3.77,0,291,-1,2903.73
1,5,5,16,4,11.08,0,147,9,3199.62
3,6,6,17,4,7.04,0,42,-1,4998.98
4,2,5,8,3,12.89,0,108,-1,1730.55
3,0,2,11,3,4.39,1,98,-1,3366.6
1,6,6,5,,3.3,0,42,-1,2435.6
2,2,5,21,3,12.53,1,339,-1,2505.28
4,2,2,16,4,5.1,0,103,-1,4283.96
2,3,4,8,3,6.35,0,192,-1,1500.0
4,5,1,21,4,11.97,0,114,-1,4286.54
3,3,3,16,4,9.64,0,45,-1,4883.17
3,2,3,4,4,6.79,0,61,-1,4068.97
3,0,3,6,3,3.97,0,113,-1,3369.73
3,1,4,21,,11.53,0,197,-1,3237.44
3,1,1,8,3,2.95,1,251,-1,5009.87
2,6,5,9,5,13.95,0,104,-1,4070.03
3,5,5,13,5,2.51,0,28,21,6618.61
1,4,1,17,3,12.13,0,168,-1,1663.64
1,4,6,9,4,6.54,0,14,-1,2333.29
2,1,1,13,3,3.03,1,121,-1,1518.27
4,2,3,9,3,6.21,1,356,-1,2539.98
1,2,5,6,4,3.56,0,18,-1,2172.43
4,3,1,10,3,2.3,0,336,13,2869.97
2,5,5,5,4,3.82,0,95,10,4211.94
4,3,1,7,4,13.05,0,283,-1,3291.37
4,4,2,11,,1.86,0,185,25,3136.11
4,1,3,9,5,14.6,0,52,14,4533.51
4,6,1,10,4,0.37,1,297,27,4950.9
2,2,4,11,4,9.98,0,328,-1,3618.01
1,1,1,3,4,12.89,1,90,-1,2689.83
3,0,2,8,3,14.03,0,18,-1,2427.53
4,1,4,17,4,2.42,1,76,-1,4189.56
1,0,4,7,,10.56,0,129,-1,3738.21
1,3,1,12,4,1.88,0,145,20,2939.85
2,3,2,16,5,5.48,0,244,-1,3749.58
1,4,4,15,3,11.06,0,180,-1,1500.0
2,1,3,21,3,5.39,0,135,-1,1812.51
4,1,6,13,3,4.91,0,211,-1,2735.45
4,0,3,18,4,2.01,0,136,-1,3173.19
3,3,5,18,4,1.28,0,204,-1,5384.72
3,0,5,5,4,1.99,0,148,-1,3899.2
3,3,2,14,5,13.17,0,347,-1,5990.66
1,0,4,11,,0.46,1,43,15,4111.47
4,3,3,3,4,10.49,0,59,12,2893.51
2,0,3,17,4,11.6,1,326,19,4562.68
3,6,6,12,3,8.65,0,248,-1,3634.5
2,3,2,3,4,11.04,1,125,-1,2785.24
2,5,4,2,,9.89,0,44,10,2337.85
3,0,2,4,3,7.0,0,1,-1,3257.8
4,1,1,18,,5.93,0,161,-1,3431.73
3,4,3,20,5,14.14,1,196,-1,5885.62
2,5,2,21,4,14.59,1,193,-1,4145.76
3,5,2,14,4,9.87,1,317,15,5957.33
2,0,6,8,4,3.2,1,46,-1,2874.44
2,4,1,2,3,6.88,1,225,-1,2784.06
3,1,5,19,5,7.6,0,1,-1,5854.56
1,5,3,10,4,11.44,1,211,-1,4490.73
3,1,6,5,,10.12,0,214,14,3177.89
1,3,2,11,4,7.87,1,292,-1,2238.96
2,6,3,9,3,10.3,0,79,27,1500.0
2,4,5,16,3,0.65,0,118,13,1994.42
1,6,2,5,,11.72,0,85,-1,1886.38
2,2,1,15,3,3.41,0,318,-1,2367.14
1,3,3,14,4,9.95,1,55,-1,2959.21
1,4,6,9,4,1.98,0,62,-1,2771.58
2,0,1,20,4,1.98,1,7,-1,3751.65
4,6,5,5,,0.82,0,182,-1,4602.6
1,0,5,15,,13.68,1,234,1,3028.89
3,1,3,9,,9.19,1,89,27,3004.8
3,5,5,4,4,5.62,0,103,-1,4584.64
2,6,4,21,3,11.88,1,278,-1,3117.1
4,2,6,21,4,9.5,0,340,21,3535.09
2,0,3,4,4,9.42,0,249,-1,3693.46
4,4,4,20,4,7.46,0,127,-1,3480.91
1,6,5,21,5,0.42,1,359,-1,5757.56
1,6,3,7,4,4.1,0,179,-1,4057.99
1,5,4,15,3,1.9,0,92,2,3436.81
1,5,5,17,3,10.04,0,181,-1,2943.46
3,4,2,18,5,3.95,0,211,-1,5623.85
3,5,2,7,4,6.92,1,203,-1,6719.72
2,0,1,19,5,5.5,0,36,8,5368.92
4,4,2,10,4,2.41,0,217,-1,2556.15
1,4,4,13,,14.39,0,145,-1,3727.97
1,1,6,2,5,14.02,0,58,-1,3449.94
4,2,2,20,4,1.54,1,128,23,4726.44
4,6,3,11,3,12.46,0,140,-1,2807.89
2,1,3,5,4,7.48,1,32,-1,2888.97
4,2,3,6,5,11.67,0,21,17,4134.27
1,4,2,3,5,2.52,0,204,8,4192.08
1,6,2,1,3,2.24,1,71,-1,4678.72
1,5,1,3,4,13.39,1,180,0,3647.53
1,2,6,3,5,13.5,1,187,-1,4449.12
1,4,6,4,4,7.15,0,49,-1,1724.64
2,4,5,7,,13.09,0,321,17,4378.18
1,1,1,15,5,10.11,1,82,14,3921.56
2,1,4,11,5,3.02,0,23,-1,4677.78
1,5,3,18,3,5.14,0,68,-1,2266.11
3,3,2,12,3,2.3,0,7,-1,4151.53
3,0,5,4,3,11.68,0,248,-1,2831.34
3,3,5,11,5,14.78,0,98,-1,5194.06
3,3,2,6,4,8.33,1,321,28,5381.23
2,6,1,19,3,9.94,0,197,-1,3057.52
2,6,5,18,4,11.27,1,314,-1,4268.16
4,5,6,15,4,3.6,0,207,-1,4657.24
1,6,1,3,5,5.24,0,302,-1,5181.78
3,2,2,17,4,6.36,0,191,-1,3984.72
2,5,1,1,4,9.04,0,25,-1,3310.98
1,5,6,2,,12.8,0,147,-1,2011.04
1,4,3,19,5,4.04,1,348,-1,5318.93
2,4,2,9,3,7.22,1,3,-1,2428.11
3,4,6,8,4,11.35,0,64,-1,3847.33
4,0,2,12,,1.58,0,216,-1,3100.68
1,2,6,15,3,7.84,0,290,-1,1963.18
4,2,6,7,3,2.42,0,116,-1,2557.03
3,4,5,21,4,8.23,1,84,-1,4574.33
3,3,5,16,4,11.59,0,307,-1,4504.52
4,0,5,7,3,3.78,0,278,25,2551.77
3,3,3,20,,12.79,1,365,-1,3390.63
1,1,3,21,,5.22,0,275,-1,4833.47
4,2,6,12,3,3.1,0,345,2,2545.73
3,2,4,17,3,7.14,0,282,-1,3571.05
4,3,2,11,4,13.18,0,168,-1,3020.87
1,0,5,4,,1.31,1,25,-1,4194.73
3,2,2,19,3,5.12,0,363,-1,3329.16
1,3,6,2,5,9.9,0,39,25,3399.86
3,5,1,2,4,5.56,0,207,-1,5430.37
2,5,6,17,4,1.34,0,362,-1,3412.09
3,6,3,9,3,5.18,0,83,-1,3378.3
4,0,4,1,4,12.37,1,237,-1,3944.47
3,3,1,10,3,14.53,0,343,-1,3582.4
1,6,2,15,4,0.88,1,193,-1,4110.53
1,5,3,21,3,8.67,0,328,-1,2617.98
3,0,5,15,4,1.85,0,337,-1,4281.62
4,6,1,21,5,10.3,1,361,3,5743.06
2,4,3,2,4,0.42,1,349,-1,2960.11
4,0,2,14,3,0.52,0,258,12,2929.72
2,1,6,4,,11.72,0,191,-1,2587.33
1,4,2,18,4,1.39,0,284,-1,3048.09
4,6,1,9,3,4.79,0,181,-1,3685.07
2,3,1,2,4,14.38,0,6,-1,2881.79
3,4,6,2,3,14.78,1,152,-1,2637.67
1,4,1,18,4,2.67,0,298,-1,3516.98
3,6,4,17,4,8.55,0,261,23,5035.25
1,3,5,9,,8.52,0,78,-1,1500.0
4,3,3,8,3,6.95,0,39,-1,2729.1
4,5,6,2,,13.89,0,188,-1,2634.43
1,1,2,2,5,11.38,1,276,-1,4690.02
1,3,2,5,4,11.54,0,249,-1,2708.36
1,2,5,12,3,4.26,1,313,-1,2848.31
4,2,1,16,,6.68,0,108,-1,2954.51
2,1,1,14,,7.47,1,95,-1,1893.28
3,0,2,20,4,4.69,1,31,-1,5771.77
3,6,5,2,4,1.69,0,267,-1,5362.08
4,0,2,8,,2.16,0,235,2,4027.3
3,2,1,4,3,2.96,1,19,-1,3466.87
1,3,6,20,4,3.29,0,204,-1,3185.81
2,1,3,9,4,3.86,0,237,-1,3264.86
3,0,1,20,5,4.06,0,20,-1,6631.2
2,0,6,19,4,7.0,1,300,5,3042.91
1,6,3,2,,7.79,0,216,-1,3434.53
3,4,4,16,,4.84,0,120,-1,4865.14
4,2,5,11,,13.64,1,295,-1,4716.76
2,3,6,8,5,8.43,0,349,-1,4185.55
1,1,4,12,5,11.88,1,350,2,4161.61
2,0,1,3,4,13.89,1,261,-1,3336.32
3,6,5,13,4,2.7,0,254,-1,4610.53
3,4,6,2,5,6.59,1,10,-1,6159.74
4,2,1,13,3,6.67,0,63,14,2162.78
1,2,5,8,3,5.51,1,121,-1,2660.02
1,6,5,15,4,0.43,1,186,20,4039.68
4,1,1,21,,12.29,0,199,-1,1998.54
4,0,1,9,5,1.94,0,54,18,5544.52
1,1,6,11,4,14.93,1,294,-1,2820.81
2,6,5,21,,11.66,0,54,14,3037.22
2,6,6,3,,8.83,1,331,4,3813.28
4,1,5,7,4,2.57,0,130,-1,2819.17
2,5,6,14,4,7.88,1,79,13,4204.79
1,4,1,15,3,4.14,0,127,-1,1500.0
3,2,1,9,,4.01,1,218,-1,4205.22
3,5,2,20,4,12.49,0,271,-1,4521.48
2,3,6,11,3,5.9,0,260,5,1500.0
4,2,2,7,,6.93,1,250,-1,5086.61
4,2,2,12,3,12.69,0,295,23,2123.93
4,4,4,19,5,1.59,1,322,-1,6088.57
4,3,5,18,4,9.04,1,226,-1,3377.53
4,0,3,13,5,8.8,1,172,-1,5191.96
2,3,4,11,4,6.55,0,252,9,3025.45
3,0,5,1,5,12.5,0,23,-1,4251.58
3,3,3,6,3,14.16,0,284,-1,2705.83
2,1,2,21,3,7.14,0,125,24,1500.0
4,6,3,2,3,7.01,0,255,-1,2553.77
2,3,1,13,4,7.68,1,288,-1,3336.33
3,5,1,13,3,10.93,1,178,-1,3991.21
1,5,6,19,4,10.12,0,79,-1,3605.88
2,4,5,9,4,3.58,1,96,-1,2719.95
4,6,4,19,4,1.24,0,201,-1,4677.65
3,6,2,1,4,14.25,0,29,-1,4990.6
3,0,5,8,3,4.14,0,60,-1,2551.39
3,2,2,14,4,9.69,0,162,1,3867.76
3,4,1,16,4,12.48,1,262,-1,5267.5
4,5,4,4,5,4.71,1,142,-1,6147.23
1,5,4,18,4,9.64,0,351,-1,2975.6
3,0,1,14,5,1.89,1,65,-1,5751.69
2,5,3,9,4,14.56,0,223,-1,3342.95
1,5,4,15,5,1.15,1,219,-1,6352.76
3,0,3,3,3,6.74,1,340,-1,4268.54
1,5,2,4,4,8.19,1,272,-1,4387.49
2,2,4,18,5,11.92,0,18,-1,3743.52
3,1,6,14,3,2.08,0,269,-1,3433.67
2,4,1,15,4,6.78,0,48,18,1710.65
4,2,3,8,,4.71,0,306,8,5073.79
3,2,6,10,4,4.89,0,33,-1,4169.61
3,1,2,12,3,11.75,0,239,-1,3162.21
3,6,2,21,4,0.38,1,83,19,6441.55
3,4,4,9,3,11.31,0,175,-1,2765.97
4,2,4,8,5,12.21,1,322,-1,5072.28
3,5,6,17,3,13.55,0,313,16,3306.64
1,1,5,9,3,9.52,1,333,5,2561.3
3,6,5,13,,5.2,1,148,-1,4305.42
4,4,4,14,4,6.58,0,282,-1,4763.47
3,3,5,5,,14.56,1,156,-1,6148.67
1,0,1,9,3,13.25,1,231,-1,3238.44
4,5,6,16,3,7.11,0,206,-1,3042.56
4,1,1,19,4,14.16,1,171,-1,3075.66
1,0,5,7,5,12.4,0,165,-1,4320.26
1,6,4,12,4,13.55,0,270,14,3587.62
1,6,1,2,4,10.34,0,14,-1,3747.29
1,3,2,18,4,12.91,0,31,-1,2557.33
1,2,4,18,3,13.41,0,39,-1,1500.0
4,2,6,16,,1.65,1,75,-1,3981.69
4,4,3,11,4,14.49,1,211,-1,3262.03
3,1,3,2,5,5.2,1,90,-1,5424.43
3,1,4,14,5,6.77,0,257,-1,6160.99
2,6,5,4,4,11.94,1,232,16,4559.13
3,4,1,7,4,10.07,0,21,29,3816.58
3,0,1,2,4,13.43,1,153,-1,4098.12
1,2,4,21,3,6.19,0,135,-1,1724.99
1,2,2,14,4,5.79,1,291,-1,3566.23
3,6,6,7,4,0.77,1,100,-1,6299.41
2,1,5,9,5,7.1,1,80,6,4958.9
1,6,2,8,3,10.94,1,120,-1,2309.87
3,1,4,9,4,4.73,1,134,4,4081.98
3,4,4,7,4,7.1,1,218,-1,5019.35
4,3,2,19,3,3.53,1,233,-1,3768.87
2,0,3,17,4,11.66,1,217,-1,3902.0
4,5,4,13,5,1.19,0,338,-1,5078.94
2,3,6,11,5,10.67,1,264,-1,5026.37
1,3,5,18,4,5.87,0,234,-1,3033.11
2,1,2,17,3,0.91,1,58,-1,1502.59
3,1,3,16,5,12.85,0,64,29,5734.12
3,1,2,10,4,7.47,1,245,-1,5698.54
2,3,3,4,4,9.11,0,148,10,2863.43
2,6,3,4,3,11.06,0,176,-1,3086.25
2,0,6,11,3,9.93,1,32,-1,2223.88
4,6,5,21,3,11.04,0,144,14,2640.42
2,1,4,8,4,11.51,0,268,-1,2929.23
1,2,3,9,3,8.96,1,240,-1,1884.71
4,6,4,16,3,5.67,0,298,-1,2959.08
4,0,5,10,4,3.87,0,112,17,3433.4
2,2,4,9,4,13.57,1,328,-1,3014.97
1,0,6,3,3,14.56,1,320,-1,3000.65
4,1,6,2,3,5.56,0,39,-1,2116.92
3,6,1,9,3,1.95,0,161,-1,4202.66
4,5,6,13,4,3.57,0,35,-1,4239.51
2,4,3,6,3,10.16,0,364,-1,2216.26
1,1,5,4,4,2.84,0,205,-1,2364.83
2,3,6,14,3,11.77,0,234,4,2459.21
3,5,2,11,3,13.87,0,106,-1,4034.18
3,3,5,2,4,14.47,1,84,-1,4535.61
3,0,3,3,3,0.44,0,91,-1,5017.78
2,3,5,5,3,14.38,0,223,-1,1500.0
4,5,6,7,4,11.18,1,39,-1,3947.5
2,5,2,11,4,1.54,0,92,-1,3139.89
1,1,1,12,4,6.4,1,271,-1,4514.72
4,2,3,11,3,10.59,0,352,-1,2066.22
3,1,3,19,5,14.36,0,305,17,6755.87
2,0,5,13,5,2.71,0,233,-1,4971.64
3,3,4,4,4,2.18,0,42,-1,4561.13
3,2,4,14,4,7.24,1,342,20,5099.18
1,6,2,12,,14.53,1,132,-1,4534.57
