district,wall_type,street,price_per_sqm
Центр,монолит,Улица_30,134.0
Окраины,панель,Улица_61,56.0
Центр,кирпич,Улица_27,154.7
Окраины,кирпич,Улица_24,56.8
Исторический центр,дерево,Улица_24,120.9
Окраины,панель,Улица_0,58.6
Центр,кирпич,Улица_58,155.7
Исторический центр,монолит,Улица_41,171.6
Окраины,кирпич,Улица_33,104.3
Окраины,кирпич,Улица_17,53.9
Окраины,дерево,Улица_4,40.0
Центр,монолит,Улица_19,147.3
Центр,панель,Улица_61,88.7
Окраины,дерево,Улица_31,40.0
Исторический центр,монолит,Улица_57,163.0
Исторический центр,монолит,Улица_49,142.5
Центр,кирпич,Улица_37,161.8
Исторический центр,кирпич,Улица_54,171.8
Центр,панель,Улица_27,125.4
Окраины,монолит,Улица_21,63.1
Центр,панель,Улица_42,76.7
Центр,кирпич,Улица_35,112.6
Окраины,кирпич,Улица_51,102.4
Исторический центр,монолит,Улица_35,164.9
Центр,кирпич,Улица_27,145.3
Центр,панель,Улица_57,100.8
Окраины,кирпич,Улица_35,77.5
Исторический центр,кирпич,Улица_8,193.1
Центр,монолит,Улица_20,172.5
Окраины,монолит,Улица_63,89.9
Центр,кирпич,Улица_60,130.9
Окраины,кирпич,Улица_39,95.3
Исторический центр,монолит,Улица_55,185.5
Исторический центр,кирпич,Улица_3,182.1
Исторический центр,панель,Улица_30,123.9
Исторический центр,дерево,Улица_26,117.7
Центр,кирпич,Улица_57,161.3
Центр,дерево,Улица_24,86.5
Исторический центр,кирпич,Улица_4,145.7
Исторический центр,панель,Улица_7,154.6
Исторический центр,панель,Улица_8,162.8
Центр,дерево,Улица_14,96.2
Исторический центр,кирпич,Улица_6,192.1
Исторический центр,панель,Улица_14,172.5
Исторический центр,дерево,Улица_36,149.4
Окраины,панель,Улица_38,41.3
Исторический центр,панель,Улица_5,151.6
Окраины,кирпич,Улица_56,66.7
Окраины,монолит,Улица_18,88.1
Исторический центр,кирпич,Улица_62,167.7
Окраины,кирпич,Улица_30,65.7
Исторический центр,панель,Улица_9,184.7
Центр,кирпич,Улица_61,105.0
Центр,дерево,Улица_2,102.3
Центр,дерево,Улица_17,64.2
Центр,монолит,Улица_24,116.1
Окраины,монолит,Улица_19,42.6
Исторический центр,монолит,Улица_57,199.1
Исторический центр,кирпич,Улица_49,173.4
Исторический центр,монолит,Улица_9,185.1
Центр,кирпич,Улица_20,145.1
Центр,кирпич,Улица_28,143.5
Исторический центр,монолит,Улица_9,158.2
Центр,панель,Улица_12,101.5
Исторический центр,монолит,Улица_46,190.6
Исторический центр,кирпич,Улица_22,164.3
Исторический центр,панель,Улица_49,112.7
Исторический центр,кирпич,Улица_3,178.0
Исторический центр,панель,Улица_52,165.8
Исторический центр,монолит,Улица_1,197.7
Исторический центр,панель,Улица_64,170.8
Центр,кирпич,Улица_56,147.5
Исторический центр,кирпич,Улица_6,160.8
Исторический центр,кирпич,Улица_18,198.8
Центр,панель,Улица_43,96.1
Центр,дерево,Улица_62,98.2
Центр,кирпич,Улица_64,166.3
Исторический центр,монолит,Улица_38,177.0
Окраины,монолит,Улица_25,57.9
Окраины,панель,Улица_43,50.9
Центр,монолит,Улица_11,100.2
Окраины,монолит,Улица_21,67.6
Центр,кирпич,Улица_13,144.4
Исторический центр,кирпич,Улица_29,144.8
Окраины,кирпич,Улица_43,59.1
Исторический центр,дерево,Улица_37,129.4
Окраины,дерево,Улица_58,55.4
Исторический центр,монолит,Улица_41,172.1
Окраины,кирпич,Улица_51,82.6
Исторический центр,панель,Улица_62,114.8
Исторический центр,кирпич,Улица_60,157.4
Окраины,кирпич,Улица_33,120.4
Исторический центр,панель,Улица_38,163.9
Исторический центр,дерево,Улица_40,142.4
Исторический центр,дерево,Улица_36,125.2
Окраины,монолит,Улица_64,109.4
Окраины,кирпич,Улица_31,108.9
Исторический центр,кирпич,Улица_7,229.3
Исторический центр,кирпич,Улица_17,161.2
Окраины,монолит,Улица_44,75.4
Окраины,монолит,Улица_32,110.6
Исторический центр,панель,Улица_4,182.1
Исторический центр,панель,Улица_35,171.9
Исторический центр,кирпич,Улица_22,182.5
Центр,кирпич,Улица_39,142.3
Окраины,панель,Улица_4,51.7
Центр,кирпич,Улица_33,155.6
Окраины,панель,Улица_23,40.0
Окраины,монолит,Улица_16,95.3
Окраины,панель,Улица_21,59.8
Окраины,кирпич,Улица_14,86.5
Окраины,кирпич,Улица_14,76.1
Окраины,панель,Улица_24,40.0
Окраины,панель,Улица_52,52.7
Центр,панель,Улица_20,137.3
Исторический центр,панель,Улица_31,138.5
Исторический центр,панель,Улица_20,149.7
Центр,монолит,Улица_43,121.8
Центр,кирпич,Улица_13,136.6
Центр,монолит,Улица_14,134.2
Центр,кирпич,Улица_19,160.2
Окраины,кирпич,Улица_33,70.2
Исторический центр,панель,Улица_35,164.5
Окраины,панель,Улица_8,44.1
Исторический центр,дерево,Улица_29,119.4
Исторический центр,монолит,Улица_62,131.0
Центр,дерево,Улица_34,64.7
Окраины,дерево,Улица_12,40.0
Центр,панель,Улица_45,115.1
Окраины,панель,Улица_55,44.6
Исторический центр,панель,Улица_8,152.6
Центр,дерево,Улица_35,96.6
Центр,монолит,Улица_2,141.8
Исторический центр,кирпич,Улица_18,190.2
Исторический центр,монолит,Улица_27,205.8
Исторический центр,кирпич,Улица_22,208.4
Центр,панель,Улица_6,84.5
Окраины,кирпич,Улица_13,91.5
Центр,монолит,Улица_45,157.6
Окраины,монолит,Улица_14,72.9
Центр,кирпич,Улица_14,151.5
Центр,кирпич,Улица_50,131.0
Исторический центр,кирпич,Улица_7,183.7
Окраины,монолит,Улица_61,58.9
Центр,кирпич,Улица_50,118.4
Центр,кирпич,Улица_62,130.6
Исторический центр,кирпич,Улица_15,226.1
Исторический центр,панель,Улица_23,156.1
Окраины,кирпич,Улица_5,79.6
Центр,монолит,Улица_56,121.4
Окраины,кирпич,Улица_30,49.2
Центр,монолит,Улица_5,118.0
Окраины,кирпич,Улица_28,85.4
Исторический центр,панель,Улица_2,172.5
Центр,кирпич,Улица_27,149.8
Окраины,монолит,Улица_47,60.3
Исторический центр,дерево,Улица_9,146.7
Исторический центр,дерево,Улица_32,145.5
Окраины,панель,Улица_11,40.0
Центр,панель,Улица_56,76.3
Центр,монолит,Улица_43,100.3
Исторический центр,монолит,Улица_12,151.9
Центр,кирпич,Улица_23,115.2
Центр,монолит,Улица_43,108.4
Центр,панель,Улица_56,54.5
Исторический центр,кирпич,Улица_15,209.5
Окраины,кирпич,Улица_20,65.8
Центр,кирпич,Улица_50,122.2
Исторический центр,панель,Улица_20,207.7
Исторический центр,кирпич,Улица_59,198.9
Окраины,кирпич,Улица_50,75.8
Центр,кирпич,Улица_20,137.0
Центр,панель,Улица_5,88.5
Окраины,монолит,Улица_64,112.4
Окраины,кирпич,Улица_57,96.4
Исторический центр,кирпич,Улица_5,181.6
Исторический центр,кирпич,Улица_64,229.0
Окраины,дерево,Улица_33,46.4
Центр,панель,Улица_55,63.6
Исторический центр,панель,Улица_2,182.8
Исторический центр,кирпич,Улица_41,151.5
Центр,монолит,Улица_61,108.1
Исторический центр,панель,Улица_5,144.0
Центр,кирпич,Улица_5,127.3
Центр,кирпич,Улица_62,131.9
Центр,панель,Улица_19,108.4
Окраины,монолит,Улица_20,118.4
Окраины,монолит,Улица_1,66.2
Окраины,панель,Улица_55,40.0
Центр,монолит,Улица_9,138.9
Центр,кирпич,Улица_22,116.2
Окраины,панель,Улица_29,40.0
Исторический центр,монолит,Улица_36,143.3
Центр,кирпич,Улица_54,116.1
Исторический центр,монолит,Улица_48,142.8
Исторический центр,кирпич,Улица_33,216.3
Центр,кирпич,Улица_43,107.1
Центр,панель,Улица_21,131.8
Исторический центр,панель,Улица_30,129.0
Исторический центр,монолит,Улица_6,142.3
Окраины,кирпич,Улица_20,75.0
Окраины,монолит,Улица_15,48.5
Центр,панель,Улица_19,115.6
Окраины,панель,Улица_42,40.0
Окраины,дерево,Улица_43,50.0
Окраины,монолит,Улица_46,96.9
Окраины,кирпич,Улица_18,92.4
Исторический центр,монолит,Улица_47,166.6
Центр,кирпич,Улица_10,120.8
Окраины,кирпич,Улица_28,122.8
Исторический центр,панель,Улица_44,167.4
Исторический центр,дерево,Улица_35,138.7
Исторический центр,кирпич,Улица_47,179.8
Окраины,монолит,Улица_14,72.9
Окраины,кирпич,Улица_43,68.4
Центр,монолит,Улица_39,167.7
Окраины,панель,Улица_13,48.8
Окраины,монолит,Улица_62,40.0
Исторический центр,кирпич,Улица_50,180.3
Центр,монолит,Улица_57,151.5
Окраины,дерево,Улица_14,61.7
Окраины,монолит,Улица_64,115.3
Исторический центр,панель,Улица_54,117.3
Исторический центр,дерево,Улица_9,143.5
Окраины,кирпич,Улица_41,67.7
Центр,монолит,Улица_10,118.8
Центр,монолит,Улица_15,159.2
Исторический центр,кирпич,Улица_18,176.2
Исторический центр,панель,Улица_30,132.0
Окраины,кирпич,Улица_52,110.8
Исторический центр,панель,Улица_7,158.1
Окраины,панель,Улица_23,45.5
Центр,кирпич,Улица_7,129.3
Центр,панель,Улица_47,97.6
Окраины,кирпич,Улица_29,56.1
Исторический центр,панель,Улица_57,150.9
Центр,кирпич,Улица_54,103.7
Исторический центр,монолит,Улица_61,150.1
Центр,кирпич,Улица_47,118.9
Окраины,монолит,Улица_3,54.6
Окраины,панель,Улица_36,40.4
Окраины,кирпич,Улица_7,87.6
Центр,монолит,Улица_0,158.9
Исторический центр,панель,Улица_46,143.1
Исторический центр,панель,Улица_4,136.1
Исторический центр,кирпич,Улица_49,170.5
Центр,панель,Улица_23,96.2
Центр,кирпич,Улица_46,142.8
Центр,кирпич,Улица_17,153.5
Центр,панель,Улица_27,142.9
Центр,кирпич,Улица_4,115.6
Исторический центр,кирпич,Улица_29,149.3
Центр,кирпич,Улица_0,139.0
Центр,кирпич,Улица_45,158.5
Исторический центр,кирпич,Улица_30,199.0
Центр,дерево,Улица_55,57.4
Исторический центр,кирпич,Улица_27,205.0
Исторический центр,панель,Улица_15,134.4
Окраины,кирпич,Улица_53,79.4
Окраины,дерево,Улица_52,40.0
Окраины,кирпич,Улица_11,52.6
Окраины,дерево,Улица_19,40.4
Центр,панель,Улица_33,164.2
Окраины,кирпич,Улица_52,112.5
Исторический центр,монолит,Улица_63,161.9
Центр,панель,Улица_22,87.3
Окраины,кирпич,Улица_26,117.1
Исторический центр,монолит,Улица_16,186.6
Центр,дерево,Улица_47,86.6
Центр,панель,Улица_20,100.8
Окраины,кирпич,Улица_49,69.3
Центр,монолит,Улица_39,126.3
Исторический центр,монолит,Улица_2,189.9
Центр,монолит,Улица_16,143.6
Исторический центр,монолит,Улица_60,150.3
Центр,кирпич,Улица_49,120.5
Окраины,дерево,Улица_5,40.0
Исторический центр,кирпич,Улица_27,206.4
Центр,кирпич,Улица_54,117.9
Центр,панель,Улица_57,100.3
Центр,панель,Улица_44,124.8
Исторический центр,кирпич,Улица_18,178.0
Исторический центр,монолит,Улица_28,202.6
Исторический центр,панель,Улица_22,160.9
Окраины,панель,Улица_31,40.0
Окраины,монолит,Улица_9,78.7
Исторический центр,панель,Улица_48,122.8
Центр,кирпич,Улица_64,139.5
Окраины,кирпич,Улица_28,104.4
Исторический центр,дерево,Улица_58,152.3
Центр,кирпич,Улица_44,118.7
Окраины,панель,Улица_50,40.0
Центр,панель,Улица_10,84.0
Центр,панель,Улица_5,99.2
Центр,кирпич,Улица_61,106.0
Центр,панель,Улица_4,40.0
Окраины,панель,Улица_8,40.0
Окраины,дерево,Улица_27,56.7
Окраины,кирпич,Улица_37,108.3
Исторический центр,панель,Улица_42,160.4
Окраины,панель,Улица_20,40.0
Центр,панель,Улица_61,95.4
Окраины,монолит,Улица_45,123.9
Центр,кирпич,Улица_37,112.8
Исторический центр,кирпич,Улица_48,138.8
Центр,монолит,Улица_38,130.5
Центр,панель,Улица_29,85.4
Центр,панель,Улица_20,75.0
Исторический центр,кирпич,Улица_0,179.9
Окраины,кирпич,Улица_31,63.8
Окраины,кирпич,Улица_7,83.0
Исторический центр,кирпич,Улица_29,189.7
Центр,панель,Улица_7,115.7
Окраины,монолит,Улица_18,70.9
Исторический центр,кирпич,Улица_58,195.1
Окраины,кирпич,Улица_54,66.7
Исторический центр,кирпич,Улица_29,208.6
Центр,панель,Улица_35,100.3
Окраины,кирпич,Улица_54,67.4
Исторический центр,дерево,Улица_43,123.7
Окраины,монолит,Улица_26,117.2
Окраины,дерево,Улица_53,60.1
Окраины,монолит,Улица_47,77.1
Окраины,панель,Улица_29,40.0
Исторический центр,панель,Улица_38,173.2
Центр,кирпич,Улица_12,150.0
Исторический центр,панель,Улица_15,155.1
Исторический центр,дерево,Улица_43,139.4
Исторический центр,кирпич,Улица_26,185.8
Центр,монолит,Улица_44,136.4
Окраины,кирпич,Улица_34,90.5
Окраины,монолит,Улица_27,79.9
Окраины,дерево,Улица_6,40.0
Центр,монолит,Улица_61,135.0
Окраины,монолит,Улица_50,62.4
Центр,панель,Улица_45,143.1
Окраины,монолит,Улица_19,71.4
Окраины,дерево,Улица_37,40.0
Исторический центр,монолит,Улица_60,148.8
Центр,панель,Улица_31,105.8
Исторический центр,панель,Улица_25,158.6
Исторический центр,монолит,Улица_57,191.5
Исторический центр,панель,Улица_38,172.0
Центр,монолит,Улица_19,139.7
Центр,панель,Улица_49,87.4
Окраины,кирпич,Улица_51,72.8
Исторический центр,панель,Улица_21,182.3
Окраины,панель,Улица_52,61.0
Исторический центр,кирпич,Улица_42,152.2
Центр,кирпич,Улица_22,160.7
Центр,панель,Улица_63,105.1
Центр,кирпич,Улица_8,171.5
Исторический центр,кирпич,Улица_6,217.7
Центр,монолит,Улица_40,143.0
Исторический центр,дерево,Улица_53,137.2
Окраины,монолит,Улица_64,84.5
Исторический центр,дерево,Улица_1,150.9
Окраины,монолит,Улица_3,58.6
Исторический центр,кирпич,Улица_31,190.8
Окраины,монолит,Улица_1,100.0
Центр,монолит,Улица_63,135.9
Окраины,панель,Улица_13,46.7
Центр,кирпич,Улица_19,153.0
Центр,монолит,Улица_48,128.7
Окраины,кирпич,Улица_7,96.9
Исторический центр,панель,Улица_62,165.6
Исторический центр,кирпич,Улица_45,202.8
Исторический центр,панель,Улица_20,163.5
Исторический центр,панель,Улица_31,170.8
Исторический центр,кирпич,Улица_7,210.5
Центр,панель,Улица_15,84.9
Исторический центр,панель,Улица_39,179.6
Центр,монолит,Улица_26,172.6
Центр,монолит,Улица_17,85.9
Центр,панель,Улица_34,85.5
Окраины,монолит,Улица_51,111.6
Окраины,кирпич,Улица_14,94.0
Центр,кирпич,Улица_62,129.2
Окраины,кирпич,Улица_52,68.9
Исторический центр,панель,Улица_30,119.0
Исторический центр,кирпич,Улица_60,183.5
Центр,кирпич,Улица_63,131.4
Исторический центр,монолит,Улица_33,175.7
Центр,монолит,Улица_54,95.5
Центр,панель,Улица_58,98.0
Исторический центр,кирпич,Улица_2,171.5
Окраины,панель,Улица_16,63.8
Исторический центр,панель,Улица_45,172.1
Исторический центр,монолит,Улица_37,210.0
Центр,кирпич,Улица_34,145.7
Центр,монолит,Улица_0,151.9
Центр,монолит,Улица_28,111.9
Центр,кирпич,Улица_3,123.0
Окраины,дерево,Улица_60,40.0
Окраины,панель,Улица_16,46.4
Окраины,кирпич,Улица_27,96.5
Центр,панель,Улица_49,84.0
Центр,кирпич,Улица_7,156.1
Центр,кирпич,Улица_33,172.6
Окраины,панель,Улица_58,91.2
Центр,монолит,Улица_17,95.9
Исторический центр,дерево,Улица_58,157.8
Исторический центр,монолит,Улица_26,222.7
Центр,кирпич,Улица_15,139.1
Исторический центр,монолит,Улица_9,165.0
Исторический центр,панель,Улица_21,184.3
Окраины,монолит,Улица_15,84.8
Центр,монолит,Улица_11,102.6
Центр,монолит,Улица_50,139.9
Окраины,панель,Улица_0,69.6
Исторический центр,монолит,Улица_26,201.8
Исторический центр,кирпич,Улица_11,187.9
Центр,дерево,Улица_29,100.3
Исторический центр,кирпич,Улица_8,221.7
Окраины,кирпич,Улица_52,86.7
Окраины,кирпич,Улица_60,84.9
Центр,монолит,Улица_53,122.5
Окраины,панель,Улица_36,46.9
Окраины,панель,Улица_64,80.1
Центр,дерево,Улица_41,76.9
Окраины,дерево,Улица_48,40.0
Окраины,кирпич,Улица_3,63.1
Окраины,кирпич,Улица_63,94.0
Исторический центр,монолит,Улица_50,161.5
Центр,дерево,Улица_59,83.6
Центр,панель,Улица_30,105.6
Центр,панель,Улица_57,128.4
Исторический центр,кирпич,Улица_3,172.9
Исторический центр,монолит,Улица_21,194.7
Центр,панель,Улица_2,108.0
Исторический центр,панель,Улица_46,171.9
Центр,кирпич,Улица_37,136.8
Исторический центр,дерево,Улица_32,153.5
Окраины,панель,Улица_47,45.8
Окраины,кирпич,Улица_64,111.5
Центр,панель,Улица_25,76.7
Исторический центр,монолит,Улица_7,163.9
Исторический центр,панель,Улица_49,145.1
Окраины,монолит,Улица_37,93.3
Окраины,панель,Улица_9,62.7
Исторический центр,дерево,Улица_41,105.1
Исторический центр,кирпич,Улица_36,179.1
Исторический центр,кирпич,Улица_25,185.6
Исторический центр,кирпич,Улица_11,198.6
Исторический центр,монолит,Улица_48,167.8
Исторический центр,панель,Улица_13,105.7
Центр,монолит,Улица_45,166.5
Исторический центр,монолит,Улица_34,158.1
Окраины,панель,Улица_28,43.4
Центр,дерево,Улица_11,40.0
Исторический центр,кирпич,Улица_43,186.2
Окраины,монолит,Улица_1,103.0
Центр,панель,Улица_58,112.2
Окраины,панель,Улица_16,60.4
Исторический центр,монолит,Улица_9,180.6
Исторический центр,панель,Улица_17,117.4
Исторический центр,кирпич,Улица_21,206.8
Исторический центр,панель,Улица_57,166.6
Центр,панель,Улица_52,103.6
Центр,монолит,Улица_0,114.6
Окраины,панель,Улица_60,45.0
Исторический центр,дерево,Улица_30,113.6
Окраины,панель,Улица_30,40.0
Центр,панель,Улица_18,60.5
Исторический центр,монолит,Улица_52,209.6
Исторический центр,панель,Улица_21,158.4
Центр,дерево,Улица_22,101.8
Центр,монолит,Улица_14,107.1
Центр,панель,Улица_25,115.4
Центр,кирпич,Улица_2,136.1
Центр,панель,Улица_19,100.0
Исторический центр,кирпич,Улица_39,202.4
Центр,монолит,Улица_38,147.3
Исторический центр,кирпич,Улица_17,168.1
Исторический центр,кирпич,Улица_40,203.9
Центр,кирпич,Улица_26,147.4
Центр,кирпич,Улица_14,105.7
Исторический центр,кирпич,Улица_36,202.6
Центр,монолит,Улица_57,145.4
Центр,монолит,Улица_4,115.6
Центр,монолит,Улица_6,145.9
Окраины,монолит,Улица_40,48.3
Исторический центр,кирпич,Улица_9,161.7
Окраины,монолит,Улица_61,69.8
Центр,кирпич,Улица_25,177.8
Окраины,кирпич,Улица_23,83.0
Центр,панель,Улица_40,107.6
Окраины,кирпич,Улица_64,88.0
Центр,монолит,Улица_16,142.1
Окраины,панель,Улица_23,40.0
Окраины,монолит,Улица_26,78.9
Окраины,панель,Улица_6,46.4
Исторический центр,кирпич,Улица_11,178.5
Окраины,монолит,Улица_2,63.2
Исторический центр,кирпич,Улица_9,218.7
Центр,панель,Улица_32,104.1
Окраины,кирпич,Улица_45,118.3
Центр,панель,Улица_58,98.1
Центр,монолит,Улица_51,135.9
Окраины,панель,Улица_5,46.3
Исторический центр,дерево,Улица_1,142.4
Окраины,монолит,Улица_28,63.3
Центр,монолит,Улица_39,150.9
Центр,монолит,Улица_60,102.6
Окраины,кирпич,Улица_28,96.9
Исторический центр,монолит,Улица_61,170.7
Исторический центр,кирпич,Улица_59,174.9
Центр,кирпич,Улица_40,123.0
Центр,дерево,Улица_64,84.9
Исторический центр,панель,Улица_63,158.3
Окраины,панель,Улица_62,46.1
Центр,кирпич,Улица_47,135.1
Исторический центр,панель,Улица_19,176.1
Центр,кирпич,Улица_36,141.5
Окраины,кирпич,Улица_63,107.4
Исторический центр,кирпич,Улица_4,168.2
Центр,панель,Улица_33,129.0
Окраины,панель,Улица_38,42.3
Центр,кирпич,Улица_61,122.7
Окраины,монолит,Улица_23,65.3
Окраины,кирпич,Улица_2,94.3
Исторический центр,монолит,Улица_49,162.2
Окраины,дерево,Улица_28,40.0
Центр,монолит,Улица_31,109.5
Окраины,монолит,Улица_38,116.7
Окраины,дерево,Улица_8,58.8
Исторический центр,панель,Улица_13,139.0
Окраины,монолит,Улица_63,92.3
Окраины,монолит,Улица_19,85.4
Центр,панель,Улица_27,144.9
Исторический центр,кирпич,Улица_13,174.3
Исторический центр,дерево,Улица_43,130.8
Исторический центр,монолит,Улица_38,207.1
Окраины,кирпич,Улица_27,94.3
Исторический центр,панель,Улица_63,155.9
Окраины,монолит,Улица_31,69.7
Окраины,панель,Улица_8,55.2
Центр,панель,Улица_27,83.0
Центр,монолит,Улица_16,128.7
Центр,панель,Улица_54,100.9
Центр,панель,Улица_9,130.0
Центр,монолит,Улица_5,106.7
Окраины,монолит,Улица_47,66.4
Окраины,панель,Улица_40,40.0
Исторический центр,панель,Улица_59,171.6
Окраины,панель,Улица_41,40.0
Окраины,дерево,Улица_27,73.2
Центр,кирпич,Улица_12,112.1
Окраины,кирпич,Улица_14,57.7
Центр,панель,Улица_35,94.8
Исторический центр,монолит,Улица_14,205.3
Исторический центр,кирпич,Улица_55,189.2
Окраины,кирпич,Улица_3,111.0
Исторический центр,кирпич,Улица_51,182.8
Окраины,монолит,Улица_9,87.8
Исторический центр,кирпич,Улица_44,181.6
Центр,панель,Улица_28,98.2
Центр,панель,Улица_52,89.1
Центр,монолит,Улица_28,122.6
Центр,панель,Улица_22,109.5
Окраины,кирпич,Улица_56,89.0
Исторический центр,панель,Улица_49,112.5
Окраины,дерево,Улица_20,51.0
Центр,панель,Улица_42,73.4
Окраины,дерево,Улица_9,73.2
Исторический центр,монолит,Улица_29,150.5
Окраины,кирпич,Улица_50,89.0
Исторический центр,монолит,Улица_32,185.3
Окраины,кирпич,Улица_17,84.1
Исторический центр,панель,Улица_21,153.4
Исторический центр,кирпич,Улица_63,175.7
Центр,кирпич,Улица_20,140.5
Исторический центр,дерево,Улица_0,148.7
Центр,кирпич,Улица_14,140.5
Центр,монолит,Улица_35,110.3
Центр,кирпич,Улица_46,153.5
Окраины,кирпич,Улица_53,112.5
Окраины,монолит,Улица_31,73.7
Окраины,панель,Улица_57,96.2
Окраины,монолит,Улица_45,72.6
Исторический центр,кирпич,Улица_53,189.6
Исторический центр,панель,Улица_32,133.5
Окраины,монолит,Улица_38,99.5
Исторический центр,панель,Улица_22,124.3
Исторический центр,панель,Улица_42,123.3
Центр,дерево,Улица_54,87.3
Центр,монолит,Улица_1,129.4
Центр,дерево,Улица_37,93.3
Центр,монолит,Улица_28,158.3
Исторический центр,монолит,Улица_35,204.3
Окраины,кирпич,Улица_28,93.8
Исторический центр,панель,Улица_36,131.7
Исторический центр,монолит,Улица_44,182.7
Исторический центр,кирпич,Улица_15,190.3
Центр,кирпич,Улица_30,105.0
Центр,кирпич,Улица_33,120.7
Центр,кирпич,Улица_49,103.8
Окраины,дерево,Улица_64,40.0
Исторический центр,монолит,Улица_61,164.7
Окраины,панель,Улица_42,50.3
Центр,кирпич,Улица_55,132.4
Окраины,монолит,Улица_14,96.9
Исторический центр,панель,Улица_47,171.0
Исторический центр,дерево,Улица_48,133.1
Центр,панель,Улица_43,87.3
Центр,кирпич,Улица_9,131.2
Окраины,панель,Улица_19,40.0
Центр,дерево,Улица_7,79.2
Центр,монолит,Улица_44,132.9
Исторический центр,монолит,Улица_33,226.3
Центр,кирпич,Улица_50,109.3
Центр,монолит,Улица_3,110.7
Исторический центр,монолит,Улица_38,199.4
Исторический центр,кирпич,Улица_23,179.6
Окраины,панель,Улица_54,40.0
Центр,кирпич,Улица_25,156.2
Исторический центр,кирпич,Улица_24,154.4
Окраины,кирпич,Улица_35,90.1
Окраины,кирпич,Улица_57,77.8
Центр,панель,Улица_11,84.7
Центр,кирпич,Улица_0,126.4
Окраины,кирпич,Улица_49,45.3
Исторический центр,монолит,Улица_24,172.0
Окраины,панель,Улица_4,40.0
Центр,панель,Улица_5,73.0
Исторический центр,панель,Улица_25,146.8
Исторический центр,монолит,Улица_54,120.3
Окраины,кирпич,Улица_38,96.7
Центр,монолит,Улица_8,149.2
Окраины,кирпич,Улица_44,89.8
Окраины,монолит,Улица_13,66.1
Окраины,кирпич,Улица_54,47.3
Исторический центр,монолит,Улица_8,182.0
Исторический центр,панель,Улица_14,136.3
Центр,панель,Улица_36,78.0
Центр,кирпич,Улица_49,124.0
Окраины,панель,Улица_20,48.8
Окраины,дерево,Улица_56,40.0
Окраины,монолит,Улица_18,109.6
Центр,кирпич,Улица_57,113.5
Исторический центр,панель,Улица_5,170.3
Исторический центр,дерево,Улица_3,122.9
Окраины,панель,Улица_42,44.8
Окраины,монолит,Улица_41,68.8
Окраины,дерево,Улица_2,40.0
Окраины,монолит,Улица_0,110.0
Центр,панель,Улица_54,74.4
Исторический центр,панель,Улица_14,151.9
Окраины,кирпич,Улица_46,106.9
Центр,монолит,Улица_45,168.4
Окраины,кирпич,Улица_57,113.6
Окраины,кирпич,Улица_38,96.8
Исторический центр,панель,Улица_2,144.7
Окраины,кирпич,Улица_29,40.0
Исторический центр,монолит,Улица_34,193.6
Исторический центр,панель,Улица_56,163.6
Исторический центр,панель,Улица_28,141.4
Центр,панель,Улица_49,100.7
Центр,дерево,Улица_61,40.0
Исторический центр,кирпич,Улица_51,174.0
Окраины,монолит,Улица_13,55.4
Исторический центр,дерево,Улица_34,150.6
Окраины,панель,Улица_27,75.4
Исторический центр,панель,Улица_57,142.7
Окраины,дерево,Улица_29,40.0
Центр,кирпич,Улица_6,126.5
Окраины,панель,Улица_38,40.0
Исторический центр,панель,Улица_34,149.7
Центр,кирпич,Улица_51,124.2
Окраины,монолит,Улица_13,98.2
Окраины,монолит,Улица_62,85.7
Окраины,монолит,Улица_35,74.7
Окраины,кирпич,Улица_23,96.3
Окраины,кирпич,Улица_39,100.3
Центр,панель,Улица_28,89.9
Центр,кирпич,Улица_52,115.6
Центр,монолит,Улица_21,146.9
Центр,панель,Улица_14,134.4
Исторический центр,монолит,Улица_63,189.6
Центр,панель,Улица_3,78.8
Окраины,панель,Улица_17,40.0
Окраины,кирпич,Улица_41,72.7
Центр,кирпич,Улица_29,111.1
Окраины,панель,Улица_14,86.0
Центр,монолит,Улица_54,115.8
Окраины,монолит,Улица_52,109.3
Исторический центр,монолит,Улица_15,212.9
Исторический центр,дерево,Улица_33,152.3
Центр,кирпич,Улица_26,173.3
Центр,кирпич,Улица_12,123.7
Центр,кирпич,Улица_26,144.1
Окраины,монолит,Улица_30,59.4
Центр,панель,Улица_2,122.1
Исторический центр,монолит,Улица_29,183.1
Окраины,панель,Улица_20,40.0
Центр,дерево,Улица_5,83.5
Окраины,дерево,Улица_31,47.9
Окраины,кирпич,Улица_41,86.1
Центр,панель,Улица_61,84.2
Окраины,панель,Улица_31,45.9
Исторический центр,кирпич,Улица_38,181.3
Исторический центр,панель,Улица_63,172.4
Окраины,монолит,Улица_29,65.1
Центр,кирпич,Улица_62,128.4
Окраины,панель,Улица_30,40.0
Исторический центр,монолит,Улица_39,193.2
Окраины,кирпич,Улица_32,49.2
Окраины,панель,Улица_62,46.5
Исторический центр,кирпич,Улица_24,180.0
Окраины,монолит,Улица_35,79.0
Окраины,кирпич,Улица_23,81.0
Центр,монолит,Улица_57,113.2
Центр,панель,Улица_38,120.2
Исторический центр,кирпич,Улица_45,185.6
Исторический центр,панель,Улица_9,138.9
Исторический центр,панель,Улица_31,113.1
Центр,панель,Улица_35,87.9
Исторический центр,панель,Улица_27,151.2
Исторический центр,панель,Улица_15,167.0
Исторический центр,кирпич,Улица_15,197.4
Центр,кирпич,Улица_17,91.2
