rating,cuisine_type,restaurant_name,avg_check,high_margin
Четыре звезды,итальянская,Сытый студент,906,1
Три звезды,русская,Рис и лапша,1061,0
Четыре звезды,итальянская,Фалафельная,992,1
Четыре звезды,азиатская,Узбечка,2001,0
Четыре звезды,азиатская,У Егора,712,0
Четыре звезды,итальянская,Мясной рай,1987,0
Четыре звезды,азиатская,Рис и лапша,2081,0
Пять звезд,итальянская,Пивной ресторан,1178,0
Четыре звезды,русская,Поварёшка,192,0
Пять звезд,русская,Пончик-хаус,1739,0
Пять звезд,азиатская,Капуччино-Бар,2328,1
Три звезды,азиатская,Фиш-н-чипс,1388,0
Три звезды,итальянская,Блинная №1,1057,0
Три звезды,фастфуд,Пельмения,726,0
Пять звезд,итальянская,Пицца-Прайм,409,0
Три звезды,итальянская,Рыбный день,1591,0
Четыре звезды,русская,Квасная лавка,1648,0
Пять звезд,фастфуд,Рис и лапша,1282,1
Три звезды,фастфуд,Суп-Суп,677,0
Четыре звезды,итальянская,Деловой ланч,1827,0
Три звезды,русская,Морс-бар,1019,1
Две звезды,азиатская,Вечерний свет,2181,0
Четыре звезды,русская,Котлетная,735,0
Две звезды,азиатская,Пекарня у дома,1738,1
Три звезды,русская,Рис и лапша,1291,1
Пять звезд,фастфуд,Пончик-хаус,724,1
Три звезды,русская,Пирожок на углу,290,0
Пять звезд,итальянская,Пицца-Прайм,2422,0
Пять звезд,азиатская,Пицца-Прайм,1356,0
Три звезды,русская,Бабушкины пирожки,2358,0
Одна звезда,русская,Котлетная,1235,0
Четыре звезды,азиатская,Быстро и вкусно,546,1
Четыре звезды,русская,Пекарня у дома,2014,0
Две звезды,азиатская,Вок-Вок,1570,0
Четыре звезды,фастфуд,Быстро и вкусно,2213,0
Одна звезда,азиатская,Обед-Бокс,2426,0
Пять звезд,азиатская,Корн-дог,587,0
Две звезды,фастфуд,Морс-бар,2005,0
Две звезды,русская,Винный погреб,801,0
Три звезды,русская,Рыбный день,2327,0
Пять звезд,фастфуд,Утренний кофе,804,1
Четыре звезды,итальянская,Борщ-меню,998,1
Пять звезд,азиатская,Утренний кофе,1336,1
Три звезды,русская,Винный погреб,627,0
Три звезды,русская,Итальянский дворик,1808,0
Три звезды,азиатская,Лапшичная,1211,0
Четыре звезды,азиатская,Сырная тарелка,1125,0
Четыре звезды,азиатская,Том-ям-бар,1937,0
Четыре звезды,итальянская,Халяль-гриль,668,0
Три звезды,фастфуд,Сковородка,1341,0
Пять звезд,итальянская,Морс-бар,214,0
Три звезды,итальянская,Халяль-гриль,1002,0
Пять звезд,азиатская,Пицца-Прайм,319,0
Одна звезда,фастфуд,Обед-Бокс,887,0
Четыре звезды,русская,Мама-печёт,2428,0
Три звезды,азиатская,Китайский квартал,1111,0
Три звезды,фастфуд,Котлетная,155,0
Четыре звезды,русская,Вегетарианский уголок,413,0
Три звезды,итальянская,Квасная лавка,1080,1
Три звезды,фастфуд,СушиВок,202,0
Четыре звезды,итальянская,Грузинский дом,2216,0
Четыре звезды,итальянская,Хинкальная,2462,0
Пять звезд,фастфуд,Пончик-хаус,2357,0
Три звезды,русская,Чайхана,1024,0
Четыре звезды,фастфуд,Рис и лапша,2327,0
Четыре звезды,русская,Добрая столовая,1429,0
Три звезды,азиатская,Сковородка,399,0
Четыре звезды,азиатская,Рыбный день,767,1
Три звезды,азиатская,Сырная тарелка,1656,0
Две звезды,итальянская,Трапеза,2229,0
Три звезды,азиатская,Сытый студент,242,0
Две звезды,итальянская,Кофе-Брейк,1040,0
Четыре звезды,русская,Перекусич,2109,0
Четыре звезды,фастфуд,Пончик-хаус,183,0
Пять звезд,фастфуд,Пицца-Прайм,1001,0
Четыре звезды,итальянская,Русский аппетит,1517,1
Две звезды,итальянская,Чайхана,758,1
Пять звезд,итальянская,Сладкая жизнь,657,1
Пять звезд,русская,Том-ям-бар,1093,1
Три звезды,русская,Буррито-Кинг,1377,0
Четыре звезды,азиатская,Рыбный день,181,0
Пять звезд,азиатская,Чайхана,786,1
Четыре звезды,фастфуд,Бабушкины пирожки,769,0
Пять звезд,азиатская,Хлеб и масло,872,0
Две звезды,русская,Сладкая жизнь,1149,1
Три звезды,русская,На углу,151,0
Три звезды,русская,Студенческая столовая,1160,0
Четыре звезды,русская,Пончик-хаус,1635,0
Пять звезд,фастфуд,Блинная №1,1356,0
Пять звезд,фастфуд,Кофе-Брейк,1462,1
Три звезды,русская,Деловой ланч,2293,0
Одна звезда,итальянская,У Егора,1935,0
Пять звезд,азиатская,Мороженое-Софт,360,1
Четыре звезды,фастфуд,У Егора,2137,0
Три звезды,итальянская,Луковые кольца,1631,1
Четыре звезды,азиатская,У Егора,932,0
Четыре звезды,итальянская,Кондитерская-Кофе,261,0
Четыре звезды,русская,Том-ям-бар,1538,0
Четыре звезды,азиатская,Мама-печёт,2173,0
Три звезды,итальянская,Бабушкины пирожки,1296,0
Пять звезд,фастфуд,Сковородка,452,1
Четыре звезды,фастфуд,Пирожок на углу,846,1
Три звезды,фастфуд,Узбечка,1010,0
Три звезды,азиатская,Мясной рай,404,0
Четыре звезды,русская,Итальянский дворик,1402,0
Три звезды,русская,Китайский квартал,1514,0
Три звезды,азиатская,Ларек с хот-догами,1738,0
Четыре звезды,азиатская,Морс-бар,491,0
Три звезды,русская,Мясной рай,407,0
Четыре звезды,фастфуд,Рамен-тайм,1131,0
Две звезды,русская,Блинная №1,2426,0
Четыре звезды,русская,Узбечка,1513,1
Три звезды,итальянская,Морс-бар,581,0
Одна звезда,фастфуд,Кулинария,267,0
Две звезды,азиатская,Сырная тарелка,2130,0
Пять звезд,русская,Капуччино-Бар,2223,0
Пять звезд,фастфуд,Кебаб-хаус,489,0
Три звезды,азиатская,Добрая столовая,2368,0
Четыре звезды,итальянская,Горячий хлеб,1426,0
Четыре звезды,итальянская,Сладкая жизнь,681,0
Пять звезд,фастфуд,Сковородка,498,1
Три звезды,русская,Поварёшка,1746,0
Четыре звезды,азиатская,Буррито-Кинг,300,0
Две звезды,фастфуд,Кондитерская-Кофе,1921,0
Три звезды,итальянская,Вареники,978,0
Пять звезд,азиатская,Пекарня у дома,2427,0
Четыре звезды,азиатская,Вок-Вок,424,0
Три звезды,русская,Пирожок на углу,864,0
Две звезды,итальянская,СушиВок,1377,0
Четыре звезды,итальянская,Фалафельная,1401,1
Четыре звезды,итальянская,Обед-Бокс,406,0
Три звезды,азиатская,Обед-Бокс,830,0
Пять звезд,итальянская,Добрая столовая,1181,0
Одна звезда,фастфуд,Итальянский дворик,1792,0
Три звезды,итальянская,Паста-Мания,1129,1
Пять звезд,азиатская,Суп-Суп,1873,0
Три звезды,итальянская,Сытый студент,1949,0
Три звезды,итальянская,Поварёшка,392,0
Четыре звезды,азиатская,Вареники,2362,0
Пять звезд,итальянская,Мама-печёт,1108,0
Две звезды,русская,Китайский квартал,629,0
Пять звезд,азиатская,Поварёшка,2480,0
Четыре звезды,итальянская,Утренний кофе,1268,0
Три звезды,русская,Кондитерская-Кофе,1084,0
Четыре звезды,фастфуд,На углу,923,0
Три звезды,азиатская,Добрая столовая,358,0
Три звезды,итальянская,Узбечка,1695,0
Четыре звезды,азиатская,Корн-дог,630,0
Пять звезд,русская,Мясной рай,1698,0
Две звезды,азиатская,Горячий хлеб,1153,0
Три звезды,фастфуд,Шаурма-Экспресс,513,1
Четыре звезды,итальянская,Кренделёк,2108,0
Три звезды,фастфуд,Квасная лавка,1787,0
Три звезды,русская,Вечерний свет,2410,0
Две звезды,азиатская,Буррито-Кинг,1342,0
Четыре звезды,итальянская,Паста-Мания,1381,0
Три звезды,итальянская,Добрая столовая,2167,0
Три звезды,русская,Ларек с хот-догами,2032,0
Пять звезд,русская,Рыбный день,1600,0
Пять звезд,азиатская,Вегетарианский уголок,1747,0
Четыре звезды,итальянская,Бабушкины пирожки,670,0
Три звезды,русская,Поварёшка,1089,0
Четыре звезды,итальянская,Такос-Амигос,1847,0
Три звезды,азиатская,Трапеза,168,1
Три звезды,фастфуд,Горячий хлеб,1659,0
Четыре звезды,русская,Квасная лавка,2031,0
Одна звезда,азиатская,Добрая столовая,679,0
Две звезды,фастфуд,Том-ям-бар,2434,0
Одна звезда,азиатская,Трапеза,2301,0
Три звезды,русская,Суп-Суп,1086,0
Две звезды,азиатская,Кондитерская-Кофе,386,0
Пять звезд,итальянская,Суп-Суп,1811,1
Три звезды,русская,Горячий хлеб,2121,0
Две звезды,итальянская,Лапшичная,1344,0
Три звезды,азиатская,Пивной ресторан,746,0
Пять звезд,русская,Борщ-меню,2235,1
Четыре звезды,итальянская,Паста-Мания,1092,0
Три звезды,итальянская,Блинная №1,540,1
Пять звезд,итальянская,Поварёшка,1993,1
Три звезды,фастфуд,Хинкальная,766,0
Три звезды,итальянская,Поварёшка,1134,0
Три звезды,итальянская,Быстро и вкусно,1197,0
Три звезды,азиатская,Трапеза,1460,0
Три звезды,азиатская,Сырная тарелка,1428,0
Четыре звезды,азиатская,Рамен-тайм,1708,0
Три звезды,азиатская,Лапшичная,779,0
Четыре звезды,фастфуд,Бутербродная,548,0
Две звезды,азиатская,Хлеб и масло,305,0
Три звезды,азиатская,БургерХаус,2032,0
Три звезды,азиатская,Пивной ресторан,1300,0
Пять звезд,итальянская,Салатный бар,426,0
Три звезды,фастфуд,Кренделёк,786,0
Четыре звезды,азиатская,Утренний кофе,1023,0
Три звезды,итальянская,Капуччино-Бар,1059,0
Две звезды,русская,Фалафельная,170,0
Две звезды,фастфуд,СушиВок,1699,0
Три звезды,азиатская,Фалафельная,1414,0
Три звезды,итальянская,Мама-печёт,2304,0
Три звезды,русская,Фалафельная,865,0
Четыре звезды,русская,БургерХаус,689,0
Одна звезда,итальянская,Рамен-тайм,1394,0
Четыре звезды,итальянская,Чайхана,1787,0
Три звезды,фастфуд,Сытый студент,2264,0
Четыре звезды,итальянская,Ларек с хот-догами,1974,0
Четыре звезды,азиатская,Квасная лавка,391,1
Три звезды,русская,Винный погреб,545,0
Три звезды,азиатская,Кофе-Брейк,1376,0
Четыре звезды,азиатская,На углу,369,0
Пять звезд,азиатская,Чайхана,568,0
Три звезды,русская,Мама-печёт,1387,0
Две звезды,русская,Борщ-меню,650,0
Пять звезд,русская,Шаурма-Экспресс,1192,1
Три звезды,итальянская,Шаурма-Экспресс,936,0
Четыре звезды,азиатская,Борщ-меню,825,1
Три звезды,фастфуд,Кондитерская-Кофе,2411,0
Две звезды,итальянская,Быстро и вкусно,371,0
Четыре звезды,итальянская,Вареники,2073,0
Четыре звезды,фастфуд,На углу,2466,0
Три звезды,азиатская,Сырная тарелка,1257,0
Четыре звезды,фастфуд,Пекарня у дома,892,0
Четыре звезды,русская,Добрая столовая,2075,0
Четыре звезды,азиатская,БургерХаус,2241,0
Две звезды,итальянская,Пивной ресторан,1761,0
Четыре звезды,русская,Обед-Бокс,1125,1
Четыре звезды,русская,Буррито-Кинг,310,0
Четыре звезды,итальянская,Рис и лапша,897,0
Четыре звезды,фастфуд,Паста-Мания,1550,0
Три звезды,русская,Салатный бар,457,0
Четыре звезды,русская,Шаурма-Экспресс,2044,0
Четыре звезды,азиатская,Салатный бар,266,0
Одна звезда,азиатская,Пельмения,1775,0
Три звезды,итальянская,Салатный бар,1954,0
Три звезды,итальянская,Кренделёк,1037,0
Четыре звезды,итальянская,Борщ-меню,1823,1
Три звезды,фастфуд,Трапеза,2103,0
Четыре звезды,русская,Бутербродная,1780,0
Пять звезд,итальянская,Морс-бар,1103,0
Четыре звезды,азиатская,Кофе-Брейк,1880,0
Пять звезд,русская,Быстро и вкусно,1089,1
Пять звезд,итальянская,Горячий хлеб,1178,1
Одна звезда,русская,Кулинария,2268,0
Четыре звезды,русская,Шаурма-Экспресс,2301,0
Три звезды,русская,Буррито-Кинг,205,0
Пять звезд,итальянская,Кренделёк,1168,1
Три звезды,русская,Деловой ланч,1480,0
Пять звезд,русская,Кофе-Брейк,645,1
Четыре звезды,русская,Корн-дог,1314,1
Четыре звезды,азиатская,Бутербродная,183,0
Две звезды,итальянская,Рамен-тайм,1529,0
Три звезды,фастфуд,Русский аппетит,1591,0
Четыре звезды,азиатская,Винный погреб,202,0
Одна звезда,русская,Рис и лапша,479,0
Пять звезд,русская,Шаурма-Экспресс,954,1
Одна звезда,фастфуд,Горячий хлеб,1819,0
Четыре звезды,фастфуд,Луковые кольца,298,0
Три звезды,азиатская,Кебаб-хаус,1474,0
Четыре звезды,русская,Сладкая жизнь,282,0
Четыре звезды,фастфуд,Добрая столовая,2456,0
Три звезды,азиатская,Пицца-Прайм,1449,0
Две звезды,фастфуд,Поварёшка,2344,0
Две звезды,русская,Китайский квартал,991,0
Четыре звезды,русская,Узбечка,974,0
Четыре звезды,русская,Котлетная,1839,0
Четыре звезды,русская,Морс-бар,2011,0
Четыре звезды,итальянская,Пицца-Прайм,645,0
Три звезды,итальянская,Обед-Бокс,751,1
Три звезды,итальянская,Вечерний свет,1093,0
Одна звезда,азиатская,Морс-бар,1589,0
Три звезды,азиатская,Пельмения,280,0
Пять звезд,фастфуд,Вареники,872,0
Пять звезд,фастфуд,У Егора,1401,0
Три звезды,азиатская,Обед-Бокс,914,0
Четыре звезды,фастфуд,Студенческая столовая,1267,0
Пять звезд,азиатская,Сытый студент,721,0
Три звезды,итальянская,Вареники,247,0
Одна звезда,азиатская,Шаурма-Экспресс,1766,0
Две звезды,азиатская,Трапеза,703,0
Четыре звезды,фастфуд,Сковородка,1836,0
Пять звезд,фастфуд,Кофе-Брейк,574,0
Четыре звезды,азиатская,Квасная лавка,1766,0
Две звезды,русская,Обед-Бокс,1918,0
Три звезды,фастфуд,Итальянский дворик,2371,0
Четыре звезды,азиатская,Поварёшка,934,0
Пять звезд,фастфуд,Мясной рай,1798,0
Четыре звезды,русская,Такос-Амигос,912,1
Четыре звезды,фастфуд,Ларек с хот-догами,1700,0
Одна звезда,азиатская,Рамен-тайм,2059,0
Пять звезд,азиатская,Добрая столовая,1102,1
Четыре звезды,русская,Капуччино-Бар,1342,0
Три звезды,азиатская,Фиш-н-чипс,734,0
Четыре звезды,русская,Китайский квартал,931,0
Три звезды,азиатская,Поварёшка,925,0
Одна звезда,азиатская,Фалафельная,2176,0
Три звезды,фастфуд,Борщ-меню,579,0
Три звезды,фастфуд,Пекарня у дома,2329,0
Три звезды,русская,Бабушкины пирожки,1102,0
Три звезды,фастфуд,Кондитерская-Кофе,1347,1
Четыре звезды,итальянская,Шаурма-Экспресс,1314,0
Четыре звезды,русская,Трапеза,763,0
Три звезды,итальянская,Пицца-Прайм,521,1
Одна звезда,русская,Шаурма-Экспресс,436,0
Четыре звезды,итальянская,Узбечка,1382,0
Три звезды,фастфуд,Корн-дог,1747,0
Три звезды,фастфуд,Рис и лапша,1091,0
Пять звезд,азиатская,Салатный бар,2349,0
Четыре звезды,итальянская,Русский аппетит,726,0
Пять звезд,азиатская,Кулинария,2418,1
Четыре звезды,русская,Пончик-хаус,1007,0
Две звезды,итальянская,Грузинский дом,1473,0
Четыре звезды,азиатская,Кулинария,1528,0
Три звезды,русская,Лапшичная,1736,0
Три звезды,итальянская,На углу,1005,0
Две звезды,азиатская,Кулинария,1974,0
Пять звезд,итальянская,Хинкальная,1365,1
Две звезды,итальянская,Поварёшка,1852,0
Пять звезд,азиатская,Утренний кофе,1417,0
Пять звезд,фастфуд,Рис и лапша,916,0
Четыре звезды,фастфуд,Морс-бар,2255,0
Четыре звезды,азиатская,Фиш-н-чипс,1199,0
Четыре звезды,русская,Фиш-н-чипс,635,1
Пять звезд,азиатская,Студенческая столовая,1290,1
Три звезды,азиатская,Морс-бар,2439,0
Четыре звезды,итальянская,Суп-Суп,992,0
Четыре звезды,фастфуд,Трапеза,1266,0
Пять звезд,фастфуд,Быстро и вкусно,370,0
Четыре звезды,фастфуд,Лапшичная,862,0
Четыре звезды,фастфуд,Сырная тарелка,376,0
Четыре звезды,азиатская,Том-ям-бар,1755,1
Пять звезд,итальянская,Чайхана,916,0
Четыре звезды,фастфуд,Том-ям-бар,925,0
Три звезды,фастфуд,Быстро и вкусно,1299,0
Четыре звезды,итальянская,Перекусич,2487,0
Пять звезд,азиатская,Блинная №1,1645,0
Четыре звезды,азиатская,Том-ям-бар,901,0
Пять звезд,азиатская,Халяль-гриль,671,1
Одна звезда,фастфуд,Вегетарианский уголок,1897,0
Четыре звезды,фастфуд,Пирожок на углу,1057,0
Четыре звезды,фастфуд,БургерХаус,1844,0
Пять звезд,азиатская,На углу,411,1
Одна звезда,фастфуд,У Егора,2307,0
Пять звезд,русская,Рыбный день,1948,0
Четыре звезды,итальянская,Ларек с хот-догами,650,0
Три звезды,русская,Мама-печёт,2210,0
Три звезды,русская,Бабушкины пирожки,212,0
Три звезды,фастфуд,Перекусич,1526,0
Четыре звезды,итальянская,Сковородка,1192,1
Две звезды,русская,Горячий хлеб,891,0
Три звезды,азиатская,Сытый студент,2285,0
Пять звезд,азиатская,Студенческая столовая,730,0
Две звезды,азиатская,Буррито-Кинг,1323,0
Три звезды,азиатская,Утренний кофе,2001,0
Четыре звезды,итальянская,Мама-печёт,1963,0
Четыре звезды,азиатская,Утренний кофе,2289,0
Четыре звезды,итальянская,Бабушкины пирожки,2342,0
Три звезды,итальянская,Перекусич,2036,0
Четыре звезды,итальянская,Пирожок на углу,2372,0
Четыре звезды,итальянская,Блинная №1,2131,0
Две звезды,фастфуд,Рис и лапша,852,0
Три звезды,русская,Капуччино-Бар,2332,0
Три звезды,фастфуд,Китайский квартал,690,0
Три звезды,русская,Мясной рай,386,0
Четыре звезды,фастфуд,Утренний кофе,1885,0
Четыре звезды,азиатская,Квасная лавка,1803,0
Три звезды,итальянская,Трапеза,1765,0
Три звезды,азиатская,Узбечка,1760,0
Три звезды,азиатская,Пекарня у дома,1872,0
Четыре звезды,азиатская,Грузинский дом,1214,0
Три звезды,фастфуд,Блинная №1,2443,0
Четыре звезды,азиатская,Фалафельная,977,0
Три звезды,итальянская,Халяль-гриль,1114,0
Четыре звезды,итальянская,Обед-Бокс,2175,0
Пять звезд,русская,Мясной рай,773,0
Три звезды,фастфуд,Мороженое-Софт,2401,0
Четыре звезды,итальянская,Студенческая столовая,1646,1
Пять звезд,итальянская,Быстро и вкусно,2255,0
Три звезды,фастфуд,Такос-Амигос,2245,0
Четыре звезды,азиатская,СушиВок,1263,0
Две звезды,итальянская,Пивной ресторан,1696,0
Четыре звезды,азиатская,Сырная тарелка,1741,0
Две звезды,итальянская,Ларек с хот-догами,940,1
Пять звезд,русская,Вареники,329,0
Четыре звезды,азиатская,Сырная тарелка,1289,1
Четыре звезды,итальянская,Рамен-тайм,177,0
Четыре звезды,фастфуд,Квасная лавка,1288,0
Четыре звезды,фастфуд,Вареники,369,0
Три звезды,фастфуд,Халяль-гриль,1928,0
Пять звезд,итальянская,У Егора,2188,0
Пять звезд,азиатская,Сырная тарелка,1950,1
Четыре звезды,русская,Вок-Вок,1959,0
Пять звезд,русская,Узбечка,855,0
Четыре звезды,итальянская,Сковородка,743,0
Четыре звезды,итальянская,Фалафельная,1853,1
Четыре звезды,итальянская,Поварёшка,2263,0
Три звезды,азиатская,Хинкальная,421,1
Одна звезда,фастфуд,Пекарня у дома,1222,0
Три звезды,азиатская,Вареники,1527,0
Четыре звезды,азиатская,Борщ-меню,2191,0
Три звезды,итальянская,Рамен-тайм,1085,0
Три звезды,русская,Сковородка,1527,1
Пять звезд,азиатская,Хинкальная,2117,1
Три звезды,русская,Чайхана,1210,0
Четыре звезды,итальянская,Рис и лапша,1057,1
Две звезды,азиатская,Пирожок на углу,868,0
Одна звезда,фастфуд,Деловой ланч,1908,0
Четыре звезды,фастфуд,Сковородка,1717,0
Четыре звезды,азиатская,Фиш-н-чипс,513,1
Четыре звезды,фастфуд,Борщ-меню,1836,0
Две звезды,азиатская,Бутербродная,735,1
Четыре звезды,фастфуд,Мясной рай,1450,0
Три звезды,итальянская,Быстро и вкусно,352,0
Три звезды,фастфуд,Студенческая столовая,2081,0
Одна звезда,фастфуд,Рыбный день,764,0
Две звезды,итальянская,Сытый студент,324,0
Три звезды,итальянская,Мясной рай,1384,0
Две звезды,фастфуд,Китайский квартал,1426,0
Пять звезд,русская,Пончик-хаус,1527,1
Три звезды,русская,Суп-Суп,2039,0
Две звезды,азиатская,Русский аппетит,1327,0
Три звезды,фастфуд,Бутербродная,1469,0
Четыре звезды,азиатская,Ларек с хот-догами,1101,1
Две звезды,итальянская,Рыбный день,1714,0
Пять звезд,фастфуд,Кондитерская-Кофе,1083,0
Пять звезд,итальянская,Китайский квартал,1849,0
Три звезды,фастфуд,БургерХаус,415,0
Четыре звезды,фастфуд,Быстро и вкусно,2372,0
Одна звезда,итальянская,Такос-Амигос,657,0
Четыре звезды,фастфуд,Буррито-Кинг,1801,0
Три звезды,фастфуд,Сытый студент,1537,0
Три звезды,азиатская,Суп-Суп,400,0
Три звезды,итальянская,Пекарня у дома,635,0
Четыре звезды,русская,Хлеб и масло,346,0
Три звезды,русская,Такос-Амигос,1448,0
Три звезды,фастфуд,Фалафельная,1539,0
Четыре звезды,азиатская,Мама-печёт,1837,0
Четыре звезды,фастфуд,Халяль-гриль,2452,0
Пять звезд,азиатская,Вареники,1259,1
Две звезды,фастфуд,Халяль-гриль,2378,0
Четыре звезды,русская,Китайский квартал,2346,0
Четыре звезды,итальянская,Капуччино-Бар,1511,0
Две звезды,азиатская,Трапеза,1222,0
Четыре звезды,фастфуд,Вок-Вок,2094,0
Три звезды,фастфуд,Поварёшка,1212,0
Пять звезд,азиатская,Пирожок на углу,704,1
Две звезды,азиатская,БургерХаус,1379,0
Четыре звезды,русская,Быстро и вкусно,375,0
Три звезды,азиатская,Кондитерская-Кофе,2229,0
Пять звезд,фастфуд,Морс-бар,1606,0
Три звезды,русская,Винный погреб,151,0
Пять звезд,русская,Такос-Амигос,1684,0
Пять звезд,итальянская,Блинная №1,452,0
Три звезды,итальянская,Вок-Вок,636,0
Пять звезд,итальянская,Перекусич,1708,0
Пять звезд,азиатская,Добрая столовая,539,0
Три звезды,русская,Сладкая жизнь,1470,0
Три звезды,азиатская,Лапшичная,2186,0
Четыре звезды,русская,Сковородка,1139,0
Три звезды,фастфуд,Борщ-меню,1398,0
Одна звезда,азиатская,Вегетарианский уголок,889,0
Три звезды,русская,Студенческая столовая,652,0
Три звезды,итальянская,Луковые кольца,1735,0
Три звезды,итальянская,Вечерний свет,541,0
Три звезды,фастфуд,Трапеза,1885,0
Пять звезд,азиатская,Вареники,432,1
Четыре звезды,русская,Рыбный день,338,0
Две звезды,итальянская,Обед-Бокс,274,0
Четыре звезды,русская,Суп-Суп,1964,0
Четыре звезды,азиатская,Такос-Амигос,1089,1
Пять звезд,итальянская,Кебаб-хаус,636,1
Одна звезда,фастфуд,Студенческая столовая,1085,0
Три звезды,фастфуд,Суп-Суп,1972,0
Пять звезд,азиатская,Сырная тарелка,2129,0
Пять звезд,азиатская,Мороженое-Софт,557,1
Четыре звезды,русская,Бабушкины пирожки,1491,0
Четыре звезды,фастфуд,Рис и лапша,957,1
Две звезды,азиатская,Поварёшка,507,0
Четыре звезды,азиатская,Трапеза,422,0
Три звезды,фастфуд,Бабушкины пирожки,1185,0
Три звезды,русская,Ларек с хот-догами,1316,0
Пять звезд,русская,Корн-дог,1340,1
Две звезды,фастфуд,Блинная №1,418,0
Четыре звезды,фастфуд,Сковородка,2291,0
Пять звезд,фастфуд,Обед-Бокс,2303,0
Три звезды,фастфуд,Пирожок на углу,1960,0
Пять звезд,фастфуд,Бабушкины пирожки,1886,0
Пять звезд,азиатская,Сытый студент,1486,0
Четыре звезды,итальянская,Суп-Суп,1777,0
Три звезды,фастфуд,Такос-Амигос,385,0
Три звезды,итальянская,Мясной рай,209,0
Три звезды,русская,На углу,845,0
Три звезды,азиатская,Перекусич,1582,0
Три звезды,итальянская,Студенческая столовая,1533,0
Пять звезд,русская,Фалафельная,1097,1
Три звезды,русская,Студенческая столовая,2284,0
Четыре звезды,русская,Утренний кофе,897,0
Одна звезда,фастфуд,Утренний кофе,1627,0
Четыре звезды,азиатская,Такос-Амигос,526,1
Пять звезд,русская,Луковые кольца,536,0
Три звезды,фастфуд,Бабушкины пирожки,2018,0
Три звезды,итальянская,Мясной рай,212,0
Четыре звезды,азиатская,Кренделёк,379,0
Четыре звезды,итальянская,Перекусич,2435,0
Четыре звезды,итальянская,Фиш-н-чипс,2444,0
Три звезды,фастфуд,Рис и лапша,535,1
Три звезды,итальянская,Мясной рай,1211,0
Пять звезд,азиатская,Квасная лавка,668,0
Пять звезд,итальянская,Добрая столовая,1250,0
Четыре звезды,фастфуд,Пирожок на углу,1616,0
Пять звезд,русская,Пекарня у дома,1942,1
Четыре звезды,фастфуд,СушиВок,186,0
Три звезды,русская,Китайский квартал,558,0
Три звезды,итальянская,Обед-Бокс,993,0
Три звезды,русская,Лапшичная,1636,1
Четыре звезды,фастфуд,Корн-дог,703,0
Одна звезда,фастфуд,Трапеза,2246,0
Три звезды,азиатская,Кофе-Брейк,1987,0
Четыре звезды,азиатская,Рыбный день,395,0
Четыре звезды,русская,Котлетная,151,1
Четыре звезды,русская,Узбечка,1164,0
Пять звезд,азиатская,Мороженое-Софт,2073,0
Одна звезда,итальянская,Кондитерская-Кофе,2259,0
Четыре звезды,азиатская,Пицца-Прайм,1029,1
Четыре звезды,итальянская,Паста-Мания,2021,0
Четыре звезды,русская,Трапеза,491,0
Три звезды,русская,Морс-бар,2264,0
Две звезды,фастфуд,Вареники,1551,0
Пять звезд,фастфуд,Пицца-Прайм,875,1
Четыре звезды,итальянская,Борщ-меню,2121,0
Пять звезд,итальянская,Пельмения,206,0
Четыре звезды,азиатская,Халяль-гриль,1459,0
Четыре звезды,итальянская,Кренделёк,1629,0
Пять звезд,русская,Квасная лавка,1896,1
Четыре звезды,русская,Чайхана,342,0
Три звезды,русская,Перекусич,2085,0
Четыре звезды,фастфуд,Кебаб-хаус,1295,0
Пять звезд,итальянская,Котлетная,2045,0
Три звезды,итальянская,Кондитерская-Кофе,2300,0
Три звезды,фастфуд,СушиВок,816,0
Две звезды,фастфуд,Чайхана,735,0
Пять звезд,фастфуд,Паста-Мания,503,0
Две звезды,русская,Китайский квартал,2372,0
Четыре звезды,итальянская,Суп-Суп,2211,0
Три звезды,азиатская,Пельмения,1047,1
Три звезды,азиатская,Морс-бар,193,0
Четыре звезды,итальянская,На углу,1754,0
Две звезды,итальянская,Буррито-Кинг,2235,0
Четыре звезды,фастфуд,Паста-Мания,673,0
Четыре звезды,фастфуд,Халяль-гриль,1278,0
Пять звезд,русская,Котлетная,1537,1
Три звезды,фастфуд,Лапшичная,807,0
Пять звезд,итальянская,Добрая столовая,1944,0
Четыре звезды,русская,Суп-Суп,1499,1
Пять звезд,азиатская,Вареники,2173,0
Четыре звезды,итальянская,Блинная №1,2012,0
Четыре звезды,азиатская,Морс-бар,926,0
Пять звезд,итальянская,Китайский квартал,1879,1
Пять звезд,итальянская,СушиВок,1813,1
Три звезды,русская,Лапшичная,905,0
Три звезды,русская,Узбечка,708,0
Три звезды,фастфуд,Вечерний свет,469,0
Три звезды,итальянская,Русский аппетит,452,0
Три звезды,итальянская,Бутербродная,1248,0
Три звезды,русская,Халяль-гриль,1554,1
Пять звезд,азиатская,Кофе-Брейк,1471,0
Две звезды,фастфуд,Лапшичная,454,0
Четыре звезды,итальянская,Студенческая столовая,2227,0
Три звезды,русская,Деловой ланч,157,0
Три звезды,итальянская,Фалафельная,1594,0
Две звезды,русская,Капуччино-Бар,157,0
Три звезды,фастфуд,Винный погреб,1924,0
Четыре звезды,азиатская,Пирожок на углу,1364,0
Пять звезд,итальянская,Трапеза,405,0
Три звезды,итальянская,Русский аппетит,2430,0
Четыре звезды,фастфуд,Кебаб-хаус,847,0
