time_on_site,pages_viewed,breed_page_viewed,calculator_used,device_type,age_of_pet,previous_claims,visit_month,policy_purchased
183,8,1,0,1,5,1,6,0
221,5,1,0,2,3,0,10,0
250,8,1,1,2,9,0,6,1
370,6,0,0,0,6,0,6,0
206,12,1,0,0,5,0,5,0
104,5,1,1,0,1,0,6,0
63,1,1,0,0,6,0,8,0
200,1,0,0,1,2,0,10,0
96,3,0,0,0,2,0,8,0
294,1,1,1,0,4,0,6,0
425,12,0,1,0,2,0,7,0
353,22,0,1,0,11,0,11,0
171,9,1,1,0,2,0,10,1
160,12,0,0,0,4,0,3,0
304,12,0,0,0,9,0,5,0
60,10,1,0,0,6,0,4,0
128,3,0,0,0,2,0,3,0
59,19,0,1,1,9,1,1,0
407,14,1,1,2,6,0,8,0
357,2,1,1,0,1,0,8,0
161,2,1,1,1,4,0,9,0
296,10,0,1,2,9,0,12,1
297,22,1,1,0,9,0,9,0
53,9,0,1,0,1,0,5,0
123,3,1,0,0,7,0,7,0
133,16,1,1,0,12,0,12,1
181,3,1,0,1,4,0,3,0
321,9,1,0,0,3,0,6,0
114,8,0,1,2,1,0,4,1
229,12,0,0,0,8,0,8,0
51,8,1,0,2,2,0,4,0
130,9,0,1,2,2,0,7,0
74,15,0,0,2,2,0,5,0
235,8,1,0,2,9,0,10,1
95,9,0,0,0,4,0,8,0
227,4,0,1,1,3,0,10,0
419,6,0,1,0,1,0,4,1
264,8,0,1,2,6,0,8,0
354,12,1,0,0,8,0,9,0
207,8,1,1,0,1,0,3,0
19,17,0,1,2,9,1,1,0
254,7,1,0,0,2,0,6,0
356,15,0,0,0,1,0,3,0
337,14,0,1,0,3,0,12,1
409,7,0,1,1,8,0,7,0
64,9,0,0,1,1,0,4,0
352,7,0,0,1,1,0,7,0
260,17,0,0,2,9,0,2,0
266,6,0,1,0,3,0,2,0
189,21,0,0,0,6,0,7,0
144,10,1,0,1,5,0,7,0
260,2,1,0,1,2,0,7,0
111,19,0,1,0,0,0,6,0
323,20,1,0,0,15,0,12,0
327,15,1,0,0,4,0,5,0
135,10,1,0,0,2,0,6,0
103,4,0,1,0,8,0,12,0
92,8,1,1,0,3,0,3,0
205,19,1,1,0,4,0,5,0
125,4,1,0,0,3,0,10,0
158,17,0,0,1,11,0,12,0
252,2,1,0,2,3,0,8,0
413,7,0,1,0,4,0,2,0
30,17,0,0,0,4,0,2,0
39,2,0,0,2,5,0,9,1
400,1,0,0,0,10,0,9,0
272,5,0,1,2,2,0,11,0
103,13,0,0,0,10,0,3,0
21,11,0,1,2,8,0,10,0
275,5,0,1,0,6,0,5,0
136,3,1,0,0,5,0,7,0
271,11,1,0,2,7,0,9,0
254,12,0,1,2,2,0,7,0
340,4,1,0,0,6,0,10,0
80,11,1,1,2,7,1,8,0
80,4,0,0,0,5,0,4,0
238,4,1,0,1,2,0,10,0
91,8,0,1,0,4,0,6,0
96,16,1,0,0,7,1,9,1
289,12,0,0,1,3,0,8,0
245,4,1,0,0,6,0,7,0
310,5,0,0,0,0,0,12,1
39,18,0,0,0,7,0,2,0
63,7,1,0,0,4,1,12,0
179,1,0,1,1,8,0,12,0
197,1,0,0,0,4,0,7,0
112,9,1,0,2,8,0,12,1
253,2,1,0,0,1,0,3,0
273,3,0,0,0,3,0,8,0
127,3,1,1,0,2,0,6,1
106,20,1,1,1,5,0,6,0
234,11,1,1,0,2,1,5,0
115,17,1,0,0,0,0,9,0
216,10,0,0,0,1,0,6,0
262,9,0,0,2,4,0,12,0
200,5,1,0,0,0,0,10,0
180,7,1,0,2,7,0,6,0
151,7,0,0,0,4,0,1,0
254,5,1,0,0,2,1,4,0
28,11,1,0,0,5,0,6,1
173,1,0,0,0,3,0,3,0
86,10,1,1,0,4,0,7,1
355,3,0,1,2,4,0,11,0
72,21,1,0,0,7,0,8,0
341,18,1,1,0,9,0,12,1
227,7,1,0,0,4,0,5,0
191,8,0,0,0,4,0,2,0
141,5,0,0,0,1,0,10,0
40,6,1,0,2,3,1,6,0
358,2,0,1,0,5,0,12,0
109,5,1,1,1,0,0,8,0
77,10,0,1,0,1,0,6,0
192,4,1,0,0,5,0,2,0
33,5,1,1,0,2,0,3,0
227,4,1,0,0,5,0,9,0
350,8,1,1,0,5,0,3,1
147,10,1,0,0,6,0,9,1
223,2,0,1,0,4,0,5,0
69,6,0,1,2,5,0,6,0
301,4,0,0,0,3,0,12,1
186,6,0,1,1,5,0,9,0
171,6,1,0,0,13,0,12,0
147,13,1,1,2,0,0,5,0
33,11,0,1,0,5,0,8,0
330,10,0,0,0,3,0,9,0
102,16,0,0,2,6,0,10,0
440,4,1,1,0,4,0,12,0
396,6,0,0,1,5,1,12,0
110,10,0,0,1,3,0,8,0
223,14,0,0,0,6,0,2,0
309,11,0,0,2,9,0,8,1
38,7,0,0,2,3,0,3,0
79,20,0,0,2,1,0,4,0
85,14,1,0,2,4,0,4,0
355,2,0,0,0,1,0,3,0
290,3,0,1,0,6,0,3,1
290,4,1,0,1,6,0,7,0
381,8,0,0,0,3,1,1,0
237,6,1,0,0,5,0,9,0
349,6,1,0,0,0,0,4,0
162,8,1,0,2,4,0,7,0
217,6,1,1,0,4,0,9,1
255,3,0,0,2,0,0,3,0
30,8,0,0,0,3,1,12,0
206,13,0,1,0,10,0,6,0
231,7,1,1,2,7,0,11,0
180,11,0,0,2,6,0,3,0
31,9,1,1,0,5,0,12,0
100,8,0,1,0,1,0,5,0
15,5,1,1,0,0,0,7,0
133,12,0,0,2,3,0,9,0
10,4,0,0,0,6,0,5,0
51,12,0,0,0,4,0,7,0
121,5,1,0,1,7,0,6,0
310,6,1,0,0,6,0,12,0
437,7,1,0,0,0,0,3,1
56,10,0,0,2,4,0,7,0
299,15,1,0,2,4,0,6,0
233,9,0,1,2,2,0,5,0
316,13,0,1,0,5,0,3,0
301,7,1,1,2,0,0,5,0
130,15,1,1,1,6,0,3,0
218,16,0,1,0,4,1,4,0
550,2,0,0,1,5,0,9,0
112,4,0,0,0,1,0,11,0
121,16,1,1,1,7,1,6,0
57,4,1,0,1,6,0,6,1
185,3,1,1,1,2,0,8,0
188,11,0,0,0,2,0,4,0
41,8,1,1,1,5,0,2,1
528,11,0,0,0,2,0,3,0
159,13,0,1,2,8,0,6,0
465,4,1,0,1,7,0,10,0
367,6,1,0,0,12,1,4,0
290,7,0,1,0,2,0,5,0
188,10,0,1,1,0,0,7,0
331,5,1,1,0,6,0,12,0
278,11,1,1,1,2,0,7,0
45,7,1,0,0,12,1,12,0
81,1,0,0,1,6,0,6,0
31,5,0,1,0,0,0,9,0
59,6,0,1,0,2,0,7,0
211,9,1,1,2,6,0,8,0
329,7,1,0,1,3,0,9,0
32,4,1,0,0,3,0,8,0
213,17,1,0,2,6,0,3,0
323,9,0,0,0,1,0,1,0
39,13,0,0,1,5,0,8,0
164,4,1,0,0,4,0,7,0
185,9,0,0,0,6,0,3,0
377,2,1,0,0,2,1,6,0
32,12,0,1,0,4,1,7,0
201,13,0,0,2,10,0,6,0
52,17,1,1,2,4,0,7,0
332,4,1,0,0,7,0,6,0
371,4,0,1,0,1,0,8,0
117,11,0,0,2,0,0,9,0
439,7,0,0,0,5,0,8,1
10,9,1,1,0,6,0,8,0
134,11,0,1,0,1,0,6,0
208,3,1,0,0,4,0,2,0
355,15,0,0,0,1,0,4,0
197,5,0,1,1,1,0,4,0
232,10,0,0,0,5,1,4,0
230,15,1,1,2,1,0,4,1
75,1,1,0,0,7,0,9,0
178,9,0,0,1,4,0,7,0
38,11,0,0,0,4,0,8,0
222,3,0,0,1,7,0,8,1
289,19,0,0,0,1,0,2,0
88,2,1,1,0,3,0,8,0
517,14,0,1,2,5,0,8,0
290,3,1,1,0,7,0,9,0
42,3,1,0,1,1,1,7,0
216,6,0,1,2,2,0,5,0
568,2,1,0,0,4,0,5,0
156,7,1,0,0,10,0,8,1
313,17,0,0,0,7,0,7,0
197,9,0,1,2,1,0,4,1
10,5,1,1,0,2,0,8,0
29,6,0,0,1,4,0,4,0
317,12,1,0,1,14,0,12,0
80,7,1,1,0,4,0,7,0
132,2,1,1,1,3,0,8,0
26,13,0,0,0,5,0,7,0
140,8,0,1,0,1,0,8,0
213,5,1,1,1,7,0,11,0
244,5,1,1,0,2,0,5,0
302,7,0,0,0,0,1,5,0
63,5,1,1,1,4,1,11,0
43,4,0,0,1,3,0,7,0
316,12,0,0,0,15,0,12,0
258,12,1,1,1,2,0,6,0
156,6,0,1,0,5,0,2,0
125,14,0,1,2,3,0,5,0
13,9,0,0,1,4,0,4,0
306,13,0,0,0,6,0,8,0
25,5,1,1,0,9,1,7,1
118,4,0,1,1,7,0,11,0
176,10,0,1,2,4,0,4,0
230,7,1,1,0,5,0,12,0
38,9,0,0,0,0,1,7,0
175,9,1,1,0,2,0,5,0
528,8,1,0,0,5,0,8,0
156,12,0,0,1,3,0,8,0
158,4,1,1,0,4,0,8,0
111,3,1,0,1,2,1,7,1
99,11,1,1,2,5,1,7,0
73,5,1,0,2,7,0,8,0
169,11,0,1,0,2,0,7,0
17,5,0,0,1,2,0,5,0
192,9,0,1,2,4,1,6,0
166,1,0,0,0,3,0,7,0
170,3,0,0,0,1,0,4,0
252,4,0,0,2,0,0,6,0
153,12,1,1,0,1,0,10,0
203,15,0,0,2,1,0,9,1
126,8,0,0,0,7,0,6,0
361,19,0,1,0,2,0,4,0
231,4,1,0,0,3,0,10,0
169,11,0,1,0,6,0,7,1
73,1,1,0,0,4,0,12,0
27,3,0,0,0,4,0,8,0
47,4,0,0,0,3,0,7,0
10,5,1,1,0,4,0,11,0
61,1,0,0,0,6,0,8,0
220,6,1,1,2,2,0,4,0
265,1,0,1,0,4,0,5,1
48,4,0,1,2,5,0,2,1
116,9,0,1,2,4,0,7,0
198,1,1,1,0,2,0,8,0
332,27,0,1,0,5,0,6,0
356,10,1,0,2,1,1,12,0
29,3,0,0,1,9,0,8,0
155,5,0,0,0,1,0,7,0
104,11,0,0,1,6,0,6,0
277,10,0,0,0,7,0,4,1
300,4,0,0,0,5,0,9,0
309,6,1,0,0,2,0,6,0
66,19,0,0,0,3,0,3,1
625,7,0,1,2,9,1,12,0
100,5,1,0,2,3,0,6,0
687,5,0,0,1,3,0,5,0
104,10,0,0,0,4,0,10,0
186,6,0,1,0,1,0,4,0
212,3,0,0,0,3,0,8,0
491,1,1,0,0,4,1,9,0
288,4,0,1,0,4,0,2,0
85,6,1,1,1,3,0,6,0
69,6,0,1,0,7,0,4,0
114,11,1,0,2,9,0,6,0
128,17,0,0,2,2,0,3,0
40,9,0,1,1,6,0,11,0
86,9,1,1,1,4,0,7,0
114,19,1,0,0,2,0,7,0
83,13,1,1,0,7,0,11,1
220,6,1,1,2,2,0,4,0
263,3,1,0,1,2,0,8,0
265,5,1,0,0,4,0,10,0
302,7,1,0,1,6,0,7,1
164,9,0,0,2,7,0,5,0
164,16,0,1,0,15,0,12,0
121,11,0,1,0,4,1,4,0
262,11,1,1,2,5,0,7,0
269,5,1,0,0,2,0,10,0
34,15,0,1,0,10,0,6,0
166,12,0,1,0,2,0,5,0
208,14,1,0,2,6,1,8,0
137,4,1,1,2,7,0,7,0
95,1,0,1,0,5,0,9,1
312,10,0,0,0,0,0,6,1
87,3,0,0,0,2,0,6,0
34,1,1,0,0,2,0,7,0
131,15,0,0,0,10,0,9,1
51,5,0,1,0,2,0,6,0
154,4,0,1,0,1,0,5,0
79,3,1,0,2,6,0,9,0
182,2,1,1,0,2,0,7,0
294,2,0,0,0,8,0,12,0
282,1,1,0,0,3,0,8,0
93,8,1,1,1,7,0,10,0
76,19,0,1,0,11,0,9,0
49,21,0,1,0,2,0,6,0
53,9,1,1,1,6,0,9,0
139,1,1,0,2,2,0,10,0
104,10,1,1,1,7,0,7,1
519,19,1,0,0,12,0,12,0
345,24,0,0,0,8,0,11,0
295,13,1,1,1,3,0,5,0
90,9,1,1,0,11,0,12,0
183,9,0,1,0,8,0,9,0
30,8,0,0,2,6,0,7,0
41,3,1,0,2,1,0,6,0
241,12,1,0,2,6,0,9,0
31,8,0,1,2,4,0,8,0
230,5,1,0,1,1,0,9,1
212,9,0,1,1,4,0,8,0
130,7,1,1,0,3,0,5,0
137,10,0,0,2,10,0,11,0
10,10,1,0,0,6,0,5,0
237,10,0,0,1,8,1,7,0
146,12,0,1,0,2,0,7,0
89,19,0,1,0,2,0,4,0
175,12,0,0,1,9,0,12,0
183,5,1,1,0,2,0,4,0
221,4,0,1,1,3,0,8,0
354,7,0,1,1,4,0,8,0
475,18,0,0,0,10,0,4,0
166,7,0,0,0,6,0,9,0
195,2,0,0,0,1,0,8,0
194,11,0,1,2,2,0,5,0
47,1,0,0,0,3,0,5,0
93,9,1,0,0,8,0,11,0
234,7,0,1,0,2,0,7,0
85,9,0,0,2,2,0,3,0
263,2,0,1,1,1,0,3,0
110,7,0,1,0,6,0,9,1
136,2,1,0,2,3,0,4,0
40,15,1,1,2,7,0,12,0
134,15,1,1,1,6,0,8,0
16,8,0,1,0,4,0,5,0
308,7,0,1,1,2,0,9,1
311,1,0,1,0,7,1,12,0
67,17,1,0,1,3,0,2,0
29,5,1,1,2,6,0,4,0
100,19,0,1,2,5,0,5,0
91,10,0,0,0,5,0,7,0
272,5,1,0,2,5,0,9,1
188,7,0,1,0,5,0,8,0
262,7,0,0,0,3,0,2,0
340,8,0,0,0,7,1,8,1
195,8,0,0,1,6,0,2,0
218,7,0,0,0,6,0,7,0
233,13,1,0,0,0,0,7,0
38,6,0,1,0,3,1,6,0
97,13,0,1,1,2,0,5,0
263,18,0,0,2,4,0,4,0
183,4,1,0,1,1,0,12,0
49,3,1,0,0,13,0,8,0
126,10,1,1,2,4,0,8,1
48,6,0,0,1,5,0,12,0
48,6,0,0,2,5,0,7,0
114,8,0,0,1,2,0,6,0
186,14,1,0,2,5,0,6,0
53,6,1,1,2,4,0,8,1
68,1,1,0,0,1,0,4,1
106,6,1,1,0,3,0,5,0
127,5,0,0,1,5,0,5,0
31,3,0,0,1,10,0,11,0
39,13,1,0,1,6,0,9,0
207,13,0,0,0,1,0,2,0
79,3,1,1,0,8,0,12,0
117,13,0,0,1,8,0,8,0
214,6,0,0,2,4,0,9,0
175,10,1,1,1,3,0,6,0
51,4,0,0,0,13,0,11,0
72,6,0,0,0,1,0,5,0
73,10,1,1,0,3,1,7,0
402,5,1,1,0,1,0,5,0
185,17,0,1,0,10,0,8,0
193,3,1,0,1,6,0,5,0
704,6,0,0,2,3,1,10,0
285,12,1,0,0,0,0,8,0
43,9,0,0,1,3,1,6,1
59,3,1,0,1,1,0,6,0
122,7,1,0,2,3,0,4,0
156,9,0,0,2,2,0,5,0
203,10,0,1,0,14,0,12,0
59,5,0,1,0,2,0,5,0
486,7,0,1,0,3,0,2,0
161,3,0,0,1,6,0,6,0
320,9,1,0,1,7,1,10,0
102,1,0,0,0,0,0,6,0
698,6,1,0,2,8,0,7,0
79,6,1,0,0,3,0,5,0
336,10,1,1,2,2,0,2,1
41,14,0,1,0,8,0,7,0
122,12,0,1,0,6,0,6,0
205,7,1,0,0,2,0,6,0
110,2,1,1,0,5,0,2,1
259,8,0,0,1,7,0,8,0
76,14,1,1,0,10,0,12,0
370,8,0,1,1,0,0,7,0
76,17,0,0,0,4,0,5,0
106,6,0,1,0,0,0,9,1
51,11,1,1,2,5,0,10,1
100,8,1,0,2,1,0,6,0
395,7,1,0,0,7,1,10,0
94,15,0,1,2,8,0,3,0
118,17,0,1,1,7,0,3,0
105,11,0,0,0,4,0,9,0
276,13,1,0,2,4,0,4,0
240,16,0,1,0,9,1,9,0
76,4,1,0,0,2,0,7,0
206,17,1,1,1,8,0,8,0
189,10,1,1,0,5,0,9,1
253,15,1,1,0,9,0,7,0
267,9,0,0,0,6,0,7,0
378,4,0,1,1,3,0,4,0
49,6,1,1,1,5,0,7,1
145,2,1,0,0,4,0,7,0
190,19,1,0,2,11,0,7,0
35,4,1,0,0,5,0,12,0
91,16,1,1,1,9,0,7,0
144,6,0,0,2,4,1,5,0
255,6,0,0,2,1,0,11,0
145,8,0,1,0,8,1,10,0
205,11,1,0,1,8,0,6,0
97,3,1,1,0,7,0,7,1
127,9,0,1,1,2,0,5,0
317,3,1,1,0,7,0,7,1
105,14,1,0,0,5,0,4,0
471,12,1,1,0,5,0,5,0
116,5,1,0,0,2,0,3,0
264,20,1,1,1,2,0,6,0
40,9,1,1,2,10,0,9,0
96,5,1,1,0,5,0,6,0
103,17,1,1,0,6,1,7,0
108,4,1,0,0,3,0,8,0
10,1,0,0,1,13,0,8,0
278,1,0,0,0,5,0,7,0
83,7,0,1,0,3,0,7,0
208,1,1,1,0,3,0,6,0
27,1,0,0,2,6,0,12,0
54,6,0,1,0,0,0,7,0
289,12,1,0,0,1,0,5,0
10,10,1,1,1,5,0,7,0
144,9,1,0,0,6,0,3,0
26,8,0,0,0,2,0,6,0
298,4,1,0,0,0,0,11,0
114,5,1,0,2,3,0,6,0
217,10,1,0,0,2,0,7,0
272,6,1,0,0,3,0,12,0
67,13,0,0,0,6,0,4,0
165,12,1,1,2,10,0,12,0
234,5,0,1,0,3,0,10,0
96,1,1,1,1,2,0,10,0
157,9,1,1,2,6,0,7,0
80,10,0,0,2,0,0,5,0
80,7,0,0,1,6,1,7,0
151,15,0,1,0,1,0,10,0
106,12,1,0,0,1,0,11,0
331,11,0,0,0,1,0,5,0
140,14,1,0,1,3,0,8,1
272,5,1,1,1,1,0,6,0
102,24,1,1,2,10,0,9,0
231,3,0,1,0,7,1,7,0
75,12,0,1,1,5,0,9,0
308,2,0,0,2,9,1,12,1
195,14,0,1,2,5,0,5,0
403,6,1,0,1,3,0,4,0
318,5,1,0,1,1,1,4,0
116,5,1,0,0,2,0,7,0
113,26,0,1,0,9,0,4,0
318,3,0,0,0,1,0,7,0
191,6,0,0,0,4,0,6,1
100,6,1,1,0,8,0,7,0
232,13,1,1,1,9,0,12,0
150,5,0,1,1,3,0,4,0
263,2,1,1,0,3,0,3,0
195,11,0,0,0,6,0,6,0
61,7,0,0,0,10,0,5,0
265,4,1,1,0,1,0,7,1
256,9,1,1,0,2,0,1,0
145,7,0,0,2,4,0,3,0
421,7,0,0,0,3,0,6,0
355,17,1,1,0,10,0,12,0
24,9,0,1,0,8,0,3,0
124,8,1,1,1,1,0,7,1
142,13,0,1,1,8,0,6,0
121,12,0,0,0,10,0,12,0
173,8,0,0,2,3,0,8,0
163,16,1,1,2,5,0,7,0
56,5,0,1,0,5,0,9,0
26,3,1,0,0,3,0,4,1
192,19,1,0,0,1,1,7,0
249,15,0,0,0,3,0,3,0
332,9,0,1,2,7,0,7,0
460,3,1,1,0,3,0,6,0
279,17,0,1,0,6,0,9,1
120,14,1,0,0,9,0,5,0
74,10,0,1,0,8,0,9,0
145,3,0,0,2,4,0,8,0
183,3,1,0,0,7,0,7,0
284,17,0,0,0,9,0,11,0
387,9,0,0,1,4,0,2,0
277,9,1,0,0,8,0,10,0
238,13,1,0,0,4,0,3,0
248,12,0,1,0,3,1,5,0
227,4,1,1,0,1,0,8,0
197,4,1,1,0,10,0,8,1
166,2,0,0,0,2,0,4,0
255,24,1,0,0,11,0,11,0
150,2,0,0,1,1,0,3,0
90,6,1,0,0,1,0,7,0
30,4,0,0,2,2,1,1,0
65,10,1,0,0,1,0,6,0
129,12,1,1,1,4,1,2,0
388,18,1,1,2,11,0,12,1
267,10,0,1,0,3,0,4,0
333,11,1,0,1,6,1,4,0
341,12,0,1,2,4,0,6,0
119,7,1,0,0,8,0,12,1
358,10,1,0,2,6,0,9,0
236,18,0,0,0,9,1,8,0
314,3,0,1,0,8,0,9,0
245,9,1,1,1,3,0,4,0
50,18,0,0,0,1,0,7,0
122,16,1,1,1,5,0,12,1
46,9,0,1,2,3,0,5,0
110,17,0,0,2,7,1,6,0
236,3,0,0,0,1,0,5,1
147,7,0,0,2,3,0,3,0
110,17,0,1,0,10,0,11,0
16,4,1,0,0,1,0,7,0
384,7,0,0,0,1,0,5,1
347,4,0,1,1,2,0,2,1
224,17,0,1,0,4,0,11,0
205,9,0,0,1,4,0,8,0
255,18,1,1,0,12,1,10,0
132,3,1,0,0,5,0,7,0
62,29,1,0,2,8,0,10,0
176,12,1,1,0,6,0,7,0
47,1,0,0,0,15,0,7,0
322,3,1,0,1,5,0,11,0
294,6,1,0,0,4,0,5,0
40,11,0,1,2,0,0,6,0
167,4,0,0,0,4,0,6,0
189,16,0,0,0,5,0,3,0
230,5,1,0,0,8,0,8,0
186,8,0,0,0,2,0,5,1
456,3,1,0,1,3,0,10,1
163,1,0,0,0,2,0,6,0
412,9,1,0,2,8,0,10,0
187,3,1,0,0,1,1,8,0
279,5,1,0,0,2,0,9,0
86,1,0,1,1,2,0,5,0
585,1,0,1,1,0,0,10,0
374,8,0,0,1,1,0,8,0
196,5,0,0,1,3,0,12,1
45,2,0,0,0,0,0,6,0
71,4,0,0,1,8,0,5,0
266,13,1,1,0,5,0,8,0
540,6,1,1,0,5,0,2,1
191,2,0,1,2,6,0,11,0
104,6,1,1,0,1,0,11,0
96,6,0,1,1,1,0,10,0
83,1,1,1,0,1,1,7,0
49,7,0,0,0,9,0,6,0
669,5,1,0,0,4,0,6,0
184,8,1,1,1,1,0,9,0
40,15,0,1,0,0,0,4,0
141,6,0,0,0,6,0,8,0
63,2,1,0,2,3,0,6,0
396,4,0,0,0,9,0,4,0
250,2,0,0,0,6,1,6,0
111,8,1,0,2,8,0,11,0
136,6,1,1,2,1,1,7,0
61,3,1,1,0,0,0,3,0
115,3,1,0,2,10,0,3,0
154,17,0,1,0,6,0,12,1
257,9,0,0,0,3,0,2,0
248,4,1,0,2,8,0,10,1
137,15,0,0,2,2,0,4,0
235,5,1,0,0,4,0,9,0
17,1,1,0,0,1,0,9,0
38,5,1,0,0,6,0,12,0
522,3,1,0,0,11,0,8,0
103,3,0,0,1,5,0,7,0
203,5,1,1,0,2,0,6,0
21,5,1,0,0,6,1,5,0
17,10,0,1,1,8,0,8,0
24,9,0,1,2,4,0,11,0
330,4,0,0,0,1,0,4,1
167,2,0,0,1,2,0,10,0
148,3,1,0,2,8,0,7,0
93,6,1,1,0,9,1,8,0
238,8,1,1,2,11,0,12,0
158,3,0,0,1,2,0,7,0
203,11,1,0,0,9,0,8,0
130,14,0,1,0,6,0,6,0
303,9,1,0,1,3,0,7,0
349,8,0,1,0,8,0,7,0
237,8,1,0,0,6,0,7,0
191,7,1,1,0,3,0,1,0
92,15,1,0,1,11,1,12,0
373,6,1,0,0,5,0,7,0
296,6,0,0,0,6,0,6,0
220,6,0,0,0,3,0,4,0
261,3,0,0,1,0,0,4,0
249,4,0,0,0,7,0,7,0
220,14,0,1,0,7,0,6,0
415,1,0,1,0,5,0,6,0
268,5,0,1,0,1,0,7,0
67,9,0,0,0,4,0,3,0
34,8,1,0,1,11,0,5,0
287,12,1,1,1,11,1,12,0
323,1,1,0,1,8,0,4,0
30,6,1,0,0,4,0,12,0
74,8,0,1,0,5,0,7,0
97,15,0,0,2,8,0,7,0
116,5,0,0,0,1,0,6,0
357,8,1,0,1,3,0,6,1
249,6,0,1,2,8,0,9,0
95,9,0,1,1,2,0,6,0
57,3,0,0,0,6,0,5,0
91,4,1,0,0,5,0,9,0
110,9,1,1,0,1,1,6,0
75,9,0,0,1,5,0,12,1
252,4,0,1,1,3,0,4,0
236,3,0,0,1,7,0,7,0
221,1,1,0,0,3,0,6,0
274,8,0,0,2,3,0,2,1
37,10,1,0,1,1,0,5,0
177,3,0,0,0,1,0,8,0
198,11,1,1,0,6,0,6,0
194,6,0,1,1,5,0,8,0
116,7,0,0,0,3,0,11,0
37,2,1,1,0,4,1,4,0
216,20,1,0,0,1,0,7,0
541,4,0,0,1,8,1,6,1
187,7,0,0,0,2,0,4,0
245,16,0,0,0,5,0,4,0
110,25,0,1,2,15,0,12,0
104,4,1,0,1,3,0,7,0
204,10,1,1,1,5,0,8,0
220,11,0,1,0,4,0,12,0
322,2,0,0,1,3,1,10,0
233,7,1,0,1,9,0,12,0
385,11,0,1,2,6,0,11,0
369,16,0,0,0,10,0,12,1
82,13,1,0,0,4,0,9,0
432,7,1,0,0,2,0,11,0
284,9,1,1,1,4,0,5,0
113,8,0,1,0,6,0,11,1
180,12,0,0,0,5,1,5,0
40,8,0,0,0,2,0,7,0
374,8,0,0,0,3,0,6,0
326,8,1,0,0,4,0,5,0
131,9,1,0,2,3,0,3,1
124,2,0,0,1,3,0,6,0
254,4,0,1,0,2,0,8,0
145,5,0,1,0,5,0,8,0
37,12,0,1,0,7,0,11,0
39,1,0,1,1,5,0,8,0
303,2,0,1,0,9,0,11,0
152,7,1,1,2,1,0,7,0
447,5,0,0,1,5,0,6,0
265,2,0,1,0,0,0,12,0
63,15,1,0,2,7,0,10,0
338,7,0,0,1,1,0,7,0
121,20,0,1,0,3,0,4,0
292,4,1,0,0,4,0,10,0
106,2,0,0,1,1,0,7,0
200,16,1,0,0,5,0,6,0
187,9,1,0,0,7,0,9,0
45,11,1,0,0,8,0,12,1
254,15,1,1,0,5,0,10,0
222,15,0,0,0,1,0,7,0
314,16,0,0,2,7,0,7,0
110,6,1,0,1,1,0,9,1
121,15,1,0,1,11,0,12,0
104,12,1,0,1,5,0,8,0
60,9,1,1,1,4,0,7,0
61,1,1,0,2,1,0,5,0
52,9,0,0,0,6,0,12,1
187,2,0,0,1,4,1,11,1
38,16,1,0,0,7,0,2,0
127,8,0,0,2,2,0,4,0
229,15,0,1,2,0,0,7,0
534,8,0,0,2,8,0,3,0
68,4,1,0,0,7,0,7,0
314,7,0,0,0,4,0,2,0
234,3,0,1,0,2,0,8,0
292,17,1,0,0,8,0,12,0
255,10,0,1,0,6,0,10,1
250,10,1,0,0,2,0,11,0
317,13,1,1,1,5,0,4,0
157,12,0,1,0,1,0,10,1
220,1,1,0,2,1,0,7,0
58,16,0,0,0,5,0,9,0
400,12,0,0,0,2,0,9,0
73,1,1,0,1,5,0,10,0
204,20,0,1,1,5,0,7,0
41,7,0,1,0,5,0,11,0
61,16,0,1,2,4,0,7,1
47,6,0,1,1,1,0,4,0
250,6,0,1,2,2,0,8,0
108,4,1,0,2,2,0,12,0
305,8,0,1,0,9,0,6,0
282,9,1,0,2,2,0,8,0
132,6,0,0,2,4,0,8,0
224,7,1,0,2,6,0,3,0
74,8,1,0,2,1,0,7,0
111,8,0,0,2,1,0,7,0
72,8,1,1,0,1,0,7,0
493,1,1,0,0,2,0,4,0
120,3,0,0,2,10,0,6,0
381,1,0,0,1,12,0,6,0
25,1,1,0,0,5,1,7,0
418,3,0,1,0,8,0,7,0
125,7,1,0,1,4,0,6,1
316,13,0,0,0,7,0,6,0
152,8,0,0,0,2,0,3,1
65,3,1,1,0,8,1,10,0
93,3,1,1,1,5,0,10,0
256,20,1,1,0,1,0,8,0
85,3,0,0,0,3,0,2,0
94,3,1,0,1,10,0,6,0
88,10,0,0,1,8,0,12,1
133,3,0,0,0,4,0,2,1
140,2,0,1,0,4,0,6,0
421,4,1,0,1,3,0,6,0
381,2,1,0,1,2,0,12,0
70,11,0,1,0,2,0,8,0
192,7,0,1,0,3,0,10,0
85,6,0,0,2,8,0,5,0
319,28,1,1,2,13,0,12,0
311,5,0,1,0,3,0,7,0
358,14,0,1,0,9,0,11,0
366,10,0,0,0,2,1,9,0
26,5,0,1,0,9,0,9,0
153,5,1,0,0,5,0,5,0
167,15,0,1,0,9,0,8,0
230,18,0,1,1,7,0,12,1
261,7,1,0,0,2,1,4,0
574,13,1,0,2,2,0,10,0
70,14,0,0,1,5,0,4,0
208,18,1,1,1,2,0,4,0
451,2,1,0,2,2,0,5,0
91,8,0,1,1,8,0,5,0
101,11,1,0,2,8,0,9,1
122,6,0,0,0,4,0,10,0
159,12,0,1,0,2,1,5,0
