brand,mileage_km,load_weight,route_type,driver_exp,terrain,speed_avg,temp_outside,fuel_consumption_l_100km
1,8395,14.1,2,24,0,52.3,-13,30.4
3,19464,5.4,0,15,1,67.3,21,29.8
2,24252,16.1,2,30,1,69.0,24,41.0
0,17597,11.9,2,22,2,69.7,20,36.0
3,24926,6.0,1,29,2,54.1,-16,33.2
2,11534,3.0,0,30,0,88.0,-2,37.0
1,24816,6.1,0,25,0,89.1,22,29.9
1,16472,7.4,2,25,0,86.5,24,31.2
0,5631,19.3,0,13,2,60.2,0,41.2
2,17513,12.6,2,15,1,90.2,37,34.9
1,22572,3.9,2,12,0,64.4,-14,28.6
1,18901,22.0,0,20,0,90.0,-4,34.2
1,15374,17.9,0,7,2,71.2,10,37.5
0,13063,20.3,0,17,0,86.0,-12,39.0
0,18464,22.6,1,16,0,87.6,3,38.4
2,10089,12.1,0,7,2,42.6,-3,37.4
0,21017,14.7,2,28,2,81.3,-17,36.2
0,24534,10.7,0,29,1,63.2,-11,33.2
3,17215,13.6,0,30,1,52.5,19,27.8
2,9607,20.7,1,13,1,40.7,1,38.8
1,8568,22.1,0,9,0,66.6,24,32.1
2,19386,5.2,1,24,1,45.1,29,34.7
1,23355,21.9,1,10,1,52.7,38,32.8
2,9261,22.3,0,26,1,92.3,10,36.6
2,9897,2.5,1,2,1,92.0,25,32.3
3,20078,9.9,2,24,2,72.1,36,27.0
0,15581,15.4,1,6,1,85.9,15,35.7
3,16271,19.9,0,8,0,84.8,40,31.8
1,15075,5.2,1,28,0,67.5,1,26.0
3,13300,23.3,2,1,0,75.0,21,33.9
1,24649,19.0,2,9,2,72.8,25,36.6
0,14886,23.9,0,4,0,52.7,24,40.2
0,15827,3.7,0,29,2,70.2,-10,32.2
1,21298,19.8,2,20,2,53.9,5,36.2
1,23787,14.8,0,28,2,78.8,-6,37.6
0,9646,12.6,2,3,2,44.4,-15,35.5
2,18148,2.6,2,6,0,87.7,12,36.4
0,23809,18.7,1,30,2,79.9,33,39.6
2,20380,22.8,2,5,1,87.8,-23,41.4
2,22166,21.8,0,7,1,88.3,38,40.3
1,5135,10.3,0,6,1,70.3,40,33.9
2,18156,15.5,2,4,0,64.6,3,39.3
2,12202,3.4,1,1,0,85.6,35,30.0
0,24360,4.1,0,9,1,67.4,27,29.3
1,20143,19.2,0,8,1,85.4,-23,35.0
0,22722,13.1,1,25,2,55.3,40,38.5
2,23957,8.9,2,20,0,44.6,29,37.0
1,18666,2.5,0,9,1,79.7,-15,28.0
0,10490,22.9,1,24,2,84.9,-13,41.3
2,10445,15.7,2,26,1,86.1,-13,37.5
3,13012,4.8,0,24,1,42.2,15,28.5
2,19915,11.2,2,8,1,90.7,-9,42.0
1,15255,6.4,2,1,2,85.9,19,32.1
0,19959,15.9,2,14,0,50.9,-16,35.9
3,10552,2.5,2,15,0,52.6,28,25.7
0,20569,18.9,1,29,0,84.7,15,37.1
0,5559,7.6,0,1,2,62.2,0,32.3
2,6389,15.2,0,9,1,48.7,-21,34.9
3,14555,11.2,2,20,2,80.9,-24,33.5
2,20514,6.7,2,5,1,93.7,-10,38.7
3,11440,5.6,1,27,1,68.3,29,25.4
2,18377,20.8,1,23,0,89.9,37,37.6
3,11302,15.3,0,7,0,48.9,27,31.4
3,8170,8.0,2,26,0,67.2,-4,29.7
2,14856,16.0,2,3,1,84.3,24,41.3
1,16298,9.5,1,7,0,52.9,10,28.5
2,17798,19.4,1,16,0,87.2,34,39.6
3,24399,21.5,2,16,2,59.1,37,28.3
2,16064,2.5,2,10,1,76.0,33,38.4
3,23845,19.8,0,20,0,57.8,14,31.7
3,7498,5.3,0,25,1,62.0,13,30.4
1,9895,19.8,2,12,2,48.8,-11,37.6
2,14289,6.4,1,27,1,78.8,8,33.7
2,6556,21.1,1,19,0,60.0,36,37.0
2,9718,11.2,1,2,2,90.5,20,36.8
0,20160,13.5,0,2,1,81.4,18,34.2
2,13602,18.8,1,9,0,75.7,-5,36.4
2,16201,5.5,2,22,2,73.7,5,36.2
1,9066,22.0,0,27,1,46.3,5,34.9
1,21202,21.2,2,7,0,89.6,13,32.4
2,11215,2.9,2,16,1,85.9,-13,33.7
3,24103,12.4,0,29,0,65.3,-13,32.0
3,9212,7.5,1,11,2,91.6,16,31.2
1,21481,2.4,1,30,0,94.2,-11,26.4
0,8020,5.5,2,26,1,92.2,-7,29.4
0,12023,19.5,1,24,1,51.9,-6,35.2
3,10555,20.6,2,7,2,45.8,16,33.2
3,16136,23.7,2,24,0,94.4,2,35.1
3,14599,10.0,0,21,1,79.6,21,28.1
3,19926,17.9,0,10,0,53.8,34,35.9
3,13928,23.2,0,23,1,77.6,34,29.8
3,14906,3.5,2,5,0,87.6,9,28.3
1,12719,11.7,2,12,2,69.4,-10,32.5
2,22510,18.6,1,20,2,86.8,30,39.7
0,24874,19.1,1,14,0,88.5,31,36.9
0,15621,5.7,1,21,0,60.3,25,30.0
2,16822,5.5,1,16,2,87.4,12,36.5
2,13952,15.2,0,10,1,87.0,36,38.7
1,19100,13.7,0,7,1,41.8,-17,32.5
3,6524,11.9,0,30,1,85.4,17,27.2
1,23937,22.9,1,15,1,75.5,6,34.5
0,19839,22.5,2,14,2,94.5,0,42.1
3,7707,20.7,0,22,1,49.6,-8,34.6
3,18902,23.5,2,14,1,48.6,34,30.9
0,13860,2.1,2,15,2,91.3,26,31.2
0,8980,8.7,0,8,1,41.6,28,31.5
0,6862,17.1,2,9,0,81.5,7,37.5
2,15923,16.4,1,17,1,50.7,-15,36.8
3,15443,23.2,0,11,2,50.6,-20,35.6
0,23490,9.5,0,15,1,88.5,17,31.9
0,23116,13.4,0,5,0,47.3,25,34.4
2,16039,22.2,0,12,2,54.9,29,36.4
0,5518,19.7,2,3,2,55.0,3,38.8
0,10823,17.0,0,4,1,58.6,27,34.8
3,12792,15.5,1,21,0,60.1,36,28.7
0,24372,18.3,1,4,1,77.5,15,38.3
1,9351,23.2,0,9,2,41.8,36,37.0
2,20449,13.2,2,15,2,75.6,-5,39.1
2,12636,16.2,0,25,2,53.9,36,35.2
2,17872,15.6,2,1,2,58.3,14,38.6
1,16805,14.1,0,4,0,56.5,-24,30.6
1,21588,15.5,0,14,0,71.4,-18,32.6
0,11845,17.9,1,12,1,63.3,-6,33.5
2,14826,20.3,2,27,1,74.9,17,39.5
2,19202,16.7,1,16,0,82.7,25,38.6
2,15657,23.9,0,10,0,65.6,-22,36.3
3,6661,3.4,1,8,2,43.7,4,29.0
1,16095,23.9,0,10,2,61.1,38,35.3
3,19084,7.2,2,27,1,88.8,0,30.4
2,22606,16.8,1,17,2,77.5,-7,44.1
3,17805,8.0,2,5,0,61.9,13,29.9
0,6890,14.4,2,15,2,56.1,14,39.4
0,19053,18.2,1,23,0,74.9,27,37.7
3,20418,16.6,1,2,1,49.0,6,36.9
0,13868,20.4,0,28,0,44.1,38,37.8
1,24859,10.4,0,27,0,94.3,29,30.2
0,23048,18.8,0,19,2,53.3,17,42.4
3,6761,14.4,0,10,1,51.8,-12,33.9
0,9024,13.7,2,17,0,87.7,16,35.2
2,22330,12.5,1,9,2,56.0,-8,39.6
2,16322,18.9,1,25,0,43.8,11,37.5
1,21886,2.4,0,18,0,48.4,-12,27.1
1,21666,22.7,1,21,1,66.5,36,36.8
0,10955,21.8,1,3,0,56.5,5,36.5
2,9749,18.1,1,20,1,50.8,37,35.8
0,8515,21.5,2,15,2,58.2,-10,42.2
2,10322,6.8,1,30,0,70.2,13,35.7
0,7163,18.0,2,6,1,52.6,14,38.5
2,15989,23.8,1,10,2,40.7,-5,40.9
2,19458,10.9,1,6,1,67.3,-10,36.0
3,8438,10.7,2,25,2,57.7,-9,30.6
1,24839,11.9,0,7,1,45.2,-23,31.5
1,5088,23.7,2,26,1,92.5,7,36.1
2,6840,6.2,1,25,0,69.7,-17,34.1
2,24355,5.9,1,27,1,60.3,10,40.8
2,15746,11.9,1,11,2,59.0,1,37.1
2,10280,10.9,2,8,1,73.0,-25,34.7
1,7607,18.0,2,11,1,64.7,9,36.6
2,22262,7.8,0,15,2,42.7,9,38.5
1,5582,12.9,0,23,2,58.6,25,35.0
2,20892,5.7,0,17,2,44.4,39,34.6
0,18055,4.3,1,30,2,49.2,30,30.9
0,23286,13.2,1,28,0,73.3,7,36.0
2,9377,19.6,1,11,2,75.2,29,37.0
3,7164,21.4,2,2,0,49.2,34,32.4
2,24391,4.6,1,1,1,65.0,7,36.0
1,7980,7.5,0,9,2,72.3,-24,32.1
3,7008,16.2,2,3,2,42.6,26,35.5
1,20466,18.5,1,15,0,89.4,-4,31.5
0,11942,23.3,0,27,1,61.1,20,41.4
2,5526,12.4,1,7,1,54.6,-14,33.6
2,10952,22.5,0,15,0,44.0,18,35.7
2,10172,16.6,2,24,1,53.1,-9,37.4
1,17102,8.2,1,19,0,81.8,6,29.1
0,5011,14.0,0,16,2,50.8,-25,38.9
3,14519,5.7,2,15,2,83.6,11,28.2
3,14888,14.9,2,5,2,59.2,0,34.5
2,10474,15.3,1,11,1,70.8,11,41.1
2,11806,22.2,0,24,2,66.0,-6,32.2
2,6902,6.8,0,13,0,66.9,-3,32.2
3,13811,5.5,1,3,2,84.5,-7,34.1
1,11854,7.0,1,12,0,86.0,-19,30.1
0,9671,9.3,2,2,2,83.2,11,36.1
0,22246,6.8,0,3,2,69.7,40,33.6
2,10129,4.9,2,19,1,82.7,30,34.6
1,12117,16.8,0,23,2,47.1,40,36.7
0,8156,23.4,0,16,2,55.0,11,40.6
1,5228,13.0,1,3,2,68.0,32,34.6
1,22226,3.4,2,1,2,59.5,20,27.7
1,20033,21.6,2,25,1,65.1,0,34.4
0,16844,21.2,1,20,0,49.6,27,37.6
2,9444,15.1,0,26,0,94.0,36,37.6
1,6647,15.5,1,6,0,80.0,11,34.2
1,16676,12.8,0,2,0,75.4,-7,32.2
2,9146,6.9,1,12,1,50.0,15,34.0
0,13740,2.2,2,11,2,71.8,32,31.8
3,7405,17.4,0,19,1,60.3,5,32.8
3,16640,4.0,0,22,2,55.4,40,27.4
3,10336,23.4,2,15,1,89.7,-21,34.9
3,7847,20.6,1,17,0,61.7,20,34.5
2,22696,10.2,2,9,2,71.5,23,39.1
2,5341,5.6,1,18,0,45.9,25,36.7
1,15230,12.4,1,3,1,90.0,10,34.0
1,10769,17.0,1,2,2,71.1,-16,37.3
1,18726,20.9,2,1,1,64.8,-16,35.0
3,22500,3.2,2,30,2,74.3,7,30.5
0,13464,20.8,2,1,0,62.1,13,38.6
0,14031,12.9,1,2,1,69.5,15,35.1
0,23446,21.7,1,4,2,59.4,-13,40.7
0,23703,5.4,1,10,1,40.6,-2,32.3
3,6644,3.3,1,17,1,51.2,37,28.8
2,10956,9.4,0,12,1,91.6,-22,33.8
0,21352,10.0,0,20,0,65.7,1,33.2
1,6506,12.2,2,21,0,45.8,18,28.7
2,5319,3.4,0,12,1,51.6,17,32.7
2,24219,6.9,1,5,1,83.3,10,39.1
3,5431,7.2,0,3,0,79.4,13,31.9
1,13960,9.5,0,14,2,72.6,37,32.6
3,10031,20.0,2,21,2,49.1,2,35.7
3,21808,12.5,0,17,0,82.3,-7,35.4
2,6917,22.2,2,8,0,46.1,25,36.3
2,15183,15.9,0,25,0,87.9,-10,39.9
2,17986,13.8,1,2,0,44.2,25,38.1
1,20201,4.8,1,20,1,86.3,13,29.5
0,24693,4.0,1,18,0,73.3,13,30.7
2,18869,23.9,1,9,2,53.4,-9,41.2
1,17877,11.9,1,7,1,47.6,32,29.1
2,24508,8.5,2,12,1,85.9,27,40.3
3,17815,3.5,1,4,1,75.7,32,27.8
0,18251,10.6,1,22,2,74.5,8,33.2
1,24010,11.4,1,28,0,76.9,-17,30.3
1,16761,11.0,2,28,1,90.6,9,33.3
3,16934,4.4,1,21,1,61.1,13,30.0
0,13013,7.4,2,22,1,54.4,-19,31.4
1,22711,4.7,1,20,2,40.1,28,31.2
0,24833,16.7,0,10,0,54.9,31,36.3
1,23686,7.3,2,1,2,63.4,21,33.5
0,24382,5.1,2,12,0,83.6,-13,31.5
2,11746,11.3,1,12,0,94.5,-7,40.5
0,11344,19.2,0,14,1,69.2,32,39.9
1,5426,17.2,2,20,1,50.0,-21,33.2
0,9736,5.9,1,12,0,46.6,15,31.5
1,11867,16.8,1,11,0,84.5,37,31.9
3,8579,21.1,2,2,2,80.4,28,32.3
2,9283,3.5,1,17,2,87.5,30,33.0
2,16684,14.1,2,25,1,83.6,-13,40.0
1,23866,4.9,1,28,0,93.7,32,27.6
0,8187,10.0,2,14,0,75.0,1,31.7
3,23619,21.1,2,22,0,64.0,15,31.8
2,6973,15.9,2,8,1,59.2,-7,36.8
3,12331,19.9,1,22,1,53.7,32,31.1
0,23138,12.5,0,21,2,60.5,-12,36.9
1,16748,15.0,1,15,1,93.6,18,33.8
3,21405,21.7,1,3,0,56.0,9,34.6
1,17126,20.1,0,3,0,40.9,15,30.8
0,22604,5.2,2,11,2,76.3,-13,33.4
1,14446,20.7,0,9,2,70.5,-18,36.2
2,16296,21.3,1,30,1,46.2,33,36.6
1,15435,10.0,1,1,0,78.3,26,29.3
2,5214,17.3,0,12,1,70.4,-21,34.5
0,24210,15.7,1,30,0,83.5,17,35.3
2,8709,16.7,2,12,0,47.1,-24,39.8
1,13564,14.4,1,7,2,62.4,19,32.1
3,7348,13.4,1,19,1,67.5,30,29.5
2,11039,16.4,2,14,0,41.0,-11,38.0
0,14002,17.6,0,8,2,48.5,16,38.2
0,7617,14.4,2,11,1,81.4,37,33.7
0,23235,16.7,0,26,1,79.9,-13,37.4
1,9214,12.9,2,19,0,56.4,34,29.7
1,8878,3.3,1,25,2,89.6,-15,33.3
3,12648,15.0,1,23,2,86.6,20,30.6
0,18379,5.1,1,2,1,41.0,-5,28.6
0,10187,14.4,1,2,2,78.0,40,35.3
0,22410,9.1,0,8,1,70.9,15,31.1
0,16071,14.2,1,8,0,56.3,38,35.1
3,8297,8.8,1,17,0,47.0,1,30.8
2,14495,11.5,1,26,0,72.0,23,37.2
0,15380,14.3,0,12,2,59.3,-16,36.8
2,24323,8.4,2,8,0,84.5,28,37.4
2,5381,11.7,0,22,2,60.8,-12,33.2
0,13906,3.8,0,19,2,86.3,40,30.2
0,11554,16.6,1,19,1,74.7,19,36.0
1,9984,14.8,1,11,1,71.1,0,34.4
0,8686,18.5,0,29,2,44.5,-10,37.5
3,23099,13.6,2,13,1,79.7,2,32.9
0,10688,7.1,2,28,0,47.1,37,30.4
2,6723,14.4,2,12,1,45.9,22,36.2
0,6105,19.5,0,19,2,80.0,22,38.8
2,13635,10.1,1,16,1,67.2,39,36.9
1,6889,16.1,0,8,0,47.3,-5,30.9
0,8986,5.9,1,14,1,72.5,-21,33.8
2,10280,19.8,0,7,1,41.9,19,33.7
3,16555,6.7,1,25,1,67.4,-24,30.7
1,23341,13.3,2,5,0,41.9,27,31.2
3,14791,22.6,0,20,1,57.0,-13,35.6
1,21982,16.2,2,10,0,77.9,8,31.8
1,12101,4.7,1,12,2,80.1,-13,31.0
3,15056,23.8,2,14,1,66.3,-15,37.5
0,7512,2.4,2,10,1,66.6,0,31.4
3,13246,17.8,1,28,2,88.9,32,27.4
2,23451,15.8,2,24,1,52.8,-7,41.0
3,8797,9.4,1,21,2,59.1,-25,35.7
0,19777,18.9,0,4,1,63.8,-20,39.9
1,17068,9.9,0,27,2,77.4,-24,34.5
3,10183,19.9,2,10,0,72.9,-16,37.3
1,18342,16.3,1,15,1,72.6,-18,35.3
1,23410,2.2,0,9,2,52.2,8,30.4
3,21131,20.1,0,22,1,62.5,16,30.3
3,23470,21.6,0,5,0,77.0,-20,38.6
0,7081,14.8,0,5,1,45.0,-9,35.7
0,9849,5.3,0,2,0,87.3,-24,28.2
1,20562,20.4,2,29,0,45.0,21,31.1
2,11336,6.6,0,18,0,77.2,-3,38.7
1,8606,9.3,1,30,2,50.5,2,32.9
0,11765,10.7,0,5,2,43.6,29,33.8
1,14937,23.1,2,14,1,51.5,-15,34.1
1,21483,10.7,0,24,1,71.3,-10,34.0
1,14729,10.2,1,3,1,72.4,-14,33.4
0,14574,18.6,1,26,1,47.9,-23,36.3
1,18393,17.3,1,23,1,53.0,-21,32.4
3,21990,5.3,1,14,1,58.7,40,28.2
0,14928,23.4,0,5,0,88.2,11,39.9
0,10226,8.8,0,24,1,93.4,-4,34.8
1,22962,5.1,2,21,2,50.0,36,32.6
0,7858,6.8,2,1,2,45.2,20,29.0
3,20463,6.5,1,1,2,40.2,-5,32.6
2,24775,17.0,2,10,2,41.9,20,43.9
3,9602,16.1,2,25,2,73.3,35,29.6
3,6917,21.0,1,18,2,68.3,38,33.2
2,9986,8.8,0,12,0,76.5,33,33.5
3,24242,2.0,0,7,2,75.8,40,29.3
1,6704,17.1,2,15,0,64.8,13,29.3
3,11354,21.3,1,5,1,62.9,-15,34.9
2,5167,6.6,1,14,0,60.5,-17,35.0
2,13289,23.9,2,23,2,88.5,5,38.0
3,13146,16.2,2,30,1,53.9,2,35.4
2,17623,18.2,2,5,2,47.3,4,41.1
1,10373,16.3,0,12,1,61.6,-20,33.7
2,10616,11.0,1,7,0,59.1,37,36.6
2,7187,15.7,2,11,2,69.0,1,42.2
0,6189,7.7,1,15,0,90.3,32,32.6
0,20677,20.3,0,3,1,53.2,-12,37.7
0,19262,18.0,2,3,2,53.0,33,37.8
0,24690,5.9,2,28,2,62.1,19,31.6
0,20144,9.0,1,28,2,53.6,18,37.1
3,24703,4.2,1,7,1,55.0,15,30.1
3,8445,13.9,1,28,1,43.6,-16,34.6
3,23229,23.7,1,14,0,46.2,-4,35.6
3,10169,8.5,1,26,0,50.8,23,28.3
2,14114,7.9,0,20,1,42.9,34,31.9
3,18430,18.0,1,1,2,43.0,21,31.1
1,8752,22.4,2,2,1,89.3,34,35.7
0,5446,12.4,1,7,0,82.8,-2,35.1
2,15759,20.8,2,14,0,58.4,-18,39.6
2,21625,21.4,2,8,2,59.2,0,39.6
1,23138,5.2,2,5,1,71.6,16,28.7
0,16088,17.6,0,7,1,89.0,-24,37.9
0,16970,8.5,0,2,1,81.7,36,31.7
3,10083,4.3,2,23,2,68.0,-12,30.5
0,24929,18.3,2,3,0,93.1,-16,36.0
1,14384,3.2,1,25,1,76.8,4,27.6
3,22846,17.1,0,4,1,46.4,8,33.6
3,6700,3.0,0,18,1,82.9,23,28.4
2,9457,20.4,0,24,1,76.1,16,39.9
2,13009,19.0,2,23,1,74.3,11,36.7
2,12494,11.3,2,22,0,70.1,-9,34.1
0,12375,4.1,1,24,2,57.2,-24,32.8
3,11141,5.5,0,2,2,59.0,13,30.5
0,9151,16.3,1,26,2,84.0,-18,40.6
3,11153,2.0,1,13,2,76.1,-5,31.6
0,12037,15.8,1,21,0,77.0,33,36.5
0,8257,7.5,0,6,1,51.8,19,28.4
2,16945,14.6,1,12,0,67.0,-23,35.1
0,9983,2.5,1,12,2,58.6,28,30.7
2,21802,19.9,1,26,1,61.7,18,35.8
1,12818,11.2,1,5,1,85.8,1,32.2
0,8855,20.4,2,10,1,49.3,-18,39.1
3,20303,19.9,1,4,2,84.9,21,33.0
3,12590,2.6,2,3,2,64.4,16,32.0
2,5807,8.0,2,8,1,65.1,-16,37.1
2,6201,4.4,2,30,1,65.5,-16,35.2
0,16105,15.4,1,5,2,91.9,17,38.8
3,11356,3.7,1,10,1,69.0,3,28.3
1,13182,14.4,2,23,2,47.4,33,35.6
1,23374,16.7,0,12,0,80.9,-9,31.9
1,24031,3.1,2,20,0,88.2,30,29.2
0,15787,22.4,2,7,1,65.2,33,40.7
2,6821,20.2,0,9,2,52.3,13,33.6
3,23549,15.4,1,8,2,92.4,-12,32.1
1,14801,21.2,1,16,2,59.8,5,36.2
3,10917,23.7,0,24,0,69.6,8,30.8
2,20968,8.1,2,14,1,92.4,-13,41.4
3,10521,14.5,1,27,2,59.7,-18,36.6
2,13059,18.7,0,27,2,63.1,8,32.8
2,20838,23.5,0,12,0,54.0,30,40.0
1,19356,4.8,1,22,0,72.0,31,31.0
3,15738,7.4,1,27,2,46.4,24,29.6
1,24007,11.7,0,16,0,48.1,20,30.5
3,5470,6.2,0,26,1,41.9,-3,34.5
3,18135,23.9,1,15,1,92.3,-23,39.5
2,16982,16.4,0,29,2,41.5,29,37.0
2,8348,19.5,0,5,1,60.5,3,34.3
0,5726,16.3,2,25,2,50.3,18,38.4
0,21984,19.9,1,19,2,87.7,11,39.5
0,14355,18.2,0,14,1,50.1,-13,37.1
1,20358,2.3,2,19,2,87.3,16,31.2
2,12840,3.5,2,17,2,74.0,31,38.7
2,9485,6.5,1,23,1,65.7,-3,35.8
1,8826,3.5,1,2,1,69.9,6,29.6
3,7405,11.0,1,29,2,51.3,-9,32.3
1,17153,11.1,1,15,0,64.1,-17,30.7
3,8102,16.2,2,25,1,48.4,1,30.8
1,8187,23.7,2,2,2,76.5,-6,38.1
0,9636,18.4,1,20,0,44.1,-15,36.5
2,23456,10.0,2,28,0,93.9,25,38.8
0,15243,18.3,1,2,2,58.5,-6,39.2
3,7951,11.6,2,25,1,46.3,-15,29.6
2,11651,16.9,2,5,1,55.9,12,41.0
3,16314,2.1,0,23,2,53.9,19,26.2
2,5722,16.9,2,18,2,76.4,40,39.3
1,19432,2.3,2,2,1,48.6,-1,28.4
1,13999,10.3,2,23,2,82.3,-22,32.4
0,17223,23.8,0,10,2,77.5,38,42.8
1,6686,3.5,0,25,1,82.2,-8,31.0
0,9191,17.6,0,19,0,47.6,-25,36.6
2,16235,4.5,1,2,0,93.6,29,29.4
3,5177,2.6,2,15,1,53.3,19,27.1
2,9782,5.2,0,10,2,86.2,-18,36.6
0,23268,8.9,0,29,0,88.6,-25,31.1
1,14405,18.2,1,16,0,88.4,32,31.6
1,7319,21.8,0,10,2,71.3,-18,41.1
2,7904,12.0,1,22,2,75.0,38,33.8
1,5667,15.0,0,21,0,45.1,-24,29.2
1,20048,15.9,1,16,1,77.6,-18,34.3
1,8841,7.2,0,17,2,89.2,21,33.6
2,12912,15.4,1,21,1,51.5,-4,40.3
2,23524,21.5,1,20,0,86.2,-25,40.8
2,13979,15.1,0,21,1,57.9,39,38.9
1,19659,14.7,2,13,0,50.8,-2,32.0
0,14449,17.4,2,18,2,58.7,-2,36.9
3,15397,18.7,0,12,2,93.4,27,32.1
1,16130,10.1,2,18,2,70.0,16,33.3
2,12899,21.1,1,17,1,90.7,9,38.2
3,20582,4.0,1,5,2,75.9,12,33.5
1,24946,2.7,0,30,2,92.8,5,30.3
0,18775,10.8,2,19,1,44.6,18,36.5
3,15461,20.5,1,23,0,73.4,-25,36.5
2,12519,11.5,2,26,0,82.7,-19,35.8
0,8652,9.4,1,29,2,56.6,9,34.0
2,17661,17.7,0,28,2,42.5,14,38.8
0,19095,20.0,0,20,0,64.7,-7,38.8
1,22500,20.1,1,28,2,45.0,1,35.3
0,6143,18.6,2,23,1,86.2,34,38.0
1,9735,13.6,0,1,1,54.9,9,32.7
3,7224,23.7,1,4,2,84.8,36,33.3
0,21559,8.2,2,23,0,87.3,-22,33.0
1,8774,17.9,1,21,2,76.9,-6,37.7
2,22515,11.7,2,26,0,91.0,10,39.5
1,17326,16.2,1,18,2,73.8,-10,37.0
1,21583,17.8,2,10,2,81.8,35,35.7
0,17888,2.5,1,7,2,41.4,-22,33.2
2,5045,14.0,2,4,1,61.1,16,36.7
1,13908,19.8,0,28,1,73.6,38,33.7
3,19726,3.4,1,1,2,88.5,10,32.2
0,20309,9.9,2,5,0,63.7,-16,33.5
1,20837,13.6,0,5,2,69.5,-5,32.6
1,13864,5.3,0,4,2,48.7,3,31.6
3,19817,14.7,2,30,0,44.5,39,27.3
1,22784,3.4,0,27,2,56.9,37,30.8
1,23764,20.1,2,22,0,56.6,24,33.1
2,11916,12.0,1,10,0,86.4,3,35.0
3,17153,8.4,2,15,0,40.4,-3,30.6
1,19851,5.2,1,12,2,62.7,-11,31.8
3,21227,16.8,0,26,1,50.5,26,29.0
3,22934,20.1,0,10,2,73.0,23,31.6
3,14827,6.5,0,8,0,63.9,11,29.0
3,12109,17.3,2,30,0,63.0,23,30.8
0,8286,17.6,1,17,0,64.6,-5,39.1
2,23004,7.9,1,7,1,51.9,22,38.0
3,11869,12.0,0,3,0,75.9,-3,34.1
1,10452,2.7,0,19,1,76.3,15,29.5
2,11439,18.5,1,3,2,65.8,1,36.3
3,15598,12.3,0,16,2,55.9,17,31.1
3,24600,5.8,1,28,1,64.8,1,27.1
3,17044,13.6,2,1,1,92.4,-22,35.0
0,12823,22.5,1,26,0,60.8,36,41.8
3,13301,4.0,2,8,2,62.7,-8,34.2
3,15950,17.3,1,19,1,49.0,-19,29.3
3,9123,16.6,2,6,1,53.7,-14,34.3
2,8167,3.3,0,28,2,87.5,-5,29.8
0,5170,16.4,2,15,1,65.5,13,35.0
1,19610,6.6,1,4,1,56.7,7,30.2
3,16606,11.6,0,6,0,40.3,-7,33.3
2,15658,20.8,1,7,0,78.2,-13,36.3
2,12082,13.5,2,3,1,73.3,13,34.8
2,15958,20.9,1,20,0,54.2,15,39.1
1,18399,21.9,0,7,2,84.7,33,39.3
0,12463,4.2,2,21,2,74.9,-19,29.7
0,19864,22.0,0,21,2,68.8,-25,42.5
1,9444,9.2,2,29,2,60.1,9,33.8
0,21990,6.2,0,13,0,91.5,10,32.0
3,8011,16.3,2,17,2,63.7,16,33.3
3,6901,18.4,1,27,2,66.8,10,31.6
3,6352,11.1,2,5,0,78.2,-7,33.1
1,7265,18.1,1,24,2,43.9,16,35.6
2,5732,4.2,1,30,0,78.4,8,33.4
0,24731,11.9,2,27,2,54.3,16,34.0
0,21573,8.9,1,21,0,65.6,16,33.7
1,17125,3.9,2,20,2,61.9,-24,33.5
1,21451,13.4,1,30,1,47.4,-21,31.7
2,21470,7.4,1,21,1,52.2,-11,35.6
3,15251,16.9,2,19,2,85.7,8,34.1
2,19514,18.2,0,28,2,64.5,19,39.8
1,6309,6.8,0,27,2,60.6,25,32.6
2,16166,22.0,0,11,2,49.3,-24,37.4
1,16461,2.8,1,28,0,49.3,-2,27.3
3,5995,4.1,1,18,1,53.9,-16,29.4
0,15964,22.5,2,3,1,64.1,-11,39.5
1,17575,8.9,2,30,0,56.6,37,28.1
2,17366,19.6,0,6,2,85.8,8,35.9
2,8925,3.5,0,17,2,44.5,-16,34.8
2,13319,10.8,1,14,1,43.4,-8,36.0
2,21034,17.4,1,11,1,63.6,40,36.8
0,17707,14.8,0,1,2,43.3,10,35.7
2,7710,13.1,2,24,2,82.1,16,34.7
2,5739,13.9,2,29,0,40.3,16,34.2
0,19058,11.3,0,25,2,62.8,8,33.6
1,7626,8.8,2,2,0,64.9,-8,29.8
1,14406,10.9,2,27,2,55.9,4,31.7
1,23947,18.3,1,24,2,69.5,15,35.2
2,13826,17.0,2,11,0,63.4,-18,37.4
3,12866,11.7,0,3,1,55.7,17,29.8
2,6126,21.6,2,25,0,46.9,33,34.4
0,19495,15.9,0,2,1,57.4,-22,38.2
1,8744,4.0,1,9,1,52.3,-17,30.0
3,24701,8.6,1,27,2,55.6,0,32.2
0,14888,19.7,0,8,0,88.5,-3,36.4
0,15656,10.6,1,20,1,51.2,11,31.8
0,23557,13.2,0,21,1,86.7,15,34.1
2,7373,5.5,1,4,2,57.7,-17,32.8
0,7101,11.4,1,17,2,51.3,-11,34.4
2,13499,17.9,0,26,2,55.5,-24,33.3
0,17614,18.7,1,18,2,58.8,-14,40.2
3,16573,22.8,1,29,1,68.9,30,29.6
0,11331,17.3,1,13,1,72.2,35,35.2
1,20012,12.0,2,6,2,73.8,-19,32.3
3,17371,21.4,1,12,0,89.4,14,31.0
1,19287,20.0,2,3,2,46.2,-7,35.5
0,15957,20.0,0,27,1,50.4,-2,40.3
