age,gender,membership_months,distance_to_club,trainer_exp,num_visits_last_30d,avg_session_duration,group_lesson,calories_burned,high_intensity,early_renewal
50,1,10,4.6,113,4,114.8,0,706,1,0
70,0,18,14.9,0,4,116.9,1,738,1,0
39,1,22,14.5,0,4,113.5,1,748,1,0
38,0,11,6.9,90,7,61.2,0,549,0,0
23,0,16,4.3,0,4,99.0,0,762,1,0
23,1,17,12.7,30,8,85.4,0,800,1,0
65,0,19,10.9,78,7,38.0,1,339,0,0
21,0,18,10.5,64,4,73.6,0,659,1,0
47,0,3,13.5,0,7,94.8,0,613,1,0
28,0,21,10.5,77,5,109.6,1,800,1,1
47,0,16,4.6,73,3,106.3,1,797,1,1
48,0,6,10.6,0,5,35.5,1,494,0,0
41,1,12,4.9,0,2,68.8,1,589,1,0
26,1,11,11.5,21,4,67.8,0,556,1,0
20,1,15,9.5,0,4,109.9,1,800,1,0
68,0,15,1.6,63,4,20.2,0,352,0,0
48,1,16,7.9,96,8,93.9,0,679,1,1
57,0,10,5.5,35,3,81.9,0,567,0,0
54,0,12,5.3,24,3,112.2,0,784,1,0
53,1,13,9.2,102,3,65.7,0,669,0,0
41,0,4,5.2,104,3,85.8,0,557,1,0
48,0,7,11.8,27,8,117.3,0,790,1,0
23,1,22,1.5,82,5,94.4,0,692,1,1
19,1,2,10.1,0,4,26.7,1,341,0,0
37,1,15,12.2,10,8,36.8,0,471,0,0
45,1,8,10.3,85,7,102.1,0,683,1,0
28,1,7,7.7,99,10,53.5,1,481,1,0
21,0,15,14.3,0,6,90.6,0,588,1,0
32,0,23,4.8,89,5,90.0,1,627,1,1
23,0,14,0.8,0,4,119.4,1,720,1,0
66,0,8,6.8,2,7,67.0,0,459,0,0
47,0,12,1.0,20,7,93.8,1,666,1,1
55,1,13,14.3,105,4,24.9,1,390,0,0
68,1,11,3.5,69,8,66.3,0,593,0,0
19,1,17,11.9,63,4,38.7,1,550,0,0
32,0,17,11.7,70,10,104.1,1,753,1,1
28,1,24,3.7,0,5,104.0,0,689,1,1
25,1,4,9.5,0,5,43.6,1,486,0,0
43,1,21,1.2,62,11,51.8,0,482,0,1
68,0,8,7.5,15,6,90.2,1,601,1,0
62,1,5,0.7,71,6,93.8,1,747,1,0
61,0,16,13.9,0,7,85.8,1,491,1,0
22,0,4,14.7,21,5,119.7,0,771,1,0
23,0,22,3.7,46,7,106.9,0,721,1,1
43,1,15,3.5,102,6,61.7,1,628,1,1
21,1,12,11.4,37,6,52.7,1,482,1,0
36,0,5,4.2,0,6,79.7,1,609,1,0
37,0,23,13.5,81,5,101.8,1,743,1,1
50,0,16,8.8,115,6,67.5,0,429,0,0
37,0,14,5.6,47,7,93.8,1,632,1,1
66,0,10,12.6,77,8,21.9,0,344,0,0
29,0,7,7.7,65,5,112.6,0,775,1,0
64,1,13,13.7,65,4,97.4,0,701,1,0
18,0,20,14.0,0,9,59.4,1,572,1,0
43,0,5,2.9,78,4,58.4,1,479,0,0
31,0,3,0.5,29,6,30.3,0,325,0,0
55,1,15,14.8,0,3,101.6,0,672,1,0
54,1,4,13.6,0,8,96.9,1,618,1,0
28,1,15,1.3,43,9,83.0,0,601,1,1
53,0,14,12.6,15,9,30.1,0,461,0,0
30,1,20,7.1,0,8,46.2,0,495,0,0
60,0,19,4.3,80,8,65.9,1,523,0,1
20,1,13,13.2,88,6,46.6,1,502,1,0
50,1,10,3.4,102,7,63.4,0,608,0,0
23,1,21,14.2,92,13,42.6,0,513,0,0
67,1,5,3.5,116,6,55.0,0,453,0,0
27,1,23,9.4,60,1,85.2,0,565,1,1
22,0,20,3.7,38,4,109.2,0,800,1,1
40,1,20,8.4,61,8,58.5,1,513,1,0
27,0,6,10.4,3,4,89.2,1,710,1,0
61,1,4,3.3,0,7,33.5,1,520,0,0
19,0,2,8.1,20,7,74.1,1,630,1,0
30,0,22,7.3,0,2,112.2,0,672,1,0
57,0,16,1.5,82,7,22.8,0,289,0,0
19,0,18,12.4,0,8,46.8,0,370,0,0
37,1,5,5.4,0,3,33.2,0,445,0,0
18,1,22,8.8,29,7,73.3,0,719,1,1
54,0,4,8.0,31,5,88.0,0,606,1,0
26,0,13,7.9,0,6,25.8,0,337,0,0
34,1,19,2.1,56,7,27.0,0,476,0,1
26,0,23,6.6,0,5,107.0,0,650,1,0
28,1,2,7.1,4,4,65.6,0,616,0,0
32,1,13,11.1,28,7,66.3,0,605,1,0
41,1,11,12.7,0,8,114.5,0,709,1,0
55,1,22,8.4,67,7,52.0,1,546,0,1
52,0,4,1.8,84,11,109.7,0,800,1,0
47,1,22,3.9,0,5,117.4,1,798,1,0
48,0,20,2.9,96,3,44.2,0,528,0,1
66,0,20,2.3,0,8,71.4,0,457,0,1
22,1,15,5.8,58,5,73.4,0,702,1,0
61,0,4,3.8,74,9,106.6,0,745,1,0
67,1,9,3.7,0,6,50.4,0,362,0,0
31,1,7,1.3,0,2,99.8,1,740,1,0
70,1,19,0.8,90,5,117.1,0,738,1,1
28,1,19,2.0,71,9,104.0,0,661,1,1
26,0,6,3.0,49,8,110.9,0,748,1,0
51,0,6,6.7,0,6,90.8,0,640,0,0
29,1,20,7.9,0,4,110.4,1,773,1,0
52,0,15,2.5,111,9,36.5,1,450,0,0
52,1,15,6.7,73,6,91.2,0,652,1,0
18,1,20,5.5,0,6,93.2,0,800,1,0
57,1,9,3.2,0,6,63.9,0,445,0,0
39,0,4,0.6,11,5,28.0,0,448,0,0
46,0,18,7.3,0,4,82.2,0,586,0,0
25,0,18,10.4,0,4,25.2,0,306,0,0
28,0,5,3.8,0,6,58.2,0,493,0,0
58,1,20,2.4,47,6,59.4,0,461,0,1
54,0,23,13.4,70,5,119.9,0,717,1,1
31,0,11,4.5,50,11,50.0,0,490,0,0
47,0,5,3.7,102,2,102.0,0,590,1,0
52,1,22,12.9,0,4,25.3,0,403,0,0
38,1,4,12.3,89,7,73.0,0,567,1,0
54,0,12,7.0,0,6,73.7,0,444,0,0
22,0,2,7.6,69,6,82.9,0,571,1,0
36,0,13,3.7,65,2,101.0,0,800,1,0
31,0,10,1.6,58,9,96.2,1,584,1,1
43,1,9,8.8,16,8,96.1,0,739,1,0
21,1,10,1.9,0,7,63.2,1,522,1,0
42,0,7,7.0,0,13,92.7,0,609,1,0
62,0,4,14.1,19,9,69.1,1,606,1,0
59,1,19,14.3,28,7,26.7,0,454,0,0
42,0,10,4.0,90,3,109.0,1,717,1,0
35,1,3,9.5,85,4,109.0,1,711,1,0
57,0,21,7.4,5,7,52.3,0,516,0,1
25,1,19,13.2,33,8,111.4,0,800,1,1
56,0,21,4.4,84,8,95.8,0,651,1,1
57,1,2,0.6,50,8,60.1,1,596,1,0
31,1,20,2.9,0,6,53.2,0,477,0,0
49,0,10,5.6,59,3,117.5,0,712,1,0
68,0,2,5.1,0,8,91.3,0,599,0,0
55,0,2,12.0,41,9,57.9,0,538,0,0
50,0,24,10.4,72,6,84.2,0,635,1,1
40,0,17,4.8,114,6,77.2,0,633,0,1
32,0,16,7.1,113,6,72.5,0,538,0,1
50,1,16,1.9,36,6,84.5,0,755,1,1
42,0,14,13.5,79,4,73.8,1,583,1,0
34,0,7,14.1,89,7,85.5,1,647,1,0
50,1,21,14.7,50,9,110.8,0,680,1,1
64,0,11,13.1,0,8,119.3,1,729,1,0
19,1,24,3.0,0,4,90.9,0,698,1,1
31,0,1,1.2,0,6,112.8,0,749,1,0
70,1,11,8.9,0,4,105.8,1,799,1,0
57,1,23,13.7,0,5,49.5,1,527,0,0
57,1,21,3.1,0,8,113.3,1,771,1,1
68,1,4,0.6,28,7,27.1,0,385,0,0
56,0,7,12.2,44,3,53.0,0,458,0,0
68,1,15,1.6,0,8,84.0,0,652,0,0
23,0,18,6.5,16,13,72.7,0,654,1,1
23,0,12,10.3,0,8,74.2,0,496,0,0
20,0,17,3.9,0,5,99.5,0,717,1,0
24,1,1,1.7,0,4,39.5,0,485,0,0
68,0,11,11.7,78,2,118.2,0,681,1,0
25,1,1,9.6,93,11,63.7,0,617,1,0
59,1,15,14.8,19,4,115.0,0,697,1,0
69,1,21,5.5,36,6,58.3,0,377,0,1
32,1,10,1.4,35,13,80.2,0,644,1,1
64,0,7,11.1,0,6,65.0,0,499,0,0
46,0,2,8.1,109,6,87.6,1,661,1,0
50,0,10,3.6,37,4,38.4,0,616,0,0
69,0,24,11.8,70,5,60.1,1,566,0,1
47,0,4,3.5,0,6,26.8,0,368,0,0
56,0,12,4.3,0,5,79.8,0,583,0,0
44,0,19,1.8,0,2,116.3,0,696,1,0
53,1,11,6.3,86,8,24.6,0,457,0,0
46,1,8,6.6,94,5,86.0,0,689,1,0
55,0,18,8.0,23,7,97.5,0,692,1,1
50,1,11,10.8,98,6,41.3,0,436,0,0
54,0,11,13.6,83,9,47.3,0,366,0,0
44,0,13,2.5,88,8,40.2,1,437,0,0
50,1,3,1.3,70,4,49.7,0,525,0,0
21,1,12,0.8,77,7,31.0,0,435,0,0
39,0,3,2.6,27,5,57.0,1,554,0,0
19,1,10,10.0,116,4,56.9,1,584,1,0
27,1,17,11.0,0,1,100.7,1,751,1,0
22,1,22,11.9,0,2,100.1,0,640,1,0
27,1,2,4.0,93,7,99.7,1,760,1,0
50,1,17,4.9,70,6,76.7,1,604,1,1
55,0,16,7.5,0,5,52.6,0,349,0,0
30,0,2,1.4,0,6,61.1,0,488,0,0
48,0,22,9.4,0,5,51.8,1,564,0,0
64,0,20,14.8,0,2,78.2,1,482,0,0
53,1,6,5.7,36,2,113.8,0,762,1,0
62,0,10,11.4,71,5,48.4,0,522,0,0
41,1,10,7.8,0,6,65.9,1,712,1,0
69,1,8,2.4,48,5,85.5,0,619,0,0
32,1,1,8.9,1,5,104.5,0,698,1,0
46,1,13,4.8,0,4,45.3,1,404,0,0
25,1,24,1.0,56,4,48.0,1,614,1,1
22,0,9,9.7,2,4,108.5,1,710,1,0
46,1,22,13.0,26,5,28.0,0,407,0,0
64,0,10,5.5,66,2,80.5,0,488,0,0
21,1,15,6.2,42,7,106.0,1,800,1,1
29,0,5,13.4,40,10,112.2,0,800,1,0
62,1,22,12.3,30,2,21.3,1,472,0,0
19,1,16,10.9,71,5,57.0,0,478,0,0
44,0,13,4.1,109,2,45.7,0,514,0,0
48,0,22,13.7,33,4,76.8,0,483,0,1
68,1,20,2.7,0,8,83.3,0,595,0,1
68,1,18,9.6,0,5,120.0,0,755,1,0
53,1,11,0.9,0,2,71.3,0,567,0,0
53,1,9,9.8,6,5,75.1,0,648,0,0
43,0,16,4.5,11,7,61.4,0,534,0,1
60,0,2,7.0,0,4,34.8,1,285,0,0
44,0,2,5.5,11,5,50.3,0,529,0,0
22,1,12,3.0,95,4,44.7,1,540,1,0
37,0,8,9.5,59,6,100.1,0,633,1,0
28,1,9,13.3,65,6,74.6,0,533,1,0
27,1,12,14.4,10,7,49.6,0,614,0,0
57,1,9,3.3,22,6,68.9,1,675,1,0
55,1,10,10.9,61,6,41.9,0,523,0,0
23,1,2,10.1,64,7,38.5,0,442,0,0
25,0,16,5.5,0,5,106.0,0,534,1,0
40,1,20,0.8,41,3,114.5,1,800,1,1
64,1,7,10.5,100,5,28.0,1,453,0,0
43,1,2,14.2,0,11,96.5,0,639,1,0
63,1,1,9.7,98,2,65.3,0,634,0,0
60,0,19,6.8,113,9,58.9,1,589,0,0
29,0,4,8.1,0,5,88.9,0,615,1,0
43,1,24,3.4,32,3,46.6,0,500,0,1
30,0,22,11.4,91,8,22.1,0,394,0,0
57,1,2,11.3,55,9,41.4,1,540,0,0
35,1,14,2.6,0,4,38.5,1,406,0,0
42,0,2,13.2,0,2,23.4,0,375,0,0
50,1,15,4.4,0,7,52.1,0,416,0,0
64,0,12,14.7,116,3,67.5,1,642,0,0
57,1,5,6.1,20,3,93.6,0,724,1,0
60,1,20,3.1,0,7,52.6,0,436,0,0
29,1,7,5.6,0,4,39.5,0,443,0,0
61,0,24,6.9,0,6,43.1,1,379,0,0
53,0,21,1.5,105,4,109.1,0,800,1,1
65,1,10,8.9,0,6,40.5,1,555,0,0
21,1,14,9.2,0,5,107.9,0,775,1,0
22,1,14,11.2,0,6,64.7,0,657,0,0
54,0,5,0.9,0,13,113.4,0,698,1,0
25,0,18,8.3,0,6,60.8,1,577,0,0
59,0,24,1.3,0,2,37.8,0,452,0,0
66,1,14,10.7,30,9,74.9,0,601,0,0
45,0,2,1.3,0,6,78.8,0,561,0,0
48,0,12,13.7,72,4,83.5,1,690,1,0
26,1,22,10.7,56,8,61.1,1,647,1,1
68,0,24,7.9,15,6,24.9,0,325,0,1
46,1,6,6.9,0,1,82.7,0,466,0,0
31,1,4,2.4,20,3,113.3,0,763,1,0
57,1,13,4.7,73,11,115.8,0,639,1,1
58,0,4,13.1,38,6,79.7,1,553,1,0
39,0,22,13.6,90,3,22.0,0,336,0,0
28,1,14,0.5,0,5,30.6,0,372,0,0
40,1,16,9.1,105,12,103.4,0,782,1,1
18,1,4,10.9,59,4,103.0,0,800,1,0
63,0,24,9.5,88,4,114.6,0,768,1,1
54,1,1,1.7,105,5,76.4,0,663,0,0
38,1,13,3.7,24,8,106.4,1,800,1,1
43,1,4,4.1,23,6,102.5,0,575,1,0
63,1,20,12.6,53,3,78.9,0,619,0,0
53,1,18,7.2,19,8,98.4,0,599,1,1
40,1,6,7.6,0,11,32.6,1,474,0,0
18,0,3,14.1,0,8,83.9,0,470,1,0
68,1,23,9.7,21,8,115.3,0,755,1,1
57,0,13,13.5,83,9,36.2,0,449,0,0
32,0,16,7.1,105,8,94.4,0,603,1,1
38,0,5,2.7,67,4,52.1,1,592,0,0
64,0,4,14.0,68,5,101.7,1,733,1,0
26,0,21,7.2,58,3,89.7,1,702,1,1
70,0,8,3.1,0,4,112.6,0,722,1,0
26,1,19,4.9,0,5,91.2,0,628,1,0
27,1,14,1.2,23,5,61.0,0,575,0,1
69,0,7,7.3,6,10,21.1,0,345,0,0
70,1,14,12.9,14,10,99.3,0,684,1,0
43,1,6,14.0,77,3,60.8,1,538,1,0
58,0,12,14.0,34,7,87.1,0,540,1,0
52,0,16,2.3,0,5,30.5,0,334,0,0
69,1,17,6.0,0,4,109.1,0,677,1,0
42,1,13,0.9,105,8,63.6,0,538,0,1
43,1,23,12.9,58,4,112.0,0,800,1,1
28,0,14,5.7,0,6,90.7,0,544,1,0
55,0,7,9.7,109,6,32.1,1,431,0,0
19,0,14,10.9,36,7,77.9,1,723,1,0
24,0,15,6.7,116,9,111.0,0,795,1,1
35,0,12,4.9,0,3,100.0,0,720,1,0
44,0,17,14.5,84,10,61.8,0,497,0,0
51,1,9,14.5,0,7,115.5,1,800,1,0
44,1,22,4.7,119,9,46.9,1,468,0,1
34,0,15,7.5,86,5,57.5,0,506,0,0
60,1,12,14.6,99,5,95.0,1,693,1,0
61,0,2,0.6,44,5,43.3,0,407,0,0
68,0,5,6.5,0,8,71.5,1,514,0,0
41,0,13,2.0,0,9,92.9,0,601,1,0
42,1,20,7.9,12,6,84.4,0,592,1,1
24,1,23,0.9,77,5,35.5,1,549,0,1
69,1,8,6.4,35,5,83.0,0,619,0,0
23,0,14,3.7,71,5,77.3,1,652,1,1
70,1,15,8.2,105,7,75.8,0,602,0,0
41,0,11,14.9,77,11,102.6,0,703,1,0
50,1,1,12.1,95,2,38.4,1,500,0,0
66,1,21,12.8,0,3,95.2,0,616,0,0
46,0,3,9.7,0,6,96.1,0,716,1,0
60,1,17,1.1,100,6,92.3,0,726,1,1
39,1,19,3.5,50,11,70.6,1,634,1,1
43,0,14,13.9,89,5,59.6,1,522,0,0
45,1,22,5.8,0,3,59.5,0,501,0,0
67,0,23,2.0,15,6,93.4,0,677,1,1
38,1,8,10.7,52,6,69.8,0,700,1,0
66,1,13,4.8,0,5,53.8,0,386,0,0
24,1,20,4.4,17,5,82.5,1,725,1,1
34,1,3,15.0,68,8,103.7,1,800,1,0
37,1,5,12.9,31,9,26.2,0,333,0,0
58,0,9,6.4,77,2,117.2,0,741,1,0
66,1,6,14.7,58,3,29.7,1,378,0,0
37,0,22,9.9,0,4,71.2,0,567,0,0
39,1,2,11.3,0,5,76.0,1,585,1,0
45,0,13,1.0,86,3,33.8,0,409,0,0
57,0,5,2.3,0,4,111.6,1,687,1,0
66,1,8,9.7,22,1,67.1,0,610,0,0
24,0,23,13.5,0,8,34.3,1,438,0,0
18,1,1,9.5,116,4,91.2,0,717,1,0
49,0,20,2.4,2,7,86.3,0,645,1,1
30,0,12,2.2,0,4,116.3,0,767,1,0
47,1,23,12.7,7,5,64.2,1,590,1,1
40,0,11,2.5,100,10,46.8,0,580,0,0
68,0,7,8.0,0,5,26.0,1,277,0,0
36,1,15,1.0,0,7,93.3,1,568,1,0
49,0,22,1.7,11,9,81.7,0,494,1,1
47,1,24,10.2,117,5,117.3,1,693,1,1
46,0,11,10.5,103,12,91.2,1,713,1,0
66,0,22,5.5,25,8,113.3,0,766,1,1
62,1,16,3.6,56,12,119.2,0,800,1,1
46,0,3,12.3,0,8,62.8,1,453,0,0
47,0,20,3.6,0,3,35.0,1,458,0,0
33,0,14,8.4,89,9,39.6,1,474,0,0
57,0,3,14.5,78,2,51.8,1,513,0,0
36,1,1,2.6,27,9,70.9,0,636,1,0
35,0,21,14.1,0,3,32.2,1,364,0,0
18,1,15,3.2,117,6,50.2,0,690,0,0
31,1,1,8.7,0,5,50.8,0,580,0,0
68,0,17,6.0,0,5,20.4,0,271,0,0
64,1,2,14.5,37,6,55.4,0,456,0,0
67,0,20,4.5,0,7,31.6,0,345,0,0
19,1,6,6.3,9,8,63.0,0,607,1,0
45,0,8,14.8,37,6,39.7,0,508,0,0
66,1,16,8.3,68,4,102.2,0,631,1,0
67,1,19,7.8,99,7,28.1,1,463,0,0
47,0,1,4.2,0,4,106.6,0,589,1,0
55,1,3,10.7,58,5,78.1,0,648,0,0
68,1,3,0.7,6,4,65.9,1,587,0,0
21,0,5,1.2,0,2,75.0,0,684,0,0
18,0,12,9.2,92,4,57.6,0,436,0,0
25,1,12,5.5,1,5,32.8,1,564,0,0
46,1,20,14.3,56,5,96.6,0,609,1,0
56,1,13,13.6,0,4,112.8,0,638,1,0
20,1,20,10.8,100,6,115.0,0,687,1,1
49,1,9,12.4,24,9,87.1,1,705,1,0
27,1,7,10.2,0,7,61.0,1,491,1,0
27,0,4,2.3,10,5,67.8,0,491,0,0
36,0,19,11.6,0,5,85.7,1,642,1,0
63,1,22,3.5,0,5,102.3,1,719,1,1
51,1,19,5.2,10,5,57.5,0,535,0,0
50,0,6,12.4,8,5,111.7,0,715,1,0
40,0,13,8.3,86,5,52.4,1,636,0,0
45,1,11,13.0,83,5,73.1,0,610,0,0
49,1,13,3.6,11,5,116.1,0,800,1,0
67,0,13,9.3,67,8,113.8,0,733,1,0
24,0,22,1.7,20,5,89.6,0,597,1,1
46,0,20,9.8,15,8,52.5,0,533,0,0
25,0,15,11.6,120,6,41.9,0,430,0,0
18,0,21,9.0,0,4,28.0,0,365,0,0
20,0,13,4.4,73,3,90.9,1,712,1,0
41,1,22,1.0,78,7,70.3,0,478,1,1
40,0,11,2.2,25,4,77.2,0,506,0,0
25,1,19,9.5,64,4,67.2,1,676,1,1
64,1,8,14.0,8,6,68.3,1,562,1,0
54,0,20,3.5,106,2,77.1,0,544,0,1
20,1,8,11.2,26,3,111.4,0,782,1,0
68,0,10,13.1,63,7,22.9,0,328,0,0
50,1,16,8.1,0,3,100.2,1,731,1,0
45,0,19,10.2,105,4,59.1,0,528,0,0
64,1,23,12.3,37,7,94.5,0,694,1,1
25,1,11,4.3,31,4,114.9,1,774,1,0
51,0,13,4.8,67,2,50.6,0,487,0,0
52,0,9,0.5,0,8,29.0,1,442,0,0
49,1,20,14.5,0,6,43.2,1,439,0,0
41,1,24,13.8,19,6,42.2,0,535,0,0
31,0,19,11.6,46,7,94.2,0,679,1,1
49,1,16,1.6,91,4,26.2,0,469,0,0
63,0,7,7.0,56,12,25.1,1,407,0,0
60,1,19,2.0,54,8,89.4,1,681,1,1
33,0,12,0.7,0,7,75.7,1,615,1,0
21,1,15,9.4,9,4,61.8,0,646,0,0
69,0,23,14.4,0,5,77.5,1,575,0,0
54,0,14,13.6,83,8,93.5,0,686,1,0
38,0,11,10.6,17,7,30.3,0,383,0,0
31,0,10,1.9,110,9,75.3,0,684,1,1
48,1,11,4.5,76,5,102.4,1,777,1,0
65,0,6,5.1,93,3,56.2,1,523,0,0
35,1,2,11.6,0,8,96.3,0,657,1,0
24,0,11,12.1,12,6,104.5,1,800,1,0
27,0,19,6.1,98,4,102.1,0,676,1,1
24,0,6,6.6,0,12,85.0,0,487,1,0
50,0,14,1.1,0,6,91.7,0,619,0,0
40,0,20,4.7,0,9,98.8,1,737,1,0
38,0,6,7.0,33,4,93.4,0,757,1,0
36,1,17,2.2,1,6,65.2,0,575,0,1
65,0,10,7.1,11,4,35.9,1,436,0,0
36,1,1,12.9,118,5,51.0,1,585,1,0
53,1,3,8.9,21,7,40.7,1,489,0,0
46,0,8,1.6,93,6,56.1,0,551,0,0
35,0,8,3.3,41,6,68.9,1,586,1,0
19,1,20,7.4,26,5,115.9,0,800,1,1
18,1,22,5.7,58,6,115.9,0,800,1,1
64,1,15,5.7,109,5,97.0,0,729,1,1
22,0,24,8.2,0,8,118.0,1,757,1,1
37,1,7,9.0,42,5,119.8,0,800,1,0
28,1,11,12.1,17,4,108.5,0,800,1,0
59,1,7,5.4,42,8,28.0,0,435,0,0
19,1,4,12.2,13,9,62.6,0,552,1,0
20,0,12,5.4,71,4,73.4,0,588,1,0
40,0,6,1.3,1,4,32.4,0,434,0,0
29,1,14,8.5,109,9,100.9,1,715,1,0
37,1,12,9.0,75,4,34.9,0,441,0,0
22,0,11,14.1,0,6,58.3,1,509,0,0
54,0,19,11.0,78,8,26.9,1,426,0,0
55,0,21,13.8,88,1,72.5,1,497,1,0
47,0,5,13.7,67,8,79.7,0,600,0,0
26,1,14,9.3,27,10,93.5,1,706,1,0
51,1,21,8.2,0,5,53.9,0,476,0,0
70,0,24,8.6,3,5,79.1,0,641,0,1
61,0,16,14.7,97,5,93.4,1,793,1,0
52,0,13,11.7,90,8,96.2,1,735,1,0
69,0,22,2.0,0,5,50.2,0,357,0,0
39,1,22,11.8,80,5,26.8,0,411,0,0
61,1,20,3.0,96,4,23.8,1,469,0,1
41,1,22,7.0,106,3,96.8,1,759,1,1
34,0,4,3.6,82,4,58.5,0,599,0,0
27,1,11,10.5,28,6,33.4,0,455,0,0
47,1,17,13.2,0,7,38.4,0,404,0,0
63,1,7,4.7,58,7,96.6,1,800,1,0
40,0,14,1.7,90,4,79.9,0,617,1,1
49,0,11,4.8,44,6,70.1,1,525,1,0
34,0,22,10.2,0,3,82.3,1,689,1,0
67,0,9,5.3,83,2,33.7,1,341,0,0
68,0,23,4.5,111,5,51.9,1,299,0,1
34,0,13,3.2,11,5,57.4,0,574,0,0
31,1,23,7.7,48,4,51.4,0,590,0,1
26,1,18,4.5,57,5,106.4,0,777,1,1
57,0,11,11.1,0,6,78.1,0,466,0,0
19,0,15,1.6,78,7,92.9,0,684,1,1
62,1,22,10.1,5,4,43.7,0,465,0,0
42,1,19,3.9,27,5,46.4,1,490,0,0
56,1,1,7.6,77,9,42.5,1,588,0,0
26,1,4,4.6,0,5,88.8,0,578,1,0
39,1,14,11.0,0,6,54.9,0,513,0,0
60,1,14,14.2,0,7,60.5,0,575,0,0
63,0,3,13.8,4,5,90.9,1,684,1,0
21,0,17,9.0,68,10,117.2,0,800,1,1
43,0,3,7.2,60,0,36.2,1,496,0,0
46,0,16,12.4,0,6,26.3,1,395,0,0
62,0,14,10.4,109,5,39.5,1,474,0,0
51,1,20,3.2,76,7,93.5,1,747,1,1
40,1,13,12.4,0,2,39.5,1,435,0,0
54,1,15,6.7,117,7,78.4,1,578,1,1
28,0,14,3.2,71,7,79.0,0,670,1,1
23,1,24,4.6,14,5,49.4,0,612,0,1
35,1,19,4.4,41,2,26.9,1,465,0,0
38,0,6,8.0,21,11,59.9,0,498,0,0
59,1,10,3.9,49,4,38.7,0,367,0,0
53,0,15,2.3,0,6,38.4,1,414,0,0
58,0,21,2.3,73,6,72.3,1,520,1,1
55,1,22,9.0,98,3,87.3,0,568,1,1
51,0,20,11.2,28,8,27.5,0,394,0,0
34,0,6,5.2,2,13,77.8,0,560,1,0
54,1,23,1.0,30,6,44.6,0,506,0,1
42,1,10,2.3,118,3,87.3,1,682,1,0
55,0,7,13.8,0,6,101.0,1,632,1,0
29,0,22,7.7,38,7,100.7,1,630,1,1
40,0,17,7.1,22,10,57.0,0,474,0,0
70,1,18,1.1,0,3,76.7,0,510,0,0
59,0,17,11.1,107,7,99.4,1,626,1,0
39,0,9,8.2,0,8,26.1,0,328,0,0
38,1,10,3.4,2,9,80.6,0,586,1,0
44,1,10,2.1,22,3,103.7,1,738,1,0
48,0,7,6.1,106,8,57.2,1,546,0,0
23,1,16,12.6,59,10,65.5,0,540,1,0
44,1,18,13.0,113,3,89.9,0,692,1,0
57,0,6,9.2,107,10,26.8,0,307,0,0
51,0,20,11.0,0,3,58.6,1,443,0,0
29,1,1,2.2,31,4,49.6,1,551,1,0
62,0,1,9.0,0,8,21.7,0,364,0,0
70,1,12,10.2,0,8,39.6,0,468,0,0
24,0,21,3.4,0,5,59.6,1,633,0,0
27,0,2,13.3,107,9,39.7,0,440,0,0
62,0,4,3.3,0,5,80.2,1,566,0,0
34,0,17,5.0,30,4,64.9,1,511,1,1
43,0,4,9.5,0,9,23.9,1,291,0,0
38,0,11,9.8,0,7,47.5,1,488,0,0
45,1,22,10.6,0,10,21.9,0,313,0,0
63,1,4,2.1,30,5,55.8,0,600,0,0
19,1,1,12.8,113,6,45.9,1,455,1,0
60,1,7,8.2,0,5,88.8,0,648,0,0
18,0,18,7.3,33,6,50.7,0,451,0,0
68,1,9,14.7,118,3,57.5,0,482,0,0
70,0,3,11.2,0,7,92.5,0,626,0,0
53,1,8,2.2,0,4,68.1,0,494,0,0
68,1,24,11.5,30,9,75.6,1,588,1,1
43,1,19,1.9,9,7,104.1,0,689,1,1
46,1,4,0.9,49,8,40.7,0,588,0,0
38,1,18,6.4,0,7,118.9,0,724,1,0
28,0,20,14.9,84,4,110.0,0,741,1,0
57,0,11,3.0,34,5,48.7,1,491,0,0
28,1,14,10.3,0,4,109.3,0,730,1,0
53,0,18,3.0,0,6,95.4,0,588,0,0
66,1,16,11.0,79,6,113.1,0,736,1,0
56,1,3,7.8,50,7,89.1,1,713,1,0
57,0,15,10.4,20,5,87.4,0,565,1,0
52,1,4,3.4,81,4,20.3,0,461,0,0
51,1,5,11.3,0,5,67.5,0,605,0,0
64,1,17,14.9,94,5,40.0,0,503,0,0
41,1,7,10.2,15,3,52.4,0,537,0,0
39,1,16,7.7,30,6,117.9,1,643,1,1
22,1,14,13.9,44,6,28.6,0,484,0,0
50,1,16,0.7,58,7,92.2,1,686,1,1
53,0,7,11.1,82,6,37.3,0,415,0,0
64,0,9,13.4,118,2,20.7,0,236,0,0
37,1,4,1.4,0,9,70.1,1,609,1,0
36,0,22,7.0,0,9,36.1,0,302,0,0
52,1,11,3.5,0,6,116.5,1,763,1,0
69,1,2,8.7,0,7,40.4,1,488,0,0
60,0,12,9.9,63,8,39.2,1,422,0,0
34,1,12,4.9,0,10,23.2,0,449,0,0
62,1,4,7.2,28,5,53.0,0,467,0,0
60,1,18,4.6,54,8,22.4,0,421,0,0
51,0,21,5.9,11,6,69.9,0,480,0,1
26,0,7,2.8,0,6,70.6,0,609,0,0
43,0,1,13.3,0,9,25.3,0,405,0,0
19,1,23,0.6,0,4,44.0,0,501,0,0
70,0,13,13.3,24,2,103.2,0,648,1,0
26,1,6,8.8,0,3,66.3,1,496,1,0
