tariff_type,age,watch_hours_week,content_completion,device_type,promo_used,support_tickets,friend_referrals,subscription_renew
0,64,17.7,0.16,2,0,1,0,0
0,34,6.5,0.5,1,0,3,0,0
1,57,7.4,0.83,0,0,2,0,1
1,45,8.1,0.66,0,0,0,0,0
0,75,15.5,0.34,1,1,0,0,0
1,29,2.0,0.94,0,0,0,1,0
2,44,15.9,0.91,1,0,0,0,0
2,71,20.5,0.21,1,1,1,1,0
0,70,19.3,0.04,0,0,4,0,0
1,59,15.3,0.74,0,0,1,0,1
0,64,33.6,0.83,0,0,4,0,1
0,47,5.8,0.97,1,1,0,0,0
2,58,20.2,0.89,1,1,0,0,0
0,51,2.5,0.6,1,1,3,0,0
1,54,2.8,0.53,0,1,5,0,1
1,23,23.0,0.03,1,0,1,0,0
2,24,22.6,0.25,2,1,0,0,1
1,49,35.1,0.46,0,1,2,0,0
0,49,22.3,0.63,1,0,2,0,1
0,70,38.4,0.56,2,0,1,0,1
1,42,1.9,0.74,0,1,2,0,0
0,50,3.9,0.28,1,1,1,0,0
0,72,1.8,0.56,0,1,1,0,0
0,75,7.4,0.09,1,1,0,0,0
0,24,21.7,0.41,0,0,0,0,0
0,69,25.8,0.75,2,0,2,0,1
0,74,1.8,0.69,1,0,4,0,0
1,29,37.8,0.99,2,0,1,0,0
1,33,33.7,0.28,1,1,2,0,0
2,33,11.9,0.5,1,0,1,0,0
0,60,3.1,0.33,1,0,0,1,0
0,70,6.8,0.44,2,0,0,0,0
0,53,5.1,0.86,2,0,3,0,0
1,30,4.9,0.68,1,0,2,0,0
2,24,20.7,0.88,2,0,1,1,1
0,53,9.8,0.2,1,0,0,0,0
2,64,14.3,0.87,1,0,2,0,0
0,68,39.6,0.06,1,1,0,1,1
1,26,27.4,0.89,0,0,0,0,0
2,49,38.0,0.33,0,0,1,1,0
2,28,5.7,0.31,0,0,2,0,0
2,25,15.3,0.51,1,0,2,0,0
2,50,22.2,0.94,0,0,0,0,0
0,40,3.1,0.05,1,1,1,0,0
2,42,0.2,0.35,2,1,0,0,0
0,73,26.8,0.86,0,0,0,0,1
2,25,25.7,0.4,1,0,4,0,1
1,62,16.4,0.2,0,1,1,1,1
2,39,19.6,0.42,0,1,0,0,0
1,21,16.6,0.39,2,0,0,0,0
1,57,1.0,0.92,1,0,0,1,1
1,20,13.4,0.76,2,0,0,0,0
2,46,7.1,0.51,0,0,1,0,0
0,58,3.9,0.99,1,0,3,0,0
0,46,38.3,0.47,0,0,1,0,1
0,51,24.0,0.06,0,0,0,0,1
0,51,29.1,0.26,0,0,0,0,1
2,45,12.6,0.44,0,1,2,0,0
0,30,15.7,0.16,0,1,0,0,0
2,32,9.5,0.95,0,0,1,0,0
0,40,3.9,0.77,2,1,1,0,0
0,61,7.2,0.27,0,0,1,0,0
2,43,31.9,0.59,0,1,1,0,0
1,21,27.1,0.72,0,0,2,1,0
1,43,21.9,0.94,1,0,6,1,0
1,57,19.0,0.88,0,0,6,0,1
2,26,36.9,0.52,2,0,5,0,1
0,72,2.9,0.77,2,1,1,1,0
2,22,11.2,0.56,0,0,2,0,0
2,73,14.0,0.55,1,0,0,0,0
1,49,31.3,0.11,0,0,4,0,0
0,37,39.7,0.13,1,0,1,1,0
1,67,9.6,0.53,1,0,1,0,1
0,28,35.0,0.27,0,0,2,0,0
0,32,33.2,0.02,0,1,1,0,0
0,49,9.0,0.72,1,1,1,0,0
1,45,16.0,0.03,1,1,0,0,0
2,39,16.4,0.6,0,0,1,0,0
2,58,39.1,0.54,1,1,2,0,0
2,34,7.2,0.97,1,0,0,0,0
1,43,32.0,0.48,2,0,2,0,0
0,61,13.4,0.06,0,0,3,0,0
0,24,29.2,0.55,2,1,3,0,0
2,59,16.8,0.84,1,1,1,0,0
0,74,23.1,1.0,0,1,3,0,1
2,43,33.3,0.43,1,1,2,0,0
1,42,32.2,0.32,1,1,0,0,0
1,27,34.7,0.91,2,1,1,1,0
2,62,2.4,0.19,0,0,2,0,0
1,36,27.7,0.62,1,0,3,0,0
2,28,5.6,0.41,0,0,2,0,0
2,30,16.6,0.04,2,0,1,0,0
1,70,21.9,0.35,0,0,0,1,0
0,25,16.1,0.27,2,0,2,0,0
1,57,20.8,0.69,2,0,4,0,0
2,21,39.9,0.95,0,1,0,1,1
0,64,5.4,0.27,2,1,2,0,0
1,48,27.0,0.81,2,0,1,0,0
1,45,15.8,0.06,0,0,0,0,0
2,28,5.3,0.54,1,0,4,0,0
0,60,6.3,0.07,1,0,0,1,0
2,18,38.0,0.93,0,1,2,0,1
2,66,35.2,0.77,0,0,2,1,0
0,64,36.3,0.66,0,0,2,1,1
0,69,39.7,0.82,0,1,2,0,1
2,55,8.3,0.65,1,1,3,0,0
0,41,14.2,0.97,0,0,0,0,0
2,71,26.8,0.71,2,1,1,0,0
1,74,19.4,0.92,1,0,1,0,1
0,64,16.7,0.52,0,0,1,0,0
2,48,14.3,0.12,1,0,1,0,0
1,58,23.8,0.53,1,0,2,1,0
1,63,23.0,0.13,2,0,0,0,0
0,67,6.5,0.59,0,0,0,0,0
1,43,18.9,0.48,0,0,2,1,0
0,66,22.1,0.62,2,1,1,0,1
0,67,22.8,0.01,2,0,3,0,1
2,22,8.4,0.19,1,0,1,0,0
0,37,29.7,0.49,2,1,2,0,0
1,69,1.0,0.95,0,0,4,0,1
0,58,14.2,0.38,1,1,1,0,0
2,28,31.2,0.42,0,0,0,0,1
0,73,22.6,0.71,0,0,2,1,1
2,71,10.4,0.6,2,0,4,0,0
1,50,27.8,0.3,0,0,1,0,0
0,67,22.7,0.41,1,0,1,0,1
0,55,31.8,0.22,2,0,2,0,1
0,44,29.4,0.97,0,0,1,0,0
1,51,24.4,0.13,2,0,2,1,0
0,32,19.5,0.37,2,0,1,0,0
2,49,5.3,0.03,1,0,2,0,0
1,75,10.5,0.22,0,0,1,0,1
0,38,16.8,0.78,0,0,1,0,0
1,63,24.0,0.2,1,0,1,0,0
2,22,20.5,0.08,0,0,2,0,1
0,23,11.5,0.47,0,1,1,0,0
0,55,0.3,0.01,2,0,2,0,0
0,39,19.8,0.08,0,1,1,0,0
2,35,11.4,0.81,1,0,2,0,0
1,31,29.4,0.77,0,0,1,0,0
1,27,1.0,0.92,1,0,2,1,0
2,63,23.4,0.85,2,1,0,0,0
2,30,37.7,0.68,0,0,4,0,1
1,48,7.0,0.05,0,0,3,0,1
2,47,18.9,0.78,1,0,2,0,0
0,20,3.7,0.85,1,0,0,0,0
0,47,25.0,0.8,1,0,0,0,1
0,23,22.0,0.51,0,0,1,0,0
0,46,16.3,0.23,0,0,1,0,0
1,25,20.9,0.85,2,0,3,1,0
2,61,35.9,0.73,2,0,1,0,0
0,62,7.9,0.98,1,1,4,0,0
0,60,0.9,0.16,2,1,5,0,0
1,61,34.5,0.23,1,0,1,1,0
2,50,23.1,0.21,1,0,1,0,0
0,34,35.6,0.79,0,1,3,0,0
1,65,23.9,0.19,1,0,3,1,0
0,28,32.4,0.07,1,0,3,0,0
0,30,17.2,1.0,0,1,2,0,0
2,67,30.0,0.02,1,0,2,0,0
2,28,36.5,0.84,2,0,2,1,1
0,48,22.9,0.37,1,1,1,1,1
2,45,7.2,0.84,1,0,1,1,0
1,61,10.8,0.55,2,1,2,0,1
2,23,7.9,0.9,0,1,2,1,0
1,58,9.9,0.93,1,1,1,0,1
1,33,12.3,0.01,2,0,3,0,0
1,21,22.2,0.08,1,0,3,0,0
1,52,23.5,0.25,0,0,4,0,0
0,65,17.1,0.67,0,0,1,0,0
0,73,24.6,0.89,2,0,3,0,1
0,43,3.3,0.46,1,0,1,1,0
2,74,3.5,0.61,2,0,3,0,0
0,29,6.9,0.19,1,0,1,0,0
1,28,20.7,0.8,1,0,1,1,0
2,54,8.6,0.97,2,1,2,0,0
0,42,11.3,0.27,1,1,2,0,0
1,35,16.0,0.49,0,1,1,0,0
1,36,32.5,0.09,1,0,0,0,0
2,40,0.6,0.56,2,1,0,0,0
0,72,26.0,0.5,0,1,3,0,1
1,55,26.8,0.14,0,0,0,1,0
2,71,31.9,0.44,0,0,1,0,0
2,35,37.3,0.33,2,0,1,0,1
1,43,0.8,0.52,0,0,3,0,0
1,23,6.2,0.59,1,0,1,0,0
1,21,35.4,0.01,1,0,2,0,0
2,61,18.3,0.76,1,1,1,1,0
1,68,22.6,0.71,1,0,1,0,0
0,46,26.5,0.37,0,0,2,0,1
2,51,27.2,0.05,1,1,3,1,0
1,34,37.3,0.75,2,0,2,0,0
1,60,39.9,0.96,2,1,0,0,0
0,60,28.8,0.24,0,0,1,0,1
1,70,11.5,0.32,2,1,1,0,1
0,33,35.2,0.18,1,0,1,1,0
1,19,2.0,0.58,2,0,2,0,0
0,51,9.2,0.15,1,0,1,0,0
1,72,35.9,0.36,1,1,0,0,0
2,25,10.2,0.7,2,1,1,1,0
0,30,8.8,0.56,2,0,4,1,0
2,59,5.5,0.39,1,1,2,0,0
1,25,34.4,0.42,0,0,0,0,0
2,47,20.0,0.56,0,0,2,0,0
2,49,27.0,0.01,0,1,0,0,0
1,53,9.6,0.08,0,0,4,1,1
2,64,30.3,0.88,0,0,2,1,0
2,47,30.4,0.08,2,1,1,1,0
1,18,12.5,0.71,0,1,1,0,0
0,60,16.4,0.92,1,1,2,1,0
1,56,8.4,0.27,0,1,2,1,1
2,34,39.1,0.37,0,0,3,0,1
2,37,25.8,0.57,0,1,0,0,1
2,41,37.4,0.88,0,0,2,0,0
1,67,12.1,0.94,2,1,2,0,1
2,39,31.3,0.74,2,0,2,1,1
0,46,30.6,0.09,0,0,0,0,1
1,39,27.7,0.67,1,0,3,0,0
0,61,38.6,0.41,1,0,2,0,1
0,26,15.7,0.47,2,0,0,0,0
0,54,5.2,0.05,2,1,5,1,0
0,27,26.9,0.19,1,1,3,0,0
1,53,29.2,0.79,1,0,0,0,0
0,54,23.0,0.45,2,1,2,0,1
1,45,8.3,0.3,0,0,2,0,0
0,45,20.2,0.38,1,0,2,0,0
0,59,12.5,0.85,2,0,4,1,0
0,60,17.1,0.75,1,1,0,0,0
0,38,25.8,0.27,1,1,0,0,0
1,41,29.8,0.12,1,0,1,0,0
1,59,9.3,0.25,0,0,3,0,1
1,57,16.2,0.92,1,0,2,1,1
1,19,10.8,0.58,1,0,2,0,0
0,72,7.9,0.53,1,0,1,0,0
2,25,31.3,0.6,1,0,1,0,1
1,65,36.4,0.37,2,0,0,0,0
1,44,14.8,0.81,0,1,1,0,0
0,39,30.1,0.52,1,0,1,0,0
0,54,35.9,0.12,1,0,2,0,1
0,44,33.8,0.13,1,0,2,1,0
0,74,7.3,0.54,0,1,3,0,0
1,46,38.3,0.94,1,1,2,0,0
1,20,15.1,0.31,2,1,1,1,0
1,61,13.6,0.87,1,0,1,1,1
2,30,2.5,0.76,2,1,3,0,0
2,62,19.4,0.25,2,0,3,0,0
2,27,4.4,0.04,0,0,2,0,0
2,53,9.9,0.1,0,0,2,0,0
0,26,12.7,0.73,2,0,3,0,0
0,71,32.4,0.2,2,1,1,0,1
0,73,35.0,0.37,0,1,2,0,1
1,72,12.1,0.5,0,0,2,0,1
2,44,34.3,0.73,0,0,1,0,0
0,51,34.3,0.11,2,0,1,0,1
2,68,30.6,0.41,0,0,3,0,0
0,18,5.9,0.49,1,0,2,0,0
2,49,27.6,0.54,2,1,1,0,0
0,42,37.8,0.82,0,1,2,0,0
0,46,27.3,0.17,1,0,2,0,1
1,24,13.3,0.81,0,1,4,0,0
0,66,20.0,0.69,2,0,1,0,0
0,20,25.8,0.56,0,0,0,0,0
0,37,20.4,0.7,1,0,1,0,0
2,37,4.8,0.41,1,0,0,0,0
1,70,12.5,0.14,0,1,1,0,1
0,47,32.1,0.67,0,0,0,0,1
1,52,34.5,0.52,1,0,0,0,0
2,52,5.5,0.64,0,0,0,0,0
0,66,38.1,0.34,2,1,3,0,1
1,56,13.2,0.91,2,0,0,0,1
0,44,26.5,0.59,1,1,0,1,0
0,43,30.1,0.09,1,1,1,0,0
1,31,32.5,0.45,1,0,2,0,0
0,34,37.8,0.76,2,0,0,0,0
1,35,12.5,0.79,1,1,2,0,0
2,62,34.3,0.49,0,0,4,0,0
0,69,5.3,0.89,0,1,1,0,0
1,46,28.2,0.27,1,0,2,0,0
0,37,29.7,0.41,1,0,1,0,0
2,70,27.1,0.9,1,1,2,0,0
1,44,10.1,0.9,0,1,0,0,0
2,35,34.9,0.69,1,1,4,0,1
1,21,6.8,0.86,0,0,1,0,0
0,18,2.1,0.09,0,1,0,0,0
1,67,28.7,0.86,1,1,1,0,0
2,18,19.0,0.32,0,1,1,0,0
1,75,34.0,0.18,1,0,1,0,0
2,43,15.3,0.24,0,0,1,0,0
2,62,6.7,0.42,1,1,0,0,0
0,37,33.5,0.25,1,0,2,0,0
0,69,22.0,0.32,0,0,4,1,1
1,40,7.6,0.13,0,0,3,0,0
1,27,28.8,0.3,2,0,2,0,0
2,28,20.4,0.57,1,0,1,0,1
2,58,24.2,0.44,1,0,3,1,0
0,58,18.4,0.35,0,1,0,1,0
0,22,33.1,0.75,1,0,0,0,0
2,75,33.2,0.89,1,0,2,0,0
0,18,28.4,0.76,1,0,2,0,0
2,34,4.2,0.33,1,0,2,0,0
1,39,33.6,0.74,0,0,3,0,0
1,51,26.8,0.15,0,1,4,1,0
0,73,27.9,0.13,2,0,2,0,1
1,62,14.5,0.35,2,1,0,0,1
1,58,35.2,0.81,0,0,0,0,0
1,46,29.0,0.25,1,0,1,0,0
0,21,4.5,0.06,0,0,2,0,0
2,22,16.3,0.13,0,0,0,0,0
2,28,35.5,0.86,0,1,0,0,1
0,73,1.9,0.63,0,1,0,0,0
0,68,38.5,0.25,1,0,1,0,1
0,38,27.2,0.56,1,0,1,1,0
1,52,25.3,0.53,0,0,0,0,0
1,29,10.8,0.66,0,0,0,0,0
1,43,10.0,0.23,2,1,4,0,0
0,68,37.7,0.86,0,0,1,0,1
0,36,11.9,0.31,1,1,1,1,0
1,62,31.0,0.69,0,0,1,1,0
1,24,15.7,0.02,1,0,1,0,0
2,64,5.6,0.37,0,0,2,0,0
0,72,0.4,0.35,0,0,1,0,0
1,24,21.8,0.54,0,1,2,1,0
1,43,39.0,0.07,0,0,3,0,0
1,57,14.8,0.79,1,1,2,0,1
2,22,14.3,0.22,1,0,1,0,0
1,38,13.8,0.68,0,1,0,1,0
2,31,20.8,0.8,0,0,3,0,1
0,21,17.6,0.56,1,1,1,0,0
0,40,35.2,0.74,1,1,3,0,0
2,59,20.2,0.66,2,1,3,1,0
1,37,20.3,0.36,1,0,1,0,0
0,32,5.5,0.81,1,1,1,1,0
0,67,39.3,0.29,1,0,0,0,1
0,69,10.0,0.57,2,0,0,0,0
2,62,2.9,0.75,2,0,1,1,0
0,46,26.5,0.38,0,0,1,1,1
0,25,23.8,0.3,0,1,1,0,0
0,58,16.6,0.46,0,0,2,0,0
0,65,16.9,0.82,1,0,1,0,0
0,36,31.4,0.93,1,0,2,0,0
1,65,7.8,0.55,1,0,1,0,1
0,56,32.8,0.66,0,0,2,0,1
2,63,25.9,0.9,1,0,1,0,0
0,45,16.8,0.1,2,0,1,0,0
1,63,18.3,0.23,0,0,1,0,1
2,74,10.3,0.71,1,1,1,0,0
1,44,30.1,0.82,1,1,1,0,0
1,21,20.5,0.86,2,1,1,0,0
0,75,12.8,0.42,2,0,2,0,0
0,32,23.8,0.09,1,0,2,0,0
1,52,39.8,0.44,1,0,1,0,0
2,54,17.4,0.23,2,0,0,0,0
1,18,36.8,0.29,1,0,3,0,0
1,20,13.8,0.77,0,0,2,0,0
2,64,2.2,0.08,2,0,3,0,0
1,41,8.2,0.83,0,0,0,0,0
0,44,16.7,0.43,0,1,3,0,0
1,57,8.8,0.6,2,0,2,1,1
2,53,0.0,0.09,1,0,2,0,0
0,51,36.6,0.34,1,0,1,1,1
1,46,33.8,0.09,0,0,2,0,0
0,41,29.7,0.96,0,0,3,0,0
1,41,6.7,0.81,0,0,1,0,0
0,59,4.8,0.46,0,0,0,0,0
1,21,2.7,0.22,1,1,1,1,0
2,20,29.0,0.93,0,1,4,0,1
0,51,37.2,0.34,1,0,5,0,1
1,74,17.2,0.16,0,0,3,0,1
2,66,4.8,0.56,2,0,2,0,0
2,40,20.5,0.94,0,1,1,0,0
0,70,14.0,0.0,0,0,1,0,0
0,73,15.0,0.24,0,0,2,1,0
0,69,24.9,0.94,1,0,1,0,1
2,40,28.7,0.17,1,0,0,0,0
2,62,4.4,0.11,1,1,0,0,0
1,22,1.4,0.57,1,0,2,0,0
2,48,39.8,0.86,0,0,0,0,0
1,70,9.3,0.48,1,0,2,1,1
1,58,2.2,0.99,1,0,2,0,1
0,74,7.6,0.68,0,1,1,0,0
2,74,1.6,0.07,0,1,0,1,0
0,71,15.7,0.99,0,0,0,0,0
2,23,32.1,0.41,0,0,2,0,1
2,54,13.6,0.29,1,0,2,0,0
2,74,17.8,0.56,0,0,0,1,0
0,27,27.0,0.3,0,0,2,0,0
0,57,20.4,0.09,0,0,1,0,1
0,24,34.5,0.0,2,0,1,0,0
0,56,34.6,0.45,2,0,2,0,1
0,55,0.4,0.84,0,0,2,0,0
2,38,31.1,0.57,0,1,1,0,1
1,37,18.4,1.0,0,0,1,0,0
0,20,39.6,0.29,1,1,2,1,0
0,68,19.3,0.28,0,0,0,0,0
1,39,39.5,0.16,1,0,3,0,0
1,64,30.2,0.16,1,1,3,1,0
1,21,9.9,0.29,2,0,1,0,0
2,45,21.5,0.79,0,1,4,1,0
1,29,39.7,0.91,2,0,0,0,0
2,55,34.3,0.98,2,0,0,0,0
2,68,3.9,0.23,0,0,3,0,0
0,53,28.3,0.88,0,0,3,0,1
2,64,13.8,0.33,0,0,1,0,0
0,58,0.3,0.11,0,0,2,0,0
2,22,16.1,0.87,0,0,4,0,0
0,30,9.4,0.64,1,0,0,0,0
2,40,32.8,0.16,1,0,1,0,0
2,75,13.5,0.43,2,0,1,0,0
2,67,33.1,0.29,0,0,0,0,0
2,47,0.0,0.74,2,0,1,0,0
0,54,12.3,0.45,0,1,4,0,0
0,42,9.6,0.99,2,1,4,0,0
1,65,9.3,0.05,0,0,2,0,1
0,44,2.7,0.36,0,1,0,0,0
1,68,7.5,0.48,2,0,1,0,1
0,31,22.2,0.5,0,1,0,1,0
2,74,11.7,0.32,1,1,0,0,0
1,65,16.7,0.73,1,1,1,0,1
2,64,15.1,0.87,1,0,2,1,0
0,71,35.0,0.94,1,0,2,0,1
2,53,36.2,0.81,1,0,5,0,0
2,56,19.7,0.85,0,1,5,0,0
1,33,13.2,0.55,1,0,3,0,0
1,73,4.3,0.83,2,1,2,0,1
2,39,38.1,0.3,0,0,3,0,1
0,38,2.4,0.4,0,1,1,0,0
1,71,11.9,0.32,1,0,1,0,1
0,38,11.9,0.47,1,0,3,0,0
0,25,12.8,0.29,1,0,2,0,0
0,66,6.6,0.96,0,0,0,0,0
0,33,31.3,0.31,1,0,0,0,0
0,72,4.9,0.1,0,1,1,0,0
0,48,25.4,0.53,1,0,1,0,1
2,59,5.0,0.06,2,0,3,1,0
1,27,2.8,0.11,0,1,1,0,0
2,49,36.4,0.22,1,0,2,0,0
1,51,7.6,0.46,2,1,2,0,1
0,26,32.9,0.43,1,1,3,0,0
1,34,21.8,0.8,2,0,1,0,0
1,28,3.1,0.74,1,0,1,0,0
0,49,38.2,0.43,2,0,0,0,1
1,27,9.9,0.33,0,1,2,1,0
0,39,34.4,0.32,0,0,0,0,0
1,74,6.8,0.77,0,0,3,1,1
1,34,34.2,0.05,1,1,1,0,0
0,21,0.5,0.01,2,0,0,0,0
0,65,20.5,0.8,0,1,3,1,1
2,69,30.8,0.48,1,1,3,0,0
1,64,37.4,0.13,1,0,2,1,0
0,42,36.4,0.24,1,1,0,0,0
2,38,32.8,0.93,0,1,0,0,1
0,54,35.5,0.86,1,0,1,0,1
1,55,8.0,0.71,0,0,2,0,1
2,66,11.4,0.48,0,0,1,0,0
0,18,11.6,0.52,2,0,2,0,0
0,42,15.1,0.98,0,1,0,0,0
0,68,15.7,0.97,0,0,4,0,0
0,53,21.8,0.22,2,0,2,0,1
0,34,6.4,0.81,0,0,3,0,0
1,58,27.6,0.2,1,0,1,0,0
0,41,6.7,0.21,0,1,1,0,0
1,19,12.4,0.68,0,1,2,0,0
2,57,20.1,0.41,0,0,2,1,0
2,32,31.9,0.93,0,0,3,0,1
1,49,29.6,0.09,1,0,0,0,0
0,56,25.8,0.51,1,0,1,0,1
1,23,6.2,0.92,1,0,2,1,0
1,18,21.9,0.9,2,0,1,0,0
1,64,3.5,0.16,0,1,2,0,1
0,40,15.1,0.37,1,0,2,0,0
2,75,16.5,0.62,1,1,1,0,0
1,56,1.6,0.16,2,0,1,0,1
0,74,11.0,0.97,0,0,1,1,0
0,34,38.2,0.91,1,1,1,1,0
1,51,38.1,0.17,2,0,4,0,0
2,58,14.1,0.12,0,1,2,0,0
2,46,1.7,0.09,2,0,3,1,0
2,26,7.2,0.91,0,0,0,0,0
0,30,15.7,0.19,1,1,1,0,0
1,23,37.9,0.42,2,0,1,0,0
1,23,5.6,0.45,1,1,1,0,0
0,37,30.5,0.6,1,1,2,0,0
0,69,4.3,0.07,0,0,1,1,0
2,70,39.3,0.23,2,0,1,0,0
0,20,15.3,0.93,1,0,1,0,0
1,34,31.0,0.91,0,0,2,0,0
0,66,13.7,0.78,1,1,0,0,0
0,29,25.1,0.02,1,0,2,0,0
0,65,7.7,0.33,0,0,2,0,0
2,64,5.8,0.63,0,1,2,0,0
2,62,37.5,0.28,0,0,4,1,0
2,72,36.7,0.91,1,1,1,0,0
1,18,35.5,0.63,1,0,2,1,0
0,34,25.0,0.07,1,1,1,0,0
1,20,32.3,0.91,2,0,3,0,0
1,43,2.8,0.96,2,0,1,0,0
2,32,13.4,0.08,1,0,4,0,0
0,53,12.5,0.53,0,0,0,0,0
1,49,25.4,0.3,1,1,2,0,0
0,49,14.2,0.39,1,0,0,0,0
0,21,5.9,0.18,1,1,2,0,0
2,35,23.9,0.58,1,0,2,0,1
1,66,32.6,0.96,0,0,0,0,0
0,36,15.3,0.5,2,0,3,0,0
0,60,5.3,0.08,0,0,4,0,0
1,69,7.9,0.62,1,0,1,0,1
2,52,9.5,0.34,0,0,2,0,0
2,57,12.0,0.86,2,1,2,0,0
2,31,25.7,0.43,0,0,0,0,1
2,75,24.0,0.19,0,0,1,0,0
0,50,27.8,0.19,0,0,1,0,1
1,31,14.5,0.77,0,0,3,0,0
1,51,33.0,0.27,0,1,0,1,0
0,72,8.2,0.77,1,0,3,0,0
2,21,18.8,0.21,1,0,0,1,0
0,41,32.0,0.32,0,0,2,0,0
2,46,7.2,0.47,0,0,2,1,0
1,36,4.4,0.94,2,0,2,0,0
1,23,35.3,0.93,1,0,1,0,0
1,74,13.7,0.21,1,0,0,0,1
2,50,27.4,0.36,1,0,4,0,0
1,66,1.0,0.15,0,1,0,1,1
1,57,27.6,0.51,0,0,2,0,0
0,36,12.6,0.46,0,1,0,1,0
1,70,2.2,0.9,2,0,0,0,1
0,18,24.4,0.93,2,1,4,0,0
2,22,9.6,0.38,1,0,2,0,0
1,44,15.5,0.49,0,0,1,1,0
1,33,3.2,0.9,0,0,1,0,0
0,23,5.9,0.81,0,0,1,0,0
0,57,11.9,0.0,1,0,0,0,0
2,30,3.6,0.32,0,0,3,0,0
0,65,36.4,0.42,2,0,0,1,1
0,52,0.2,0.23,0,0,0,0,0
0,36,19.4,0.2,2,0,2,0,0
2,29,4.9,0.04,2,1,4,0,0
2,33,12.3,0.64,2,0,1,0,0
0,60,37.0,0.26,1,0,1,0,1
0,27,6.5,0.05,1,0,1,0,0
0,42,38.6,0.23,1,0,0,0,0
2,37,8.2,0.8,1,0,3,0,0
1,48,29.7,0.85,1,1,0,0,0
0,21,21.9,0.48,2,0,1,0,0
0,61,35.4,0.42,1,0,2,1,1
0,40,22.2,0.98,2,0,2,1,0
1,19,21.4,0.2,2,0,1,0,0
2,73,7.8,0.22,0,1,0,0,0
0,39,6.6,0.29,0,1,3,0,0
0,68,36.7,0.17,1,0,2,0,1
0,74,13.1,0.38,1,0,2,0,0
2,54,14.9,0.91,2,0,3,0,0
0,25,30.4,0.62,1,0,3,0,0
2,24,13.6,0.41,1,0,1,0,0
1,31,38.1,0.93,1,1,3,1,0
0,73,29.5,0.05,0,0,1,0,1
0,72,23.9,0.21,1,0,3,0,1
0,20,35.2,0.57,2,0,1,0,0
1,67,2.0,0.62,0,1,3,0,1
2,33,10.3,0.04,1,0,2,0,0
1,72,18.6,0.4,1,1,3,0,1
1,36,9.1,0.65,0,0,0,0,0
0,68,29.8,0.7,0,0,0,0,1
2,35,36.8,0.64,2,1,1,0,1
2,69,17.0,0.32,0,1,1,0,0
0,33,13.7,0.09,0,0,1,1,0
2,25,38.5,0.43,0,0,2,0,1
1,50,17.8,0.13,1,1,1,0,1
1,66,19.6,0.95,1,0,1,0,1
2,29,14.1,0.48,1,0,3,0,0
2,70,36.4,0.32,0,1,1,1,0
1,28,22.8,0.77,2,0,2,0,0
0,22,30.5,0.5,0,0,3,0,0
0,44,32.5,0.31,0,0,2,0,0
2,29,13.7,0.81,1,0,1,0,0
0,34,17.3,0.87,0,0,0,1,0
0,23,33.9,0.67,2,0,4,0,0
1,50,14.5,0.05,2,0,1,0,1
1,22,31.8,0.57,0,0,0,1,0
1,74,37.6,0.76,2,0,2,0,0
2,45,24.9,0.14,2,0,1,0,0
0,31,29.7,0.23,2,1,3,0,0
0,22,32.2,0.88,0,0,1,0,0
0,71,33.8,0.02,1,1,1,0,1
2,73,15.8,0.75,0,0,0,0,0
1,50,2.1,0.47,2,1,1,0,1
0,67,16.1,0.45,0,0,0,1,0
2,65,27.0,0.01,1,0,2,0,0
2,58,18.0,0.82,0,1,1,0,0
2,36,30.0,0.36,0,1,1,0,1
2,39,14.3,0.54,1,0,1,1,0
0,22,25.4,0.68,2,1,2,0,0
2,19,7.5,0.7,1,0,1,1,0
1,47,30.0,0.96,2,1,1,0,0
2,64,21.8,0.53,0,0,1,1,0
2,56,8.2,0.4,1,0,2,0,0
2,21,11.7,0.95,1,0,0,0,0
1,50,29.9,0.64,0,0,3,0,0
0,30,19.3,0.3,1,1,1,0,0
1,37,8.6,0.13,1,0,1,0,0
2,71,38.7,0.84,1,0,1,0,0
2,24,28.6,0.36,1,0,3,0,1
0,32,38.3,0.66,1,0,3,1,0
0,40,17.1,0.47,0,0,0,0,0
0,31,19.0,0.2,0,0,0,0,0
2,40,35.9,0.6,1,1,2,0,0
2,36,21.0,0.06,0,0,3,0,1
0,71,28.3,0.41,0,0,1,1,1
1,46,10.1,0.55,1,1,0,0,1
2,73,17.9,0.44,1,0,0,0,0
2,37,4.9,0.75,0,1,1,0,0
1,46,8.2,0.83,1,1,0,1,1
1,41,0.0,0.77,1,0,0,1,0
1,35,1.6,0.04,0,0,0,0,0
0,27,39.1,0.19,2,0,2,0,0
1,58,9.7,0.54,1,0,1,0,1
1,74,26.5,0.93,1,1,0,0,0
2,25,33.6,0.83,1,0,1,0,1
1,43,22.0,0.84,0,0,4,0,0
2,46,6.1,0.3,1,0,1,0,0
0,27,29.1,0.43,0,0,1,0,0
1,34,24.0,0.47,2,0,2,0,0
0,19,29.3,0.16,2,1,1,0,0
0,23,30.8,0.03,1,0,3,0,0
2,75,39.0,0.95,0,0,0,0,0
2,22,22.9,0.24,0,0,1,0,1
0,45,13.7,0.24,0,1,0,0,0
1,58,25.9,0.08,1,0,2,1,0
2,22,2.7,0.93,0,1,0,0,0
0,35,35.9,0.58,1,0,1,0,0
1,43,4.8,0.67,0,1,2,1,0
2,37,13.1,0.91,2,0,0,0,0
1,58,32.6,0.35,0,0,0,1,0
0,66,23.9,0.62,2,0,2,0,1
0,44,15.7,0.04,2,0,0,0,0
