role,exp_years,projects_count,hours_overtime,edu_level,team_size,client_feedback,certs_count,bonus_rub
2,4,10,111,3,6,3.4,2,303831.41
0,21,11,374,1,16,2.8,3,823964.78
1,7,6,52,2,14,2.5,0,450962.72
1,20,9,255,3,18,4.0,4,581514.15
3,14,16,122,2,6,2.1,2,593219.39
2,21,9,31,4,16,1.8,3,258332.26
3,20,16,206,2,15,3.6,0,463342.78
0,14,15,135,4,16,2.0,1,900031.4
2,15,18,382,3,15,4.8,6,391974.81
0,16,9,214,1,10,2.1,6,824607.84
1,21,8,382,3,17,2.2,5,456233.02
1,22,2,302,1,15,2.0,0,455429.83
3,15,5,12,3,14,1.5,4,788469.89
1,4,2,390,1,11,4.5,2,560227.75
2,22,17,245,1,8,1.0,4,365366.11
0,21,12,326,2,9,2.3,4,890862.47
0,21,4,14,1,15,2.8,5,508234.24
2,10,17,7,1,6,2.6,4,322595.32
3,25,8,142,1,5,3.2,0,388666.13
3,14,5,52,4,4,4.5,3,720587.59
0,6,12,231,3,6,3.1,3,893095.07
0,12,17,142,1,15,2.4,0,1082562.59
0,15,15,297,4,18,1.3,6,984453.65
0,21,10,180,1,13,2.2,4,732468.55
1,4,6,132,3,11,4.8,0,490108.08
1,14,4,241,1,8,3.7,1,482545.02
3,5,10,211,4,20,4.1,0,351746.83
1,9,10,324,3,17,2.2,3,422086.17
2,6,5,343,3,15,4.0,2,299919.14
2,21,11,327,4,17,1.3,0,239671.86
1,20,10,46,3,3,3.3,2,557077.27
3,2,8,274,2,17,2.0,4,759683.36
0,6,14,290,3,5,4.8,2,1044957.12
2,24,14,223,1,6,2.1,0,323333.94
0,2,6,303,3,3,3.9,3,676291.39
1,12,13,77,2,4,2.8,3,482691.88
3,20,17,265,1,4,2.7,5,927459.76
2,10,16,3,3,4,1.1,6,323549.64
3,10,18,155,3,7,4.6,4,766027.51
2,17,5,21,2,7,3.4,0,222953.13
3,10,9,352,4,4,1.0,1,429685.69
0,10,7,213,4,7,4.6,6,540898.86
1,11,9,100,2,14,2.2,1,436633.66
2,8,8,32,4,7,4.6,3,295284.62
0,24,3,286,4,3,4.8,3,443847.93
3,24,12,12,3,10,4.2,3,833396.54
3,9,8,77,4,4,1.3,4,880250.92
2,14,16,129,1,14,3.0,3,354383.32
3,3,6,66,1,17,3.8,3,628575.34
1,22,11,66,4,8,2.3,0,424618.34
1,16,8,46,2,13,4.2,0,586416.7
2,7,13,191,3,8,1.5,1,281510.48
0,9,15,231,2,14,2.4,5,994667.54
0,19,16,391,3,12,3.9,4,1128517.42
2,5,17,272,4,8,3.5,3,213918.23
1,19,13,231,2,14,1.6,5,407309.94
1,8,15,132,1,10,1.6,4,340509.5
1,14,13,288,1,14,1.3,6,379206.3
3,7,17,23,2,8,1.5,6,960321.85
2,13,7,215,1,14,3.6,5,389788.67
1,18,14,102,4,15,3.3,5,478654.5
0,2,5,124,1,4,1.1,1,584138.36
0,19,11,273,2,12,4.7,5,786284.12
3,12,15,45,4,7,1.3,3,699645.22
1,9,8,250,2,10,4.1,3,586210.22
0,23,4,332,4,17,1.4,6,448819.85
2,11,16,233,3,15,4.3,4,334012.76
1,15,17,43,2,8,1.2,0,366250.82
2,4,5,94,4,14,1.0,0,205533.58
0,23,13,385,1,6,4.0,2,942209.97
3,14,9,139,1,8,4.9,1,493680.0
0,12,18,12,3,14,3.1,6,1123947.1
2,5,17,165,3,19,1.0,5,349239.49
3,7,3,389,3,8,3.4,5,892365.47
3,8,9,188,4,10,2.5,3,557632.25
2,14,9,172,3,7,4.7,3,285109.3
1,20,2,317,1,4,3.3,4,450933.64
1,23,16,222,3,11,3.6,4,549021.74
0,25,18,136,3,18,3.3,2,1213243.72
2,1,2,99,4,15,3.6,3,308548.29
0,11,10,216,4,18,2.8,6,821136.19
1,21,18,384,1,6,2.9,6,482540.9
3,21,14,272,4,15,3.3,4,881848.08
1,17,17,19,1,7,3.3,5,518623.23
3,14,18,56,3,3,4.7,5,839508.9
2,23,5,83,3,12,4.5,1,276169.84
3,24,7,61,3,18,2.7,1,494394.76
2,9,11,236,2,18,3.3,5,343275.63
0,12,11,320,4,10,2.7,1,819093.47
2,22,5,25,2,10,4.3,6,270165.57
2,18,15,167,3,17,4.8,1,275997.3
1,23,4,294,3,18,3.0,6,509912.14
1,2,14,107,3,11,4.4,0,502624.07
1,19,8,289,4,14,4.1,6,615065.7
0,25,14,342,2,15,2.3,0,1051255.1
0,13,6,351,3,20,1.4,1,594316.57
3,8,16,115,4,6,4.1,5,849287.32
1,23,7,1,4,19,4.2,5,614143.47
0,25,14,315,3,20,3.1,6,1044002.43
3,19,9,54,4,17,4.6,5,1038536.45
1,17,8,159,1,8,4.8,1,658245.63
2,20,18,16,4,7,3.8,5,333495.09
3,10,15,96,3,20,4.2,2,516483.3
1,10,6,369,1,8,2.6,6,504605.4
1,9,6,124,2,4,4.1,1,478766.11
0,4,14,330,1,12,1.8,0,965563.25
0,5,3,200,2,20,4.7,5,490195.78
0,10,18,378,3,10,2.1,4,1169829.53
3,7,15,388,4,13,3.5,3,646109.64
2,16,9,396,4,5,2.7,6,415382.65
0,22,18,33,1,15,1.0,4,1232835.88
1,25,7,154,4,14,3.2,2,461837.15
1,1,11,350,3,9,1.5,5,423445.35
2,3,13,324,2,11,4.2,2,338915.82
2,11,17,23,3,8,4.4,4,307340.71
3,1,14,311,4,13,4.7,3,777219.38
2,6,13,218,1,12,1.4,3,323809.26
1,24,12,133,4,13,2.4,2,497998.75
0,12,17,369,1,5,3.1,3,1166971.86
3,14,6,276,2,10,2.6,6,1006044.03
2,15,16,29,3,8,1.7,0,179226.67
0,15,4,265,3,18,4.1,2,470016.04
2,16,6,324,4,16,1.9,4,350743.28
1,5,10,131,4,18,3.2,6,487046.45
3,6,17,348,4,8,4.3,5,915175.2
3,24,11,254,4,20,3.0,5,1028523.78
2,18,2,276,4,17,3.7,4,371463.07
3,12,5,35,1,10,1.3,5,915327.39
3,2,13,277,1,9,2.4,4,832796.54
0,10,12,318,1,10,3.6,2,835872.53
3,18,17,321,1,20,2.8,5,890610.7
3,15,16,302,4,3,2.8,4,751339.62
3,25,6,388,1,8,2.2,5,1022443.55
2,25,10,130,2,18,5.0,3,263333.17
3,1,17,50,4,13,2.4,6,925915.08
0,9,13,149,4,19,1.8,6,958702.43
2,25,7,340,4,20,3.1,5,424701.38
3,16,8,167,2,17,1.3,3,638780.06
3,15,13,42,3,16,4.7,4,848895.84
0,7,8,6,4,18,2.1,1,550444.0
1,7,6,350,3,9,1.0,2,288553.37
2,16,11,258,3,5,3.2,0,282522.4
2,10,18,349,2,19,3.1,4,358880.54
1,25,18,48,2,9,2.9,4,508182.91
0,3,3,15,2,8,4.3,6,442558.41
2,17,14,24,1,18,2.7,1,256187.14
0,18,8,56,1,13,5.0,4,747896.74
3,22,17,111,2,8,1.4,5,977485.67
3,23,14,302,4,11,3.3,1,479146.51
3,8,9,213,2,18,1.8,3,620007.54
0,10,18,288,3,20,3.7,4,1058494.16
1,4,18,8,2,15,4.6,4,462929.76
0,23,17,21,1,10,1.5,0,1021186.16
0,15,4,151,4,12,1.0,2,521326.57
1,23,16,237,3,18,3.0,3,476495.03
0,13,7,219,3,7,3.3,5,653889.15
1,11,8,117,1,10,3.1,1,494986.81
2,7,15,64,2,5,1.6,6,342925.87
2,13,17,254,2,19,3.5,2,342624.2
1,17,11,268,4,17,4.8,2,539064.98
1,21,14,203,4,4,5.0,0,596516.14
2,16,2,370,3,11,3.7,0,291435.78
2,16,4,220,3,6,2.4,6,368133.45
3,5,11,331,4,17,3.8,2,595798.21
1,18,3,4,1,3,1.4,5,448002.45
1,15,9,158,4,14,1.0,1,357389.76
1,4,9,192,3,17,2.6,2,402463.39
3,16,11,145,3,19,2.0,2,589156.77
1,21,17,133,3,11,1.1,4,366363.86
1,24,9,108,2,4,1.5,1,363900.0
0,6,14,214,2,12,2.0,4,964973.82
3,22,3,60,1,7,4.3,3,787409.65
2,20,8,7,1,15,2.0,3,278785.85
1,17,6,61,2,8,1.7,6,401656.57
3,21,16,114,4,15,2.5,2,618711.5
0,4,14,274,4,7,3.8,1,1026658.86
2,13,11,66,1,5,4.7,1,227760.74
3,24,18,295,2,4,1.5,5,946014.36
1,21,4,368,1,9,2.3,4,419309.13
1,16,11,116,4,17,4.8,3,566914.65
2,3,3,5,1,11,2.0,2,283634.11
0,14,11,43,3,3,3.8,4,709643.31
2,19,7,82,1,6,3.3,6,436464.93
3,18,14,336,4,16,4.3,4,845854.6
2,18,15,174,3,3,4.3,0,264614.53
2,18,15,212,2,5,4.6,3,298425.04
3,19,12,256,4,17,4.1,4,941350.28
2,14,17,45,4,19,4.5,4,297877.68
1,18,10,400,2,10,1.6,1,341005.29
3,7,5,280,3,14,4.1,4,778417.33
1,18,17,260,4,16,1.7,3,387705.1
1,16,5,267,3,5,4.4,5,584221.29
0,6,17,214,3,7,3.5,2,1031229.72
1,22,15,382,1,11,4.7,4,634995.29
1,4,3,226,2,14,3.3,5,424067.19
0,17,17,8,1,11,1.0,0,996022.32
3,23,10,398,2,13,1.9,6,1034017.48
0,11,3,312,1,9,2.9,5,405709.32
2,21,5,208,1,14,1.2,3,325311.28
3,9,5,372,3,10,3.0,0,425920.45
0,9,14,321,4,15,3.0,3,1016884.69
0,5,4,163,1,16,4.1,3,504074.68
1,14,5,280,2,5,4.0,1,523346.91
0,4,15,209,4,12,4.5,6,1019014.98
3,25,4,89,4,12,2.4,4,894910.81
3,15,13,15,1,18,1.0,6,1074320.03
2,1,6,105,2,6,1.1,0,211694.93
3,16,16,185,2,12,3.8,3,781948.65
3,1,18,360,4,20,1.2,0,415716.15
1,21,15,129,4,15,1.6,4,419244.46
0,25,2,261,4,9,1.0,5,426707.91
0,8,12,347,2,20,3.8,5,900683.05
3,22,3,214,1,13,3.9,1,607331.97
1,22,6,295,3,18,2.5,6,478192.23
3,7,17,86,4,14,1.3,1,515251.01
3,16,14,220,1,11,1.2,3,758274.46
0,15,15,306,4,8,4.9,0,956205.24
1,14,13,272,4,17,2.7,4,543044.1
0,17,9,352,1,5,3.3,1,739415.2
2,23,16,217,2,15,1.3,4,335500.82
1,17,13,348,4,15,2.2,6,391698.36
1,18,3,248,3,17,2.4,1,439832.02
3,24,12,377,2,7,4.2,2,731774.7
1,10,3,279,2,15,3.4,1,560402.33
0,14,6,113,3,12,4.9,1,569024.66
2,20,3,34,2,6,3.3,6,332224.59
3,22,8,400,3,18,1.9,6,1027782.86
1,17,11,366,1,8,1.5,0,444952.65
1,24,6,188,4,9,2.5,3,489016.13
2,12,5,47,1,13,3.8,0,208619.19
3,14,3,266,3,13,2.7,5,932851.85
1,8,8,7,4,10,1.0,2,331888.06
2,16,10,396,3,14,3.6,5,421046.5
2,2,14,255,1,13,2.2,3,276193.09
1,13,9,293,1,19,1.6,2,422273.04
2,14,9,380,3,9,4.0,3,323112.44
0,16,14,178,1,7,3.0,3,815633.88
3,22,3,400,1,20,1.2,4,773623.19
1,8,16,172,1,18,3.7,4,515224.29
2,19,14,164,2,8,2.2,5,359968.24
2,23,8,227,2,9,1.2,0,314508.09
2,14,15,389,2,19,2.7,2,326546.76
1,17,17,295,3,14,4.4,5,563357.03
2,17,18,48,4,19,3.1,6,352458.41
1,8,14,312,2,17,2.0,0,439277.88
1,17,14,146,2,17,3.0,5,540061.2
1,7,18,17,4,8,4.7,4,573167.21
3,11,16,12,2,4,4.4,5,880198.23
0,7,10,374,4,11,1.2,3,865466.62
1,24,8,332,2,10,4.7,3,621832.98
0,20,15,177,3,6,2.9,6,970330.44
3,24,9,27,1,18,1.9,2,595253.83
0,9,4,307,1,9,4.3,2,559162.15
2,17,16,384,2,10,2.8,1,329907.6
3,19,10,197,2,17,4.4,6,1004679.6
3,6,9,114,4,9,3.2,0,457957.41
2,22,9,38,4,5,4.4,3,270966.51
0,18,17,64,4,20,4.6,4,1055784.55
2,20,12,98,4,12,2.7,3,312071.52
2,15,18,302,4,9,3.3,4,350462.27
1,23,7,124,1,3,3.8,6,594276.47
3,13,9,341,1,4,3.8,2,654262.22
1,13,2,107,4,7,3.4,6,550024.73
0,12,2,280,3,9,3.2,4,429778.46
2,12,12,35,3,8,3.0,0,227112.39
0,9,3,84,1,14,2.6,3,410751.57
0,2,15,202,3,13,2.1,4,1062870.46
0,11,7,147,3,14,2.9,0,675619.46
1,12,11,338,1,7,3.0,3,560030.68
1,21,2,347,4,17,2.8,1,466357.73
3,25,14,216,4,7,1.7,3,696320.97
2,6,12,332,3,14,2.4,4,392664.16
2,23,5,400,4,8,4.4,2,353411.7
1,2,15,296,2,14,1.0,4,324481.26
1,12,13,81,1,19,4.8,0,599404.39
3,2,9,107,1,3,1.8,5,851022.41
0,17,15,77,4,19,4.1,3,950689.92
3,25,16,243,1,20,3.8,1,470890.63
0,24,3,338,3,14,4.1,1,441387.54
1,9,5,319,1,4,4.5,5,484191.71
1,8,15,286,2,18,3.3,6,511835.03
0,25,4,324,2,10,1.4,3,490886.11
2,24,8,290,4,3,1.0,5,317458.56
3,6,17,123,1,3,3.2,6,939237.49
2,12,4,298,3,5,1.7,4,395909.53
1,17,4,9,4,11,2.4,6,419445.1
2,16,13,246,1,9,3.2,1,317786.37
1,10,10,248,4,10,3.0,0,459298.64
1,12,18,330,3,20,2.1,5,421242.65
0,13,2,243,4,6,4.3,1,467585.12
3,23,16,90,2,5,2.1,2,553526.65
0,6,12,358,2,6,4.4,3,944947.83
2,13,17,152,2,13,5.0,5,298702.14
2,11,5,188,4,8,3.5,5,325663.06
1,24,9,349,3,9,2.6,5,487412.98
1,12,14,344,2,12,2.8,4,454985.91
1,6,10,136,3,15,2.8,4,420626.38
2,8,2,351,3,4,2.7,5,368536.1
2,14,18,373,4,18,2.4,2,324179.56
2,11,6,93,1,13,1.4,1,278029.3
3,10,14,153,2,12,1.1,0,362832.09
1,15,3,172,2,10,3.4,5,483757.27
0,4,10,366,4,11,2.7,0,808831.02
2,24,18,62,1,11,4.1,0,250326.39
0,5,10,235,2,15,3.8,6,836135.2
2,21,4,386,2,14,3.9,5,429319.68
0,6,7,359,3,20,1.2,5,589841.48
2,18,6,315,2,14,3.4,3,327674.52
0,20,10,384,2,5,3.6,4,796245.92
0,23,15,371,3,9,1.3,6,1086109.7
2,14,3,288,4,20,1.5,2,331472.79
3,9,16,204,4,18,2.0,1,488719.01
1,6,3,135,4,16,2.8,3,422769.73
2,8,10,385,1,15,2.9,3,419007.78
0,21,7,354,4,17,1.6,5,781966.24
1,25,10,389,1,6,1.4,3,464504.62
3,13,11,392,2,3,4.6,6,995552.12
2,14,16,269,4,17,4.0,2,348697.21
0,5,6,106,4,6,4.6,1,543029.12
2,8,17,211,3,9,3.6,5,327719.54
1,22,13,209,4,16,3.5,6,503729.85
3,20,10,181,3,11,4.1,2,562562.91
0,18,2,199,1,18,3.1,5,446964.55
2,10,16,248,3,7,3.4,3,342373.71
3,15,11,23,2,16,2.9,1,516885.63
3,13,10,70,4,12,2.0,0,500133.4
1,23,8,239,1,19,1.7,2,405766.84
2,20,13,295,3,8,2.9,2,385260.48
0,7,9,341,1,19,1.4,1,709882.37
1,24,11,257,2,16,4.2,4,571948.46
0,24,13,223,4,16,2.5,1,895830.84
1,5,8,365,2,5,3.6,1,477988.7
2,7,10,229,2,20,4.6,5,385220.41
3,15,16,287,2,16,2.3,1,504443.52
0,20,11,9,3,4,1.7,2,712001.0
3,7,10,143,1,4,4.0,2,569730.63
1,25,14,383,4,13,1.6,0,403742.74
3,1,11,351,4,10,3.3,3,632279.02
3,7,17,168,1,12,3.4,1,428123.23
0,21,15,18,1,19,1.7,4,1018361.03
0,9,9,191,1,19,4.2,6,701382.93
1,2,17,373,1,7,1.0,2,330454.22
1,16,7,270,3,18,1.7,3,434786.97
2,11,11,173,1,12,2.4,6,373171.87
0,5,9,202,1,12,2.4,5,789877.45
0,6,17,10,2,17,4.9,1,1110071.63
2,12,13,335,2,5,3.4,4,343090.71
2,22,6,202,4,5,1.6,4,293019.0
3,20,11,3,2,6,1.4,0,434993.2
3,9,14,40,2,16,1.8,6,1094045.72
2,5,15,15,2,11,3.3,5,354326.35
3,2,9,128,4,19,2.2,5,830926.87
1,20,17,262,3,20,3.7,6,533758.51
0,14,6,231,1,13,1.4,5,577517.16
3,4,16,274,4,4,2.8,3,669300.58
3,25,14,77,4,18,2.9,1,497818.15
3,17,8,331,2,12,4.0,2,721722.67
1,14,5,17,1,5,2.5,3,356842.76
3,3,13,50,3,6,1.9,4,833951.66
0,9,18,329,4,20,1.5,0,1066847.99
2,24,16,168,2,6,3.4,4,347287.65
0,5,12,330,1,16,4.2,0,825742.69
2,18,13,235,2,12,3.0,1,273460.61
1,18,13,332,4,19,1.4,6,475245.02
1,1,7,226,3,6,4.5,6,551542.37
3,7,3,340,2,18,1.1,4,686484.35
1,21,15,8,3,20,4.6,1,574489.67
2,15,12,330,3,13,4.8,0,305911.79
2,5,11,41,2,4,4.4,1,284489.48
1,11,7,182,4,12,1.6,0,354540.81
1,11,18,95,2,16,4.5,3,647037.86
1,9,13,60,2,10,4.6,6,498326.31
2,25,6,325,1,10,4.4,3,398401.79
3,15,16,164,3,9,3.3,2,630583.96
0,17,11,126,3,13,4.8,2,819409.64
1,25,12,147,2,20,2.6,6,514499.9
1,21,11,12,3,20,1.2,3,384717.43
0,21,3,323,1,17,2.9,5,539885.88
2,19,13,62,1,9,1.1,1,269590.44
3,14,13,235,3,8,3.3,3,743603.9
3,24,10,161,3,11,2.2,4,770112.33
3,1,14,351,1,7,4.2,6,862266.53
1,10,5,4,2,19,4.0,0,558013.08
2,5,16,241,2,8,1.9,0,239980.22
3,21,5,82,2,4,2.2,3,736348.41
2,13,13,396,3,16,3.0,4,389744.98
2,22,5,372,4,5,3.2,3,398150.63
2,9,13,252,2,16,1.8,6,434043.77
2,24,15,7,1,6,2.1,3,258937.13
2,6,4,206,1,5,3.5,3,307798.09
1,18,2,335,3,12,4.4,2,642499.09
0,24,13,312,4,18,4.0,4,848714.04
3,4,16,203,3,13,3.9,5,909547.73
1,6,2,341,2,13,2.3,5,416881.78
1,6,3,217,3,12,4.1,5,499728.4
3,19,8,104,1,18,3.4,3,838580.01
2,18,17,206,1,13,4.0,1,327466.91
3,23,16,109,4,5,4.0,5,1009724.24
1,14,18,212,3,18,3.5,1,523288.73
2,12,11,233,2,13,4.9,4,377855.76
0,15,15,245,2,10,2.3,2,1017258.2
1,23,10,121,2,14,2.4,3,438040.06
0,8,2,197,3,6,4.0,4,454725.27
3,13,6,285,1,20,4.6,6,1001848.28
1,24,17,309,1,14,3.8,1,582468.67
0,17,18,175,1,20,2.7,6,1119163.7
2,17,7,155,4,15,4.4,5,332296.37
1,17,2,230,1,15,1.7,6,336914.26
0,11,4,261,3,7,3.4,2,455355.56
1,11,15,165,1,13,3.9,4,546667.31
0,24,8,326,3,3,2.5,2,690086.53
2,8,18,274,4,17,3.4,3,362580.35
2,13,15,100,2,18,2.1,6,378959.14
2,16,14,252,3,5,3.4,2,344046.39
2,18,15,113,3,16,4.9,5,291534.29
1,7,16,51,2,4,3.2,2,488741.41
1,23,14,319,3,11,4.3,6,533659.06
3,14,5,385,4,20,3.6,5,942107.05
3,25,11,48,4,16,1.3,6,1034647.8
2,8,10,145,3,19,3.7,6,359532.28
0,17,9,321,1,20,1.1,4,709597.9
0,14,15,301,2,5,2.0,4,1044330.0
3,1,18,155,2,10,1.6,1,441176.77
1,10,9,331,2,18,4.5,3,592930.97
2,1,4,267,2,11,1.7,5,351591.84
3,15,9,214,3,9,4.0,5,943747.39
1,23,11,81,4,17,1.8,2,460798.69
0,14,17,116,1,10,4.7,5,1037527.07
1,10,6,153,4,14,2.1,5,397585.94
3,18,13,193,2,19,2.5,5,1015616.48
2,21,2,215,1,6,3.4,5,364023.86
2,21,13,94,1,17,3.9,6,353057.05
3,13,9,120,3,10,4.5,5,892258.81
0,7,10,9,2,6,1.4,5,862424.1
0,1,18,108,4,9,3.3,2,1121031.55
2,21,11,288,2,8,4.3,6,463782.35
3,1,5,250,4,7,2.8,3,664215.11
1,17,2,245,4,17,2.7,3,465028.91
1,5,6,33,3,5,3.5,2,467866.36
2,15,11,31,3,9,3.1,3,301787.91
3,14,5,191,4,16,2.9,4,786739.59
3,25,10,155,2,19,3.7,4,879676.19
2,10,17,133,4,13,1.2,2,292883.11
3,13,11,371,4,15,5.0,3,684666.77
1,13,18,270,4,17,3.2,2,522143.54
1,20,11,221,1,20,4.2,2,567366.52
1,9,13,29,1,3,1.4,5,375935.27
3,15,15,53,1,11,3.0,6,1053154.37
2,23,3,193,2,16,3.5,6,397726.72
0,17,5,300,4,18,4.2,1,588262.79
0,18,9,183,4,17,4.9,0,764708.37
3,12,8,23,4,6,1.4,1,481406.68
2,12,2,371,2,18,1.2,3,392692.98
3,23,8,8,1,16,4.0,0,446742.41
2,5,9,351,3,11,2.0,1,315249.41
0,12,16,46,1,16,2.1,6,990259.76
0,24,8,251,3,5,1.5,4,712419.16
1,3,8,166,3,7,3.6,6,498489.87
2,20,15,62,1,6,3.1,4,297563.45
2,17,6,115,4,6,2.1,1,261634.96
0,15,7,182,1,18,1.5,0,684280.66
0,19,4,285,1,5,4.6,1,485327.38
0,25,4,85,4,9,2.3,5,571871.17
2,8,2,190,1,6,4.2,1,248737.19
2,14,14,137,3,20,2.9,3,379352.41
3,10,17,246,4,13,3.8,5,820494.38
0,12,7,44,2,19,1.5,5,669779.89
1,24,11,110,3,9,3.1,0,509591.12
3,18,11,338,2,15,1.3,1,501268.35
0,17,11,154,1,11,2.2,3,886255.55
2,21,10,300,4,8,3.3,3,300175.03
1,23,18,258,2,10,1.9,1,363389.4
1,9,7,377,4,11,2.3,3,385307.29
0,12,10,358,1,13,4.9,4,838804.81
3,3,18,149,2,17,2.3,4,837838.69
3,3,18,155,2,4,2.6,0,272543.08
0,1,3,116,1,7,2.2,1,473702.36
3,10,11,128,2,13,3.8,3,734915.36
2,21,5,332,2,15,2.2,2,357115.24
1,19,2,167,1,17,1.2,6,436180.36
3,17,5,363,1,6,4.0,0,429622.16
1,22,16,133,2,11,3.1,6,402735.81
1,11,14,170,3,10,2.7,2,416007.91
3,15,11,253,1,18,1.6,5,872599.15
3,23,14,392,1,14,3.7,3,756210.41
3,12,10,364,1,19,3.7,2,656281.42
2,3,2,299,4,17,1.3,1,299932.37
0,8,15,215,1,6,3.3,4,958136.75
2,24,5,371,2,9,4.0,3,354797.33
1,13,9,248,1,18,2.2,3,396562.25
1,4,17,86,3,15,2.2,1,363862.03
1,7,11,329,3,9,3.4,0,444124.55
1,18,14,152,4,10,3.5,0,528634.68
3,8,16,354,2,10,2.2,6,1025637.16
3,13,16,81,1,10,3.3,2,640718.87
0,1,3,381,4,15,3.3,2,528577.31
3,24,3,29,2,18,2.6,4,818159.3
2,12,2,352,3,19,1.6,3,364560.41
1,9,13,259,1,6,1.0,2,335493.06
1,2,16,191,1,11,2.3,3,417787.97
0,3,5,3,3,9,1.5,2,589932.57
2,19,13,307,2,17,2.7,5,369245.07
1,12,12,379,1,18,3.5,1,510713.04
2,21,5,221,2,15,4.5,0,279327.47
1,24,16,391,3,20,3.8,0,574259.78
0,16,6,355,2,12,3.8,1,664039.2
1,22,13,287,3,3,2.0,5,388324.51
3,8,17,92,3,18,1.5,4,735447.47
1,3,5,245,1,12,4.8,6,528921.12
3,21,13,350,4,18,3.5,4,882566.92
1,17,18,113,2,6,4.4,0,560322.47
0,20,10,252,3,10,1.4,2,836059.66
3,22,7,258,1,11,4.1,3,766801.79
1,16,8,359,2,9,3.2,5,523619.14
0,22,8,388,1,17,1.3,0,780484.89
0,11,2,61,3,20,4.5,0,378661.62
2,9,12,172,2,4,1.3,6,411485.74
0,12,12,133,3,16,4.0,6,878577.81
2,22,4,113,3,3,2.4,0,231889.86
3,3,3,134,2,9,4.4,2,554215.96
1,3,15,42,4,19,4.9,0,539483.55
3,18,4,358,2,12,3.9,5,908468.9
2,14,12,352,4,8,3.3,5,419635.47
0,19,18,170,4,5,4.9,5,1207264.31
2,1,7,337,1,9,4.8,2,349035.13
1,18,9,328,1,10,1.1,0,386422.37
2,17,3,91,3,3,3.3,1,277213.94
1,6,11,374,3,20,4.4,4,498980.69
0,11,11,272,4,20,2.0,0,810827.8
2,2,5,61,1,12,1.7,3,245013.08
1,15,5,38,2,9,4.6,1,569438.82
2,10,15,301,3,13,2.8,5,363482.46
0,19,8,343,2,5,1.9,2,822613.01
3,25,11,65,4,3,1.5,2,611292.25
2,10,14,320,2,5,1.4,1,320617.41
0,21,2,130,1,19,4.1,0,398446.61
3,6,18,231,1,9,1.6,6,944407.94
3,15,3,46,2,20,3.3,1,544839.0
0,7,4,269,4,16,2.4,4,437994.64
1,6,8,55,3,18,4.4,2,516382.71
0,12,2,391,3,6,4.4,5,353324.95
0,3,2,28,3,3,4.3,0,429035.69
2,5,8,184,2,8,4.8,0,284273.23
2,8,9,236,1,7,4.1,0,270335.32
2,23,14,136,2,19,3.5,5,356646.06
3,9,11,60,2,20,1.0,1,615835.71
0,25,7,189,3,8,1.8,5,591563.78
3,8,18,295,1,11,3.5,0,300765.39
2,4,12,315,4,16,3.5,4,415019.96
2,21,14,157,4,3,3.4,5,372194.79
1,14,5,214,3,14,5.0,0,650568.24
2,20,13,64,1,12,2.5,1,223339.56
0,8,10,94,4,13,1.3,5,795079.57
2,24,17,50,2,17,3.9,3,328662.47
1,7,13,259,4,12,4.1,5,442980.66
0,10,11,66,4,17,3.0,1,707020.11
2,19,13,343,1,18,2.2,6,450349.94
1,20,10,351,4,7,3.9,5,554150.94
1,7,15,29,2,7,2.8,4,389110.89
0,23,16,81,1,10,4.9,1,994648.78
1,8,9,67,4,20,3.6,4,495023.13
1,22,13,352,3,3,1.8,6,426259.2
1,7,14,120,4,7,4.4,0,519589.27
3,1,6,168,4,11,4.7,2,668312.81
0,19,11,353,3,4,4.2,1,834700.95
1,11,10,126,1,10,3.0,1,417720.14
3,1,10,232,1,10,4.8,4,665123.94
0,16,17,189,4,5,3.8,4,1027454.94
3,15,8,161,2,17,3.0,0,431053.03
0,19,12,304,1,12,4.5,6,938390.4
3,12,16,359,1,7,3.1,1,609089.49
2,1,5,251,3,12,1.9,2,396173.41
2,5,13,338,3,14,1.9,6,380597.68
3,11,3,239,1,19,3.8,4,774021.88
0,13,6,23,1,8,4.3,4,608139.9
1,11,8,113,1,12,1.1,3,461391.89
3,15,16,231,4,20,2.2,4,833586.7
2,13,18,15,1,3,4.3,4,325524.0
2,24,3,35,3,8,1.1,4,300946.75
3,1,16,61,2,16,2.2,6,1034099.8
2,5,4,117,3,8,3.4,0,240947.9
3,23,10,146,2,6,2.6,2,582907.5
2,22,9,398,3,20,2.6,1,311313.68
2,2,4,25,1,7,2.3,3,291897.97
1,2,3,245,4,20,2.2,0,450544.18
3,11,12,203,4,7,3.6,5,909370.17
3,23,16,165,1,12,2.3,5,893415.25
2,7,12,77,3,18,4.9,6,307610.15
2,4,2,316,3,16,3.6,4,389281.53
3,23,16,29,3,11,1.8,0,432116.02
0,10,17,157,1,6,3.3,4,1145463.55
3,20,14,182,3,7,3.5,3,738994.75
3,6,6,268,1,7,3.7,6,972545.75
0,21,16,25,2,12,3.7,0,1051939.04
0,11,3,37,1,3,4.6,3,462320.65
1,5,18,142,2,16,3.6,2,494457.69
0,8,9,287,3,11,2.5,4,640288.92
0,19,6,239,1,5,1.3,4,649425.24
3,14,4,268,3,10,3.0,6,937137.04
1,18,8,111,2,18,4.1,3,474353.63
0,24,4,3,4,6,4.3,2,503990.27
1,22,12,130,4,10,4.0,3,566296.2
1,17,9,245,1,9,4.5,3,597926.71
3,24,4,291,2,6,2.0,0,470025.1
