days_since_last_visit,visits_last_30d,avg_session_len_min,classes_attended,trainer_assigned,promo_used_last_90d,contract_type,days_to_expiry,feedback_score,missed_classes,churn_30d
18,1,44.401564274033575,0,0,2,1,45,4.058433196650345,2,0
41,5,63.184668949049865,1,0,1,4,38,3.612319378384204,3,1
16,4,47.94409495866837,3,0,0,3,7,4.704566026647154,0,0
0,7,48.33735157577891,3,0,1,5,60,3.3303066968150086,0,1
4,7,41.19611441970271,6,0,2,1,31,4.188834211763419,1,0
35,3,41.47290376969309,1,1,2,4,42,3.3483633478432133,1,1
15,5,41.06887464933894,1,1,1,5,28,4.43780071197544,0,1
59,0,58.80392327586158,0,0,1,4,21,2.1966180523350505,8,1
2,7,75.63124656805141,5,0,1,2,19,4.951968849071109,0,0
5,4,82.53380578853833,6,0,0,5,5,3.8176859178569886,1,0
6,12,60.79147242411454,13,1,3,4,60,4.078761250199347,0,0
5,6,75.92062126044922,5,0,0,4,42,3.317820182970462,2,0
4,7,48.25943812289716,3,0,0,3,48,3.9475942351978177,2,0
8,8,68.5251717174496,4,0,1,4,28,3.79377296397356,1,0
15,7,46.92663025719769,7,0,2,4,41,4.3903408310381495,1,0
5,1,66.52229946464085,2,0,1,2,55,4.520795350538501,2,0
1,6,47.703295869703325,5,0,1,2,16,4.366127154592928,3,0
18,2,48.91289424304904,1,1,0,5,30,2.493974388732682,1,1
9,6,59.20539100827522,7,0,0,3,52,4.481346115480398,0,0
12,4,,3,0,1,3,33,4.150453379860028,2,0
9,5,72.80805046665597,1,0,2,4,37,2.8056313005826348,3,0
33,3,49.053846325526244,0,1,1,5,56,4.464004736674431,1,1
12,4,44.18567300789283,1,0,1,2,36,4.681439511600487,1,0
38,6,47.736956951958305,4,1,0,4,3,3.288128349945118,0,0
10,3,69.6573546377237,4,0,0,2,1,3.1144428414165595,1,0
5,5,63.27307986798275,6,0,0,1,11,4.600890444411781,0,0
6,4,69.78219101959269,3,0,1,2,34,4.391861339057415,2,0
11,8,52.293979844572675,10,1,1,5,5,4.467976093663971,0,0
11,5,65.03262513735125,1,0,0,2,55,4.509076568558197,3,1
17,4,64.06144849317788,3,0,1,1,45,3.471798260931543,1,0
3,14,78.98065118808395,12,1,1,4,7,3.4714319416821118,0,0
16,7,83.69683686452542,7,1,1,5,20,4.469780824819347,0,0
22,1,73.55615573390978,0,0,0,3,52,4.837787630338729,2,0
16,2,,0,0,0,4,57,3.3080953212851574,2,0
9,4,59.70249587526565,3,0,1,1,45,2.9753859960151914,1,0
71,2,49.51164015655674,3,0,2,4,60,3.787684629345623,3,1
7,12,59.54168218692909,11,0,2,4,34,4.944421350105433,0,0
1,6,58.01648033930718,4,0,0,4,47,4.312454256740624,0,0
25,3,57.00652431640473,4,0,0,3,14,4.156810006277249,5,1
3,12,59.84530335024452,10,1,0,3,6,4.552923030786475,1,0
18,6,57.439794220405055,7,0,1,2,14,4.108302323331824,1,0
2,6,53.13005108606798,2,1,1,4,44,4.013278831715382,1,0
0,8,58.03858238500045,3,0,1,2,5,3.457231184598106,3,0
2,7,72.02612072769557,4,0,4,5,46,4.2956038601463815,1,0
7,6,47.023674086270795,6,1,1,5,16,3.8040563893336334,1,0
1,2,80.17871568641006,1,0,0,5,3,2.8016271672315183,2,1
3,5,76.23652524875823,3,0,0,5,21,4.902914606260999,0,0
21,5,61.29931619950157,1,0,1,4,31,3.3279918205530943,2,0
22,3,30.0,2,1,1,5,58,3.8065390123774585,1,1
25,5,30.0,7,0,1,3,21,4.373938409470392,3,0
27,2,61.6731520461984,1,1,1,4,26,3.398868954137007,2,0
8,7,70.17595570518716,5,0,2,4,45,4.327474387374946,1,0
30,3,86.58954597145154,3,0,1,4,14,4.195662235664009,1,0
11,3,53.920452523211594,1,0,1,5,59,2.9009131800625356,3,0
9,4,52.28616298312706,5,0,2,3,43,2.7551979290241055,1,1
19,4,41.73865671516336,4,0,0,3,50,3.346926824749342,2,1
3,4,68.98200147279378,4,0,1,5,21,4.233933279054773,3,0
23,4,,3,0,0,2,27,4.363972169720334,1,0
8,5,52.84484148611668,7,1,1,4,41,2.913248828014777,1,0
2,10,60.348304235638395,4,0,0,5,37,5.0,1,0
1,9,58.5853248408695,11,0,2,4,59,5.0,1,0
2,7,74.51563225371662,4,1,0,4,56,4.651992118605688,0,0
33,1,53.598216395986974,1,0,0,3,8,4.1074469514710295,3,1
70,0,59.953367507676326,0,0,3,3,33,2.2343100308803168,5,1
6,6,72.74103921946487,3,0,2,5,35,4.328819793485058,4,0
5,6,56.033441598061565,5,1,1,4,8,4.379139865433536,2,0
3,8,48.8798205806561,1,0,3,4,14,4.2966908475092405,2,0
26,6,40.78408894011342,5,0,1,2,44,3.975198333744096,0,0
3,7,44.38501486348474,1,0,0,1,19,3.990221326444472,3,0
38,6,50.35018569890256,3,1,0,5,7,4.104201039473891,0,0
16,3,,1,0,1,4,57,4.514567533318431,1,0
34,7,48.94348838747994,4,1,0,4,27,4.805414495123432,0,0
12,8,56.77583634858635,8,0,1,2,50,4.063094496990949,1,0
17,4,44.56429621946994,4,0,0,5,18,4.235365633739503,1,0
14,7,60.80376587557936,5,1,0,5,56,4.311590106785363,1,0
26,1,64.30323675616411,1,0,1,4,15,3.5253278805272497,5,0
27,4,65.32381016472782,1,1,1,2,10,3.6358159103362846,1,1
13,3,86.34309515979989,4,0,0,4,41,4.139789425495544,2,1
15,4,59.78992487856887,6,0,3,5,7,4.153252998676215,3,0
38,2,64.39576102655103,0,0,1,4,32,3.84032994287491,2,1
39,0,51.53726146785636,0,0,0,5,9,3.8741672137130827,3,0
16,3,92.58559908018901,0,0,1,4,17,3.764968762437415,1,0
0,5,72.70963973914102,1,0,1,5,34,3.778098580689904,3,0
1,6,73.26138241472198,6,0,0,4,42,4.166579154373414,0,1
29,2,76.33757735252942,1,0,0,2,49,3.1995558498301646,2,1
1,14,71.23110490313618,11,0,1,3,2,4.093704249620471,0,0
3,9,77.05391198250457,6,0,0,3,39,5.0,0,0
3,7,57.188948643458644,5,0,2,5,26,4.521252135008421,3,0
13,4,93.97980776874871,6,0,1,5,58,4.153918249346064,0,0
12,4,36.81068946650714,1,1,1,5,27,4.014884861299977,1,0
5,8,55.87829067209646,4,1,0,3,45,3.5280480436547923,1,0
3,4,85.97127139945411,1,0,0,3,5,3.2979440525175465,2,0
21,0,57.43862094434519,0,0,1,5,46,2.072497098050218,1,0
41,2,69.94063631560024,3,0,0,4,13,2.74072140254244,6,0
0,4,52.924088612300245,2,0,1,3,6,4.439519971917578,3,0
2,19,66.69184023651796,11,1,1,4,9,3.3861502646548454,0,0
15,8,54.598201047109306,4,0,1,1,14,3.8036453316734593,1,0
24,2,77.52977499950003,1,0,1,3,30,3.6832143963991566,3,0
23,5,64.36055859602921,1,0,0,4,28,4.123218864550704,2,0
19,6,33.749393689136255,5,0,0,2,41,3.737168727727673,0,0
32,3,47.80111255809417,3,1,1,5,53,3.746214257515476,0,0
3,6,45.37612970693414,3,0,1,3,16,3.2457961052265114,0,0
1,8,81.09187325987644,4,0,0,2,58,3.7674633124596517,1,0
14,5,41.37841313593939,1,0,0,3,50,3.1597826513953087,2,0
25,2,55.97803425721596,0,0,1,5,28,3.552461458905866,4,1
13,5,91.67241731580607,3,0,2,4,48,4.187466508052922,0,1
49,1,78.71429441471128,0,0,0,4,43,4.17015721906384,0,0
23,0,47.180965011208514,0,1,2,1,14,4.779261895973558,0,0
18,7,46.73710593911281,6,1,2,1,25,4.751403584467403,2,0
0,10,45.291695097889985,5,1,0,4,11,4.824302692625623,0,0
1,8,63.09538218397075,8,0,0,5,24,3.8341057925189705,0,0
23,6,52.56407262525819,8,1,1,5,60,3.673439784721177,0,0
3,8,,3,0,1,2,40,3.6051543348330175,2,0
0,10,64.63796205290653,5,0,1,4,4,5.0,0,0
36,2,60.70524589258571,2,0,1,5,3,3.9584258164207435,2,0
33,1,62.21532355008661,2,0,0,4,43,4.482688870122187,1,1
3,11,61.29108107205267,9,1,1,5,47,4.615271568338601,0,0
22,4,48.42205273019461,5,0,0,2,40,3.8167765087293097,1,0
0,13,38.30917219821866,12,1,2,5,56,4.937027315400599,1,0
5,9,60.81365241605662,8,1,1,5,30,3.445909029246193,2,0
14,6,48.27577984594433,5,1,1,5,2,3.6913597758963155,0,0
21,9,74.64181236855624,4,1,0,5,52,3.661085680129548,1,1
0,12,41.246682410225226,14,1,3,4,2,4.943142546236707,0,0
5,5,54.64761785806291,2,0,0,5,25,4.8664723908880365,0,0
3,10,62.324544222828884,7,1,1,3,49,4.184429920168025,0,0
90,0,78.90981582737403,0,0,0,3,16,3.1647191076842365,2,1
16,6,54.1102633475752,4,1,0,5,59,2.966931492511965,1,0
7,7,62.76191827317719,6,1,0,5,9,3.644094732200272,0,0
1,7,69.25342876329937,5,0,2,5,1,3.6284595548734186,0,0
13,2,71.44466594498708,2,0,0,3,23,3.9383203569999417,0,0
15,6,65.5026220235413,4,0,0,5,10,4.342265833361784,4,0
25,4,87.12416985421723,1,0,0,5,23,3.6985401020070103,3,0
5,3,54.044087006384004,2,0,1,2,34,2.9325338307170625,4,0
59,4,85.9630288623703,3,0,0,4,22,3.064969119731852,3,0
8,6,70.34466760505232,1,0,1,3,31,4.204143765023626,2,0
5,4,63.67858133147728,5,0,0,3,22,4.212189967230935,1,0
6,3,64.8520999111846,3,1,0,5,33,4.308674826519693,3,0
10,5,74.06317016060395,5,0,0,4,40,3.3299572929411663,6,0
41,3,49.21412182495884,1,1,1,5,18,3.8614143916345887,0,0
19,8,62.18591971622671,5,0,2,5,1,4.851494327055578,0,0
12,1,56.36331791917476,0,0,0,4,59,4.9719988614381965,2,1
2,6,84.03768247306365,4,1,1,5,50,4.667275998688045,1,0
2,5,50.2449354804247,2,0,0,4,1,3.8933231468487572,3,0
10,4,89.968296083089,6,1,1,5,14,3.165380806727729,0,0
19,6,53.28570383973958,2,0,0,3,55,4.329432325560382,1,0
20,3,39.172458510913955,2,1,1,5,20,4.1174290787888195,1,0
3,12,,7,1,1,3,34,3.694327111887283,0,0
1,13,47.252020877205666,9,0,1,3,4,4.034601599638953,1,0
7,4,84.86838811105864,4,0,0,5,42,4.679479928059046,0,0
37,3,,4,1,0,4,26,3.4732852584951384,0,1
11,1,64.8466614558797,0,0,0,4,23,3.9928277420313205,2,0
5,8,82.01452106440071,7,1,1,4,6,3.187535912632881,1,0
5,9,101.56359299333744,10,1,2,5,5,3.9714471636271553,0,0
2,10,58.34733814677534,4,1,0,3,45,4.516631725769329,0,0
9,7,61.6804100570352,2,0,1,2,60,4.859770301677001,1,0
23,8,42.507127498702694,6,0,0,3,32,3.0146386357940207,1,0
51,0,54.288571755209595,0,0,0,4,57,3.2626887996007317,1,0
10,4,92.78479105103537,3,0,0,3,48,3.3328436286004077,1,0
2,7,73.07196166390116,6,1,0,4,16,3.634421853508298,0,0
17,5,78.22271996876128,2,0,0,4,45,3.2991004972868136,3,0
21,2,69.71755647243967,0,0,0,2,41,3.6569111751594168,3,0
1,11,76.02221592176183,7,1,1,4,29,3.7925052800645713,2,0
28,1,89.07878628035148,1,0,0,5,7,3.763746370097678,2,0
26,4,53.14887837365232,2,0,0,3,39,3.5636701716831416,1,1
9,4,71.0651216010446,4,0,2,4,45,5.0,1,0
12,4,49.62918280169768,2,1,0,5,6,4.4858991165004545,3,0
18,4,30.0,4,1,1,4,5,4.119133615387829,0,0
16,4,63.97338775770344,3,0,0,5,3,3.5583272362339007,1,0
0,13,61.86430627866977,3,0,1,4,0,3.923294149458404,1,0
1,8,58.874422405441884,9,1,0,4,14,4.082583971649483,0,0
2,5,50.41059485645567,1,0,0,1,30,4.209202322172776,2,0
21,4,,2,1,2,5,24,3.7483691364542917,0,1
8,8,66.35232432490903,9,1,2,5,46,4.141973930996596,1,0
11,8,89.42767611722384,7,0,1,1,32,4.563551181559474,0,1
22,6,68.02802536359039,3,0,2,4,51,4.716077580060229,2,0
6,6,68.80904731447113,4,0,0,5,34,4.1103279126265315,1,0
20,4,48.76293517844938,1,0,0,4,54,4.6053961478131535,2,1
8,8,45.67960765924756,11,1,2,4,4,3.8854897877043304,2,0
7,7,45.28739944497704,4,0,1,5,4,3.226486569501021,1,0
6,7,55.55746962992319,4,1,1,5,35,3.784096243332444,1,0
50,0,60.90384212313286,0,0,0,4,16,3.5174114658675277,3,1
22,3,63.235272556848436,4,0,0,5,52,4.229009834667502,4,0
0,13,47.73094487948803,14,1,0,5,51,4.148480560780663,0,0
47,4,30.0,3,0,1,4,13,3.344099650054492,5,1
22,3,53.70508149699264,0,0,0,4,57,3.7260099674223444,1,0
2,5,74.0600066481912,5,0,1,4,28,5.0,1,1
1,10,54.353993820994,3,0,2,5,7,4.4368218339874685,1,0
5,7,58.886883107842074,5,1,1,5,33,4.091545231248882,2,0
14,5,36.089338499451785,2,0,2,2,39,3.560681493827293,1,0
14,4,61.86553949155524,3,1,1,5,0,3.9163798661246294,1,0
4,9,66.14142299044553,8,1,1,4,28,2.9948446986107085,0,0
8,4,51.450551161727105,4,0,0,2,35,4.555905603333979,0,1
3,4,74.46605358160446,3,0,1,4,50,3.5074321410821567,1,0
0,10,77.98265840113817,6,0,0,4,36,2.8525444425714603,2,0
10,2,91.73748933830176,1,0,1,5,28,3.755679863906397,0,0
6,4,46.09732602729265,3,0,0,3,4,4.877610862745783,3,0
11,3,64.2948179062685,5,1,0,5,52,4.225463090208788,2,0
43,4,42.18553383656868,3,0,0,4,31,3.8345904703536764,4,0
2,9,69.06651011660317,8,0,1,2,59,3.935346589359846,2,0
0,6,67.26289655564793,7,0,1,5,51,3.098171775050032,1,0
1,9,31.090849015154408,9,1,1,4,23,4.432240083570351,0,0
9,5,64.08250816863706,6,0,0,3,18,3.632009458021138,1,0
18,5,57.01275173533414,3,1,1,4,11,3.956716369904921,3,0
13,5,42.22394194374549,5,0,3,5,51,5.0,0,0
10,8,55.61934922664694,2,0,2,3,0,3.9861332618940413,0,0
6,5,90.92824874394815,5,1,1,3,6,2.7632203372883044,2,0
5,5,68.60094720959488,3,0,1,2,16,3.930118860829347,1,0
7,11,47.59455872940228,1,0,1,3,33,3.474125647638935,4,0
14,7,55.030425276501774,3,0,0,5,42,3.0760406793197617,6,0
2,7,30.969307554058815,3,0,1,4,6,4.6077276277009345,1,0
22,6,43.79469745462593,8,1,0,3,16,4.371214759892645,0,0
12,3,85.26252817225514,0,0,0,3,58,4.350624253042222,2,1
4,8,73.75296426339557,8,0,0,3,2,2.8634069792148504,3,0
10,7,66.7659852313474,7,1,1,5,28,3.6911475386728365,5,0
49,3,65.85034746799003,4,0,0,3,21,4.635168203913403,1,1
0,8,81.25152034984303,7,0,2,5,37,3.6859827773730824,1,0
3,10,64.80516262169854,12,1,0,4,53,3.409472936724734,0,0
8,3,55.750429769348386,2,0,1,3,42,2.663140539941887,2,0
15,9,58.62695842433382,4,1,4,5,28,3.24004529203712,0,0
3,8,56.07405783965366,3,0,0,4,49,4.382288352687785,0,0
40,0,55.87662667556954,0,0,1,5,49,3.357089457000995,1,1
15,3,85.44722415916016,5,1,0,5,53,4.226259878589361,1,1
31,2,44.14708447513119,1,0,1,2,41,3.9849293409127142,1,0
5,7,52.424237163861626,6,1,0,2,4,4.075284740858456,0,0
26,4,32.62742300220381,6,0,1,5,29,4.061205199282067,2,0
7,5,75.1640341810388,8,0,0,3,22,3.8510409652585,3,0
4,11,65.1377489870099,10,0,1,3,54,5.0,2,0
36,3,86.07643997622617,4,1,0,1,20,4.772137484135102,1,0
1,1,50.40511543402424,0,0,0,1,55,3.208650770691121,2,0
42,1,48.08021223722875,0,0,1,5,25,4.487287582813813,0,0
9,5,42.527830843642526,1,0,1,2,53,3.9562755588411345,1,0
73,2,66.83514846198358,0,0,2,4,46,4.654106974397244,0,0
11,4,54.747623282286725,2,1,2,4,20,3.955956995931625,0,1
21,2,64.50169207021054,1,0,1,4,19,3.638597592964841,3,0
0,7,53.63857183800856,3,0,1,1,22,3.377871176307914,2,0
10,2,81.58371227685731,1,0,0,5,3,3.989308131264915,1,0
20,3,78.97492672508008,1,0,0,1,20,3.9731557515256393,3,0
22,2,61.29129227532931,0,0,1,5,20,3.4986655045490695,1,0
2,20,75.79894680051589,15,1,2,5,0,3.897259859294868,0,0
8,8,58.014502319400776,7,1,1,4,14,4.286872910605697,0,0
8,7,59.31332462665173,9,1,3,4,16,4.491823821119937,0,0
1,10,30.0,10,1,0,4,50,4.866323979712436,1,0
8,1,67.6047375687445,1,0,0,4,13,3.300511640758102,3,0
24,2,,1,0,1,5,58,4.131482967084346,1,0
5,8,73.20287051952215,11,0,2,5,18,5.0,0,0
8,0,70.71345843525398,0,0,1,3,49,4.148960338995231,3,0
48,2,48.76893508922162,1,0,1,4,59,3.9542739180527624,5,1
0,8,57.11763366363331,2,1,1,5,33,5.0,0,0
13,4,52.8295315625384,3,1,0,5,5,3.926069161267872,0,0
20,7,75.67049006484669,6,1,1,4,44,4.084110236032225,1,0
21,3,83.60115604927928,2,0,0,4,48,2.8248100433909538,3,0
18,4,71.97761033032566,6,1,2,3,5,4.0338168319901575,1,0
19,6,89.78378912748069,5,1,1,5,52,3.299100181305692,0,0
0,9,67.85856195621662,4,0,1,2,53,4.048365940943121,2,0
11,1,45.38182095213646,0,0,0,4,4,2.9914811019346317,5,0
22,4,39.18561719259485,3,0,0,3,6,3.4556851985128154,5,0
1,5,46.20133081304749,1,0,0,3,32,3.5086675414671786,2,0
0,11,53.197003232127614,8,0,1,4,12,4.526298799068409,0,0
25,4,49.83879782776033,2,0,1,5,50,4.648773743254219,0,0
18,2,60.81515920791221,2,0,0,2,53,3.298185008944929,1,0
7,7,57.29026255158459,3,0,0,4,0,3.7834156258688147,1,0
42,3,61.1200316819882,2,0,0,2,12,4.764884032482825,3,0
21,5,96.62355760619539,3,0,0,3,42,3.8986297257677163,0,0
51,3,73.13907546084893,0,1,0,4,26,4.3131881126006855,3,1
39,0,64.04317690004838,0,0,1,4,6,3.5574272529951023,2,0
9,5,75.92786913757462,3,0,2,3,51,3.267446013547799,1,0
21,9,47.897715640319774,5,0,0,3,2,3.3334388373742034,0,0
16,4,47.25714286121875,1,0,1,2,57,3.5409978680401375,5,1
25,6,73.7442610464488,3,0,1,3,24,4.874408531574636,0,0
23,2,59.99358215012412,0,0,1,5,32,3.60664236179892,2,0
2,6,61.84030548505757,2,0,3,5,39,3.7335142426449868,0,0
3,8,42.85730813740453,8,0,0,3,16,3.481224953127886,0,1
4,6,52.89216488678531,4,0,0,4,44,4.829990147204712,1,0
25,3,53.857353005228745,0,0,1,5,13,2.990972077608534,0,1
24,1,52.785309702047144,2,1,0,1,36,4.2673183681963005,1,0
10,9,92.1748054966749,7,1,2,5,57,4.4172389833887244,0,0
13,5,91.81346428761371,3,1,0,5,55,4.349735398351426,0,0
26,5,77.07458305930223,0,0,0,2,53,4.3846170537158455,1,0
5,2,61.447973755854456,0,0,0,3,22,3.2729851782143924,1,0
0,5,51.191304867933525,3,0,0,5,58,3.908192132799409,1,1
9,8,44.48072989153626,2,0,1,4,23,3.712381849610475,1,0
36,4,65.12429988842977,1,0,0,1,28,4.472260730153495,0,0
23,8,79.1066503891237,6,0,0,3,37,4.288512934486018,0,0
6,5,71.67121571753806,4,0,1,4,58,3.6400959242592075,1,0
1,7,61.528602190354924,6,1,1,5,53,4.865872261216012,1,0
15,1,70.0190831982483,1,0,0,5,26,3.5562792487802857,5,0
26,2,59.716027003958395,0,1,2,5,37,4.724403238165596,1,0
16,4,55.83435119519311,3,1,0,3,52,3.9841268718469935,1,1
8,5,44.795014430992545,1,0,0,4,39,4.560741225827752,0,1
1,10,55.060169227843026,8,0,1,4,44,3.7449704483572206,1,0
36,0,64.55302394823484,0,0,1,4,49,2.7518939815006362,1,1
4,8,53.74909227622719,4,0,0,3,22,4.17941504141264,2,0
3,6,42.851574808621685,2,0,0,5,30,3.9362515423127,1,0
25,5,61.71935225434667,3,0,1,5,35,3.556647270279546,2,0
59,3,64.55495982325458,1,0,0,4,16,3.9343991762792077,3,0
16,6,,4,1,2,4,60,4.905650226523907,1,1
14,2,59.66988284365227,0,0,0,3,36,3.751025959860163,1,1
5,8,30.0,2,0,1,4,2,3.424334204859411,0,0
0,7,71.12640683641582,5,0,3,5,35,4.193901460786535,2,0
3,7,64.32422232840912,3,0,1,4,54,3.3257880184553557,1,1
13,7,81.23067053301368,5,0,0,5,4,4.209973684489897,0,0
2,10,56.80524480020372,5,0,1,4,45,3.7459111383595913,2,1
32,2,71.00792284805972,1,0,1,4,14,4.0983348378004925,1,1
3,6,77.67669759746619,2,0,1,5,51,4.482592247969751,0,0
11,5,60.37043010334787,6,0,1,3,48,3.9550687697807194,4,0
10,9,65.16485525140254,8,1,0,4,5,4.177097081785152,0,0
13,3,62.13960207834495,1,0,1,3,58,3.273944135592971,0,0
5,5,36.01427758335187,5,0,1,4,9,4.1091714397165955,1,0
31,3,65.80496373011131,4,0,0,5,53,3.86623334771018,3,0
8,4,45.87929705199543,2,0,1,4,31,3.492489392303332,3,0
18,4,47.1247777576081,1,0,0,5,22,3.938771499631457,2,0
15,6,67.86416057453556,2,0,0,4,47,3.8390295395463125,2,0
1,7,79.3963629296142,5,0,1,3,16,3.3389065830947833,2,0
14,7,71.71184437063894,4,0,1,5,45,4.489417121674339,0,0
12,7,68.7313708088272,1,1,1,3,19,3.2952021969663834,1,0
34,3,65.06372004499458,2,0,0,3,43,4.03563033789049,1,1
31,3,73.03110648744207,1,0,2,4,40,4.084030500829707,1,0
2,8,85.26266945900582,4,0,1,3,14,3.8064335009745647,2,0
1,6,51.346993497044934,3,0,0,1,43,4.028534712033453,2,0
5,11,51.84009783299072,9,1,1,4,45,4.518059537508883,0,0
64,4,70.96693665213687,5,1,1,4,57,4.514169862222177,3,0
0,5,34.424611938417385,2,0,0,4,21,4.3953232276536145,2,1
16,7,58.51587168160221,10,1,0,5,49,3.54260300806024,1,0
14,3,63.91613673858701,1,1,1,4,51,4.6091132370147925,0,1
15,11,51.85938330777982,13,1,1,5,5,5.0,0,0
3,1,31.236471204938884,0,0,2,2,3,3.771076893605497,2,0
3,10,80.78103297096291,10,1,0,4,57,5.0,0,0
8,10,51.0056883290096,5,1,3,5,22,4.020417483499567,0,0
1,10,51.67438700820205,9,1,0,4,43,4.278450060533898,0,1
1,7,79.92469493774459,2,0,1,5,44,4.2977007160838605,0,1
1,12,30.0,9,0,0,4,18,4.615229886792175,1,0
12,8,82.6684926435745,4,0,0,2,53,4.700577040634568,1,0
7,3,93.39232132982346,2,0,2,4,44,5.0,0,0
5,6,46.65808293587426,5,1,0,4,30,4.710847511365386,1,0
5,6,52.660615302355005,7,0,0,5,43,3.87228197601197,1,0
3,8,67.32333033182258,4,0,1,3,51,4.199845502682434,2,0
7,5,,6,1,0,5,2,4.065819983311927,3,1
3,6,74.77080382467238,6,0,3,5,27,4.960013488921667,0,0
17,7,67.4671190407044,5,1,0,3,2,4.872367097472449,2,0
1,16,72.45614587348258,6,1,0,3,13,4.2305554927871,0,0
44,1,111.58063796339746,0,0,1,5,17,3.590591571431326,4,0
1,2,36.08735931818153,0,0,1,5,26,3.268160064768781,0,0
43,7,80.13627636182568,5,1,1,4,50,4.5942569717393615,0,0
26,4,82.18927612798316,3,0,2,3,60,3.517283805945753,2,1
17,5,43.53024014825917,2,0,2,4,59,3.6082317236904053,0,1
36,2,48.018503522928214,1,0,2,5,9,3.016024973080701,4,0
2,8,67.530768353943,5,0,0,3,48,3.918011201756783,0,0
2,8,41.25318112399049,1,0,2,5,14,4.052591144190315,2,0
4,5,50.78386558974719,6,0,0,2,18,3.994375215766004,2,0
4,4,63.588359737833066,3,0,0,1,8,3.4977411470784348,3,0
5,7,49.74468347316017,14,1,3,4,3,4.139603793302426,0,0
12,7,56.586126624407534,4,0,0,4,14,3.8654661955900096,1,0
0,10,46.993560195944866,7,0,0,3,50,4.713518361395183,2,0
7,3,45.86509842777237,2,1,1,4,47,4.672270652397741,2,0
4,9,67.07306191333531,1,0,0,3,7,4.445733805857505,2,0
13,3,58.48208760684202,0,1,1,3,48,4.940407817368348,0,0
63,3,61.850720584300824,4,0,1,3,52,4.4272318092224126,2,1
10,7,70.56249794624456,8,1,1,5,0,3.52416656339372,3,0
8,8,62.75727503284837,1,0,1,4,6,4.201277025925055,0,1
6,9,54.97297727473797,12,1,2,4,52,4.3483088985391705,2,0
23,3,,3,1,3,4,30,5.0,0,1
1,12,66.73476481920986,10,1,1,5,17,4.403299065114842,1,1
48,0,89.9156388248429,0,0,1,3,11,3.8689848272742173,3,1
8,2,73.20691852627473,2,0,1,5,47,3.282805672516566,3,0
5,7,37.42430141375664,4,1,2,5,29,3.091775147579167,1,0
54,1,30.0,0,0,2,4,32,2.9985897759963374,5,0
41,2,48.97326931947064,1,0,1,2,58,3.4684266485987343,1,1
15,5,36.941138354672525,4,1,0,5,46,4.389149515345902,1,0
0,13,40.7284616924164,10,0,0,2,6,4.4277431361422765,1,0
20,2,30.0,1,0,0,4,27,3.5203873346548176,3,0
6,7,63.49678934171781,5,1,1,5,48,4.421256758903874,1,0
7,3,42.62560629597524,4,0,0,3,2,3.8386447631463447,2,0
2,12,42.47813017511356,7,0,0,5,42,4.693327666676652,1,0
11,2,,0,0,1,1,5,3.116433788455654,3,0
20,2,50.361665337495076,1,0,1,5,30,3.290184637277701,4,1
4,5,56.06459790356887,1,0,0,4,37,3.46553665816762,3,0
41,2,38.99181776967339,0,0,0,3,14,5.0,2,0
3,10,74.77445379742463,5,0,1,2,6,3.1930631342901066,1,0
1,14,64.18509177567006,8,0,0,5,42,4.254833126419643,2,0
15,1,66.20757532125867,1,0,0,2,29,3.4707353899122575,1,1
28,4,53.400745273781,2,0,0,3,26,4.025742106856991,3,0
45,3,76.11675878687248,1,0,1,3,16,4.127384698629555,1,1
21,2,67.3292406392981,0,0,3,4,54,4.189234805369545,4,1
3,8,62.85590133238267,2,0,0,4,17,3.382984797588337,1,0
57,0,74.9730809694191,0,0,2,2,21,3.701254779170587,2,0
37,6,34.94280652458904,3,0,2,3,60,3.036958844849252,1,0
2,9,62.91007996291707,3,0,1,3,55,4.548980319445407,0,0
12,2,49.959193758599795,0,0,0,3,60,3.9946182236221315,1,0
12,2,,2,0,1,4,52,4.716018054266712,1,0
8,1,71.98758401627974,1,0,1,5,25,3.8259209924685043,0,0
62,0,80.5777157746355,0,0,1,3,50,4.043391630610775,4,1
0,13,79.08627953744305,12,1,0,4,26,4.677222464252988,1,0
14,3,60.10158084066833,1,0,2,4,39,3.7450273510074084,2,0
3,8,55.143375652616236,2,0,0,5,23,3.5715985441131757,1,0
11,10,78.61312882436464,2,1,3,5,51,3.818152354192156,1,0
22,2,45.2716677927546,3,0,1,5,7,3.4203138512174025,3,0
4,6,85.45554365900473,6,1,0,3,20,2.431972033047666,2,0
7,4,54.209730340177515,0,0,1,2,28,3.747871379708012,3,0
45,3,59.2549483133629,0,0,1,3,42,4.2184295858016565,3,1
21,6,52.00186437741187,7,0,2,3,20,4.08014371446596,0,0
12,7,60.52379209791902,2,0,1,4,2,3.9794466177151095,1,0
3,7,46.33866925823007,5,1,1,5,30,3.145808930527443,2,0
8,6,54.41269414778002,5,0,1,5,54,3.4892163684482402,4,0
22,6,62.304424162429655,4,1,4,5,26,4.922768515646389,0,1
25,5,58.404340167279216,5,1,0,4,45,3.550354673340185,0,0
4,5,30.0,3,0,2,5,26,3.002500731524491,2,0
16,3,97.10982017972248,1,0,0,3,8,4.5891711653182785,2,0
1,13,83.7245025406075,8,0,1,2,56,4.213522310864028,0,0
0,7,42.52419451575449,2,0,0,5,32,4.120475344408767,1,0
11,3,50.67667303475045,1,0,0,1,32,5.0,2,1
3,12,57.425673858892914,7,0,0,4,25,4.510705240417937,1,0
