delivery_min,rest_dist,food_temp,rest_rating,items,order_sum,weather,promo,hour,late
31,9.06,50,2.2,5,728.75,0,0,2,0
77,19.09,40,4.87,10,5319.75,0,1,19,1
78,12.36,85,2.15,9,4217.7,2,0,14,0
46,4.79,63,1.85,12,3815.62,1,1,5,1
114,9.84,87,3.14,13,3717.52,2,0,10,1
58,13.67,47,3.68,14,2499.71,0,0,13,1
22,6.81,76,3.9,11,4975.23,1,1,3,1
43,2.05,21,4.02,11,5594.23,2,0,2,0
118,11.88,16,1.15,2,232.58,2,1,7,0
95,18.98,85,2.58,3,659.35,2,0,20,1
62,9.96,4,4.1,7,4114.86,0,1,2,1
96,18.17,60,4.62,9,1569.19,0,0,3,0
60,16.78,88,3.41,14,5487.89,0,0,3,0
12,3.37,5,1.21,15,4071.0,0,0,13,0
51,14.31,52,2.59,3,2336.09,0,0,11,1
107,8.99,80,1.3,15,2608.64,2,0,2,0
41,5.38,16,3.99,10,4207.12,1,0,19,1
118,13.9,58,1.25,8,1017.59,2,1,7,0
60,14.98,38,1.74,11,5323.79,2,1,22,1
94,4.01,53,2.67,15,227.68,0,1,18,0
55,18.33,47,2.85,8,5877.89,0,0,13,0
117,15.15,36,2.63,12,1172.34,0,0,0,0
30,18.7,47,2.85,4,4504.25,1,0,19,1
53,6.68,67,3.85,11,431.56,0,0,13,0
20,18.82,77,2.48,13,2702.29,1,0,18,1
112,7.69,76,3.19,6,3855.82,0,1,6,0
77,1.55,26,2.21,11,607.32,0,0,12,0
10,15.38,87,2.41,12,2771.1,0,1,22,0
101,14.22,26,3.46,8,1958.19,1,0,8,1
72,12.16,71,2.96,12,3089.81,2,0,22,0
33,10.05,62,3.89,9,3126.54,2,0,15,1
108,1.13,51,3.24,2,4754.34,2,0,15,0
22,12.68,46,4.21,1,916.33,0,0,7,1
120,8.63,20,2.77,5,679.77,1,0,7,0
107,11.42,56,2.96,10,2530.96,0,0,23,1
20,8.87,74,3.68,3,5347.62,0,0,17,0
109,19.34,90,1.88,11,5160.56,1,0,1,1
60,12.28,41,2.54,13,3447.96,0,0,1,0
26,15.11,47,3.5,6,5354.89,0,0,22,0
108,18.76,26,1.12,12,4870.99,0,0,23,0
91,12.04,71,2.75,14,1812.05,2,0,9,1
113,0.74,32,3.4,11,1186.62,1,0,16,1
95,1.17,75,4.87,1,1946.71,0,0,7,1
33,14.2,34,4.51,12,1517.28,2,0,7,0
28,5.94,15,2.12,11,3811.77,2,0,4,0
46,11.8,35,3.03,4,3592.41,2,0,2,0
112,4.44,65,1.23,6,3670.94,1,1,0,1
94,5.77,75,1.96,2,1297.96,0,0,19,1
17,10.34,90,4.1,11,4792.8,0,0,6,0
37,19.52,55,1.49,11,2715.03,0,1,6,0
14,12.52,16,2.03,8,2940.22,2,0,12,1
26,18.75,19,4.78,4,5982.38,1,1,20,0
110,19.21,84,4.3,2,1837.18,0,0,5,1
45,4.56,83,4.13,1,2486.0,1,1,12,1
28,6.57,7,4.46,8,4123.49,1,0,22,1
73,15.51,17,4.0,10,5306.4,2,0,1,1
100,17.4,17,1.48,1,935.33,0,0,1,1
107,10.62,17,3.07,7,4463.27,1,1,1,0
20,19.87,1,2.78,7,5526.03,0,1,14,0
63,0.73,75,2.24,13,2652.96,0,0,14,0
54,6.34,71,4.34,6,1863.02,1,1,17,1
56,12.65,50,2.86,8,4130.88,0,0,4,0
21,9.65,9,1.24,10,1627.23,1,0,13,1
30,2.77,74,2.1,1,2428.88,0,0,4,0
20,7.67,13,1.91,12,5402.1,2,0,7,0
112,1.0,25,4.55,1,3623.93,2,1,20,1
101,13.03,46,3.59,13,750.87,0,0,10,0
14,17.91,29,3.24,1,2112.25,1,1,7,0
90,17.76,55,3.03,6,3838.14,0,1,5,1
65,14.14,41,3.6,7,2992.69,1,0,3,0
29,9.58,3,4.02,10,4029.97,0,1,19,0
50,10.48,10,3.22,9,4616.36,0,1,2,0
55,3.17,23,4.75,10,2987.57,2,1,11,1
21,7.15,85,4.91,5,5924.32,0,0,10,0
79,4.16,66,4.98,1,5505.11,1,1,4,1
26,16.51,36,3.68,9,547.46,0,0,7,0
28,18.34,1,4.73,5,1745.3,1,0,10,1
35,10.97,11,2.62,6,1943.15,0,0,10,0
57,14.69,20,4.44,9,1268.88,0,1,19,0
117,2.87,68,4.64,2,2009.7,0,0,2,0
117,12.37,70,4.62,14,2663.96,0,0,10,1
61,14.2,63,4.32,3,499.0,2,0,5,0
105,9.33,67,2.63,14,938.34,2,0,5,1
79,5.24,42,1.64,7,758.23,2,0,21,1
64,17.61,53,2.34,3,468.64,0,0,17,0
109,14.99,61,4.07,15,2992.68,0,0,21,0
111,18.05,85,1.93,2,2136.06,1,0,4,1
84,16.46,72,2.91,7,5625.59,2,0,4,1
42,19.81,89,3.26,8,796.01,1,0,18,1
71,4.25,11,3.42,9,5571.0,0,1,4,0
97,2.19,0,4.74,2,701.96,2,0,0,0
32,7.07,71,3.65,13,3791.46,0,0,0,0
24,3.02,32,4.15,2,1636.84,2,0,22,0
36,10.7,63,3.33,11,4995.47,2,1,6,1
84,12.84,67,4.33,7,556.55,2,0,8,1
73,11.78,13,2.05,14,5724.55,0,0,15,0
90,5.56,13,1.84,15,474.09,1,0,8,0
60,18.22,8,4.71,4,1598.46,1,1,11,1
62,0.91,72,3.77,5,2892.27,0,1,10,0
87,7.29,25,3.69,1,4585.14,1,0,22,1
100,14.52,48,2.87,15,5716.45,1,1,11,0
91,15.46,16,2.51,6,2682.65,0,0,9,0
101,8.61,67,3.22,10,4592.4,0,0,8,0
60,0.83,59,1.48,13,4417.54,0,0,12,0
56,12.55,2,2.82,8,3512.78,2,1,11,1
120,1.73,24,2.82,11,4207.33,2,1,8,1
13,2.6,20,3.15,15,420.79,1,0,18,1
16,13.18,11,3.54,1,2761.15,0,0,3,0
118,6.59,53,4.83,2,4757.99,1,0,0,1
44,7.29,0,3.61,7,2950.48,0,0,12,0
57,9.99,0,4.53,14,5266.33,1,0,1,1
82,19.58,44,3.23,2,5035.1,1,1,7,0
81,19.33,45,3.51,9,5207.99,2,0,11,0
54,8.62,47,1.28,6,953.98,0,1,12,0
90,5.68,6,1.53,12,1616.02,0,0,12,1
90,6.4,9,3.32,12,371.66,2,0,0,0
106,5.74,14,2.58,5,5900.24,2,1,7,1
105,10.88,39,4.2,7,1569.6,0,1,4,0
81,12.33,10,3.17,10,2329.14,0,0,18,0
28,10.03,55,4.53,8,1794.57,0,0,21,0
72,8.46,45,4.89,13,430.8,1,0,19,0
47,4.62,44,1.59,9,1715.3,2,0,16,1
76,9.91,86,2.58,6,769.53,1,1,18,0
68,7.15,12,3.66,5,2486.84,0,1,1,0
78,11.06,26,2.22,7,5807.58,1,1,11,0
22,13.67,80,2.07,2,4249.92,0,0,0,1
56,12.85,49,4.25,15,4300.02,0,1,11,1
119,9.52,60,4.92,8,2828.42,0,0,18,1
70,11.34,12,4.1,12,4905.56,0,0,11,0
40,6.05,11,3.09,4,5468.05,2,0,0,0
89,0.97,28,2.77,1,5776.99,0,0,2,0
105,12.69,84,3.16,3,774.14,1,0,0,0
31,5.43,83,2.85,13,5301.94,1,1,0,0
102,13.54,19,3.01,9,1505.48,2,0,8,0
95,15.07,30,1.81,4,2504.15,2,0,0,1
52,18.36,7,4.61,15,2203.77,2,1,11,1
76,19.18,23,4.02,10,4115.75,0,0,20,0
63,0.71,74,3.72,10,3667.96,0,1,4,1
19,19.81,38,4.8,14,832.81,1,0,14,0
51,13.82,32,2.14,11,4740.37,0,1,14,0
73,13.05,41,1.32,3,2749.94,0,1,14,1
30,0.8,14,4.3,4,212.89,0,1,16,0
89,17.29,67,4.99,3,2604.12,0,1,8,1
85,3.34,64,3.31,3,3194.72,1,1,20,0
75,16.83,31,1.24,2,599.47,1,0,13,1
50,0.8,10,4.12,6,1076.58,1,0,17,1
33,13.1,36,1.29,13,5962.72,0,0,15,0
44,8.98,18,3.16,15,5252.93,0,1,22,0
65,4.41,50,2.11,10,973.3,1,1,8,0
39,2.6,33,4.66,6,3565.79,2,1,14,1
66,9.08,70,2.81,10,2399.61,0,0,19,0
103,2.9,59,4.59,4,3353.69,1,0,20,0
56,9.99,83,2.2,14,2929.1,0,1,14,0
44,12.69,52,2.55,8,479.26,0,0,8,1
28,16.63,11,4.79,6,2029.44,0,0,1,0
17,13.73,61,1.81,12,928.02,1,1,20,0
35,1.77,65,3.31,8,3036.01,1,0,10,0
113,6.49,85,2.55,6,5462.44,0,0,21,0
80,6.12,47,4.1,15,5974.09,1,1,2,1
39,18.34,39,1.52,13,5676.67,0,1,9,0
16,17.42,23,2.75,9,5917.04,0,0,8,1
76,7.72,49,3.8,3,288.43,0,0,15,0
74,1.89,67,2.63,14,4430.79,2,1,9,0
45,17.94,87,1.23,3,1783.1,0,1,7,0
34,17.82,42,3.82,2,5220.58,0,0,3,0
46,17.17,16,3.01,10,4919.65,0,1,20,0
10,16.98,82,1.05,14,2657.31,1,0,7,1
24,9.86,54,3.45,14,2944.91,1,0,14,0
46,3.96,33,4.68,6,1737.53,1,1,9,0
22,9.81,69,1.44,7,1875.06,1,0,11,0
113,10.14,59,3.36,7,5890.81,0,0,14,1
17,10.05,50,3.91,5,5355.35,2,0,0,1
14,11.01,76,1.28,6,1312.84,0,0,7,0
69,5.52,72,1.09,7,1798.04,0,1,21,0
82,7.64,34,2.86,11,830.16,1,0,22,0
10,8.97,33,4.16,2,5935.45,1,0,19,1
45,3.06,15,1.64,10,5461.82,0,1,14,0
44,9.38,81,4.35,15,3402.17,2,0,14,1
75,16.3,17,3.63,14,4218.78,1,1,10,1
72,16.65,37,2.33,12,4538.09,0,0,21,1
113,8.53,42,3.06,7,1382.11,0,0,15,1
32,10.62,31,4.86,1,5621.06,0,1,9,0
18,1.16,6,1.87,6,3255.11,2,0,3,0
43,13.65,86,3.0,8,736.22,1,1,9,0
55,8.39,86,3.5,13,2503.08,1,1,17,0
87,9.19,45,1.55,1,3689.55,1,0,16,0
13,17.54,60,1.17,1,2246.37,2,0,15,1
39,9.51,17,1.05,6,4255.39,1,1,19,0
104,0.91,70,2.3,5,5315.89,0,0,6,0
111,4.94,39,1.3,15,4676.97,1,0,23,1
84,9.77,87,4.22,3,3927.42,1,1,18,0
108,8.78,77,4.99,14,3170.51,2,1,18,1
81,17.28,49,1.25,10,1675.89,1,0,4,1
12,11.07,4,2.73,13,2838.69,0,0,9,0
23,13.95,53,1.1,10,1899.13,0,0,22,1
69,9.65,85,1.54,7,5617.34,0,0,3,0
86,9.07,57,2.29,7,5462.4,1,1,6,0
54,9.2,21,2.57,7,1103.79,0,1,17,0
105,8.51,73,4.76,14,4971.2,1,0,10,1
43,11.0,89,2.58,15,4276.91,2,1,0,1
54,5.38,78,2.99,6,5856.23,0,1,21,0
70,17.88,37,1.98,4,2887.18,1,1,3,0
92,7.0,48,1.0,9,4388.61,0,0,15,1
111,3.38,0,4.6,12,3203.73,0,1,22,1
25,2.38,77,1.33,15,602.52,0,1,0,0
75,0.76,35,4.86,9,471.24,1,1,0,1
49,8.75,27,1.52,7,908.25,2,0,20,1
26,4.16,34,3.42,7,1917.91,1,1,16,0
43,0.92,59,5.0,8,1702.86,0,1,1,0
115,10.64,61,1.55,11,4424.29,0,0,2,1
25,13.76,86,2.7,5,4352.35,1,0,16,0
111,2.17,45,4.12,11,5834.09,0,1,23,0
69,9.49,82,1.13,9,2000.27,1,0,1,1
75,15.0,81,3.76,6,5643.02,0,0,1,0
75,19.72,78,1.32,7,3754.53,0,0,7,1
99,13.51,60,1.95,12,3072.79,0,0,6,0
22,5.27,64,1.64,7,4073.48,1,1,18,1
65,14.47,88,4.63,9,4275.98,0,1,20,1
120,12.16,25,1.72,7,1197.19,0,0,18,0
40,4.63,34,1.16,14,4559.95,1,0,10,1
43,17.1,56,3.35,3,4406.0,0,0,10,0
48,8.83,78,2.38,6,5985.69,2,0,20,1
76,19.26,62,2.62,6,5489.3,0,0,18,1
17,14.6,3,1.48,11,4171.03,0,1,10,0
96,13.07,78,3.99,12,4331.71,1,1,12,0
87,14.7,41,3.41,7,5686.72,0,1,2,0
64,9.82,44,2.46,6,5809.63,0,1,0,0
36,10.35,38,1.69,4,4996.4,0,1,4,1
102,17.1,64,3.37,14,4650.88,2,0,2,1
112,13.78,21,4.11,6,845.92,0,1,2,0
62,18.0,10,2.25,3,5015.87,1,1,11,0
48,17.87,36,1.1,1,1668.53,2,0,3,1
74,19.54,89,1.86,15,3469.95,2,1,17,1
26,14.15,50,3.73,1,2551.16,1,0,17,0
114,10.29,90,4.96,5,2204.52,2,1,23,1
39,3.74,57,1.05,11,1999.45,1,0,18,0
62,14.25,76,2.22,13,5161.48,0,0,3,1
22,6.19,6,1.25,14,4660.99,2,0,1,0
30,6.02,7,2.27,8,3236.0,0,1,4,0
28,5.15,50,2.62,3,4053.99,0,1,11,0
62,17.56,22,4.68,13,5910.26,1,0,8,0
28,17.43,89,1.32,2,2505.7,1,1,23,0
66,12.8,90,4.11,8,3396.38,2,0,11,0
34,9.72,8,2.58,9,3294.44,2,0,12,1
95,13.61,45,4.25,9,5628.64,0,0,12,1
40,12.34,37,3.05,2,2239.06,0,0,17,0
90,8.61,12,1.16,12,5920.28,1,0,18,0
64,7.9,6,4.78,8,1967.25,1,1,19,0
32,7.96,10,1.33,2,831.66,0,0,0,1
41,11.99,73,3.39,7,1309.97,0,0,21,0
71,13.13,49,4.51,8,2672.08,0,0,11,0
83,9.31,66,1.32,1,3968.58,1,0,1,1
19,19.39,40,3.22,8,3197.59,0,0,3,0
109,2.13,28,4.3,15,2382.41,0,0,4,0
81,7.27,36,4.95,3,3459.79,1,0,19,1
63,8.67,55,3.9,13,5065.08,0,1,21,0
61,0.83,79,2.11,1,5065.8,0,0,9,0
29,7.62,15,3.8,7,4412.12,2,1,21,1
41,5.84,43,3.82,10,5724.2,1,0,0,1
23,10.37,49,3.8,3,3623.19,0,0,9,0
59,7.06,70,4.42,8,244.41,2,1,14,1
37,14.66,78,1.35,9,1887.39,0,0,7,1
119,10.44,5,1.43,2,2103.69,1,1,20,1
62,3.03,17,3.56,15,3374.49,0,0,16,0
33,15.13,18,4.82,1,5448.36,1,0,11,0
88,2.43,50,2.86,8,5061.07,0,0,4,1
31,16.86,65,4.84,10,1546.6,0,0,5,0
39,18.66,2,4.75,6,3212.46,1,0,15,0
72,6.79,88,4.61,10,4023.06,1,1,6,1
13,18.56,53,4.64,1,5927.57,1,0,18,0
86,15.96,48,4.59,3,381.56,1,0,8,1
68,18.49,27,4.28,9,2890.49,0,1,18,0
96,13.49,37,3.78,9,5931.03,1,0,16,1
17,5.1,27,1.1,6,5867.79,1,0,18,0
91,17.94,31,1.53,3,2118.21,0,1,22,0
21,4.09,40,1.54,8,200.1,2,1,9,1
40,4.65,35,1.09,6,3603.06,2,1,16,0
87,5.79,35,1.47,1,5228.25,2,0,13,1
43,6.43,86,4.68,6,2080.92,1,0,13,0
91,10.53,65,3.66,13,5618.77,1,0,19,1
107,14.41,9,2.25,5,2129.67,2,1,22,1
84,18.56,69,4.17,8,3739.17,0,1,14,1
114,2.22,71,2.95,13,4387.87,2,0,18,1
85,19.11,78,1.57,2,2203.41,0,0,6,0
58,18.47,62,4.54,12,2242.8,0,0,15,0
88,1.55,21,2.35,7,2925.97,0,0,19,0
66,7.53,19,3.8,6,5044.3,1,0,22,0
104,16.36,32,2.16,1,784.93,0,0,8,0
102,12.43,14,3.0,12,3862.58,0,0,20,1
35,15.69,6,4.27,8,4128.62,1,1,18,0
27,14.52,87,1.63,6,3435.66,0,0,16,0
105,10.19,89,4.91,13,5627.86,2,0,18,1
95,1.3,49,1.28,15,3691.55,0,0,19,0
47,11.89,9,3.14,3,3880.55,0,0,11,0
90,1.45,78,4.66,5,3678.61,0,0,1,0
96,12.27,36,4.78,7,4387.71,1,1,3,1
97,16.11,58,1.93,9,985.37,0,1,20,0
59,11.91,87,1.58,4,5386.8,0,0,7,0
17,19.94,74,3.9,12,446.46,0,1,10,0
50,9.39,62,1.17,14,3916.31,2,0,10,0
15,15.1,20,2.94,2,3769.79,0,1,11,0
78,13.51,78,4.19,3,1407.1,1,0,4,1
53,19.83,78,3.24,7,436.12,0,0,17,0
73,14.41,36,1.75,8,1005.25,0,0,14,0
38,3.7,44,2.95,5,1775.7,0,1,16,0
37,19.13,13,4.69,15,5316.21,0,0,8,0
20,13.52,42,3.47,15,5163.26,0,0,3,1
74,1.66,84,3.89,3,570.36,2,1,13,0
116,13.32,83,2.35,1,1877.75,2,0,8,1
28,17.72,32,1.75,10,5358.03,1,1,8,0
18,11.75,2,2.02,13,1572.62,0,0,16,0
36,7.4,86,3.13,1,5976.6,2,1,11,0
43,16.51,43,2.12,11,1689.67,1,0,6,0
53,15.76,86,3.17,2,4486.86,1,1,11,0
77,11.11,90,3.83,5,2618.94,0,0,11,0
109,3.51,34,3.94,3,990.22,1,1,5,1
91,5.39,24,1.66,13,1679.9,2,0,15,1
24,14.9,85,4.0,7,4115.68,1,0,1,0
60,16.22,7,3.69,2,2154.93,1,0,9,1
22,5.95,61,1.05,2,3703.94,1,0,3,1
92,7.68,17,1.24,3,1392.08,1,0,4,1
58,2.01,27,3.58,13,2801.77,2,1,4,0
79,14.41,74,2.53,12,3171.03,1,1,6,0
65,0.57,11,1.58,1,2594.15,2,0,1,1
85,1.41,63,1.18,2,1347.92,2,0,18,1
60,0.58,1,1.64,5,2877.01,1,1,17,0
46,13.08,58,4.83,3,4218.82,0,1,6,1
26,8.64,36,3.91,15,5796.45,0,0,13,0
67,6.3,3,3.11,11,4779.23,2,0,14,1
96,18.3,40,4.77,10,1136.53,0,0,22,0
99,4.26,44,3.48,6,1781.67,0,1,19,0
38,8.09,33,3.9,2,657.18,0,0,14,0
42,18.84,86,2.13,15,986.77,0,1,19,0
69,8.83,12,3.36,14,1653.96,1,0,21,0
100,11.32,6,1.57,8,1357.26,1,0,13,0
98,2.07,31,2.62,4,1439.17,0,1,2,0
64,15.91,22,1.13,3,1538.47,1,0,2,0
19,8.74,48,1.87,5,1943.94,1,0,22,0
56,16.11,71,1.3,14,928.4,1,0,11,0
32,5.45,46,2.55,8,1811.44,0,0,1,0
94,8.74,36,4.37,9,4192.79,2,1,3,1
30,15.84,47,2.51,1,1571.13,0,0,7,1
116,19.49,28,4.33,4,1196.66,0,0,8,0
22,1.66,36,3.63,6,592.63,1,0,2,0
110,16.34,22,3.04,6,3099.83,2,0,23,0
42,6.36,37,1.95,13,5083.5,1,0,23,0
33,11.24,43,4.69,9,542.3,1,0,2,1
117,6.16,4,1.22,1,3345.49,0,0,10,1
20,12.46,51,3.76,15,3973.59,0,0,23,0
26,7.4,39,3.48,13,3636.28,0,0,5,0
77,7.01,10,2.76,15,5290.21,0,0,0,0
56,1.24,77,1.96,14,5225.09,0,0,8,0
34,3.37,1,2.72,5,532.38,1,1,23,0
103,18.38,34,4.49,10,2293.48,0,1,11,1
82,19.97,44,4.35,1,4090.81,2,1,12,1
30,15.72,48,4.77,6,5724.18,2,0,13,1
93,6.09,34,2.23,9,4867.17,0,1,7,0
92,8.35,71,2.55,15,1224.22,0,0,23,0
92,14.92,31,1.07,4,1819.41,0,0,14,0
21,19.39,67,4.77,10,4628.84,1,0,9,0
46,9.38,70,2.32,10,2934.55,1,0,22,0
51,16.68,38,2.62,9,3374.35,0,0,18,0
26,19.51,47,4.63,3,3732.08,0,0,5,0
110,17.53,90,3.11,11,799.09,1,1,15,0
57,4.93,36,3.26,7,5164.58,1,0,9,1
112,0.66,59,1.7,5,5206.18,1,0,23,0
37,10.1,80,2.99,10,2915.79,2,0,12,1
50,10.86,73,4.67,1,3835.7,1,0,7,1
108,4.42,3,3.23,7,4027.44,0,0,3,1
56,6.05,22,2.02,8,1300.39,1,0,7,0
27,15.42,13,1.12,15,852.99,0,0,7,0
87,9.67,4,2.35,6,319.9,1,1,10,1
108,6.69,65,3.29,1,5494.71,2,0,0,1
117,12.64,23,1.17,9,2205.14,0,0,10,0
114,13.23,17,3.44,7,697.82,0,1,4,1
80,15.5,26,3.09,14,2901.64,0,0,22,0
114,3.56,23,4.13,6,638.63,0,0,14,0
22,14.96,28,1.12,4,694.45,1,0,23,1
91,12.19,10,4.12,3,3035.54,1,0,8,1
110,1.62,17,3.08,4,3151.25,0,0,10,1
22,15.66,3,2.48,1,3564.83,0,1,10,1
109,7.97,32,4.86,9,4006.61,1,0,14,1
40,6.94,77,1.64,2,4075.95,0,0,11,0
11,9.24,41,3.17,2,2711.38,1,1,13,0
25,7.25,31,2.28,3,3932.49,1,1,5,0
18,7.1,50,3.11,14,1967.49,1,0,15,0
82,16.26,3,3.21,13,2759.59,1,0,12,1
47,2.93,19,1.36,1,2481.3,1,1,4,0
84,19.43,84,3.64,10,2108.84,0,1,23,1
63,11.32,66,3.54,3,1583.71,1,0,21,0
65,4.07,88,4.08,4,655.06,1,0,17,1
95,3.06,67,1.36,9,3134.28,1,0,8,1
106,12.03,61,2.19,5,3316.27,0,0,11,1
109,12.84,57,3.6,11,2149.7,0,1,8,1
118,1.53,46,1.55,6,5859.89,2,0,16,1
96,5.24,74,3.71,13,3430.38,0,0,20,0
54,16.01,79,1.24,1,5356.26,1,0,13,0
118,1.47,58,2.34,3,3506.49,1,0,12,0
43,17.17,5,4.39,14,1301.51,1,0,4,0
18,13.33,39,4.1,7,5852.81,0,0,9,0
97,8.97,76,3.58,7,5334.94,0,1,21,1
17,7.26,22,4.48,10,2933.39,0,1,8,0
16,0.88,51,3.84,13,1609.74,0,0,12,0
45,16.59,3,3.08,12,1491.48,2,1,6,1
27,3.28,36,4.92,12,4874.92,0,0,13,0
12,6.54,41,3.78,15,600.89,1,0,3,1
37,11.6,43,3.41,13,3900.75,0,1,21,0
79,5.3,41,2.64,1,3912.78,2,0,7,1
117,10.19,28,4.61,9,1258.24,0,0,4,0
53,16.28,18,2.18,1,4288.49,0,0,12,0
30,9.68,83,1.04,7,4291.36,1,1,19,0
37,19.01,31,1.79,12,2230.18,1,0,22,1
113,17.03,43,1.44,12,3003.58,0,0,18,0
63,6.99,54,2.28,2,5030.03,0,0,19,0
63,8.3,79,4.3,9,3234.29,0,0,14,1
74,8.75,4,3.61,12,3785.31,1,0,6,1
109,12.71,45,1.68,12,2594.06,2,0,20,0
30,6.09,75,4.16,9,1067.67,0,0,16,1
116,19.4,44,3.02,9,5988.79,1,0,5,0
108,12.37,20,3.05,4,3282.91,0,1,13,1
22,8.29,77,2.45,6,2151.39,0,0,13,0
66,13.08,21,4.46,13,4339.97,0,0,9,0
58,8.21,29,2.27,12,3800.77,1,0,13,1
63,16.45,22,1.38,2,1550.87,0,0,18,0
19,11.57,4,2.21,3,5286.17,1,0,19,1
62,1.32,62,3.86,6,611.24,0,1,10,1
53,3.95,58,3.63,1,3713.05,1,1,9,0
56,17.37,81,1.75,7,2971.75,1,0,14,1
62,11.48,51,1.45,2,2045.55,0,1,1,0
83,19.03,64,3.64,8,4993.0,1,1,18,1
55,1.91,38,3.71,5,4006.41,0,1,11,0
22,6.26,80,2.46,7,4605.1,0,1,20,1
46,4.27,2,4.37,8,2605.02,0,0,21,0
111,11.3,41,4.91,3,5665.91,0,0,17,0
33,7.96,70,1.82,6,2199.4,0,1,13,1
11,3.57,26,3.31,12,3280.06,0,0,1,0
95,13.03,27,1.02,9,5615.17,0,0,11,0
90,10.96,53,3.85,4,682.5,0,0,21,0
109,5.86,14,2.66,10,831.1,2,1,0,0
23,9.86,52,1.77,7,5966.29,1,0,17,0
19,15.04,71,4.01,15,5834.07,0,0,11,1
44,4.5,69,4.24,1,4675.87,1,0,11,1
34,6.21,3,1.44,12,3008.29,1,0,3,1
12,7.25,16,1.16,7,3135.15,0,0,16,0
120,15.06,33,2.34,9,1691.83,0,1,20,0
111,17.01,5,3.5,10,2709.84,2,1,15,1
26,7.84,35,4.17,8,2701.83,1,1,18,0
21,6.28,38,3.18,4,409.32,1,0,0,0
63,17.84,79,3.32,3,2828.32,1,0,19,1
33,19.99,65,4.2,7,2982.81,1,1,16,1
38,13.57,7,3.12,13,4061.54,1,1,1,0
52,19.8,14,3.44,12,3195.43,1,1,10,0
34,13.37,62,3.06,1,5197.76,1,0,6,0
109,14.8,90,4.52,8,2331.86,0,0,0,0
69,8.08,79,1.94,14,2576.36,1,1,5,1
99,8.94,64,2.06,12,3514.6,1,0,19,1
111,3.31,58,1.51,1,1375.79,0,0,5,0
74,16.54,9,4.28,7,2482.29,0,1,4,0
93,18.66,6,2.65,6,4179.77,2,1,10,1
37,12.66,73,2.39,10,2588.49,2,0,21,1
25,7.2,75,4.93,8,5458.38,1,0,4,1
56,3.5,80,4.71,6,3768.74,0,1,1,0
90,5.67,11,4.89,5,1091.85,0,0,9,1
113,5.48,78,1.57,9,3027.18,0,1,13,1
101,12.46,45,4.57,4,4635.72,1,1,19,1
67,18.93,31,2.31,7,3931.4,1,1,22,1
85,1.44,31,1.05,6,5334.53,2,0,19,1
36,0.52,89,2.57,10,4549.9,2,0,20,0
62,12.2,77,3.04,6,557.36,0,0,17,0
51,6.04,89,1.43,11,852.57,0,0,12,0
68,17.67,60,3.15,12,3968.54,2,0,2,0
56,6.88,68,4.28,5,1582.77,2,0,20,1
103,6.15,60,2.51,2,3609.44,0,0,3,0
114,5.76,45,2.41,4,4794.86,0,0,18,0
43,3.32,67,2.36,1,3546.2,1,0,17,1
46,11.84,54,4.69,9,2609.83,1,0,11,1
15,3.78,0,1.2,9,3948.37,0,0,17,0
16,8.78,76,2.78,8,1032.99,0,1,13,0
105,9.49,66,2.06,4,4394.61,1,0,3,0
105,0.9,48,4.58,5,4242.75,0,0,9,1
34,0.83,24,1.38,1,3183.54,2,0,8,0
42,10.64,15,2.65,4,1817.12,0,0,20,1
64,14.07,84,2.63,4,4825.87,1,0,22,0
67,18.87,12,4.55,15,3161.19,1,0,19,1
16,3.99,51,1.86,5,543.23,0,1,15,0
66,2.51,35,3.58,2,5527.95,0,0,10,1
21,1.52,71,1.54,2,4652.76,1,1,19,0
25,9.0,43,4.82,12,3591.87,0,1,0,0
89,12.65,82,3.37,2,2733.59,0,0,9,1
52,16.89,46,3.51,11,5767.42,0,0,9,0
109,13.81,79,2.74,8,4695.12,0,0,23,0
86,4.56,75,2.37,13,3302.96,2,1,8,1
16,9.5,19,1.85,12,3988.29,1,0,0,0
109,18.25,17,3.42,2,1828.35,0,0,1,0
120,6.87,53,4.82,6,1335.15,2,1,14,1
60,10.23,11,2.44,2,1785.25,0,0,7,1
82,19.19,24,4.53,13,1900.19,0,0,23,0
41,14.83,59,1.6,8,4490.48,0,0,14,0
84,15.08,74,4.74,14,1012.35,1,0,16,1
17,5.42,85,2.4,1,4710.01,1,0,9,0
106,8.59,33,2.52,2,3235.69,0,0,4,1
96,2.11,12,2.85,14,2430.52,0,0,21,1
98,12.33,37,3.87,5,1942.3,1,0,4,1
81,2.52,11,3.88,6,3176.56,1,1,21,1
54,16.8,35,2.92,15,2041.61,2,0,22,0
95,16.38,27,3.09,9,2690.82,0,0,10,1
68,10.91,90,1.12,6,4486.29,1,0,9,0
13,3.25,38,2.22,8,3830.79,1,1,21,0
113,1.0,76,2.38,15,4538.3,1,0,2,1
76,16.04,42,3.23,12,4335.25,0,0,21,0
38,12.2,90,3.23,7,4927.42,0,1,8,0
114,14.36,30,3.84,1,1369.8,1,1,21,1
38,6.42,1,3.87,2,5971.71,1,0,21,1
107,10.43,81,1.94,4,2959.47,0,0,4,0
107,15.07,89,4.08,12,4365.75,0,1,0,1
37,9.52,41,1.08,1,4130.95,0,0,4,0
86,12.23,30,3.86,8,3483.67,0,0,10,1
88,15.9,60,1.41,4,5975.73,0,1,0,0
96,4.7,55,3.92,7,1460.43,0,0,15,1
