hour,dayofweek,cust_dist,items_count,total_price,barista_exp,promo,rain,time_to_serve,good_review,repeat_visit
2,6,1.2,5,873.17,16,0,1,203,0,0
20,6,7.0,6,1097.31,56,0,0,132,1,1
4,6,6.96,7,778.35,6,1,0,245,0,0
4,6,13.49,3,414.4,37,1,1,109,1,0
18,6,2.33,4,852.19,31,1,1,148,1,1
13,5,2.29,3,1421.98,53,0,1,89,1,0
3,6,2.64,1,673.88,49,1,1,30,1,1
12,3,0.93,1,1051.5,48,0,1,31,1,1
9,3,1.54,6,1469.25,34,0,0,177,0,0
17,4,10.07,3,1261.89,31,0,1,158,0,0
7,5,6.76,4,1022.65,60,1,1,110,1,1
7,2,11.57,1,1130.4,11,1,1,98,1,0
6,0,14.89,8,1411.08,36,0,0,204,0,0
7,6,10.06,1,1443.65,6,0,1,95,0,0
13,4,1.23,5,1456.56,27,0,0,142,0,1
18,0,2.02,6,975.9,7,1,0,221,0,1
5,3,13.27,7,638.6,49,1,0,137,1,0
0,4,8.15,2,286.41,32,0,0,71,1,0
22,4,12.46,7,639.77,8,0,0,227,0,0
14,1,12.92,8,1420.14,60,0,1,227,0,0
0,3,13.95,7,1345.72,33,1,1,210,0,0
16,3,14.27,8,833.12,57,1,0,206,1,0
0,5,8.54,1,851.81,47,0,1,50,1,0
14,4,5.44,4,532.49,52,0,0,84,1,1
22,6,14.45,4,736.31,44,1,0,88,1,0
1,3,8.44,5,1100.23,15,0,0,192,0,0
13,4,1.43,8,663.4,55,1,1,242,1,1
20,5,9.82,4,363.18,27,0,0,89,1,0
7,6,9.02,5,857.2,30,1,0,138,1,0
7,5,13.49,1,415.47,22,1,0,35,1,0
18,1,9.97,1,1464.0,47,0,1,51,1,0
6,6,5.56,7,646.48,29,1,1,245,0,1
18,4,14.51,1,1373.53,41,0,0,40,1,0
5,3,12.12,1,415.78,48,1,0,30,1,0
5,3,9.64,8,364.89,30,1,1,259,0,0
2,4,4.75,2,963.66,2,0,1,110,0,0
6,4,5.92,6,1191.13,15,0,0,159,1,0
18,4,10.21,7,893.47,47,0,1,224,0,0
7,2,1.54,7,421.71,27,1,1,229,0,1
9,6,4.22,6,153.05,7,1,0,226,0,1
19,3,10.85,2,965.6,27,0,0,60,1,0
14,6,7.46,1,283.45,21,1,0,30,1,1
14,5,6.33,4,580.45,13,0,1,162,0,1
0,3,2.7,5,1046.1,55,0,0,105,1,1
19,2,6.91,7,237.23,17,0,0,226,0,0
6,4,11.68,6,278.15,11,0,1,230,0,0
3,1,4.33,3,186.33,59,0,1,102,1,1
5,4,0.58,5,1494.51,10,0,0,181,0,0
0,4,10.19,3,641.91,57,0,0,37,1,0
4,2,14.6,3,1368.11,33,1,0,74,1,0
22,6,9.3,8,511.02,14,0,1,278,0,0
0,3,2.24,7,1154.48,37,0,1,218,1,1
3,4,5.15,1,406.69,8,0,0,43,1,1
21,3,13.08,8,797.65,33,1,0,222,1,0
1,0,3.87,3,1254.46,7,1,1,148,0,0
9,5,9.31,1,1242.87,34,1,0,30,1,0
4,6,6.34,2,1211.99,7,1,1,128,0,0
9,3,3.51,4,1253.23,7,0,0,160,0,0
0,1,12.29,3,396.06,41,0,1,127,0,0
21,5,11.27,7,775.1,54,1,0,177,1,0
5,1,10.09,4,778.82,36,1,0,71,1,0
12,4,3.93,1,1346.7,55,0,0,30,1,1
14,5,1.92,3,515.65,7,1,1,173,0,1
3,3,8.85,5,1404.09,20,1,0,159,1,0
12,5,8.53,8,731.11,18,1,0,244,0,0
23,4,3.23,7,1037.7,45,1,1,177,1,0
19,2,1.32,2,476.44,43,0,1,82,1,1
23,6,1.67,6,674.42,41,0,1,191,0,1
14,1,14.9,2,1093.72,14,0,0,38,0,0
7,4,11.86,8,817.85,40,0,1,259,0,0
4,2,13.87,3,1402.99,53,1,0,30,1,0
14,5,3.33,8,1131.97,14,0,0,253,0,0
3,5,14.43,7,890.16,21,0,0,210,0,0
11,4,2.57,2,1341.34,49,0,0,30,1,1
12,3,7.88,6,1031.78,59,1,0,133,1,0
1,5,12.53,5,1006.25,57,0,0,98,1,0
18,3,5.57,4,444.92,27,0,1,210,0,1
18,3,6.66,8,652.8,46,0,0,247,0,0
3,6,2.36,5,1056.63,26,0,0,125,1,1
3,3,2.28,2,1348.51,27,1,0,67,1,1
10,0,9.48,6,541.77,24,1,1,232,0,0
4,6,10.3,4,401.68,5,0,0,124,0,0
19,2,11.77,7,931.17,42,1,0,174,1,0
10,2,8.57,6,194.08,38,0,0,177,1,0
9,5,9.86,5,1100.36,28,1,1,223,0,0
7,5,0.7,1,1084.39,42,0,0,30,1,1
5,3,2.85,1,596.95,43,1,0,30,1,1
5,6,14.78,4,1349.75,58,0,0,30,1,0
7,6,1.6,8,803.05,32,0,1,258,0,0
22,0,10.34,4,1004.07,24,0,0,98,0,0
14,3,3.05,4,393.41,6,0,1,157,0,0
13,0,10.89,1,684.28,10,1,0,30,0,0
10,3,10.74,5,1307.38,46,0,1,182,0,0
11,1,3.9,8,398.12,52,0,0,201,0,1
12,1,4.41,4,646.8,3,1,1,171,0,0
7,4,9.99,1,545.31,7,0,0,58,0,0
17,3,6.16,4,311.55,29,1,0,138,1,1
0,6,3.32,4,505.61,34,0,0,103,1,1
14,5,11.11,8,425.88,7,0,1,286,0,0
7,2,2.74,8,1393.03,17,1,1,277,0,0
10,4,12.91,6,1137.51,13,0,0,225,0,0
11,5,7.96,4,542.54,58,0,1,92,1,0
11,1,2.03,1,1168.67,21,1,0,38,1,1
3,3,10.56,5,131.0,31,0,1,156,0,0
15,4,8.03,1,837.13,9,1,0,52,1,0
3,3,4.82,1,450.47,45,1,0,30,1,1
4,1,6.63,4,260.05,47,0,0,82,1,1
23,4,4.83,6,1337.26,13,1,1,215,0,0
4,1,4.31,3,379.08,17,0,1,110,0,1
7,0,2.87,7,1251.35,8,0,0,211,0,1
9,1,5.76,3,678.51,9,1,0,143,1,0
16,6,4.14,3,120.01,9,1,0,103,0,1
8,6,10.41,1,1125.55,40,1,0,30,1,0
21,3,10.42,4,934.9,48,1,0,83,1,0
18,2,7.78,8,581.84,52,0,0,182,0,0
13,1,11.78,7,494.16,30,0,0,191,0,0
7,5,12.7,3,203.17,7,0,1,132,0,0
8,6,8.91,2,1418.0,17,0,1,114,0,0
21,2,9.47,2,791.58,39,0,0,30,1,0
10,0,4.6,2,219.73,38,1,1,140,1,1
22,4,13.48,5,1316.15,5,0,0,181,0,0
0,4,0.85,4,490.37,17,1,1,147,0,0
13,6,5.55,1,385.04,40,1,0,30,1,1
4,2,10.97,1,493.31,58,0,1,30,1,0
20,6,1.66,4,890.4,1,0,0,171,0,1
13,4,3.16,6,203.68,16,0,0,172,0,1
3,1,9.04,8,774.46,17,0,1,286,0,0
21,2,8.62,7,1354.04,30,1,0,226,0,0
22,3,11.21,6,363.44,31,0,0,158,0,0
0,1,12.28,8,563.66,35,1,1,285,0,0
21,1,2.36,5,654.57,45,1,1,151,1,1
22,1,0.77,4,920.71,8,0,0,136,0,1
18,3,10.5,6,1386.96,48,1,0,144,1,0
7,0,4.87,7,652.35,56,0,0,177,1,1
14,5,9.58,5,196.81,30,0,1,167,0,0
20,6,2.68,3,587.13,39,0,0,90,1,1
14,4,7.3,3,366.12,21,0,1,119,0,0
8,6,7.81,5,1012.48,15,0,0,180,0,0
20,2,8.98,8,140.97,56,1,0,201,1,0
8,0,7.94,4,508.7,34,0,0,127,0,0
9,2,7.69,3,863.24,56,0,0,70,1,0
19,6,5.32,4,488.27,60,0,1,100,1,1
20,4,1.53,6,871.39,27,0,0,171,0,1
8,3,1.8,3,260.6,2,0,1,192,0,1
2,6,6.79,7,1419.93,10,0,0,250,0,0
19,1,5.66,7,507.27,5,0,0,245,0,0
10,6,7.98,6,1392.2,27,0,0,204,0,0
5,1,4.92,7,556.17,4,0,1,292,0,0
1,3,10.47,4,1194.58,47,1,1,120,1,0
6,6,13.03,8,444.66,13,0,0,266,0,0
17,0,4.83,4,1037.68,17,1,1,221,0,0
1,0,3.3,8,553.2,21,0,0,238,0,0
16,2,2.18,7,812.82,23,0,1,265,0,1
10,3,9.44,2,1043.34,33,0,1,118,0,0
11,0,6.94,5,924.44,50,0,1,157,1,0
18,6,3.23,8,906.79,60,0,1,250,0,1
21,3,9.97,1,191.95,15,1,1,93,0,0
23,4,2.65,5,448.71,14,0,1,214,0,0
6,1,8.54,7,900.58,9,1,0,225,0,0
19,6,8.14,4,125.64,44,0,0,95,1,1
5,1,11.15,8,450.9,37,0,1,260,0,0
20,1,1.3,4,420.86,30,0,1,123,0,1
23,3,13.37,5,449.8,29,0,0,145,1,0
0,3,10.69,8,849.85,23,1,0,246,0,0
16,2,3.63,4,914.74,34,1,1,136,1,0
10,1,3.16,6,1372.6,55,1,1,198,1,1
21,2,6.76,3,640.44,55,0,0,51,1,1
17,1,12.35,4,1397.21,7,0,0,170,0,0
20,2,12.72,8,1012.74,53,1,0,204,1,0
16,2,8.05,7,1377.72,9,0,0,238,0,0
6,4,12.98,7,1266.86,50,1,1,206,1,0
16,2,0.58,5,1062.62,4,0,1,213,0,1
19,3,1.01,5,598.55,2,1,0,203,0,1
8,2,13.72,5,437.55,56,1,0,147,1,0
16,1,11.74,7,411.35,60,1,1,193,1,0
19,2,7.04,2,1433.04,27,0,0,89,0,0
21,0,11.43,8,1442.0,33,0,0,190,0,0
21,5,14.36,7,1114.76,32,0,1,236,0,0
7,1,11.7,6,1337.31,57,1,1,165,1,0
16,0,12.71,7,1386.59,44,1,0,149,1,0
6,1,11.53,6,816.18,45,0,1,159,0,0
0,3,2.94,7,980.68,46,0,0,177,0,1
12,5,12.59,7,686.26,37,0,0,186,0,0
22,5,3.33,2,685.89,27,1,0,61,1,1
18,3,13.44,6,153.8,28,0,0,149,0,0
23,5,7.15,2,707.35,3,0,0,101,1,0
18,3,10.32,6,1042.89,60,0,0,156,1,0
16,0,7.71,2,690.78,59,0,1,30,1,1
12,4,1.86,2,1321.37,36,1,1,97,1,0
15,1,4.72,6,565.59,49,0,0,163,1,1
7,3,14.76,2,285.75,51,0,0,30,1,0
18,1,14.43,7,1236.18,43,0,0,197,0,0
17,0,5.15,6,1043.53,8,0,0,220,0,0
0,4,14.95,2,438.55,44,0,0,30,1,0
13,0,12.76,7,851.03,50,0,1,200,0,0
18,5,9.36,7,662.59,50,0,0,206,0,0
14,1,1.08,5,1414.4,41,0,0,105,1,1
17,6,13.57,1,950.26,37,1,0,51,1,0
1,4,8.58,6,321.74,53,1,0,136,1,1
21,5,13.09,2,803.01,49,1,1,44,1,0
16,4,12.6,5,1307.58,45,1,0,113,1,0
17,5,12.58,1,1040.1,38,0,0,30,1,0
5,0,10.62,8,1279.43,56,0,1,232,0,0
18,3,4.73,8,450.56,22,1,0,254,0,0
3,1,5.37,2,1343.69,14,0,0,62,1,0
0,2,4.97,8,1157.86,15,0,1,265,0,0
7,2,0.79,1,1120.48,55,0,1,30,1,1
22,0,8.95,6,585.16,46,0,0,144,1,0
6,1,10.63,7,1342.72,4,0,0,213,0,0
2,1,12.88,7,993.17,18,0,1,269,0,0
9,0,2.53,1,1292.58,1,0,0,92,1,0
9,1,8.39,8,605.36,12,1,0,269,0,0
18,3,0.62,7,303.91,54,0,0,177,1,1
13,0,1.88,8,565.27,41,1,0,221,0,0
1,3,1.29,3,737.37,42,0,0,77,1,1
0,1,11.02,4,846.77,53,0,0,94,1,0
22,0,1.68,7,815.13,60,0,1,217,0,1
22,1,10.89,3,864.48,50,0,0,30,1,0
17,0,4.12,6,1278.39,17,0,0,193,0,0
6,1,13.23,6,338.14,19,0,0,160,0,0
7,3,12.29,1,542.47,36,1,1,62,1,0
0,6,14.39,7,1344.05,48,1,0,165,1,0
22,3,13.31,8,884.64,7,0,0,278,0,0
2,1,14.03,7,916.75,9,0,0,205,0,0
23,0,12.95,8,769.29,8,0,0,247,0,0
22,2,10.55,8,868.56,25,0,1,260,0,0
7,3,2.97,7,377.31,7,0,0,248,0,0
21,3,4.44,8,865.61,42,1,0,217,1,0
14,5,3.58,5,1496.04,8,0,1,177,0,0
4,2,9.25,2,892.47,24,1,0,47,1,0
2,1,7.8,4,162.16,17,0,0,138,0,0
18,6,13.07,7,1215.01,12,1,0,258,0,0
0,0,14.31,2,655.07,46,0,1,67,1,0
14,5,6.37,5,315.15,31,1,0,136,0,1
7,1,7.84,8,1307.53,12,1,0,238,0,0
1,4,14.59,8,377.16,57,0,0,200,0,0
2,6,4.51,6,1389.07,2,0,0,189,0,0
23,3,11.99,4,718.52,12,1,1,147,0,0
13,4,3.77,3,1139.91,27,1,1,122,1,1
23,3,10.38,6,865.79,46,0,1,174,0,0
13,3,4.18,6,459.28,7,0,1,250,0,0
10,4,13.31,8,1039.53,58,0,1,260,0,0
15,6,8.64,1,1441.08,58,0,0,30,1,0
3,4,3.2,5,1177.49,13,0,0,166,0,0
19,1,3.75,1,945.63,53,0,0,30,1,1
4,5,7.66,1,1486.88,36,0,0,30,1,0
21,5,14.44,2,471.46,1,1,0,99,0,0
20,4,11.66,6,187.28,49,1,0,132,1,0
13,1,7.58,8,144.98,35,0,0,210,0,0
22,5,5.4,5,1094.96,30,1,0,121,1,0
15,1,8.46,1,1262.33,31,0,1,76,1,0
17,1,11.35,8,989.14,17,0,0,264,0,0
6,3,11.87,8,1367.04,8,1,0,246,0,0
9,5,5.21,8,1077.17,3,0,1,345,0,0
6,5,10.96,3,619.34,59,0,0,30,1,1
0,3,10.04,4,353.76,10,0,0,123,1,0
22,4,14.41,8,1394.51,34,0,0,262,0,0
20,3,14.0,7,245.04,22,1,1,228,0,0
18,5,11.95,5,860.18,4,1,1,261,0,0
15,5,10.99,2,539.61,32,1,0,30,1,1
18,6,4.47,5,479.98,29,1,0,165,1,0
3,4,12.77,6,1004.17,46,1,0,139,1,0
17,3,6.7,2,423.73,11,1,0,104,0,0
1,0,4.45,4,1382.91,46,0,1,100,1,1
0,0,6.07,8,668.46,13,1,1,267,0,0
14,4,12.62,3,1048.33,59,0,0,43,1,0
4,3,2.66,1,1118.86,4,1,1,67,1,1
19,3,7.11,5,1056.12,2,0,0,179,0,0
10,1,7.64,2,1364.76,34,1,1,107,0,0
9,5,1.03,8,423.58,43,1,1,256,0,1
1,2,3.34,4,220.48,22,1,0,99,1,1
2,6,12.49,1,177.65,5,1,1,86,1,0
22,4,12.55,7,1328.98,9,0,0,193,0,0
22,2,4.74,4,1462.6,20,0,0,98,0,0
11,2,13.19,3,523.54,21,0,1,148,0,0
19,4,11.69,1,1070.92,17,0,0,68,1,0
4,3,6.56,1,112.48,12,0,0,75,1,1
4,4,11.35,7,364.08,28,0,1,246,0,0
5,2,14.44,8,1064.98,18,0,1,302,0,0
8,5,7.16,1,192.24,3,1,0,79,0,0
1,6,3.96,2,755.91,5,1,0,79,0,1
20,6,14.16,1,1027.62,60,0,0,30,1,0
11,5,9.25,4,1172.34,53,0,0,42,1,0
2,5,2.03,2,735.34,52,0,1,60,1,1
19,3,8.8,1,982.4,14,0,0,49,1,0
21,0,7.76,4,855.41,48,0,0,71,1,0
11,4,12.91,4,173.23,26,0,0,125,0,0
23,6,8.2,5,1139.93,19,0,0,128,0,0
16,5,4.2,4,341.31,41,0,1,129,1,1
9,4,10.3,7,144.53,17,0,0,251,0,0
23,6,8.37,6,731.64,54,0,0,121,1,0
13,5,3.88,3,1311.89,39,1,1,102,1,1
22,6,8.82,1,311.16,42,1,0,30,1,0
16,3,12.41,7,118.0,4,0,0,247,0,0
17,0,0.91,1,253.97,42,0,0,30,1,1
18,0,9.65,1,609.12,35,0,0,30,1,0
16,5,5.57,4,912.24,24,0,0,105,1,0
13,6,4.74,4,370.22,41,0,0,83,1,1
8,3,6.19,1,1222.75,13,0,0,58,1,0
7,1,5.46,6,1154.62,33,0,1,203,0,0
1,4,12.57,2,1074.21,15,0,0,69,0,0
12,4,4.48,2,782.46,15,1,1,108,0,1
6,2,11.13,3,611.3,31,0,1,100,1,0
8,3,1.86,5,625.82,43,0,0,147,1,1
21,6,14.3,8,804.3,28,0,0,247,0,0
21,2,9.52,7,208.24,10,0,0,229,0,0
10,5,10.75,3,1055.23,57,1,0,80,1,0
13,6,4.82,8,592.11,7,0,1,301,0,0
3,2,6.48,1,414.66,33,0,0,30,1,1
12,0,3.74,7,489.66,7,0,1,282,0,0
1,4,14.02,1,352.41,5,0,1,71,0,0
22,6,7.58,1,1362.2,26,0,0,30,1,0
4,2,9.64,5,336.65,55,0,0,95,1,0
10,0,11.15,4,1336.1,16,1,0,165,0,0
5,3,5.88,5,901.14,60,0,1,149,1,1
17,2,10.94,3,1314.43,57,0,1,107,0,0
20,5,10.3,4,763.69,8,0,0,149,0,0
9,5,10.73,4,1398.69,22,1,0,159,1,0
3,5,7.59,3,396.09,34,1,0,84,1,0
8,6,6.05,4,876.57,40,1,1,142,1,1
5,4,3.72,7,276.17,28,1,1,271,0,1
1,2,12.46,2,726.11,46,1,0,37,1,0
16,3,9.32,3,897.87,36,0,0,63,1,0
4,2,6.94,8,947.95,56,1,0,191,1,0
5,4,14.19,3,611.74,47,1,0,30,1,0
11,0,1.19,2,206.87,7,0,1,115,0,1
22,4,12.83,5,1017.46,52,0,0,96,1,0
20,5,14.96,5,783.8,40,1,1,153,1,0
9,6,13.36,5,291.63,59,1,0,133,1,0
21,0,12.25,4,1410.23,43,1,0,87,1,0
20,6,5.93,2,1437.94,28,1,0,30,1,0
5,5,3.85,7,1299.25,59,1,1,173,1,1
7,1,11.16,3,1281.42,2,0,1,127,0,0
1,4,4.92,3,238.14,9,0,0,119,0,0
11,4,3.05,3,1490.79,6,0,0,107,0,0
12,3,11.9,4,660.53,55,0,0,78,1,0
20,2,5.03,4,328.37,58,0,0,110,1,1
6,0,13.76,6,1236.94,1,0,1,235,0,0
9,6,12.69,7,416.02,3,0,0,270,0,0
12,0,12.79,5,836.65,10,1,0,186,0,0
16,3,11.69,8,279.22,37,0,1,247,0,0
20,3,13.27,6,764.5,44,1,0,138,1,0
13,6,12.18,6,881.4,23,1,0,183,0,0
1,2,9.24,4,724.29,33,0,0,138,0,0
21,6,4.79,5,197.28,9,0,1,216,0,1
10,6,13.38,5,778.91,53,1,0,117,1,0
0,5,12.69,3,756.52,13,1,0,89,1,0
18,2,7.36,4,466.27,28,0,1,160,1,0
20,4,1.07,5,1390.24,51,0,0,76,1,1
3,5,9.76,8,684.91,7,0,1,297,0,0
18,1,1.23,6,1309.76,26,0,1,231,0,1
20,2,13.93,2,253.53,16,0,1,106,0,0
10,3,14.44,2,546.43,40,0,1,78,1,0
7,5,3.25,4,346.86,58,0,0,68,1,1
10,2,10.31,3,671.78,26,1,0,96,1,0
3,0,1.84,3,256.29,51,0,1,79,1,1
16,6,11.08,5,717.45,39,1,0,110,1,0
6,1,5.54,8,595.42,55,1,0,204,1,1
7,4,10.38,7,412.64,32,1,1,221,0,0
2,6,5.91,4,999.05,36,0,0,116,1,0
21,0,2.61,7,1431.28,42,0,0,179,0,1
1,0,6.39,2,389.96,57,1,1,50,1,1
22,1,2.13,6,1096.51,1,1,1,249,0,0
14,4,8.86,5,1139.33,49,0,1,133,1,0
23,3,1.09,6,797.37,21,0,1,224,0,1
21,5,8.15,7,1356.74,13,1,1,254,0,0
21,4,13.35,5,1452.95,51,0,1,148,1,0
4,2,12.65,1,607.15,26,0,0,30,1,0
23,0,13.3,6,1011.45,45,1,1,211,0,0
0,2,13.87,4,1027.1,9,0,0,143,0,0
3,3,2.02,6,665.09,37,0,0,168,1,1
14,2,2.37,6,543.51,23,1,0,185,1,1
19,4,8.58,5,1407.24,1,0,0,195,0,0
18,2,13.46,2,1205.97,2,0,0,117,0,0
2,3,14.63,7,260.25,43,0,0,173,1,0
19,3,1.17,1,267.84,28,0,0,31,1,1
10,3,5.66,6,1391.56,36,1,0,169,1,0
16,4,3.59,8,213.97,31,0,0,233,0,0
12,3,11.46,7,1063.79,41,0,1,209,0,0
10,0,9.78,8,417.46,5,0,1,341,0,0
1,6,2.24,7,149.26,37,0,1,224,0,1
8,3,7.51,8,183.49,25,0,0,258,0,0
1,2,10.44,2,622.93,8,0,1,105,0,0
20,5,11.8,3,208.62,34,0,0,88,1,0
8,2,0.79,1,935.29,39,0,0,30,1,1
8,5,13.41,1,1006.16,49,0,1,80,1,0
7,2,8.75,8,622.86,32,1,1,249,0,0
16,4,12.27,8,1140.03,58,0,1,245,0,0
0,2,12.22,8,786.06,59,0,1,222,0,0
10,4,3.25,7,702.32,11,0,0,266,0,0
7,4,2.1,5,669.78,47,1,1,129,1,1
9,3,10.96,6,703.55,25,0,1,222,0,0
6,0,2.77,3,1455.04,3,1,1,159,0,0
2,5,12.82,8,1053.97,45,0,1,227,0,0
2,3,11.03,5,541.29,50,1,0,124,1,0
17,3,12.71,4,1127.4,52,0,0,97,1,0
4,6,4.84,2,562.37,32,1,0,32,1,1
11,4,5.09,2,276.0,52,1,0,30,1,1
11,4,10.23,5,765.5,35,0,0,123,1,0
18,5,0.96,7,1151.43,32,0,0,203,0,0
5,2,11.03,2,628.72,34,0,1,86,1,0
1,2,12.62,6,1316.84,37,0,1,193,0,0
11,3,6.52,2,641.73,52,1,1,69,1,0
18,1,11.59,6,589.77,5,0,0,231,0,0
4,1,3.03,4,1497.54,45,0,0,69,1,0
11,2,5.17,8,775.46,28,0,1,261,0,0
16,1,14.63,3,1227.31,28,0,0,65,1,0
16,6,14.8,1,1226.98,8,1,1,75,0,0
9,2,7.93,5,1396.92,27,1,1,182,0,0
22,4,14.05,5,218.85,16,0,0,170,0,0
16,3,8.08,6,479.71,18,1,1,242,0,0
14,0,4.73,4,1174.85,25,1,0,97,1,1
11,3,4.37,4,887.64,58,0,1,86,1,0
15,2,13.98,7,883.46,48,1,0,176,1,0
23,6,3.0,1,332.7,1,0,0,46,0,1
18,2,8.9,8,493.61,8,0,1,337,0,0
7,3,8.56,3,829.87,60,0,1,59,1,1
20,6,11.22,5,488.05,21,1,1,156,0,0
16,6,7.74,6,394.4,34,0,0,157,1,0
22,6,4.45,4,222.86,24,0,1,145,0,0
4,5,2.96,8,318.02,37,0,1,256,0,1
21,2,9.5,5,1176.41,26,0,1,175,0,0
15,1,10.93,6,1106.29,47,1,1,188,1,0
5,1,8.76,2,164.17,14,0,1,115,0,0
7,2,11.21,8,384.6,58,0,1,227,1,0
17,2,2.55,5,884.64,29,0,0,159,0,0
11,5,13.3,3,551.68,30,0,0,74,1,0
14,1,8.94,8,1252.55,3,0,0,244,0,0
8,2,2.34,6,1198.99,7,0,1,275,0,0
12,2,7.2,3,1348.21,36,0,1,116,1,0
14,5,12.75,5,888.1,11,0,1,208,0,0
9,5,13.51,2,592.91,32,0,0,68,1,0
15,3,4.34,3,948.49,59,0,0,40,1,1
6,5,10.81,4,224.79,58,1,0,66,1,0
16,0,1.95,6,113.42,12,0,0,202,0,0
22,1,0.99,5,123.93,15,1,0,156,0,1
20,3,8.63,2,670.56,38,0,1,51,1,0
21,0,10.57,4,419.31,58,0,0,60,1,0
6,2,12.04,5,320.27,24,0,0,129,1,0
13,2,5.43,8,961.46,1,0,0,261,0,0
14,3,0.59,7,1493.13,18,0,1,254,0,0
20,5,7.45,2,348.85,46,1,1,75,1,1
6,6,0.73,4,864.99,56,0,0,75,1,1
8,6,1.83,3,267.62,7,0,1,182,0,0
18,2,5.24,5,1407.93,42,0,0,155,1,0
15,6,6.84,5,508.46,41,1,0,119,1,1
7,4,4.55,3,1329.68,2,1,0,120,0,0
17,3,8.94,7,496.31,40,0,0,194,0,1
22,0,1.3,1,1228.47,54,0,1,30,1,1
17,3,2.6,4,393.13,31,0,1,171,0,1
19,1,10.58,3,509.91,33,1,1,106,1,0
6,5,2.56,8,369.47,52,1,0,178,1,1
2,5,9.78,5,469.96,30,1,0,137,1,0
17,3,1.29,8,1268.81,31,0,0,230,0,1
9,2,6.41,4,994.65,34,0,0,129,0,0
6,2,3.07,7,668.23,7,1,0,231,0,1
16,4,2.09,4,1460.13,25,1,0,104,1,0
13,4,8.72,8,750.81,16,1,1,286,0,0
23,5,13.96,8,1457.66,22,0,1,277,0,0
2,4,1.29,1,375.22,36,0,0,30,1,1
11,0,6.61,5,1366.49,53,0,0,108,1,0
12,4,10.76,2,119.35,27,1,0,30,1,0
1,0,7.21,1,863.42,17,0,0,62,1,0
2,4,12.19,1,692.27,4,0,0,62,1,0
4,5,3.1,2,835.12,58,0,0,30,1,1
10,5,14.41,2,874.82,35,0,1,117,0,0
7,0,6.08,7,644.64,41,0,1,217,0,0
22,3,5.45,7,1497.48,22,0,0,195,0,0
22,5,13.18,1,1467.11,47,0,1,30,1,0
11,3,8.68,4,1446.44,52,1,0,84,1,0
6,2,7.99,3,1470.72,35,1,1,95,1,0
14,0,11.04,3,1210.22,44,0,0,56,1,0
23,6,8.91,1,1484.03,15,1,0,30,1,0
16,5,2.86,4,1349.3,52,0,0,59,1,1
3,1,10.28,2,682.31,40,1,0,30,1,0
21,2,2.44,6,1198.69,44,1,0,169,1,1
12,3,12.18,1,1376.89,21,0,1,48,1,0
17,5,14.85,5,1097.65,13,0,1,226,0,0
0,0,5.97,4,691.9,47,0,0,103,1,1
15,6,6.95,5,192.11,11,1,0,178,0,0
12,4,1.17,5,1233.58,49,0,1,169,1,1
9,6,0.7,1,1433.84,53,0,1,75,1,1
11,1,13.86,4,607.45,56,0,1,106,1,0
1,3,2.37,5,312.67,27,1,0,146,1,1
22,2,6.96,7,557.11,31,1,1,236,0,0
2,6,12.32,8,915.67,44,0,1,251,0,0
9,0,13.4,7,543.7,32,1,0,228,0,0
1,1,8.03,4,954.87,52,1,0,97,1,0
22,0,8.69,3,1453.59,30,1,1,119,1,0
12,5,10.21,8,1039.03,18,0,1,268,0,0
12,4,14.44,6,607.72,16,0,0,194,0,0
17,2,9.24,5,1410.05,35,0,1,198,0,0
2,0,8.61,5,891.89,59,0,0,79,1,0
6,3,0.71,4,279.72,9,0,0,123,0,1
13,5,1.67,7,798.57,39,0,0,195,0,0
19,5,8.87,6,1015.09,51,0,1,185,0,0
16,2,14.08,3,1273.56,37,0,0,58,0,0
20,5,13.07,5,1411.07,51,0,0,96,1,0
11,3,14.75,1,544.38,10,0,0,48,1,0
15,0,8.15,7,317.72,52,1,0,178,1,0
23,2,11.92,4,203.36,12,1,1,182,0,0
11,5,12.69,4,1133.7,8,0,0,131,0,0
14,5,9.9,7,1213.22,3,1,1,295,0,0
9,3,5.41,5,673.12,19,0,1,234,0,0
6,4,7.31,3,654.3,59,1,0,46,1,0
19,4,12.94,5,1435.93,11,0,1,237,0,0
4,6,4.83,7,1383.35,8,0,0,220,0,0
0,5,13.89,8,426.57,26,0,0,217,0,0
16,0,3.83,2,1193.13,45,0,1,57,1,1
2,2,11.37,5,971.78,58,0,1,147,1,0
12,5,9.64,6,315.91,23,0,0,157,0,0
13,1,11.37,8,599.48,55,0,0,167,1,0
23,2,6.84,7,348.46,10,1,1,237,0,0
17,6,14.02,8,513.22,18,0,1,284,0,0
3,4,9.67,6,961.42,12,0,0,180,0,0
17,5,4.68,8,625.37,39,0,0,233,0,0
4,3,9.76,8,651.68,26,1,0,213,0,0
15,1,4.66,7,855.51,11,0,0,233,0,0
0,5,4.76,2,222.11,10,0,0,75,1,0
20,6,6.29,6,1134.32,3,0,0,174,0,0
13,0,12.86,6,662.39,7,0,0,199,0,0
14,1,7.75,1,772.56,4,0,1,96,0,0
8,6,10.34,4,1464.02,40,0,0,148,0,0
14,5,6.18,6,582.11,8,0,0,201,0,0
16,0,4.32,4,1007.51,38,0,0,66,1,0
23,1,14.34,7,649.51,13,0,0,223,0,0
3,0,9.25,3,1352.0,12,0,0,104,1,0
11,0,14.04,5,1285.46,35,0,1,176,0,0
4,1,3.45,1,438.27,38,1,0,42,1,1
