house_id,district,house_age,floors,management_company_id,contract_amount,planned_duration_days,actual_duration_days,citizen_complaints_raw,citizen_complaints,inspection_score_raw,inspection_score,budget_overrun_pct
675,Заводской,75,9,10,11621612.29,248,271,3.0,3,48.5,48.5,8.8
676,Приречный,7,1,2,9107736.25,149,159,3.0,3,48.3,48.3,-0.6
677,Центральный,97,16,19,13882844.85,157,194,2.0,2,62.5,62.5,14.8
678,Заводской,68,18,11,17691724.34,199,231,4.0,4,26.8,26.8,19.4
679,Приречный,48,18,13,6480455.74,207,209,0.0,0,78.5,78.5,-12.4
680,Приречный,57,7,10,10238026.8,151,158,4.0,4,54.8,54.8,2.2
681,Приречный,28,4,14,8371749.47,76,71,1.0,1,78.0,78.0,-3.2
682,Заводской,64,5,18,8290059.76,108,124,2.0,2,49.9,49.9,27.8
683,Центральный,7,4,19,7618915.7,84,84,1.0,1,53.5,53.5,6.7
684,Ленинский,24,4,9,7523045.65,117,113,,0,60.9,60.9,-10.6
685,Приречный,50,11,7,9032400.1,191,207,4.0,4,48.3,48.3,20.2
686,Ленинский,19,1,3,6467839.07,65,63,,4,82.1,82.1,-6.1
687,Ленинский,29,5,20,10438147.79,134,143,0.0,0,80.2,80.2,-5.6
688,Заводской,98,11,6,16949649.14,144,168,,0,84.8,84.8,14.9
689,Приречный,82,16,2,10553311.44,178,175,1.0,1,59.6,59.6,12.7
690,Центральный,75,8,6,8494059.72,121,162,2.0,2,5.6,5.6,35.5
691,Заводской,21,5,3,4977191.02,178,193,,4,48.9,48.9,8.6
692,Заводской,88,8,16,6122879.19,230,261,3.0,3,58.3,58.3,29.9
693,Ленинский,13,4,8,9094867.24,156,154,,4,62.7,62.7,-15.6
694,Центральный,42,16,2,8473012.79,111,134,1.0,1,67.0,67.0,7.9
695,Центральный,52,10,17,8740480.35,103,93,2.0,2,56.6,56.6,-25.9
696,Ленинский,64,11,9,8453079.09,240,263,1.0,1,88.1,88.1,13.3
697,Заводской,67,6,12,6209433.52,114,161,3.0,3,36.1,36.1,42.9
698,Ленинский,90,19,3,11246342.64,225,238,8.0,8,39.3,39.3,21.2
699,Центральный,6,5,11,7832596.5,108,153,3.0,3,35.8,35.8,44.1
700,Заводской,92,8,1,6843473.87,219,267,2.0,2,54.7,54.7,17.9
701,Ленинский,76,19,13,11615182.81,194,228,2.0,2,81.0,81.0,17.5
702,Центральный,15,5,15,8030818.07,48,117,0.0,0,54.1,54.1,100.0
703,Заводской,68,7,5,7382915.25,120,141,2.0,2,57.8,57.8,0.8
704,Центральный,81,11,17,11290822.74,150,170,1.0,1,37.6,37.6,40.4
705,Центральный,85,15,6,10561606.35,212,260,2.0,2,50.1,50.1,27.8
706,Приречный,76,16,11,13692179.97,149,139,2.0,2,81.3,81.3,-4.6
707,Заводской,25,5,18,8298945.96,93,83,1.0,1,63.2,63.2,-4.6
708,Приречный,22,5,4,8430094.76,139,178,5.0,5,42.4,42.4,35.2
709,Заводской,98,10,3,11857302.28,258,288,4.0,4,68.6,68.6,10.2
710,Ленинский,68,9,13,12000360.56,164,164,1.0,1,62.3,62.3,-6.3
711,Приречный,86,18,9,9539234.28,159,149,3.0,3,80.4,80.4,-0.3
712,Ленинский,99,11,6,13778825.43,198,242,4.0,4,29.9,29.9,26.1
713,Заводской,42,6,12,6380241.27,107,116,3.0,3,69.4,69.4,0.3
714,Заводской,36,18,2,6310862.14,182,210,0.0,0,89.1,89.1,29.6
715,Заводской,15,3,3,7758893.84,90,80,,4,64.1,64.1,-8.2
716,Приречный,49,9,3,9553770.96,184,180,4.0,4,30.0,30.0,5.1
717,Приречный,93,10,12,18264397.92,163,211,4.0,4,38.8,38.8,43.4
718,Приречный,37,10,15,8283847.97,62,179,1.0,1,40.0,40.0,179.2
719,Центральный,45,19,9,6704061.32,80,116,4.0,4,65.9,65.9,35.0
720,Ленинский,12,5,8,5924819.72,68,109,4.0,4,29.8,29.8,61.2
721,Приречный,15,2,11,7190018.55,168,199,0.0,0,48.5,48.5,13.1
722,Центральный,90,11,16,9663265.92,126,166,1.0,1,34.9,34.9,38.8
723,Центральный,55,14,4,8260941.72,165,184,1.0,1,,58.8,19.5
724,Ленинский,92,12,1,10345284.87,162,179,3.0,3,38.8,38.8,26.8
725,Ленинский,45,11,7,4184752.73,125,147,3.0,3,80.6,80.6,-4.0
726,Приречный,21,5,2,10980696.46,178,220,2.0,2,45.9,45.9,17.3
727,Центральный,80,5,5,9120385.2,103,101,0.0,0,80.4,80.4,11.1
728,Приречный,50,17,7,10934627.38,165,194,3.0,3,55.5,55.5,3.6
729,Центральный,36,9,4,9636085.38,181,193,1.0,1,64.7,64.7,14.7
730,Центральный,83,14,5,13381545.85,197,189,1.0,1,58.1,58.1,7.3
731,Центральный,84,6,1,7543385.38,130,171,2.0,2,67.4,67.4,31.3
732,Приречный,58,17,1,8363236.24,138,160,1.0,1,64.9,64.9,1.7
733,Ленинский,90,9,15,10432134.88,99,194,1.0,1,49.5,49.5,167.5
734,Ленинский,96,9,20,17502440.49,218,208,2.0,2,55.1,55.1,21.4
735,Заводской,24,2,19,10593672.15,160,150,1.0,1,60.6,60.6,-23.5
736,Приречный,37,9,10,8111418.87,123,159,3.0,3,62.6,62.6,36.2
737,Заводской,78,17,18,14094509.43,148,138,1.0,1,70.5,70.5,4.9
738,Приречный,44,8,3,8057450.88,96,133,6.0,6,46.5,46.5,47.5
739,Заводской,36,5,11,6682594.89,133,133,1.0,1,,58.8,-2.0
740,Заводской,6,3,15,9442934.93,38,189,3.0,3,60.0,60.0,100.0
741,Заводской,37,5,11,8348892.36,111,146,1.0,1,52.8,52.8,36.0
742,Заводской,81,16,17,11477227.04,182,181,0.0,0,69.5,69.5,7.6
743,Ленинский,34,15,17,9270677.48,152,185,3.0,3,51.6,51.6,27.7
744,Ленинский,37,19,6,7705508.67,98,102,1.0,1,,58.8,14.5
745,Центральный,81,9,5,15345785.89,187,194,0.0,0,64.2,64.2,-6.4
746,Приречный,30,8,8,10809530.94,82,72,5.0,5,49.3,49.3,-14.5
747,Заводской,26,5,2,9869401.01,88,88,1.0,1,68.8,68.8,-9.4
748,Ленинский,70,14,16,10027621.55,210,207,4.0,4,47.6,47.6,-5.3
749,Приречный,42,18,20,9857356.91,160,186,2.0,2,60.5,60.5,26.4
750,Ленинский,94,8,12,6684511.11,198,247,3.0,3,86.8,86.8,25.8
751,Центральный,50,6,6,5221509.35,90,126,,0,61.3,61.3,66.1
752,Приречный,19,4,1,9253151.13,109,107,1.0,1,,58.8,0.1
753,Ленинский,48,16,4,8203103.72,100,144,0.0,0,50.4,50.4,44.6
754,Заводской,53,6,17,5497341.87,114,104,2.0,2,89.6,89.6,-7.7
755,Центральный,79,12,13,18878862.55,195,216,0.0,0,94.9,94.9,4.4
756,Приречный,65,7,18,8936629.12,130,130,3.0,3,73.8,73.8,-0.6
757,Ленинский,71,13,5,13245755.2,188,207,1.0,1,73.0,73.0,21.4
758,Ленинский,10,5,3,10492161.52,117,163,3.0,3,48.3,48.3,40.5
759,Приречный,13,4,11,6021017.13,158,162,3.0,3,66.1,66.1,-5.4
760,Приречный,10,5,13,7088077.33,141,175,1.0,1,47.7,47.7,14.9
761,Центральный,77,10,4,11836618.74,187,218,3.0,3,37.9,37.9,12.1
762,Заводской,99,14,14,7799626.66,219,242,3.0,3,34.1,34.1,11.2
763,Центральный,36,9,11,8213138.37,147,182,1.0,1,66.2,66.2,35.7
764,Ленинский,45,14,10,8862051.89,209,243,2.0,2,36.5,36.5,2.9
765,Центральный,80,17,19,14089976.99,136,185,3.0,3,,58.8,32.8
766,Ленинский,12,1,18,9498224.97,127,172,3.0,3,51.1,51.1,36.9
767,Приречный,76,13,6,12842806.7,139,137,4.0,4,72.9,72.9,-19.8
768,Приречный,54,5,15,10417685.89,64,258,0.0,0,22.5,22.5,135.8
769,Заводской,96,12,10,12254374.12,173,215,0.0,0,,58.8,28.8
770,Приречный,66,13,5,13279783.6,212,233,3.0,3,70.9,70.9,-3.3
771,Центральный,88,13,5,12781709.39,143,164,2.0,2,43.7,43.7,28.9
772,Приречный,66,5,10,9125417.22,152,190,1.0,1,76.2,76.2,16.8
773,Центральный,11,2,5,6172838.04,75,74,1.0,1,62.7,62.7,-22.4
774,Заводской,79,16,3,14081153.47,257,253,1.0,1,59.5,59.5,13.4
775,Приречный,88,17,6,13900496.53,205,211,3.0,3,55.6,55.6,-16.8
776,Центральный,84,5,4,7733544.94,177,203,1.0,1,61.7,61.7,24.3
777,Центральный,8,2,18,5861610.03,101,91,0.0,0,63.8,63.8,-2.7
778,Ленинский,10,2,9,9219371.37,76,118,1.0,1,46.0,46.0,58.5
779,Ленинский,62,14,17,9802586.81,170,211,5.0,5,35.5,35.5,18.9
780,Ленинский,26,4,13,9039987.04,86,84,1.0,1,69.1,69.1,2.7
781,Ленинский,30,12,15,10297849.87,76,152,0.0,0,52.4,52.4,100.0
782,Ленинский,7,5,20,7711551.45,84,132,3.0,3,59.3,59.3,47.3
783,Заводской,45,16,17,8337273.22,98,116,2.0,2,61.2,61.2,28.1
784,Заводской,64,15,13,13479026.67,134,152,1.0,1,64.6,64.6,22.7
785,Центральный,18,2,16,10868614.11,88,103,1.0,1,72.9,72.9,20.0
786,Приречный,79,12,4,12868889.96,143,162,4.0,4,75.5,75.5,7.9
787,Ленинский,86,15,5,15836277.78,148,172,1.0,1,84.1,84.1,25.6
788,Заводской,16,1,5,8267885.78,174,164,2.0,2,84.1,84.1,-0.7
789,Заводской,91,19,9,10992503.66,216,220,2.0,2,76.3,76.3,-8.3
790,Приречный,16,1,17,8949451.48,134,182,1.0,1,88.7,88.7,32.1
791,Центральный,17,4,13,7351814.44,97,106,4.0,4,62.8,62.8,17.5
792,Ленинский,29,5,2,10346929.61,120,167,1.0,1,62.5,62.5,40.3
793,Ленинский,49,7,13,7629874.01,137,145,0.0,0,,58.8,16.7
794,Ленинский,23,5,19,7297146.62,110,157,,0,13.7,13.7,39.3
795,Центральный,59,16,3,5489772.8,174,204,4.0,4,48.8,48.8,7.2
796,Приречный,49,5,10,7014972.81,80,83,0.0,0,,58.8,25.7
797,Приречный,12,5,2,6150595.47,113,106,5.0,5,69.7,69.7,-23.0
798,Ленинский,97,12,13,8551617.99,212,260,3.0,3,89.9,89.9,17.6
799,Ленинский,57,17,19,9812675.76,135,132,1.0,1,68.6,68.6,0.6
800,Приречный,59,12,17,10554240.51,139,160,2.0,2,53.3,53.3,25.0
