transaction_id,product_category,quantity,is_member,hour_of_day,unit_price
T045479,Groceries,18,0,10,74.75
T093244,Groceries,14,1,9,57.95
T032497,Clothing,8,0,11,425.43
T043507,Electronics,17,1,21,1187.8
T069579,Groceries,7,0,15,360.95
T088777,Groceries,3,0,18,236.15
T005004,Clothing,20,1,12,1048.88
T076461,Electronics,5,0,21,2975.11
T094869,Clothing,10,1,17,1045.41
T068317,Groceries,9,0,19,116.23
T069369,Home,10,0,15,1821.75
T046478,Books,6,0,11,243.62
T004833,Groceries,18,1,14,494.12
T027145,Groceries,9,0,16,82.43
T053529,Clothing,10,1,15,1371.32
T074957,Groceries,1,1,13,330.29
T059980,Clothing,16,0,15,805.11
T096224,Clothing,13,0,17,1294.78
T011892,Electronics,8,1,17,1153.15
T005431,Groceries,18,0,21,68.48
T087064,Home,15,0,13,2610.99
T009375,Electronics,19,1,21,2328.1
T063616,Clothing,19,0,20,985.1
T062506,Home,2,0,21,1344.23
T094952,Clothing,10,0,14,917.13
T070566,Clothing,1,0,13,876.9
T075088,Clothing,5,0,12,1426.29
T088864,Groceries,6,0,21,152.06
T046185,Home,10,0,11,1286.41
T033647,Groceries,11,1,10,365.14
T023211,Electronics,14,0,15,4040.77
T085536,Groceries,5,0,11,467.61
T016751,Home,15,0,19,1746.89
T044632,Home,19,1,16,1602.04
T000180,Electronics,5,0,15,1719.57
T026182,Groceries,2,0,14,313.03
T001517,Groceries,20,0,19,68.89
T061320,Books,4,0,10,906.6
T076399,Electronics,19,0,16,4051.68
T049872,Groceries,3,0,18,76.6
T040449,Books,6,0,12,253.93
T028898,Groceries,16,1,14,182.65
T017640,Home,4,1,9,2330.65
T023959,Groceries,6,1,13,421.28
T050802,Home,12,1,13,2149.62
T076788,Groceries,13,1,14,381.36
T085918,Home,20,0,15,1174.1
T066082,Groceries,6,0,11,258.15
T043688,Electronics,19,1,18,3461.1
T075413,Home,20,0,21,2257.35
T000195,Clothing,11,1,15,967.49
T058077,Groceries,5,0,17,160.36
T023788,Groceries,16,0,10,393.86
T016678,Clothing,17,0,17,498.82
T022107,Electronics,11,1,19,1669.8
T095992,Home,20,1,18,2019.73
T050811,Electronics,15,0,11,4510.55
T039786,Clothing,19,0,15,558.28
T065202,Home,14,0,16,1085.8
T093149,Clothing,2,1,13,620.69
T044253,Electronics,4,0,14,3675.91
T002140,Home,8,0,15,2776.39
T026206,Groceries,6,0,16,472.79
T048305,Clothing,19,1,17,1317.17
T041197,Clothing,4,0,14,1336.55
T071436,Groceries,1,1,13,84.34
T071248,Home,15,0,16,2827.36
T080236,Groceries,9,0,21,64.23
T000859,Groceries,18,0,10,55.4
T040793,Home,20,0,15,1857.5
T090580,Groceries,3,0,11,256.61
T028215,Electronics,8,0,18,2670.49
T047400,Books,3,0,21,430.66
T075367,Clothing,5,1,14,834.91
T084057,Clothing,6,0,21,808.87
T035324,Books,4,0,11,968.68
T037671,Groceries,6,0,21,76.08
T005963,Clothing,12,0,14,797.75
T069671,Books,5,0,17,470.92
T061144,Home,17,0,13,1664.32
T038204,Clothing,1,1,12,600.71
T092519,Groceries,18,1,15,301.95
T012485,Groceries,7,0,20,440.82
T001559,Home,20,1,15,965.42
T047997,Electronics,15,1,16,3263.42
T058546,Home,14,0,13,906.57
T007825,Groceries,2,0,14,245.73
T061764,Electronics,2,1,11,4607.81
T082170,Groceries,20,0,18,298.75
T028547,Home,9,0,15,2290.19
T066042,Electronics,7,1,15,4542.39
T097804,Electronics,4,0,13,3016.48
T030642,Electronics,4,0,17,4830.69
T022540,Electronics,8,0,21,1498.92
T042239,Home,10,0,13,2062.85
T006506,Home,20,0,21,2089.18
T015855,Clothing,5,0,10,1475.07
T065146,Electronics,2,1,15,4015.44
T047563,Electronics,8,0,18,1394.56
T074483,Groceries,5,1,13,435.99
T095981,Clothing,5,0,15,1206.72
T037028,Electronics,3,0,21,3287.55
T023618,Groceries,3,0,21,208.16
T016538,Clothing,3,0,19,723.93
T024037,Electronics,13,0,14,1503.78
T000197,Groceries,13,0,15,127.44
T058208,Books,17,0,17,899.05
T028489,Groceries,2,0,12,93.19
T012839,Electronics,14,1,20,2342.61
T037154,Groceries,13,0,16,341.83
T070007,Books,9,0,15,384.32
T044629,Clothing,18,1,15,404.76
T096295,Groceries,2,1,11,196.29
T065019,Groceries,2,0,10,237.89
T043884,Groceries,20,1,15,166.43
T005765,Home,17,0,20,1908.61
T005494,Clothing,9,1,11,1134.55
T006368,Electronics,1,0,16,4459.01
T044670,Books,4,0,16,757.99
T085589,Home,6,1,9,1432.37
T067589,Electronics,16,0,18,1762.63
T003892,Groceries,1,1,15,125.07
T041518,Clothing,14,0,13,1262.68
T080394,Groceries,10,0,14,472.95
T057474,Books,17,1,10,427.43
T010359,Electronics,11,0,19,4766.41
T036805,Groceries,10,1,11,190.8
T043561,Clothing,17,0,13,1334.2
T093577,Electronics,6,1,14,2827.35
T055702,Electronics,12,0,11,4988.82
T098038,Books,3,1,11,982.91
T007066,Groceries,8,0,15,265.61
T038434,Clothing,20,1,18,892.34
T069975,Groceries,9,0,13,80.31
T024226,Electronics,6,0,12,2780.27
T007932,Home,9,1,17,1236.05
T075335,Groceries,19,1,15,215.17
T050666,Home,11,0,11,1101.98
T075072,Electronics,15,1,17,4590.7
T000204,Home,6,1,15,1719.41
T037983,Clothing,15,0,15,415.41
T088705,Electronics,6,1,12,4101.35
T070551,Clothing,20,0,10,455.58
T083774,Clothing,1,1,9,1204.75
T033724,Groceries,10,1,18,330.88
T015163,Clothing,9,0,21,564.57
T063002,Clothing,7,0,18,822.03
T016998,Groceries,9,1,21,247.32
T054268,Groceries,13,1,12,97.17
T075284,Home,18,1,16,1255.08
T092245,Groceries,13,0,20,200.58
T017407,Clothing,14,1,13,406.03
T068861,Groceries,11,0,14,222.15
T076651,Groceries,4,0,14,334.3
T082435,Home,11,0,11,1634.64
T085325,Clothing,16,1,13,1169.8
T064124,Clothing,19,1,18,693.49
T037022,Groceries,5,1,14,413.26
T043298,Electronics,19,0,21,2620.02
T005036,Clothing,3,1,13,1223.4
T074443,Books,2,0,13,213.97
T095571,Electronics,6,1,21,4494.27
T027756,Electronics,12,1,14,1603.28
T040320,Clothing,10,0,12,1034.56
T042810,Clothing,14,1,14,1325.68
T077391,Electronics,12,0,15,1065.25
T056914,Groceries,19,0,9,284.91
T017182,Groceries,8,0,13,459.26
T058303,Electronics,5,0,19,4865.97
T027981,Groceries,17,0,9,50.57
T091125,Clothing,10,0,17,1311.75
T077894,Clothing,17,0,13,1479.98
T076991,Electronics,16,0,17,3299.02
T033961,Electronics,19,1,18,4255.85
T015516,Electronics,14,1,14,1235.26
T033620,Clothing,1,0,18,599.16
T066222,Groceries,13,1,11,109.7
T011620,Electronics,4,1,16,1248.61
T004773,Clothing,11,0,21,430.83
T054712,Electronics,6,1,16,2673.55
T008265,Home,14,0,10,2459.53
T069242,Groceries,10,0,12,440.62
T003283,Home,6,0,12,966.28
T068601,Electronics,10,0,21,1156.15
T073485,Clothing,18,0,21,440.71
T016622,Home,1,0,16,1434.17
T093625,Groceries,14,1,21,236.08
T033069,Clothing,6,0,21,1100.11
T054781,Clothing,3,1,21,1046.27
T055317,Groceries,10,1,11,477.08
T034379,Electronics,16,1,14,3610.6
T035375,Clothing,3,1,20,1103.21
T080915,Books,1,1,12,207.93
T039123,Electronics,19,1,18,4532.48
T046155,Books,1,0,18,291.09
T080743,Clothing,6,1,11,851.33
T062067,Groceries,16,0,16,99.01
T058099,Electronics,14,0,12,3441.25
T044511,Home,10,1,10,2255.03
T022193,Clothing,10,0,16,853.79
T063917,Clothing,3,0,14,1314.21
T087821,Groceries,4,0,19,445.97
T059585,Home,16,1,21,2670.15
T027138,Groceries,8,1,17,279.58
T089103,Home,13,0,16,1970.48
T096913,Electronics,18,0,18,1615.02
T052620,Clothing,7,0,20,989.69
T038345,Clothing,16,0,14,863.37
T052653,Clothing,12,1,17,446.59
T093919,Clothing,16,1,11,537.74
T008047,Groceries,12,1,17,212.42
T096284,Clothing,4,0,13,844.3
T001574,Home,9,0,14,1926.93
T027793,Electronics,9,0,9,3749.5
T047380,Home,19,1,16,1261.23
T068905,Groceries,10,0,15,449.74
T067938,Clothing,10,1,16,984.48
T043855,Clothing,17,1,16,1377.31
T061470,Home,3,1,17,2037.2
T019328,Groceries,18,0,10,468.28
T056681,Electronics,17,0,17,4546.75
T035306,Groceries,17,0,20,380.31
T098107,Home,20,1,14,1209.6
T087922,Groceries,13,0,17,360.38
T070184,Groceries,15,0,14,413.81
T071782,Groceries,5,1,13,492.77
T023570,Clothing,15,0,15,1016.55
T035653,Groceries,18,0,9,256.83
T014870,Clothing,20,0,11,1414.27
T027574,Groceries,3,0,17,381.89
T082674,Clothing,11,0,17,760.53
T099129,Clothing,12,1,11,1299.63
T060819,Clothing,19,0,20,552.46
T063573,Home,2,1,21,1266.35
T063784,Home,10,1,13,1028.14
T054952,Home,7,0,13,1807.53
T063302,Groceries,16,0,19,480.09
T063473,Groceries,11,1,21,202.26
T028090,Groceries,5,1,20,73.22
T083837,Electronics,5,1,12,3657.55
T052482,Electronics,5,1,17,2661.51
T026781,Groceries,14,0,11,237.2
T061532,Groceries,9,0,15,462.07
T042481,Books,14,0,21,690.4
T091944,Clothing,12,0,18,457.28
T089553,Groceries,17,1,16,260.11
T066617,Groceries,1,0,14,87.5
T018859,Clothing,4,1,11,369.44
T068416,Books,17,1,14,883.53
T008835,Books,7,0,12,758.09
T097492,Clothing,5,0,17,1440.98
T039252,Groceries,16,1,14,158.47
T052935,Electronics,1,0,11,3634.96
T049338,Clothing,3,0,13,895.52
T077041,Electronics,10,1,16,3175.74
T037189,Clothing,3,1,14,434.14
T010726,Clothing,13,0,18,974.94
T014007,Clothing,4,0,13,483.87
T028098,Clothing,6,0,14,498.08
T006606,Electronics,5,0,14,4134.5
T099339,Groceries,19,0,18,152.56
T070653,Clothing,18,0,11,617.0
T057683,Groceries,16,0,17,199.15
T063350,Clothing,6,0,15,1161.71
T070328,Clothing,11,1,11,1430.25
T007156,Home,11,1,13,881.4
T017610,Clothing,7,0,16,1474.3
T051960,Groceries,17,0,15,472.69
T087190,Electronics,13,0,13,3191.6
T096152,Clothing,2,0,9,515.15
T082537,Groceries,11,0,19,351.56
T094414,Groceries,16,1,18,291.23
T045844,Clothing,3,0,20,1466.63
T071868,Groceries,5,1,21,297.82
T018762,Clothing,6,0,9,389.12
T019691,Electronics,13,0,18,1003.03
T098630,Groceries,12,0,14,66.35
T004929,Groceries,2,1,21,110.8
T020521,Clothing,4,1,18,532.36
T085461,Clothing,13,0,21,1438.3
T079675,Groceries,20,0,12,134.22
T033229,Clothing,11,1,9,1361.48
T099574,Groceries,3,0,10,263.42
T067487,Clothing,4,1,9,996.31
T020462,Electronics,19,1,13,4909.73
T069896,Groceries,14,1,18,455.52
T048308,Clothing,14,0,14,1447.03
T050869,Clothing,6,0,20,1050.0
T070303,Electronics,13,0,18,4435.77
T086959,Electronics,6,1,15,3213.81
T036165,Electronics,12,1,9,3298.57
T014444,Home,13,1,21,2291.75
T034540,Home,8,0,19,1498.93
T072809,Home,18,1,10,1194.02
T084709,Books,6,1,14,633.45
T020292,Home,2,1,16,2683.94
T028638,Clothing,10,1,9,997.73
T057489,Groceries,17,0,16,343.23
T041658,Groceries,17,1,13,414.48
T019783,Clothing,9,0,16,910.04
T033579,Electronics,18,0,21,3510.61
T069817,Clothing,18,1,16,1077.33
T040775,Groceries,10,0,14,79.45
T084415,Electronics,11,0,13,1219.51
T017204,Clothing,2,1,15,864.32
T011624,Electronics,12,1,13,2767.74
T092418,Groceries,9,0,13,117.67
T076686,Home,7,1,15,1104.15
T005571,Books,5,1,10,364.82
T084065,Groceries,10,1,18,75.07
T007120,Groceries,7,0,11,83.01
T047767,Home,9,0,14,2032.33
T074932,Home,17,0,13,2133.9
T069192,Electronics,8,0,13,1946.38
T082201,Groceries,6,1,18,93.94
T043138,Clothing,18,1,21,1464.26
T092777,Groceries,5,1,14,215.49
T040339,Groceries,15,0,15,488.74
T031656,Clothing,20,1,18,302.71
T085202,Electronics,2,0,11,4794.86
T019849,Electronics,15,1,12,4587.62
T074572,Electronics,3,1,13,2852.68
T080600,Groceries,9,0,21,205.39
T078656,Electronics,14,1,17,1910.07
T017406,Groceries,7,1,13,411.15
T016977,Clothing,20,1,18,515.56
T048185,Clothing,14,1,21,1217.85
T023015,Electronics,14,1,18,3223.75
T005579,Books,19,1,20,981.22
T051341,Home,2,1,13,1200.04
T055644,Clothing,1,0,16,1155.71
T005625,Electronics,7,0,18,4775.22
T025811,Groceries,8,0,17,499.72
T073034,Groceries,18,0,21,188.88
T077731,Home,19,0,12,2294.24
T081790,Electronics,14,0,17,1925.93
T039777,Electronics,6,1,18,1607.57
T036787,Clothing,8,0,10,1270.71
T012450,Clothing,16,0,18,455.58
T079641,Groceries,5,1,13,440.65
T032599,Electronics,13,1,14,1286.78
T024755,Groceries,14,0,14,205.24
T012240,Books,8,1,15,223.05
T043869,Groceries,11,0,11,491.82
T054352,Groceries,3,0,14,139.24
T049896,Groceries,18,1,13,264.57
T099227,Groceries,8,0,16,251.78
T065276,Electronics,2,0,14,4607.98
T079891,Groceries,3,0,11,461.32
T042995,Clothing,16,0,9,1030.87
T088933,Books,8,1,15,998.32
T033755,Clothing,4,0,19,1166.87
T046232,Home,3,1,15,2601.99
T085761,Clothing,11,1,9,819.65
T012195,Clothing,6,0,10,1265.24
T078976,Home,9,1,14,1683.68
T093890,Groceries,15,0,18,498.07
T078086,Electronics,12,0,12,2131.33
T068609,Clothing,6,0,21,981.02
T096058,Electronics,18,0,13,2323.6
T091263,Electronics,13,1,15,2525.87
T001922,Electronics,9,0,18,4896.4
T079369,Electronics,12,0,11,1531.0
T058020,Books,1,1,16,565.03
T002182,Clothing,20,1,17,830.25
T016070,Electronics,16,0,16,4511.78
T047746,Clothing,20,1,13,1267.08
T030423,Electronics,5,1,17,1671.7
T064523,Groceries,17,0,21,478.72
T055137,Electronics,6,1,16,1397.97
T068767,Home,7,1,15,1951.37
T022620,Clothing,14,0,21,535.92
T072734,Home,8,1,9,2405.57
T058442,Home,4,0,14,1920.5
T013708,Clothing,5,1,14,386.34
T025720,Home,17,0,18,2149.38
T071444,Home,3,0,21,1683.94
T028896,Groceries,17,0,18,327.4
T021049,Books,17,0,18,425.16
T039336,Groceries,3,0,15,459.88
T074665,Clothing,19,0,14,308.26
T033215,Home,14,1,21,1149.12
T028254,Electronics,11,1,18,1114.27
T001896,Groceries,16,1,18,474.31
T089124,Clothing,5,1,16,1086.22
T009316,Electronics,16,1,16,1677.67
T036694,Groceries,5,0,16,376.92
T031719,Electronics,6,0,18,3175.5
T019961,Groceries,10,1,16,203.53
T042558,Groceries,3,0,20,312.49
T026179,Groceries,2,0,17,73.97
T045283,Clothing,1,0,21,413.49
T083873,Groceries,8,0,12,412.08
T062724,Groceries,19,1,17,88.19
T091064,Books,2,1,17,344.15
T018885,Home,10,0,10,2591.54
T041746,Clothing,16,0,16,988.43
T084205,Books,17,0,18,659.55
T020023,Clothing,14,0,18,453.91
T059348,Electronics,7,0,15,3186.78
T039847,Clothing,2,1,15,1467.06
T019147,Clothing,7,1,17,929.35
T086212,Electronics,12,1,19,3725.58
T094595,Clothing,20,1,14,551.86
T021708,Clothing,15,0,20,646.61
T031185,Home,14,0,9,2823.87
T058484,Clothing,19,1,20,1042.8
T029294,Books,19,1,14,369.41
T060137,Clothing,17,1,19,1329.24
T099989,Clothing,11,0,20,606.24
T066804,Home,9,0,21,1340.92
T010960,Home,9,1,11,2205.26
T005982,Electronics,5,1,14,4395.81
T036825,Electronics,2,0,13,1090.04
T087753,Books,12,1,10,359.44
T066573,Groceries,17,0,14,372.25
T085907,Clothing,11,0,17,1315.91
T071814,Groceries,11,0,18,366.4
T099116,Groceries,8,1,15,134.44
T067368,Electronics,17,0,18,3826.02
T065381,Groceries,8,1,17,348.87
T099996,Home,5,0,20,1026.59
T037809,Electronics,16,0,10,3027.09
T087375,Books,4,1,11,317.84
T022438,Books,3,0,11,662.38
T078759,Electronics,15,0,15,2035.72
T002122,Groceries,12,0,18,98.96
T015181,Electronics,1,0,15,4858.39
T097914,Electronics,1,0,21,2631.07
T077558,Groceries,9,1,10,93.46
T075747,Electronics,4,1,17,3436.82
T006634,Groceries,5,1,21,61.87
T090296,Clothing,18,0,17,1232.11
T060487,Groceries,3,0,18,200.08
T079325,Clothing,3,1,13,842.78
T096697,Groceries,14,0,18,378.23
T083467,Groceries,17,1,15,361.68
T076262,Electronics,8,0,14,4023.94
T017420,Groceries,18,0,20,294.01
T064317,Electronics,7,0,21,1992.38
T022787,Groceries,14,0,17,471.42
T036263,Clothing,15,0,18,1010.12
T079899,Clothing,6,1,19,884.31
T072840,Electronics,9,0,15,2140.1
T090434,Books,2,1,10,418.45
T017497,Groceries,15,0,17,281.89
T052598,Groceries,4,1,13,173.38
T074105,Home,11,1,19,2760.23
T005085,Electronics,1,0,14,2213.87
T078339,Clothing,15,0,13,762.61
T094098,Clothing,14,0,16,442.4
T049952,Groceries,9,1,18,246.84
T009228,Home,6,1,14,2453.76
T080337,Electronics,3,1,15,4119.57
T047035,Groceries,20,1,14,289.69
T039006,Clothing,4,1,14,1056.88
T018269,Electronics,19,1,15,4489.65
T095087,Electronics,18,1,21,3917.12
T043994,Clothing,9,0,14,954.33
T060909,Electronics,14,0,17,4607.83
T050529,Groceries,1,1,9,475.61
T019262,Books,14,0,18,786.69
T047129,Electronics,18,1,10,2950.86
T005840,Groceries,3,1,14,100.81
T002231,Groceries,14,0,9,454.4
T034676,Groceries,17,1,16,161.83
T099378,Electronics,4,0,14,3144.43
T088862,Groceries,15,1,16,374.88
T089964,Clothing,3,0,14,772.24
T017357,Clothing,20,0,9,1160.6
T009251,Electronics,10,0,14,3074.19
T076130,Home,5,1,18,1931.09
T092980,Clothing,6,0,11,866.31
T008048,Electronics,12,0,13,2642.09
T048296,Groceries,9,0,12,474.98
T030114,Electronics,17,0,16,4082.33
T068049,Groceries,2,0,16,397.64
T028630,Clothing,8,0,17,868.16
T091569,Electronics,13,1,10,1469.81
T082191,Electronics,2,0,16,3035.18
T063258,Electronics,13,0,14,1533.48
T035184,Home,13,0,17,1931.18
T087067,Books,19,1,9,483.19
T001523,Clothing,14,0,13,1272.14
T025947,Groceries,8,0,14,155.78
T099189,Groceries,2,0,21,489.35
T096221,Groceries,1,0,21,178.41
T008981,Home,10,0,9,1288.29
T033287,Groceries,7,0,17,449.53
T002324,Clothing,20,1,16,1384.99
T019511,Groceries,13,1,12,61.64
T031166,Groceries,3,0,17,341.9
T063897,Groceries,16,0,10,305.63
T034126,Clothing,10,0,18,948.45
T058359,Groceries,20,0,18,455.62
T087587,Books,10,0,18,506.73
T033958,Clothing,10,1,14,838.55
T059243,Groceries,14,1,13,207.88
T028800,Groceries,4,0,16,418.26
T024572,Clothing,7,0,9,1102.74
T006944,Electronics,8,0,12,3392.65
T048147,Electronics,11,0,9,2284.34
T069942,Electronics,12,0,12,3946.93
T040524,Electronics,1,1,17,2417.67
T028475,Groceries,16,0,19,176.57
T002452,Books,20,1,21,400.37
T087154,Groceries,17,0,9,177.82
T073668,Electronics,5,1,18,4746.14
T087892,Home,19,1,20,2119.56
T050040,Clothing,15,0,15,1451.53
T032596,Home,5,1,12,2704.39
T081827,Home,19,1,21,976.93
T018997,Clothing,5,1,18,1220.38
T099076,Home,7,1,17,850.87
T032932,Clothing,19,0,16,1034.14
T024129,Groceries,4,1,14,268.48
T012726,Books,18,1,10,496.86
T083415,Clothing,1,1,14,1288.14
T004538,Groceries,12,0,21,262.41
T045370,Clothing,7,0,18,476.82
T076318,Clothing,20,0,13,887.41
T033318,Electronics,9,0,15,4705.17
T095296,Electronics,11,0,18,2872.18
T030204,Groceries,7,0,19,67.76
T050755,Groceries,9,1,14,58.91
T007870,Electronics,5,0,18,2946.39
T010262,Groceries,6,0,14,230.48
T012889,Books,18,0,15,914.5
T002400,Groceries,9,1,15,452.79
T004911,Home,18,0,21,2953.55
T001489,Clothing,4,1,19,927.18
T088970,Clothing,9,0,13,962.45
T095572,Groceries,20,0,17,348.18
T032164,Groceries,10,1,13,155.05
T076463,Electronics,20,1,18,4959.35
T010111,Clothing,4,1,10,1292.05
T071589,Home,17,0,10,2796.12
T082229,Home,8,0,17,2699.98
T056442,Electronics,20,1,15,4859.19
T042930,Groceries,19,1,18,339.12
T022033,Groceries,14,0,13,474.86
T044768,Books,6,0,16,210.31
T014988,Home,4,1,20,2107.5
T028486,Clothing,12,0,21,1187.67
T004412,Electronics,3,0,15,3373.92
T015448,Clothing,16,0,11,1186.07
T046640,Clothing,12,0,13,1128.05
T050302,Books,14,0,11,424.79
T030148,Electronics,11,1,19,2727.05
T044717,Clothing,16,0,9,821.36
T002939,Books,7,1,12,362.88
T008657,Groceries,6,1,11,315.13
T063662,Home,14,0,18,1502.11
T094771,Electronics,19,0,13,3999.67
T025415,Groceries,7,0,20,473.94
T085672,Groceries,12,1,18,167.36
T001213,Electronics,3,1,21,2528.39
T023967,Clothing,1,1,21,1447.6
T013866,Groceries,5,1,18,354.86
T062058,Home,11,1,14,2244.85
T070364,Groceries,8,1,15,252.39
T056662,Groceries,1,0,14,458.59
T090250,Groceries,20,1,9,175.11
T035842,Electronics,10,0,10,1560.58
T062539,Clothing,17,0,20,716.72
T052640,Clothing,3,1,18,422.05
T025586,Books,17,0,16,806.79
T058789,Home,6,0,14,2463.1
T053924,Clothing,4,1,11,1112.68
T043190,Groceries,17,1,21,374.14
T055105,Home,17,0,21,1645.74
T031339,Books,20,0,11,496.66
T054196,Clothing,6,0,16,684.62
T077117,Electronics,10,1,20,3251.16
T034002,Groceries,6,0,17,350.11
T031492,Groceries,14,0,20,289.84
T007049,Clothing,6,0,19,956.05
T031726,Home,9,1,16,2072.85
T075825,Electronics,1,1,16,3858.12
T016227,Electronics,8,1,18,2902.18
T098803,Electronics,5,0,13,4885.54
T033429,Groceries,11,1,12,498.92
T004034,Books,6,1,12,230.52
T045515,Clothing,15,0,15,1199.72
T047362,Groceries,2,0,21,446.51
T007985,Clothing,2,0,15,741.49
T077564,Books,17,0,10,651.13
T086849,Clothing,12,0,17,1441.88
T098511,Groceries,7,0,14,300.32
T032328,Electronics,15,0,17,4842.08
T041378,Groceries,19,0,19,141.37
T023881,Groceries,12,0,13,103.83
T039585,Books,4,1,11,371.43
T073193,Electronics,20,1,10,4854.17
T092823,Electronics,18,0,21,4201.76
T055344,Groceries,6,0,13,143.15
T099337,Home,12,1,14,1192.64
T011043,Books,8,0,15,442.72
T086538,Electronics,1,1,14,4777.63
T046805,Groceries,18,0,16,121.0
T094065,Books,13,0,19,798.52
T086677,Electronics,9,1,20,2997.18
T041955,Home,8,0,10,1498.0
T062129,Clothing,3,1,16,621.5
T076545,Groceries,2,1,13,139.54
T070794,Groceries,7,0,14,466.24
T019362,Home,7,0,21,2413.18
T087907,Home,3,0,15,1635.11
T026519,Books,13,0,14,303.71
T099179,Home,20,0,21,1939.5
T066136,Groceries,10,0,15,212.81
T022275,Books,9,0,13,793.49
T046989,Electronics,7,0,20,2936.44
T049396,Groceries,9,0,20,259.52
T075601,Groceries,8,1,15,143.17
T078240,Electronics,19,1,20,1399.22
T082117,Home,5,0,14,1946.58
T052692,Clothing,6,0,18,828.11
T047871,Electronics,2,0,17,2501.55
T053272,Books,10,0,18,223.73
T083768,Electronics,5,1,10,1038.58
T080996,Groceries,20,0,21,164.97
T068896,Books,5,0,19,883.13
T032433,Groceries,2,1,13,73.3
T063259,Electronics,17,0,15,2645.97
T032421,Groceries,20,1,20,269.51
T007440,Electronics,12,0,18,4095.82
T016182,Books,1,0,16,369.3
T089676,Clothing,20,0,14,1253.31
T097893,Clothing,9,1,15,1382.41
T032051,Groceries,4,0,12,346.59
T088680,Clothing,9,1,16,639.02
T035767,Home,5,1,10,1803.87
T006547,Groceries,4,0,14,178.31
T093137,Groceries,13,1,14,228.4
T069235,Electronics,3,0,16,2845.12
T036308,Clothing,14,1,17,849.9
T076046,Home,12,0,20,2010.4
T060205,Electronics,14,0,17,3452.07
T020162,Books,5,1,9,618.72
T076888,Home,17,1,13,1470.03
T031029,Home,4,1,18,880.68
T050190,Clothing,9,1,15,911.82
T091721,Groceries,14,0,20,432.57
T056353,Clothing,12,0,19,924.08
T026052,Clothing,6,1,11,792.26
T086687,Clothing,10,0,21,1154.44
T073860,Electronics,12,0,21,3863.76
T032879,Electronics,2,0,20,1993.09
T003689,Electronics,12,0,21,4277.76
T095424,Electronics,16,0,13,1734.36
T071035,Electronics,6,1,17,4588.77
T001466,Electronics,3,0,16,1435.26
T022538,Groceries,2,1,18,218.12
T084479,Electronics,18,0,17,4444.37
T054110,Groceries,20,0,9,301.58
T016147,Home,11,0,14,2965.29
T019104,Clothing,4,0,18,1016.21
T096623,Clothing,5,0,21,1432.01
T037269,Electronics,7,0,19,3646.08
T072766,Groceries,17,0,10,200.87
T032177,Home,1,0,10,2902.53
T049545,Clothing,2,0,15,570.85
T036442,Electronics,10,1,13,2206.61
T088863,Electronics,16,0,16,2244.17
T017399,Electronics,15,0,14,3935.27
T040581,Groceries,15,1,13,447.66
T052722,Groceries,7,0,17,196.93
T073427,Home,13,0,19,2079.3
T078938,Books,9,1,21,855.0
T028182,Home,11,1,11,1621.25
T003903,Books,13,1,16,705.52
T046274,Groceries,13,0,10,162.98
T017576,Home,16,1,13,2720.09
T063406,Electronics,5,1,13,4293.66
T035004,Electronics,14,1,13,3111.47
T029296,Groceries,17,1,10,177.26
T079150,Home,15,0,19,1952.25
T059388,Clothing,16,0,15,1362.04
T019042,Clothing,14,0,21,816.62
T074100,Electronics,5,0,19,2065.8
T012858,Groceries,8,0,14,292.09
T085800,Books,4,1,9,378.88
T047830,Groceries,14,0,15,456.83
T024825,Groceries,17,0,14,139.04
T036213,Electronics,1,0,17,2479.69
T029279,Groceries,18,1,19,416.53
T024838,Home,13,0,9,2418.31
T064883,Home,15,0,17,1941.61
T053234,Books,14,1,13,291.29
T004345,Groceries,15,1,19,227.73
T062925,Home,19,1,13,1407.19
T041156,Groceries,1,1,19,218.44
T033433,Books,7,0,21,635.36
T015057,Electronics,13,0,18,3349.91
T087082,Clothing,17,1,14,1285.78
T063188,Clothing,12,1,15,496.14
T050723,Books,10,0,21,854.37
T014053,Groceries,19,0,17,283.05
T025458,Home,17,0,12,1486.29
T060306,Clothing,5,1,11,1103.68
T071445,Groceries,13,1,14,196.15
T026428,Books,7,0,12,233.38
T063883,Clothing,9,0,11,977.31
T033273,Groceries,7,0,18,441.92
T062917,Electronics,18,0,16,3352.02
T094048,Groceries,17,1,15,147.08
T003918,Clothing,1,0,17,1342.83
T000192,Home,10,0,14,2169.71
T004157,Groceries,11,1,18,330.76
T082013,Electronics,18,1,21,4918.48
T083813,Groceries,13,1,17,189.99
T077764,Groceries,15,1,21,131.42
T051131,Home,12,1,13,2393.75
T068397,Groceries,17,1,18,372.69
T099725,Books,13,1,21,677.19
T047753,Home,11,0,18,1303.79
T004974,Groceries,20,0,12,222.27
T069741,Home,5,0,13,1249.8
T035133,Groceries,9,0,17,436.15
T026672,Electronics,3,0,21,3989.83
T083861,Clothing,15,0,12,635.05
T047009,Clothing,4,1,21,1384.64
T079103,Electronics,10,0,17,4920.11
T047331,Books,18,1,21,500.88
T098291,Clothing,3,0,9,1428.19
T030866,Clothing,17,0,17,1496.98
T008763,Groceries,13,1,15,411.27
T084471,Groceries,15,0,14,356.48
T008146,Electronics,17,1,21,1137.2
T070288,Clothing,12,1,15,929.74
T089245,Electronics,7,0,15,2162.28
T067217,Electronics,13,1,13,4924.19
T097735,Groceries,6,1,21,95.32
