damage_zone,car_class,detail_code,car_age,engine_volume,mileage,repair_cost
задняя,эконом,MOTOR-03,13,4.7,165.3,466.2
передняя,премиум,FRAME-01,17,4.2,350.7,600.0
передняя,бизнес,LIGHT-02,24,5.4,50.4,193.8
задняя,премиум,SUSP-01,15,1.4,350.1,600.0
задняя,бизнес,INTERIOR-02,8,5.6,204.9,184.2
передняя,эконом,INTERIOR-01,14,2.5,161.7,106.7
передняя,комфорт,HOOD-02,25,3.5,64.8,497.1
боковая,комфорт,LIGHT-03,9,3.2,280.3,73.4
боковая,эконом,RADIATOR-01,21,4.8,370.7,203.4
задняя,комфорт,AC-01,15,3.1,150.2,219.6
передняя,бизнес,FRAME-02,3,5.7,96.6,600.0
передняя,эконом,RADIATOR-01,19,5.5,221.9,202.0
передняя,бизнес,WHEEL-01,12,5.4,318.5,252.3
боковая,комфорт,FENDER-01,21,1.4,1.5,94.7
передняя,премиум,BATTERY-02,4,5.3,252.6,207.5
задняя,эконом,AC-02,21,4.9,238.6,218.2
передняя,эконом,BUMPER-02,6,1.5,127.3,138.1
задняя,комфорт,SUSP-01,22,1.5,180.6,266.6
задняя,эконом,TRANS-03,8,1.5,98.8,268.9
боковая,бизнес,SUSP-01,7,1.1,316.0,316.9
передняя,бизнес,FENDER-03,15,3.7,253.8,373.6
передняя,эконом,ALTERNATOR-01,5,5.9,213.1,229.7
передняя,комфорт,INTERIOR-02,15,3.2,157.0,199.5
боковая,комфорт,MOTOR-03,5,3.7,116.6,516.6
боковая,эконом,BRAKE-02,13,5.8,329.1,128.7
задняя,премиум,BUMPER-03,20,2.3,180.6,297.1
задняя,бизнес,GLASS-02,0,5.3,200.6,138.4
задняя,комфорт,FRAME-02,24,3.7,208.3,600.0
передняя,бизнес,AC-02,8,3.8,179.3,471.6
боковая,комфорт,INTERIOR-02,24,2.7,102.4,118.6
задняя,премиум,FENDER-13,23,3.8,48.1,274.0
задняя,комфорт,BATTERY-01,12,1.4,39.4,54.7
задняя,бизнес,LIGHT-02,25,4.8,303.0,209.3
передняя,бизнес,BUMPER-02,18,2.4,89.4,398.1
передняя,эконом,PAINT-02,16,5.4,22.3,64.5
боковая,бизнес,ALTERNATOR-02,10,2.8,319.0,297.6
передняя,эконом,ALTERNATOR-01,7,1.7,61.6,149.1
задняя,эконом,SUSP-02,22,4.5,250.1,280.2
передняя,эконом,HOOD-01,4,1.8,135.5,262.5
задняя,премиум,SUSP-02,9,4.8,50.6,577.5
передняя,бизнес,FRAME-03,6,5.8,165.8,600.0
задняя,бизнес,ENG-02,9,4.9,5.9,600.0
боковая,бизнес,GLASS-01,3,1.1,336.4,94.5
передняя,комфорт,CABLE-01,8,4.0,205.4,61.7
задняя,премиум,BATTERY-02,25,4.5,55.7,180.2
задняя,комфорт,FRAME-03,13,5.1,94.8,458.3
задняя,эконом,TRANS-03,1,1.3,179.2,250.1
боковая,эконом,FENDER-11,24,3.4,75.5,44.9
боковая,бизнес,MOTOR-03,8,3.7,107.4,600.0
передняя,бизнес,PAINT-03,20,1.8,213.8,133.4
передняя,эконом,TRANS-03,0,2.6,333.0,389.6
передняя,эконом,INTERIOR-02,22,3.2,160.7,99.5
задняя,бизнес,FENDER-11,9,5.2,286.8,190.7
передняя,эконом,DOOR-01,9,5.6,350.7,234.1
задняя,бизнес,ENG-02,19,4.1,86.5,600.0
задняя,премиум,FRAME-02,24,3.0,322.9,600.0
передняя,комфорт,ENG-03,21,2.3,303.0,600.0
боковая,эконом,MOTOR-01,2,5.9,142.8,313.6
передняя,бизнес,ALTERNATOR-01,5,5.9,395.8,473.5
передняя,бизнес,ELECTRIC-02,25,5.6,105.0,579.3
боковая,комфорт,EXHAUST-02,5,4.9,101.9,122.3
задняя,премиум,LIGHT-03,20,2.6,308.9,271.8
задняя,эконом,BUMPER-01,1,5.1,173.9,157.9
задняя,комфорт,HOOD-02,25,3.0,132.3,390.7
передняя,бизнес,BATTERY-01,25,2.6,71.5,154.4
боковая,бизнес,RADIATOR-02,17,4.7,306.1,328.0
боковая,эконом,LIGHT-03,22,1.4,314.5,118.6
задняя,бизнес,INTERIOR-02,1,1.2,226.6,156.8
передняя,комфорт,ELECTRIC-02,11,3.2,382.9,404.3
задняя,эконом,ENG-01,21,3.2,127.3,536.6
задняя,эконом,PAINT-01,4,5.5,87.8,15.0
передняя,бизнес,GLASS-01,19,1.6,271.0,117.3
боковая,эконом,INTERIOR-02,6,1.6,303.4,84.8
передняя,эконом,BATTERY-01,23,1.7,90.0,57.0
боковая,эконом,CABLE-03,15,1.1,30.6,30.5
задняя,бизнес,WHEEL-02,19,1.4,324.2,168.8
передняя,комфорт,ELECTRIC-01,0,4.3,390.6,331.9
задняя,бизнес,GLASS-01,0,3.2,257.9,80.0
боковая,эконом,DOOR-03,16,4.8,111.1,171.1
боковая,комфорт,ELECTRIC-01,0,6.0,398.7,217.0
боковая,комфорт,SUSP-03,20,4.3,357.3,329.6
задняя,бизнес,BUMPER-01,19,1.3,205.4,270.0
задняя,премиум,LIGHT-02,12,1.5,330.1,196.5
боковая,эконом,BUMPER-01,8,5.4,326.3,77.7
передняя,комфорт,GLASS-01,14,3.6,373.9,69.7
задняя,эконом,DOOR-03,2,5.1,336.4,171.8
передняя,комфорт,ALTERNATOR-02,13,5.3,257.5,395.8
боковая,эконом,RADIATOR-01,22,5.6,243.7,149.8
боковая,эконом,FENDER-03,10,5.7,186.9,169.8
передняя,эконом,ENG-01,23,3.8,250.6,600.0
боковая,комфорт,WHEEL-01,21,2.7,318.1,84.8
боковая,эконом,BUMPER-01,11,5.8,387.6,169.9
передняя,бизнес,EXHAUST-02,12,3.7,186.9,347.8
задняя,комфорт,ELECTRIC-01,25,1.3,229.5,315.5
боковая,эконом,DOOR-03,12,4.2,177.9,121.1
передняя,бизнес,INTERIOR-01,0,3.9,267.4,149.4
задняя,эконом,FRAME-02,23,5.5,252.0,403.5
передняя,комфорт,MOTOR-01,9,4.3,7.1,600.0
боковая,комфорт,HOOD-02,2,2.7,216.5,254.3
боковая,эконом,ELECTRIC-01,23,5.8,35.4,119.6
боковая,эконом,GLASS-01,3,5.0,10.6,61.0
задняя,эконом,INTERIOR-02,15,4.2,316.5,65.8
боковая,премиум,TRANS-03,7,2.5,103.5,595.6
боковая,комфорт,BUMPER-03,15,2.9,136.3,131.2
передняя,комфорт,CABLE-01,16,4.3,25.6,56.9
боковая,комфорт,TRANS-03,18,1.4,71.8,374.4
передняя,эконом,EXHAUST-01,21,2.3,306.2,142.2
задняя,комфорт,FRAME-03,14,4.6,197.4,500.0
передняя,бизнес,AC-02,15,3.4,352.3,567.4
передняя,эконом,WHEEL-02,14,3.0,158.9,118.4
передняя,эконом,FRAME-01,24,1.8,107.5,414.1
задняя,эконом,BRAKE-02,1,3.2,139.0,15.0
передняя,комфорт,WHEEL-01,10,4.9,285.1,132.2
боковая,премиум,FENDER-04,0,2.3,222.0,212.9
передняя,эконом,BRAKE-01,14,1.0,361.7,118.2
передняя,комфорт,MOTOR-03,25,4.3,240.9,600.0
задняя,эконом,RADIATOR-02,18,5.9,197.2,186.2
боковая,премиум,HOOD-02,3,4.0,314.3,555.2
передняя,эконом,CABLE-03,10,1.6,379.0,50.1
задняя,комфорт,LIGHT-03,4,2.6,142.3,147.7
боковая,бизнес,RADIATOR-02,2,5.3,100.0,274.6
задняя,бизнес,FENDER-03,12,2.2,246.5,287.2
передняя,комфорт,BRAKE-02,9,4.0,199.5,182.1
передняя,эконом,DOOR-02,10,3.0,395.7,246.4
боковая,эконом,TRANS-01,17,2.0,184.9,302.9
передняя,эконом,FRAME-02,1,5.1,29.7,401.4
боковая,эконом,FENDER-03,6,4.7,390.9,120.3
задняя,комфорт,INTERIOR-02,8,4.3,337.4,144.7
боковая,эконом,FENDER-03,9,2.2,71.3,71.8
боковая,эконом,GLASS-02,17,1.5,361.8,81.8
боковая,комфорт,TRANS-01,22,3.9,136.3,460.5
задняя,премиум,HOOD-01,6,3.8,150.8,558.3
боковая,комфорт,DOOR-03,6,1.9,362.6,220.7
задняя,эконом,DOOR-02,2,1.3,212.0,182.0
задняя,эконом,ELECTRIC-02,11,1.4,55.1,171.2
задняя,премиум,MOTOR-03,6,6.0,147.6,600.0
боковая,эконом,RADIATOR-02,16,4.9,288.8,175.8
боковая,эконом,TRANS-02,25,5.6,69.7,355.9
боковая,комфорт,MOTOR-01,0,2.0,236.1,562.0
задняя,комфорт,TRANS-02,4,5.8,278.1,600.0
задняя,комфорт,BUMPER-02,15,1.7,137.5,180.2
боковая,эконом,DOOR-02,14,3.5,277.6,169.9
передняя,эконом,HOOD-02,1,5.1,353.7,355.3
передняя,премиум,AC-01,8,2.7,188.8,533.6
задняя,эконом,ENG-02,6,3.1,153.2,431.3
передняя,комфорт,SUSP-03,3,1.6,100.5,257.3
передняя,бизнес,FENDER-13,19,1.6,241.7,290.1
передняя,комфорт,TRANS-01,17,4.1,351.9,600.0
передняя,эконом,WHEEL-01,20,4.4,129.9,117.6
передняя,эконом,INTERIOR-02,3,4.9,158.5,160.1
боковая,комфорт,FENDER-04,12,3.8,162.7,94.4
задняя,бизнес,BRAKE-02,0,4.2,224.3,177.6
задняя,премиум,FRAME-03,23,1.1,91.4,600.0
задняя,эконом,FENDER-02,2,1.8,328.9,45.5
передняя,эконом,ENG-03,15,5.9,118.2,504.9
боковая,премиум,AC-02,21,1.4,282.1,493.7
боковая,бизнес,INTERIOR-03,3,4.4,205.3,190.9
передняя,бизнес,FENDER-03,24,1.9,234.4,414.2
задняя,эконом,BRAKE-01,22,4.6,71.8,105.4
боковая,комфорт,ALTERNATOR-01,24,4.5,294.0,250.9
боковая,бизнес,FENDER-11,15,2.2,75.4,121.4
задняя,комфорт,ELECTRIC-02,25,2.3,45.4,270.8
задняя,комфорт,PAINT-02,18,4.3,218.7,120.6
передняя,эконом,WHEEL-01,0,3.0,283.7,74.7
боковая,комфорт,FENDER-13,4,2.0,20.0,107.6
передняя,эконом,PAINT-01,18,4.7,27.8,15.0
боковая,комфорт,MOTOR-02,21,1.8,321.1,600.0
задняя,премиум,FENDER-13,23,5.3,323.6,387.0
задняя,эконом,FENDER-12,10,3.6,98.1,49.1
задняя,бизнес,PAINT-02,12,1.5,246.1,74.0
передняя,эконом,FENDER-04,19,4.5,177.3,174.6
передняя,комфорт,CABLE-03,4,3.6,253.1,67.9
передняя,премиум,MOTOR-02,20,2.5,345.2,600.0
передняя,эконом,FENDER-03,3,3.1,31.9,182.1
боковая,эконом,RADIATOR-02,3,2.5,311.2,172.9
задняя,комфорт,FENDER-01,3,2.3,197.2,158.6
передняя,эконом,ENG-02,3,1.8,225.7,503.5
боковая,бизнес,ALTERNATOR-02,19,2.8,261.6,276.7
боковая,премиум,MOTOR-02,20,2.3,369.0,600.0
боковая,комфорт,CABLE-03,17,4.4,22.7,15.0
боковая,эконом,LIGHT-02,17,4.4,11.8,22.2
передняя,комфорт,FRAME-01,15,3.5,71.3,502.6
задняя,бизнес,FRAME-02,8,4.9,394.6,600.0
боковая,эконом,FRAME-01,17,5.2,286.0,334.1
задняя,комфорт,BUMPER-03,21,3.9,245.9,212.0
передняя,комфорт,LIGHT-02,1,4.1,18.8,98.0
боковая,комфорт,SUSP-03,20,2.4,351.6,286.2
передняя,эконом,DOOR-01,3,5.5,325.1,248.2
передняя,бизнес,GLASS-02,11,1.1,265.9,170.0
задняя,эконом,RADIATOR-01,6,2.7,135.7,114.2
задняя,эконом,TRANS-02,14,4.6,28.2,358.6
задняя,бизнес,MOTOR-01,6,1.4,232.0,600.0
передняя,бизнес,BRAKE-02,21,1.9,287.9,253.3
боковая,эконом,GLASS-01,25,3.9,37.7,55.5
передняя,эконом,BRAKE-02,20,3.8,253.5,160.5
передняя,эконом,BATTERY-02,16,4.7,114.5,63.4
боковая,эконом,BUMPER-02,15,5.1,305.7,114.5
боковая,эконом,INTERIOR-01,18,1.6,215.8,120.3
боковая,эконом,MOTOR-01,8,1.1,51.6,324.4
боковая,комфорт,HOOD-01,13,4.4,210.6,305.2
задняя,бизнес,INTERIOR-02,16,2.5,158.3,148.0
задняя,комфорт,ENG-02,4,4.1,72.1,589.0
передняя,комфорт,GLASS-01,1,1.8,336.6,126.9
задняя,эконом,FENDER-13,19,3.3,4.4,49.2
задняя,премиум,CABLE-01,15,3.5,124.9,77.7
передняя,бизнес,FRAME-01,13,3.9,5.0,600.0
боковая,бизнес,SUSP-02,13,3.6,38.4,403.6
задняя,бизнес,WHEEL-01,0,3.5,118.8,140.2
передняя,премиум,MOTOR-01,2,2.7,21.7,600.0
передняя,комфорт,TRANS-03,25,1.4,238.7,600.0
задняя,эконом,ENG-03,6,1.4,34.7,279.7
передняя,комфорт,CABLE-01,25,3.2,280.7,79.5
боковая,бизнес,ELECTRIC-02,14,2.8,21.1,311.6
задняя,бизнес,HOOD-02,18,3.6,23.7,473.1
задняя,комфорт,FENDER-11,19,2.5,122.1,131.5
задняя,эконом,ALTERNATOR-02,1,4.4,358.6,182.3
боковая,эконом,BUMPER-02,18,5.3,256.6,164.3
передняя,премиум,TRANS-02,8,2.5,308.1,600.0
задняя,комфорт,BUMPER-01,18,2.0,56.6,135.5
задняя,комфорт,LIGHT-01,4,1.6,333.7,99.8
передняя,эконом,CABLE-02,17,4.1,3.3,47.3
боковая,эконом,CABLE-03,15,3.2,85.2,15.0
боковая,бизнес,BUMPER-01,3,1.9,246.4,238.5
задняя,комфорт,AC-01,11,4.3,150.1,226.5
боковая,бизнес,DOOR-03,6,1.7,393.7,292.2
боковая,комфорт,LIGHT-03,13,3.8,12.1,90.2
боковая,комфорт,FRAME-03,22,3.6,399.4,495.5
боковая,эконом,TRANS-01,11,4.7,249.5,317.8
задняя,бизнес,DOOR-02,2,1.3,223.5,309.0
задняя,комфорт,GLASS-01,4,5.4,23.8,87.2
задняя,комфорт,INTERIOR-01,16,4.5,109.3,147.7
боковая,комфорт,MOTOR-01,25,2.1,369.9,600.0
передняя,премиум,ELECTRIC-02,9,1.9,141.7,596.9
боковая,эконом,MOTOR-01,9,3.2,264.7,435.0
боковая,бизнес,DOOR-01,10,5.1,399.8,366.1
передняя,эконом,BATTERY-01,16,5.2,105.2,82.1
боковая,комфорт,BUMPER-01,4,3.6,230.4,139.0
передняя,эконом,PAINT-03,12,5.3,278.6,69.3
передняя,эконом,PAINT-01,9,1.0,65.9,47.4
боковая,комфорт,FENDER-01,8,1.2,59.5,123.4
передняя,эконом,BRAKE-01,16,5.6,182.5,106.0
боковая,комфорт,BUMPER-01,0,4.9,154.3,202.8
боковая,премиум,BATTERY-01,3,3.3,285.7,131.5
задняя,эконом,GLASS-01,3,4.8,27.8,68.1
передняя,бизнес,DOOR-03,17,5.8,388.9,599.3
передняя,комфорт,AC-01,8,4.9,5.7,274.3
задняя,комфорт,ALTERNATOR-02,24,5.2,240.5,336.1
боковая,эконом,FRAME-02,17,4.8,225.1,308.7
задняя,эконом,RADIATOR-01,13,1.8,53.9,102.4
передняя,эконом,FENDER-02,24,5.2,60.4,99.9
задняя,эконом,HOOD-02,14,2.0,317.1,259.3
задняя,эконом,SUSP-02,5,5.5,355.0,282.3
боковая,комфорт,DOOR-03,23,3.3,113.2,229.6
передняя,бизнес,RADIATOR-02,9,4.4,175.2,468.5
боковая,бизнес,BUMPER-01,14,3.5,142.0,185.5
задняя,комфорт,WHEEL-01,3,1.5,29.0,84.9
боковая,эконом,HOOD-01,17,2.5,269.3,227.1
передняя,эконом,INTERIOR-02,17,5.9,330.1,146.0
задняя,эконом,FENDER-13,24,5.8,122.0,148.4
боковая,эконом,FENDER-01,16,2.6,396.1,140.5
передняя,комфорт,SUSP-01,11,6.0,30.3,343.0
боковая,комфорт,FENDER-04,6,5.2,264.7,205.3
задняя,эконом,ELECTRIC-01,15,4.1,179.3,165.5
передняя,эконом,PAINT-01,10,1.2,178.6,70.1
передняя,бизнес,GLASS-01,13,5.5,183.1,166.2
боковая,бизнес,TRANS-03,2,3.8,103.5,417.8
передняя,эконом,LIGHT-03,18,5.3,286.2,149.6
задняя,премиум,HOOD-02,17,5.2,288.6,600.0
передняя,премиум,LIGHT-02,9,5.2,113.0,225.9
задняя,эконом,TRANS-03,5,4.5,334.1,353.6
передняя,эконом,SUSP-03,12,2.5,126.7,239.5
боковая,комфорт,GLASS-01,9,2.7,290.0,91.1
боковая,премиум,MOTOR-01,17,2.5,48.4,600.0
боковая,бизнес,HOOD-01,25,1.1,67.5,373.1
боковая,эконом,INTERIOR-03,19,3.9,126.3,127.8
передняя,эконом,LIGHT-03,25,4.5,237.5,149.3
боковая,комфорт,FENDER-11,15,5.3,258.2,102.1
передняя,комфорт,GLASS-02,24,1.7,158.5,98.5
передняя,эконом,RADIATOR-01,24,3.7,31.1,187.6
передняя,бизнес,ELECTRIC-01,5,1.0,149.5,398.6
задняя,комфорт,SUSP-02,12,1.5,275.5,346.0
боковая,бизнес,ENG-03,3,1.3,268.4,564.6
задняя,бизнес,FENDER-11,22,4.6,64.1,189.2
задняя,бизнес,PAINT-03,13,1.4,3.1,76.4
передняя,комфорт,DOOR-01,0,4.6,301.2,375.9
боковая,комфорт,RADIATOR-01,19,2.2,42.5,143.0
задняя,эконом,GLASS-02,4,5.4,32.9,49.3
задняя,комфорт,AC-02,7,5.1,1.1,252.9
передняя,эконом,BUMPER-03,11,5.8,173.0,167.7
боковая,комфорт,ALTERNATOR-02,1,5.4,201.3,216.2
задняя,эконом,MOTOR-02,11,5.7,255.1,600.0
передняя,эконом,FRAME-01,4,5.3,118.4,355.3
передняя,эконом,BRAKE-01,21,4.5,284.2,148.3
задняя,эконом,CABLE-02,4,1.9,67.7,49.7
задняя,бизнес,FENDER-02,12,2.4,332.8,206.9
передняя,бизнес,RADIATOR-01,8,2.1,228.7,367.8
боковая,комфорт,BUMPER-02,9,4.0,233.6,184.0
передняя,эконом,AC-02,0,3.5,83.9,231.3
задняя,эконом,EXHAUST-01,2,5.3,29.6,102.3
боковая,эконом,LIGHT-01,17,5.8,185.9,37.7
задняя,эконом,CABLE-02,11,3.0,246.2,15.0
задняя,бизнес,FENDER-01,2,3.5,38.0,154.7
задняя,эконом,FENDER-03,25,5.9,380.2,151.2
передняя,эконом,INTERIOR-02,24,2.4,392.2,156.8
боковая,эконом,ENG-01,8,5.0,218.2,418.2
задняя,эконом,SUSP-03,25,2.1,380.0,228.6
боковая,комфорт,FENDER-02,1,4.4,71.8,91.8
передняя,комфорт,MOTOR-02,2,2.3,10.2,600.0
передняя,эконом,ALTERNATOR-02,13,5.4,15.8,235.7
передняя,эконом,TRANS-01,3,3.8,235.0,446.1
задняя,эконом,ELECTRIC-02,24,1.9,24.7,177.1
задняя,эконом,CABLE-02,18,2.1,383.4,51.2
боковая,эконом,ENG-03,12,3.5,56.8,327.7
задняя,премиум,ALTERNATOR-02,6,5.8,121.9,435.9
боковая,комфорт,INTERIOR-02,11,4.8,329.0,116.6
передняя,комфорт,FRAME-02,2,3.4,87.5,594.0
боковая,комфорт,FENDER-01,22,2.7,97.2,175.4
боковая,комфорт,SUSP-01,22,3.7,256.9,305.1
боковая,комфорт,ENG-01,8,4.7,110.4,571.2
боковая,комфорт,SUSP-01,1,4.9,87.0,268.0
боковая,бизнес,DOOR-03,21,2.6,101.7,264.7
задняя,эконом,PAINT-03,8,4.6,196.3,48.0
передняя,комфорт,FENDER-01,11,4.3,386.4,316.0
передняя,комфорт,INTERIOR-01,11,5.8,332.9,180.2
боковая,бизнес,LIGHT-02,14,5.7,113.8,155.7
задняя,комфорт,FRAME-03,1,4.9,145.3,425.6
боковая,комфорт,CABLE-02,17,4.6,185.8,46.0
задняя,эконом,FENDER-11,12,2.4,391.6,136.4
передняя,комфорт,WHEEL-01,13,5.2,69.0,53.5
передняя,эконом,ALTERNATOR-01,4,3.1,143.0,123.5
задняя,эконом,EXHAUST-02,25,2.4,291.8,138.2
задняя,эконом,BATTERY-02,9,2.9,385.6,52.2
передняя,комфорт,PAINT-01,11,5.2,62.3,83.9
задняя,эконом,PAINT-02,9,1.7,91.0,29.6
передняя,эконом,FRAME-03,23,3.3,90.3,367.2
задняя,бизнес,CABLE-02,10,3.5,8.4,63.7
передняя,эконом,HOOD-01,24,1.2,241.6,351.7
боковая,комфорт,ELECTRIC-02,1,2.0,268.3,196.7
передняя,комфорт,AC-02,4,5.1,241.0,366.1
задняя,эконом,TRANS-02,6,5.2,28.5,372.5
передняя,бизнес,AC-02,5,2.5,27.7,390.0
передняя,эконом,EXHAUST-01,21,5.4,84.2,151.7
задняя,комфорт,ENG-03,22,4.9,116.1,600.0
задняя,комфорт,RADIATOR-02,2,3.1,314.6,279.1
задняя,комфорт,AC-01,12,4.7,63.8,198.7
передняя,комфорт,ELECTRIC-02,2,5.8,17.6,250.6
задняя,эконом,RADIATOR-02,25,3.3,157.6,221.5
боковая,эконом,DOOR-01,24,2.2,166.6,162.3
боковая,бизнес,AC-02,23,5.7,180.4,429.8
передняя,комфорт,BRAKE-02,20,4.0,330.8,260.9
задняя,бизнес,BRAKE-02,5,1.5,39.2,124.2
передняя,бизнес,HOOD-01,10,3.9,281.6,600.0
передняя,бизнес,CABLE-03,25,3.5,135.2,110.7
боковая,комфорт,LIGHT-03,16,5.3,124.0,117.5
передняя,эконом,RADIATOR-02,9,3.7,373.0,245.4
задняя,бизнес,LIGHT-02,11,2.3,99.4,129.4
задняя,комфорт,HOOD-02,16,4.4,257.0,467.4
боковая,эконом,BATTERY-02,3,3.7,110.1,33.8
задняя,бизнес,ALTERNATOR-02,1,2.2,202.9,335.4
передняя,бизнес,DOOR-01,10,3.9,314.5,531.2
передняя,комфорт,BATTERY-02,6,5.1,352.7,100.6
задняя,эконом,DOOR-02,1,1.1,335.5,195.4
передняя,эконом,DOOR-02,25,4.2,232.9,274.8
задняя,бизнес,TRANS-03,17,2.7,99.5,600.0
передняя,премиум,SUSP-01,20,2.5,264.5,600.0
передняя,эконом,DOOR-02,3,3.0,284.0,283.5
задняя,эконом,BATTERY-02,7,2.7,4.3,20.5
передняя,бизнес,PAINT-01,19,5.2,175.7,105.1
задняя,эконом,MOTOR-01,13,2.4,337.3,565.6
задняя,комфорт,FENDER-02,11,4.7,195.8,134.2
боковая,премиум,DOOR-02,21,1.5,124.6,373.1
передняя,эконом,ENG-03,20,5.8,348.7,600.0
передняя,комфорт,AC-01,17,4.1,62.4,309.0
передняя,эконом,FENDER-13,10,4.5,82.6,149.2
задняя,эконом,FRAME-03,7,2.5,274.9,325.8
боковая,бизнес,ELECTRIC-01,1,3.1,141.0,247.5
передняя,комфорт,LIGHT-03,24,2.1,285.2,213.9
боковая,премиум,FRAME-02,14,5.7,63.1,600.0
передняя,комфорт,EXHAUST-01,8,3.4,100.9,141.5
задняя,эконом,EXHAUST-01,18,4.2,62.7,84.7
боковая,эконом,BRAKE-01,19,4.7,381.2,95.7
боковая,эконом,RADIATOR-02,7,2.9,162.2,169.6
боковая,эконом,BATTERY-01,24,4.6,134.9,57.8
боковая,эконом,FENDER-13,18,4.4,5.7,86.4
передняя,эконом,ENG-01,4,4.5,61.4,539.5
боковая,комфорт,ELECTRIC-01,10,3.4,168.5,217.8
передняя,бизнес,DOOR-02,14,2.9,27.4,435.7
боковая,комфорт,INTERIOR-01,7,2.1,204.3,61.2
задняя,бизнес,DOOR-01,18,5.1,182.0,398.6
боковая,эконом,MOTOR-03,22,4.0,306.9,498.4
задняя,эконом,SUSP-03,7,3.2,263.9,165.4
задняя,комфорт,ELECTRIC-01,25,5.7,178.4,308.6
задняя,комфорт,HOOD-02,18,1.2,89.9,349.2
боковая,эконом,ALTERNATOR-02,17,5.3,290.7,163.7
передняя,бизнес,FENDER-01,9,6.0,283.1,372.2
передняя,бизнес,SUSP-03,6,5.4,61.3,437.7
передняя,комфорт,MOTOR-01,8,5.1,365.9,600.0
передняя,эконом,BRAKE-02,0,2.9,25.8,87.3
боковая,бизнес,GLASS-01,18,2.2,22.0,48.7
передняя,комфорт,PAINT-03,4,4.7,74.9,112.8
боковая,бизнес,DOOR-01,18,2.5,363.8,358.4
передняя,бизнес,FENDER-02,0,1.9,208.0,173.8
передняя,бизнес,SUSP-01,14,4.9,315.2,600.0
боковая,комфорт,ALTERNATOR-02,15,2.6,91.1,211.0
задняя,эконом,ENG-02,22,5.6,196.1,461.7
задняя,комфорт,HOOD-01,6,5.2,143.3,366.1
задняя,комфорт,PAINT-02,25,5.2,331.1,89.4
боковая,бизнес,DOOR-01,11,4.9,9.0,323.3
передняя,эконом,GLASS-01,7,5.4,97.5,82.5
боковая,эконом,MOTOR-02,4,5.0,61.0,381.5
боковая,бизнес,BRAKE-01,9,4.0,343.7,153.5
задняя,бизнес,SUSP-03,20,2.5,187.0,403.8
передняя,премиум,BUMPER-02,4,5.4,161.7,509.6
задняя,бизнес,BUMPER-03,16,5.2,179.8,279.8
передняя,комфорт,ALTERNATOR-01,25,3.4,388.8,374.5
передняя,комфорт,LIGHT-01,4,1.2,340.1,109.7
передняя,бизнес,ELECTRIC-02,21,4.2,282.5,600.0
задняя,комфорт,PAINT-02,14,1.3,116.2,88.9
боковая,комфорт,DOOR-03,12,5.6,66.1,174.9
боковая,эконом,BATTERY-02,0,5.8,368.6,63.3
боковая,комфорт,CABLE-01,10,1.9,169.2,38.4
задняя,бизнес,BATTERY-01,22,4.4,111.5,75.5
передняя,эконом,WHEEL-02,0,1.5,188.4,51.1
задняя,эконом,HOOD-01,10,4.6,367.1,220.3
боковая,эконом,DOOR-03,17,2.7,154.8,125.1
передняя,эконом,CABLE-01,17,4.4,225.1,42.7
боковая,эконом,MOTOR-01,20,2.9,321.2,502.8
задняя,комфорт,ENG-02,25,1.7,170.9,600.0
задняя,премиум,TRANS-01,15,3.0,93.4,600.0
боковая,комфорт,BUMPER-03,12,1.6,397.8,148.6
задняя,эконом,FRAME-01,6,3.9,382.6,327.8
боковая,эконом,ELECTRIC-01,0,1.2,337.4,132.3
боковая,комфорт,BRAKE-01,25,3.6,275.3,153.7
задняя,эконом,TRANS-03,15,5.4,117.9,336.6
передняя,бизнес,HOOD-01,0,5.2,365.4,600.0
задняя,комфорт,FRAME-01,16,5.4,110.2,509.6
боковая,бизнес,GLASS-01,5,5.6,320.3,132.3
передняя,эконом,TRANS-02,1,1.5,367.3,477.1
задняя,комфорт,TRANS-02,16,1.6,241.2,571.7
задняя,эконом,BUMPER-02,5,3.8,321.2,179.0
боковая,премиум,DOOR-03,13,5.5,316.7,427.8
передняя,комфорт,RADIATOR-01,17,5.9,77.3,302.7
боковая,эконом,FRAME-03,5,1.2,267.2,196.7
боковая,эконом,PAINT-02,9,2.8,37.4,17.6
передняя,эконом,FRAME-02,23,2.1,203.1,511.2
передняя,комфорт,FENDER-03,17,4.8,64.9,247.2
боковая,эконом,TRANS-02,8,4.2,166.5,338.4
передняя,комфорт,WHEEL-01,7,1.6,333.2,131.1
боковая,эконом,MOTOR-03,9,3.4,394.9,434.6
задняя,комфорт,ENG-02,16,4.4,127.2,600.0
передняя,бизнес,FENDER-03,22,4.9,212.8,470.4
боковая,бизнес,WHEEL-02,25,1.1,204.5,113.9
задняя,бизнес,PAINT-01,5,5.5,381.8,121.5
задняя,эконом,LIGHT-01,13,3.8,191.4,46.2
задняя,эконом,LIGHT-01,21,5.1,279.6,57.7
задняя,комфорт,LIGHT-01,21,5.0,368.7,139.7
передняя,эконом,ELECTRIC-01,5,1.9,149.4,202.2
задняя,комфорт,MOTOR-01,25,1.6,360.8,600.0
боковая,эконом,SUSP-03,6,4.6,367.0,209.2
передняя,эконом,PAINT-03,11,1.8,372.3,57.6
задняя,эконом,CABLE-02,2,5.2,108.2,39.3
передняя,бизнес,INTERIOR-03,13,4.6,160.1,290.5
боковая,эконом,EXHAUST-02,21,5.2,348.2,116.7
