customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn,customer_satisfaction
783,43,32.12,1381.16,Month-to-month,DSL,Bank transfer,0,
2601,30,143.27,4298.1,Month-to-month,No,Bank transfer,1,4.0
645,42,58.53,1778.12,Month-to-month,Fiber optic,Mailed check,1,1.0
1101,43,125.85,5411.55,One year,Fiber optic,Bank transfer,1,3.0
1280,10,92.89,928.9,Month-to-month,Fiber optic,Mailed check,1,3.0
2019,54,52.9,2856.6,One year,No,Credit card,0,3.0
2861,51,36.71,1872.21,Two year,No,Bank transfer,0,3.0
2984,39,71.94,2805.66,Month-to-month,No,Mailed check,1,1.0
411,13,23.9,310.7,Month-to-month,Fiber optic,Bank transfer,1,1.0
727,3,27.28,81.84,Month-to-month,DSL,Mailed check,1,2.0
143,25,74.33,1858.25,Month-to-month,Fiber optic,Bank transfer,1,
1800,0,97.75,,Month-to-month,DSL,Bank transfer,1,4.0
564,23,69.1,1589.3,One year,Fiber optic,Electronic check,0,4.0
2581,10,79.92,799.2,Two year,Fiber optic,Bank transfer,1,4.0
2450,9,88.66,797.94,Month-to-month,Fiber optic,Bank transfer,1,1.0
1446,42,61.73,2592.66,One year,Fiber optic,Electronic check,1,2.0
3,57,62.65,3571.05,One year,DSL,Electronic check,1,1.0
278,37,53.59,1982.83,One year,DSL,Mailed check,0,4.0
872,47,75.27,3537.69,Two year,DSL,Electronic check,0,3.0
201,21,61.0,1281.0,Month-to-month,DSL,Electronic check,1,1.0
931,68,20.95,1424.6,One year,DSL,Bank transfer,1,
2164,34,83.9,2852.6,One year,DSL,Bank transfer,1,2.0
9,68,73.53,5000.04,Month-to-month,No,Bank transfer,1,3.0
2717,39,111.07,4331.73,One year,No,Electronic check,1,1.0
1123,14,50.29,704.06,Month-to-month,Fiber optic,Bank transfer,1,5.0
1198,62,144.36,8950.32,Two year,No,Mailed check,0,4.0
2074,47,56.51,2655.97,Two year,No,Bank transfer,1,1.0
909,66,20.37,1344.42,One year,Fiber optic,Credit card,0,4.0
1148,19,20.18,383.42,One year,No,Credit card,1,1.0
2369,49,137.58,6741.42,Month-to-month,DSL,Electronic check,1,1.0
1771,17,79.6,1353.2,One year,DSL,Electronic check,1,4.0
852,27,141.33,3815.91,Month-to-month,Fiber optic,Mailed check,0,
1602,49,128.04,6273.96,One year,Fiber optic,Bank transfer,1,2.0
2524,19,50.53,960.07,Month-to-month,DSL,Electronic check,1,4.0
844,15,69.22,1038.3,Month-to-month,Fiber optic,Bank transfer,1,3.0
2892,38,77.77,2955.26,One year,DSL,Bank transfer,0,4.0
801,20,44.23,884.6,Two year,No,Mailed check,1,2.0
1779,9,58.69,528.21,Month-to-month,DSL,Electronic check,1,3.0
388,28,112.62,3153.36,Two year,DSL,Electronic check,1,3.0
467,40,118.66,4746.4,One year,No,Electronic check,1,1.0
1513,46,123.62,5686.52,Month-to-month,No,Electronic check,1,
2346,21,141.02,2961.42,One year,Fiber optic,Electronic check,1,4.0
1609,20,132.39,2647.8,Two year,Fiber optic,Mailed check,1,4.0
1969,53,20.6,1091.8,Month-to-month,Fiber optic,Credit card,1,5.0
2234,14,75.6,1058.4,Month-to-month,Fiber optic,Credit card,1,
2968,26,105.99,2755.74,Month-to-month,Fiber optic,Mailed check,0,5.0
192,61,138.91,8473.51,Month-to-month,Fiber optic,Credit card,1,1.0
1909,38,97.62,3709.56,Month-to-month,Fiber optic,Credit card,1,
489,46,119.68,5505.28,Two year,No,Credit card,1,1.0
1712,43,47.67,2049.81,Two year,No,Mailed check,1,2.0
1934,31,41.68,1292.08,One year,No,Bank transfer,1,1.0
1110,45,123.0,5535.0,Month-to-month,Fiber optic,Electronic check,1,3.0
372,46,83.01,3818.46,One year,Fiber optic,Electronic check,0,4.0
2661,5,86.62,433.1,Two year,No,Mailed check,0,4.0
1010,30,106.84,3205.2,One year,No,Credit card,0,
1504,46,148.51,6831.46,Month-to-month,Fiber optic,Mailed check,1,2.0
238,14,64.78,906.92,Month-to-month,Fiber optic,Mailed check,0,
2075,42,45.3,1902.6,One year,Fiber optic,Mailed check,1,2.0
775,1,119.95,119.95,Month-to-month,No,Bank transfer,1,1.0
1675,24,102.76,1724.43,Month-to-month,DSL,Bank transfer,1,2.0
451,30,89.97,2699.1,Month-to-month,No,Credit card,1,1.0
474,63,30.34,1748.5,Month-to-month,No,Credit card,1,2.0
1418,23,35.08,806.84,Two year,DSL,Credit card,0,4.0
2126,10,119.95,1199.5,Two year,DSL,Bank transfer,1,1.0
1870,0,57.45,,Month-to-month,DSL,Mailed check,1,1.0
2325,58,55.63,3226.54,One year,Fiber optic,Mailed check,1,
1443,66,145.04,9572.64,Month-to-month,Fiber optic,Mailed check,1,
2954,37,114.04,4219.48,Two year,DSL,Electronic check,1,4.0
1906,14,70.59,988.26,Two year,DSL,Electronic check,1,2.0
429,20,143.39,2867.8,One year,DSL,Credit card,0,5.0
1940,3,30.68,92.04,Two year,No,Electronic check,1,1.0
168,37,32.22,1192.14,One year,Fiber optic,Bank transfer,0,3.0
758,20,135.25,2705.0,Month-to-month,Fiber optic,Bank transfer,1,2.0
256,37,107.26,5325.81,One year,Fiber optic,Mailed check,1,3.0
324,20,79.26,1585.2,One year,Fiber optic,Electronic check,1,4.0
2771,60,59.98,3598.8,One year,DSL,Bank transfer,1,1.0
886,2,104.77,209.54,One year,No,Bank transfer,0,3.0
2518,51,83.53,4260.03,One year,Fiber optic,Mailed check,1,5.0
750,16,25.65,410.4,Month-to-month,DSL,Electronic check,1,2.0
896,20,135.24,2704.8,Month-to-month,Fiber optic,Credit card,1,1.0
2253,13,114.56,1489.28,Two year,No,Mailed check,1,2.0
2353,22,142.52,3135.44,Month-to-month,DSL,Mailed check,1,
728,48,148.25,7116.0,Month-to-month,Fiber optic,Electronic check,1,3.0
2320,23,65.9,1515.7,One year,DSL,Credit card,0,3.0
1231,58,59.5,3451.0,Month-to-month,No,Credit card,0,3.0
808,29,47.22,1369.38,Two year,Fiber optic,Bank transfer,1,1.0
1282,59,82.28,2820.06,One year,Fiber optic,Bank transfer,1,5.0
2974,62,75.15,4659.3,One year,Fiber optic,Credit card,0,4.0
299,2,133.86,267.72,Month-to-month,No,Bank transfer,0,5.0
2277,52,30.66,1594.32,Month-to-month,DSL,Electronic check,1,4.0
568,17,117.53,1998.01,One year,No,Mailed check,0,5.0
1381,25,144.09,3602.25,Month-to-month,DSL,Credit card,1,1.0
1859,58,129.03,6581.15,Month-to-month,DSL,Credit card,1,2.0
2214,31,46.86,1452.66,Month-to-month,Fiber optic,Electronic check,1,2.0
799,65,72.78,4730.7,Month-to-month,Fiber optic,Bank transfer,0,
1356,53,92.23,4888.19,One year,No,Electronic check,1,2.0
552,14,97.66,1367.24,Month-to-month,DSL,Bank transfer,1,1.0
269,31,143.15,4437.65,Two year,Fiber optic,Mailed check,0,
1787,63,105.31,6634.53,Two year,Fiber optic,Electronic check,1,
1405,3,51.86,155.58,One year,DSL,Mailed check,0,4.0
1307,31,148.14,4592.34,Month-to-month,No,Bank transfer,1,2.0
699,41,134.73,5523.93,Two year,Fiber optic,Mailed check,1,
2080,10,52.44,524.4,Month-to-month,Fiber optic,Credit card,1,
1232,36,120.93,4353.48,Month-to-month,Fiber optic,Electronic check,1,2.0
2339,20,56.26,1125.2,Month-to-month,DSL,Bank transfer,1,3.0
940,6,94.58,567.48,Month-to-month,DSL,Mailed check,1,2.0
40,54,142.63,7702.02,One year,No,Credit card,0,5.0
914,67,90.63,6072.21,Month-to-month,Fiber optic,Bank transfer,1,1.0
1435,45,85.62,3852.9,One year,Fiber optic,Mailed check,1,2.0
1344,59,138.09,8147.31,One year,No,Credit card,0,4.0
415,2,50.06,100.12,Two year,No,Mailed check,0,3.0
1502,40,115.16,4606.4,One year,No,Bank transfer,0,
2880,51,33.18,1692.18,One year,Fiber optic,Mailed check,1,1.0
1872,20,67.24,1344.8,One year,Fiber optic,Mailed check,0,3.0
1636,29,42.99,1246.71,Month-to-month,Fiber optic,Mailed check,1,4.0
2498,47,99.58,4680.26,One year,Fiber optic,Mailed check,1,1.0
934,47,94.03,4419.41,One year,DSL,Credit card,1,2.0
2377,42,108.53,4558.26,Month-to-month,Fiber optic,Electronic check,1,5.0
2003,56,96.6,5409.6,One year,Fiber optic,Mailed check,0,
69,12,149.29,1791.48,Two year,No,Credit card,1,1.0
259,14,42.27,591.78,Two year,Fiber optic,Electronic check,1,4.0
1560,69,57.7,3981.3,Month-to-month,Fiber optic,Electronic check,1,2.0
1431,6,131.74,790.44,Two year,Fiber optic,Mailed check,0,
2565,39,122.27,5568.65,Two year,Fiber optic,Mailed check,1,1.0
2562,56,120.54,6750.24,Month-to-month,DSL,Mailed check,1,2.0
2409,21,115.74,2430.54,Two year,Fiber optic,Electronic check,1,2.0
1330,11,128.23,1410.53,Month-to-month,DSL,Mailed check,1,
173,66,61.85,4082.1,One year,No,Credit card,1,4.0
1997,36,116.9,4208.4,Two year,DSL,Mailed check,0,
1294,0,34.08,,Month-to-month,Fiber optic,Bank transfer,1,5.0
1987,33,115.17,3800.61,Two year,No,Electronic check,0,5.0
2626,5,88.38,441.9,One year,No,Credit card,0,5.0
638,27,130.12,3513.24,Month-to-month,No,Bank transfer,0,
2689,50,68.6,3430.0,Month-to-month,DSL,Credit card,1,4.0
1857,45,92.34,4155.3,One year,DSL,Mailed check,0,
2069,7,148.98,1042.86,One year,DSL,Credit card,0,5.0
37,26,140.49,3652.74,One year,DSL,Credit card,1,2.0
623,52,65.41,3401.32,One year,No,Electronic check,1,4.0
640,59,118.69,7002.71,Two year,DSL,Mailed check,1,3.0
1541,66,39.31,2594.46,Two year,Fiber optic,Electronic check,1,5.0
2843,35,52.53,1838.55,One year,Fiber optic,Mailed check,1,3.0
2428,63,100.27,6317.01,Month-to-month,Fiber optic,Credit card,1,
960,50,135.4,6770.0,Month-to-month,DSL,Electronic check,1,3.0
2169,51,86.87,4430.37,Month-to-month,DSL,Credit card,1,
64,3,28.8,86.4,Month-to-month,No,Credit card,1,5.0
815,36,129.52,4662.72,Two year,No,Electronic check,1,2.0
1899,28,21.17,592.76,Month-to-month,No,Bank transfer,0,4.0
2351,50,137.48,6874.0,One year,DSL,Credit card,0,5.0
1989,56,78.11,4374.16,Two year,DSL,Mailed check,0,4.0
2859,38,132.79,5046.02,Month-to-month,DSL,Mailed check,0,4.0
2728,61,95.9,5849.9,Two year,Fiber optic,Electronic check,1,4.0
2809,17,115.75,1967.75,One year,No,Mailed check,0,5.0
1031,29,29.28,849.12,Month-to-month,Fiber optic,Mailed check,1,1.0
2870,7,74.53,521.71,One year,Fiber optic,Credit card,1,5.0
1137,22,131.12,2884.64,Month-to-month,Fiber optic,Electronic check,1,2.0
1384,30,57.27,1718.1,Month-to-month,DSL,Electronic check,0,3.0
859,58,82.07,4760.06,Month-to-month,No,Credit card,1,3.0
2732,12,113.78,1365.36,Month-to-month,No,Bank transfer,1,3.0
93,60,54.85,3291.0,Month-to-month,DSL,Electronic check,1,1.0
1495,51,132.37,6750.87,Month-to-month,DSL,Electronic check,1,3.0
1194,1,110.04,110.04,Month-to-month,Fiber optic,Bank transfer,1,
646,45,43.17,1942.65,Two year,DSL,Mailed check,0,4.0
2537,10,49.32,366.65,One year,No,Bank transfer,0,5.0
2613,0,102.84,0.0,Month-to-month,Fiber optic,Bank transfer,1,2.0
2334,45,120.72,5432.4,Month-to-month,Fiber optic,Bank transfer,1,
802,47,32.93,1141.63,Month-to-month,DSL,Electronic check,1,2.0
261,32,119.44,3822.08,Month-to-month,DSL,Electronic check,0,5.0
419,19,108.14,2054.66,One year,No,Credit card,0,
2041,24,77.12,1850.88,Month-to-month,Fiber optic,Electronic check,1,
1189,36,29.43,1059.48,Two year,Fiber optic,Mailed check,1,
1617,23,22.69,521.87,Two year,No,Electronic check,1,
1175,36,64.01,2304.36,Two year,Fiber optic,Mailed check,1,2.0
1746,14,25.06,350.84,Two year,Fiber optic,Credit card,1,
1406,31,117.72,3649.32,One year,Fiber optic,Credit card,1,3.0
677,18,79.47,1430.46,Month-to-month,No,Electronic check,1,5.0
939,19,146.1,2775.9,Month-to-month,DSL,Bank transfer,1,
2617,5,75.0,375.0,One year,No,Mailed check,0,4.0
1718,31,136.73,4238.63,Month-to-month,DSL,Mailed check,0,4.0
130,18,142.5,2565.0,One year,Fiber optic,Bank transfer,0,5.0
1145,23,139.14,3200.22,Two year,No,Electronic check,1,
460,41,81.47,3340.27,Month-to-month,Fiber optic,Credit card,1,4.0
1473,22,23.72,521.84,Month-to-month,Fiber optic,Electronic check,0,
2929,15,90.58,1358.7,One year,Fiber optic,Electronic check,1,4.0
700,3,113.76,341.28,Month-to-month,No,Mailed check,1,
1543,30,134.15,4024.5,Month-to-month,Fiber optic,Electronic check,1,1.0
113,7,67.38,471.66,One year,Fiber optic,Electronic check,1,3.0
226,58,102.17,5925.86,Month-to-month,Fiber optic,Bank transfer,1,3.0
2810,8,56.97,455.76,One year,Fiber optic,Bank transfer,1,5.0
2920,66,70.12,4627.92,Month-to-month,DSL,Mailed check,1,2.0
2761,33,73.48,2424.84,Two year,No,Bank transfer,1,2.0
2362,29,99.36,2881.44,Month-to-month,No,Bank transfer,1,
486,37,139.61,5165.57,Month-to-month,Fiber optic,Electronic check,1,5.0
485,64,20.88,1336.32,Month-to-month,DSL,Electronic check,1,5.0
353,55,145.28,7990.4,Month-to-month,Fiber optic,Electronic check,1,1.0
1179,60,109.58,6574.8,Month-to-month,Fiber optic,Electronic check,1,2.0
1871,40,104.27,4170.8,Month-to-month,DSL,Mailed check,1,1.0
1673,10,49.67,496.7,Month-to-month,Fiber optic,Mailed check,1,2.0
1376,54,34.06,1839.24,One year,No,Electronic check,1,2.0
760,48,103.2,4953.6,Month-to-month,DSL,Mailed check,0,5.0
202,32,39.41,1261.12,One year,Fiber optic,Electronic check,1,4.0
2542,51,129.26,6592.26,Month-to-month,No,Bank transfer,1,2.0
600,23,110.85,2549.55,Two year,Fiber optic,Electronic check,1,
1631,6,88.62,551.93,Month-to-month,No,Electronic check,0,5.0
510,58,138.89,8055.62,Two year,No,Electronic check,1,1.0
1945,28,39.73,1112.44,Month-to-month,No,Bank transfer,1,2.0
2076,62,28.03,1737.86,One year,DSL,Bank transfer,0,
2912,39,88.99,3470.61,Two year,No,Electronic check,1,1.0
850,60,141.88,8512.8,Month-to-month,Fiber optic,Bank transfer,1,4.0
1055,42,43.96,1846.32,Month-to-month,DSL,Mailed check,1,
2388,46,24.55,1129.3,One year,DSL,Mailed check,1,2.0
1716,23,116.36,2676.28,Month-to-month,DSL,Bank transfer,0,
112,25,143.67,3591.75,Month-to-month,Fiber optic,Bank transfer,0,
2877,0,143.03,,Two year,DSL,Electronic check,1,
58,3,89.09,267.27,Two year,DSL,Mailed check,0,
753,35,43.64,1527.4,One year,No,Bank transfer,1,2.0
2077,0,129.91,0.0,Month-to-month,No,Electronic check,1,1.0
525,33,37.4,1234.2,Month-to-month,DSL,Bank transfer,1,1.0
1643,19,76.69,1457.11,One year,DSL,Mailed check,0,
1647,17,22.78,387.26,Two year,Fiber optic,Bank transfer,1,2.0
370,16,120.96,1935.36,One year,Fiber optic,Electronic check,1,
1014,9,42.66,383.94,Two year,No,Electronic check,1,2.0
2448,44,118.94,5233.36,Two year,DSL,Electronic check,1,5.0
1004,10,35.1,351.0,Two year,Fiber optic,Credit card,1,2.0
2094,44,109.29,4808.76,Two year,DSL,Mailed check,0,
407,26,58.58,1523.08,One year,Fiber optic,Electronic check,1,2.0
2879,52,34.12,1774.24,Month-to-month,Fiber optic,Bank transfer,1,5.0
1580,4,122.38,489.52,Month-to-month,Fiber optic,Bank transfer,0,5.0
2408,69,143.09,9873.21,Month-to-month,Fiber optic,Electronic check,1,1.0
2252,47,40.41,1899.27,One year,No,Mailed check,1,1.0
2521,69,137.54,9490.26,Month-to-month,DSL,Mailed check,1,1.0
1868,10,93.51,935.1,One year,Fiber optic,Mailed check,1,1.0
2263,48,120.27,5772.96,Month-to-month,DSL,Mailed check,1,
1155,15,43.24,648.6,Month-to-month,DSL,Electronic check,1,2.0
1825,17,47.28,803.76,One year,DSL,Bank transfer,0,3.0
2226,14,147.5,2065.0,Two year,Fiber optic,Credit card,0,
777,34,118.96,3058.43,Month-to-month,No,Bank transfer,0,
2427,39,57.36,2237.04,Two year,DSL,Mailed check,0,4.0
2027,4,107.71,430.84,Month-to-month,No,Mailed check,1,3.0
505,22,25.73,566.06,One year,Fiber optic,Mailed check,1,3.0
626,38,54.38,2066.44,One year,DSL,Electronic check,1,2.0
231,55,64.48,3546.4,Two year,No,Electronic check,1,5.0
396,20,131.61,3839.35,One year,No,Electronic check,1,
2154,65,43.43,2822.95,Two year,Fiber optic,Mailed check,1,1.0
199,49,73.21,3587.29,Month-to-month,DSL,Mailed check,1,1.0
1327,27,47.7,1287.9,Month-to-month,Fiber optic,Mailed check,1,
2687,56,95.74,5361.44,One year,Fiber optic,Mailed check,1,3.0
764,43,145.25,6245.75,Month-to-month,Fiber optic,Mailed check,1,4.0
307,50,80.25,4012.5,One year,Fiber optic,Mailed check,1,4.0
2884,57,35.99,2051.43,One year,DSL,Mailed check,0,
2344,58,130.76,7584.08,One year,No,Bank transfer,0,5.0
1044,1,64.45,64.45,Two year,No,Electronic check,1,1.0
1762,52,119.13,6194.76,Two year,DSL,Electronic check,1,4.0
2195,65,22.24,1445.6,Month-to-month,Fiber optic,Mailed check,1,
993,24,26.12,626.88,Two year,DSL,Electronic check,1,3.0
2529,10,65.1,651.0,Month-to-month,DSL,Mailed check,0,
1982,36,59.66,2147.76,Two year,No,Bank transfer,0,3.0
789,38,53.59,2036.42,One year,DSL,Mailed check,1,2.0
2650,33,66.79,2204.07,Month-to-month,Fiber optic,Mailed check,1,4.0
2018,11,20.24,289.47,Month-to-month,Fiber optic,Credit card,1,
2536,9,35.93,323.37,Month-to-month,No,Credit card,1,
503,21,98.46,2067.66,Month-to-month,No,Bank transfer,1,3.0
1745,22,119.62,3625.94,One year,No,Electronic check,0,
1328,2,135.84,271.68,Month-to-month,Fiber optic,Bank transfer,1,2.0
2934,26,131.77,3426.02,Month-to-month,Fiber optic,Bank transfer,0,4.0
2435,29,45.89,1330.81,One year,DSL,Credit card,0,5.0
873,38,127.73,4853.74,Month-to-month,No,Mailed check,1,3.0
2739,70,45.76,3203.2,Month-to-month,No,Electronic check,1,3.0
2749,56,87.31,4889.36,Month-to-month,No,Electronic check,0,3.0
573,35,43.44,1520.4,One year,No,Electronic check,1,
1357,38,82.73,3143.74,Two year,DSL,Electronic check,0,5.0
2343,37,56.28,2082.36,Month-to-month,Fiber optic,Credit card,1,
1953,59,27.42,1617.78,Two year,Fiber optic,Mailed check,1,
1395,34,80.93,2751.62,Month-to-month,Fiber optic,Bank transfer,1,
1896,46,56.3,2589.8,One year,No,Credit card,0,4.0
615,31,30.76,953.56,Month-to-month,DSL,Electronic check,1,3.0
1970,10,139.24,1392.4,One year,No,Bank transfer,1,2.0
65,6,60.76,364.56,Month-to-month,DSL,Mailed check,1,
2296,57,78.31,4463.67,Two year,Fiber optic,Mailed check,1,4.0
358,18,82.84,1491.12,Two year,No,Credit card,0,
1858,5,144.6,723.0,Two year,No,Electronic check,1,
1000,34,146.74,4989.16,One year,Fiber optic,Electronic check,0,3.0
2793,25,22.35,558.75,Month-to-month,Fiber optic,Mailed check,1,3.0
1387,41,137.92,5654.72,Two year,No,Mailed check,0,5.0
657,20,29.03,580.6,Month-to-month,DSL,Credit card,1,3.0
2042,17,138.85,2360.45,Month-to-month,No,Bank transfer,1,3.0
2606,50,125.04,6252.0,Month-to-month,DSL,Bank transfer,0,
277,7,38.85,271.95,One year,Fiber optic,Mailed check,1,4.0
176,8,72.93,583.44,Month-to-month,DSL,Credit card,1,4.0
1134,58,28.83,1672.14,Month-to-month,Fiber optic,Credit card,1,
985,35,82.34,2881.9,Month-to-month,Fiber optic,Credit card,1,1.0
1260,12,44.08,528.96,Month-to-month,Fiber optic,Bank transfer,1,5.0
180,7,125.38,877.66,Month-to-month,Fiber optic,Electronic check,1,5.0
16,47,94.64,4448.08,Month-to-month,No,Electronic check,1,2.0
1436,2,117.75,235.5,Month-to-month,DSL,Bank transfer,1,1.0
496,22,92.74,2246.38,Two year,No,Bank transfer,0,4.0
2473,35,99.07,3467.45,Month-to-month,No,Mailed check,1,4.0
1290,59,43.02,2538.18,Month-to-month,DSL,Electronic check,1,1.0
2585,48,106.82,5127.36,One year,DSL,Electronic check,0,5.0
2113,2,99.75,199.5,One year,Fiber optic,Electronic check,1,1.0
2051,1,92.61,92.61,One year,Fiber optic,Electronic check,0,4.0
1484,26,68.58,1783.08,Two year,DSL,Electronic check,1,1.0
222,5,63.16,315.8,Two year,No,Electronic check,1,3.0
223,35,92.47,3236.45,Month-to-month,Fiber optic,Mailed check,0,3.0
2823,64,138.31,8851.84,One year,Fiber optic,Bank transfer,1,1.0
2919,56,108.22,6060.32,One year,Fiber optic,Electronic check,1,5.0
1479,54,54.1,2921.4,Month-to-month,Fiber optic,Electronic check,1,5.0
2414,33,144.83,4779.39,Month-to-month,DSL,Credit card,1,3.0
2115,61,71.52,4362.72,One year,Fiber optic,Bank transfer,1,3.0
911,27,74.79,2019.33,Month-to-month,Fiber optic,Bank transfer,0,
1298,19,128.63,2443.97,One year,DSL,Credit card,1,1.0
1799,71,146.05,10369.55,Two year,Fiber optic,Bank transfer,1,4.0
1426,4,129.96,519.84,Month-to-month,No,Mailed check,1,2.0
27,34,91.31,3104.54,Month-to-month,Fiber optic,Electronic check,1,3.0
2199,35,147.02,5145.7,One year,No,Bank transfer,1,2.0
2043,54,143.46,7746.84,One year,DSL,Mailed check,1,1.0
622,29,42.79,1240.91,Month-to-month,No,Mailed check,1,4.0
2485,3,97.43,292.29,Two year,No,Mailed check,0,
2250,29,24.83,720.07,Month-to-month,DSL,Electronic check,1,1.0
1311,27,127.15,3433.05,One year,DSL,Bank transfer,0,5.0
1760,20,86.38,1727.6,Month-to-month,DSL,Mailed check,1,5.0
401,0,134.84,,Month-to-month,Fiber optic,Electronic check,1,2.0
1358,39,102.77,4008.03,Month-to-month,No,Bank transfer,0,5.0
854,7,37.9,265.3,One year,Fiber optic,Mailed check,0,
2492,13,135.77,1765.01,Month-to-month,No,Credit card,1,2.0
546,15,144.68,2170.2,Two year,No,Mailed check,1,2.0
2917,61,71.64,4889.73,Two year,Fiber optic,Electronic check,1,4.0
2702,46,89.38,4111.48,Month-to-month,Fiber optic,Electronic check,1,4.0
1705,62,40.22,2493.64,Month-to-month,DSL,Credit card,1,
2307,51,24.75,1262.25,One year,Fiber optic,Electronic check,1,3.0
2516,62,71.49,4432.38,Month-to-month,No,Electronic check,1,2.0
2108,15,120.07,1937.04,One year,DSL,Credit card,0,
1217,57,130.28,7425.96,Month-to-month,DSL,Mailed check,1,2.0
121,17,56.84,966.28,One year,Fiber optic,Mailed check,1,5.0
2036,29,122.74,3559.46,Month-to-month,No,Electronic check,1,
2327,64,34.96,2237.44,Month-to-month,No,Bank transfer,1,
1897,40,104.71,4188.4,One year,No,Electronic check,1,
1192,33,109.39,3609.87,Two year,No,Mailed check,0,
2050,43,113.4,4876.2,One year,No,Electronic check,1,
1414,50,71.28,3564.0,Two year,No,Mailed check,1,1.0
1917,10,88.36,883.6,Month-to-month,DSL,Electronic check,1,
449,31,31.26,969.06,Month-to-month,No,Mailed check,1,5.0
695,2,66.96,133.92,One year,No,Mailed check,0,5.0
1649,32,85.77,2744.64,Month-to-month,Fiber optic,Mailed check,1,
1223,68,58.79,3997.72,One year,DSL,Credit card,0,4.0
2470,59,86.58,5108.22,One year,No,Credit card,0,
296,39,52.47,2046.33,Two year,Fiber optic,Bank transfer,1,2.0
135,11,124.33,1367.63,One year,DSL,Mailed check,0,4.0
2187,48,122.67,5888.16,Month-to-month,Fiber optic,Electronic check,1,3.0
595,0,31.7,0.0,Month-to-month,DSL,Mailed check,0,5.0
1289,29,146.04,4235.16,Month-to-month,Fiber optic,Electronic check,1,
1789,44,100.16,4407.04,Two year,DSL,Mailed check,1,2.0
1823,32,89.75,2872.0,Two year,Fiber optic,Electronic check,1,3.0
1845,70,45.6,3192.0,One year,Fiber optic,Electronic check,0,
2789,11,133.74,1471.14,Month-to-month,Fiber optic,Electronic check,1,
126,46,111.59,5133.14,One year,No,Credit card,0,4.0
82,40,94.93,3797.2,Two year,DSL,Mailed check,0,4.0
890,65,125.55,8160.75,Two year,DSL,Bank transfer,0,4.0
2484,69,70.79,4884.51,Month-to-month,DSL,Electronic check,1,4.0
2376,56,38.68,2166.08,Two year,No,Mailed check,1,2.0
213,53,74.64,3955.92,One year,DSL,Mailed check,0,
1612,38,137.63,5229.94,Two year,No,Electronic check,1,
2583,18,72.53,1305.54,One year,DSL,Credit card,0,4.0
1980,8,145.49,1163.92,One year,Fiber optic,Mailed check,1,
2474,28,97.77,2737.56,Two year,DSL,Electronic check,1,
2528,24,59.52,1428.48,One year,No,Credit card,0,4.0
2604,57,50.8,2895.6,Month-to-month,DSL,Bank transfer,0,
1947,42,138.9,5833.8,Month-to-month,Fiber optic,Electronic check,1,
2901,17,111.38,1893.46,Month-to-month,Fiber optic,Electronic check,1,2.0
2021,49,65.67,3217.83,Month-to-month,No,Electronic check,0,5.0
1399,10,107.63,1076.3,One year,Fiber optic,Credit card,1,2.0
982,66,66.93,4417.38,One year,DSL,Electronic check,1,4.0
2049,32,122.71,3926.72,Month-to-month,No,Credit card,1,2.0
1929,55,33.2,1296.02,Month-to-month,No,Electronic check,1,1.0
696,58,122.29,7092.82,Month-to-month,Fiber optic,Electronic check,1,1.0
2100,45,145.75,6558.75,Month-to-month,No,Electronic check,1,1.0
2301,41,131.4,5387.4,One year,No,Bank transfer,1,2.0
543,1,134.89,134.89,One year,No,Mailed check,0,3.0
1491,42,82.63,3470.46,Month-to-month,Fiber optic,Bank transfer,1,
2759,19,134.46,3164.39,Month-to-month,No,Credit card,1,3.0
2257,46,101.26,4657.96,Month-to-month,No,Bank transfer,1,2.0
378,3,34.18,102.54,One year,No,Electronic check,1,4.0
527,52,116.93,6080.36,Two year,No,Credit card,0,3.0
905,11,101.0,1111.0,Month-to-month,DSL,Mailed check,0,5.0
1898,48,75.09,3604.32,Month-to-month,No,Mailed check,1,2.0
1500,28,143.38,4014.64,Month-to-month,No,Electronic check,0,3.0
2034,5,47.78,238.9,Two year,DSL,Mailed check,1,2.0
2907,52,92.58,4814.16,Month-to-month,DSL,Bank transfer,1,2.0
1517,14,50.1,701.4,One year,Fiber optic,Credit card,1,2.0
983,40,109.78,4391.2,Two year,Fiber optic,Bank transfer,1,3.0
21,27,135.72,3664.44,Month-to-month,Fiber optic,Mailed check,1,3.0
87,35,33.5,1172.5,Month-to-month,No,Bank transfer,1,4.0
2579,33,61.24,2020.92,One year,DSL,Electronic check,1,1.0
1488,32,34.67,1109.44,Two year,DSL,Electronic check,1,2.0
1301,66,74.88,4942.08,One year,Fiber optic,Mailed check,1,3.0
1957,30,79.55,2386.5,Month-to-month,Fiber optic,Credit card,1,5.0
609,11,73.49,808.39,Month-to-month,Fiber optic,Electronic check,1,1.0
2359,12,148.92,1787.04,Month-to-month,DSL,Mailed check,1,1.0
2746,48,77.81,3734.88,Month-to-month,DSL,Electronic check,0,3.0
1532,52,68.83,3579.16,Month-to-month,Fiber optic,Mailed check,1,1.0
763,27,27.78,750.06,Month-to-month,No,Mailed check,1,5.0
1707,48,33.77,1620.96,Month-to-month,DSL,Credit card,1,5.0
463,5,142.17,710.85,One year,DSL,Mailed check,0,3.0
1113,9,147.77,1329.93,Month-to-month,DSL,Electronic check,0,
1977,60,82.6,4956.0,Month-to-month,No,Credit card,1,
