days_since_last_visit,visits_last_30d,avg_session_len_min,classes_attended,trainer_assigned,promo_used_last_90d,contract_type,days_to_expiry,feedback_score,missed_classes
11,3,51.986430873001474,1,0,1,4,43,3.850536379268407,4
15,3,65.1037668199053,2,0,1,3,57,4.429708001102644,1
4,6,73.80432720781828,1,0,0,5,40,4.857514850709171,1
4,6,39.075949045488585,3,0,1,3,16,3.9105247611317386,1
24,2,66.86782577221248,1,0,0,3,1,5.0,1
19,3,52.52521780797815,0,0,1,4,15,4.390735553800477,0
13,3,70.00671162585371,2,0,1,3,38,5.0,1
14,3,52.228507328059536,1,0,3,3,60,3.825317958082446,2
1,7,47.049873197116874,4,1,1,4,17,4.910894539003153,0
29,0,49.34995244577529,0,0,0,2,38,4.909144845038347,3
22,4,62.48252793210035,6,0,0,2,0,3.9096609567733984,1
13,5,68.0337466542705,2,0,1,4,2,3.1714900609029844,3
37,3,50.629257502024785,2,0,0,5,20,3.1922594114004874,0
2,10,60.826148243675476,4,1,0,4,59,4.100442352623736,0
17,3,50.32435716349151,5,1,1,4,29,3.390695369397843,1
49,2,54.38526254269294,0,0,0,4,10,3.5399071165020763,1
5,4,52.5973924404434,6,0,1,4,21,3.770903262292447,1
0,15,49.38531955199882,8,1,1,5,46,4.292217297421077,1
19,1,41.70328161136483,1,0,1,2,60,3.7644791999566007,1
0,12,58.891393514935245,5,1,1,5,56,3.4632482555224193,0
30,1,76.99111880575677,0,0,0,5,24,2.5848809453651356,5
0,5,61.276338778113185,4,0,0,5,2,5.0,0
15,5,55.530769815379415,2,0,1,3,29,4.396388687433193,4
7,5,72.08657958967675,4,1,2,3,23,3.854610401774095,3
3,11,52.617345924458,4,1,0,5,44,5.0,0
34,4,62.893578468469535,2,0,0,2,35,4.045970077629734,0
20,5,36.66523431561539,7,0,1,5,22,3.4539268334993167,1
6,8,59.93783869887841,8,1,3,5,53,4.964976410376492,1
5,6,55.005429334697055,5,1,2,5,7,4.807005481377324,0
19,4,32.06416902623435,2,0,1,2,53,4.682790059004782,3
27,2,53.281481249974824,0,0,1,5,3,3.5667378828660694,0
18,2,30.0,0,0,0,5,49,3.252353883525987,4
15,5,51.14569036248484,2,0,0,5,38,3.982494946910726,1
3,3,67.40560232116745,0,0,0,1,42,3.4388367220565415,2
28,4,46.39282015486879,3,0,1,1,30,3.4785265012086755,3
20,2,49.341970312201234,0,0,2,4,28,3.973211848562181,1
10,8,37.198578470977054,10,0,1,2,58,3.753959790737943,0
10,4,64.32792283418866,2,0,2,4,35,4.003281535564249,0
12,6,53.359154568568925,4,0,1,5,12,3.7586107091376064,3
26,5,59.390639138157624,6,0,1,4,40,3.6077495050688464,3
20,3,77.23662292027689,2,0,2,5,8,5.0,0
29,1,45.0000358681944,0,0,0,1,54,3.8914408104689615,4
10,4,78.96575337590468,1,1,0,3,20,4.325797590008795,1
14,7,56.17248061955716,7,0,1,1,50,4.052403157655065,2
28,1,75.76906982635757,1,0,1,3,2,3.551230544196666,3
3,9,58.312251822071666,4,0,2,5,24,3.371465999642239,0
8,3,35.48135706968592,3,0,1,2,24,3.112139520148806,1
14,7,41.37748637920886,4,0,2,4,11,4.113219763207205,1
37,0,56.08706058595818,0,1,2,4,28,4.243792081704955,2
0,13,35.0517339043401,7,1,3,5,10,3.337178967853258,3
3,6,67.94805581548809,1,0,2,2,51,3.8217436461870244,2
4,18,72.29889824831821,15,1,3,3,10,5.0,0
5,5,37.75293938800307,4,0,2,1,48,3.9059378467566823,4
4,5,55.727075867389644,1,0,1,4,60,4.0789408396698725,1
13,6,58.60412692613686,2,0,1,3,25,3.8679647869094285,1
32,3,70.33221499041552,0,0,1,5,52,3.8412417444676143,4
15,4,66.15047079151367,3,0,1,4,13,3.8404434023049947,0
4,4,53.79356419355989,2,0,2,4,15,3.36305033740456,4
29,3,38.78306994764462,4,0,2,4,55,4.345198792244438,3
14,3,60.022258661061784,5,0,1,2,9,4.373613781394246,0
3,9,58.0587317932778,4,0,0,4,30,5.0,0
6,8,47.69690216956136,4,0,2,5,30,4.598973606636824,1
23,4,91.76665060969569,1,0,1,5,35,4.294730079406098,1
20,1,62.59395653741079,1,1,2,5,9,3.0903763291526936,2
12,3,50.25142389487107,3,0,2,5,25,3.174470227860069,0
2,7,51.601255159025385,5,0,0,2,19,5.0,2
24,1,72.48535671173458,0,0,1,3,60,3.9239423741192123,2
5,12,77.83521611228505,9,0,1,1,43,3.800723572360374,3
22,3,69.25522319010058,0,0,1,3,8,2.5321292109847766,3
15,3,75.24728729671278,2,0,1,2,14,5.0,3
4,8,41.4251709679534,5,0,1,4,8,4.288137642935345,0
3,13,59.318240767907035,7,1,1,5,6,4.579925330496553,1
2,10,42.736880625249796,9,1,0,5,25,4.418562165044216,0
4,8,72.05481516703298,5,0,1,5,23,4.413638769049742,1
2,6,73.45897056505746,8,1,2,5,11,4.331462812290634,0
14,6,45.15192842266727,2,1,0,2,59,3.3646958574360877,0
13,8,51.008242808592584,9,0,1,1,19,4.748572850254341,0
13,7,45.545710810933414,3,0,2,5,55,4.618881365903319,1
15,6,63.38241769432332,3,0,2,3,13,4.951825672211357,0
25,2,58.48785501399844,0,0,1,3,21,3.4864205805055746,3
36,4,60.57402720656764,2,0,0,3,15,4.220070609211398,1
3,8,55.09927433297704,1,0,2,3,28,4.416861081307952,1
13,4,87.49206446857747,4,1,1,4,31,5.0,0
1,8,74.39709888031246,5,0,1,4,18,5.0,2
1,12,57.84427049541419,11,1,0,4,54,4.5635125856958325,0
15,7,37.04838238710407,2,0,1,5,34,3.409617458816343,2
9,12,34.57660283567348,7,1,1,4,42,3.9970845812915217,0
21,6,35.72930809456321,4,0,0,3,31,3.9444442646596527,1
8,2,66.57232523607662,1,0,0,3,54,4.580281269734494,2
2,8,57.539468799986544,5,0,0,3,52,4.75565917610059,3
30,7,78.47827406864334,10,1,3,5,19,4.50826393923369,3
1,12,70.75220238475612,13,1,0,5,50,4.728848498151381,1
3,6,30.0,4,0,1,5,39,4.721740187077046,1
4,8,47.68016575163526,4,1,1,3,19,3.070448297530885,3
80,1,34.824732541055425,3,1,1,4,7,3.089719049460815,2
8,3,53.969260501448574,2,0,0,4,57,3.167053716778814,2
10,6,64.65636218271099,7,0,2,4,34,4.2909348285842395,0
22,4,61.12957407051914,3,1,1,4,41,4.340970486045086,0
15,4,59.735555147891695,7,0,1,4,12,2.990279376297459,2
27,7,42.398150104819756,3,0,0,4,40,3.969169995898684,3
9,6,94.65752854411474,2,0,3,5,5,4.506327053573555,0
53,1,62.28832020827043,0,0,0,2,46,3.378924723870596,5
23,0,83.57969787652718,0,0,0,5,15,4.8897810068732666,2
7,8,72.25613336667018,8,0,1,2,4,5.0,3
7,8,69.14257140027199,5,0,1,2,52,3.6488149299887738,1
39,1,69.15870429740981,0,0,0,5,44,3.6462675784454524,2
17,5,51.67251748221848,4,0,1,5,50,4.472352959129447,1
14,4,51.1482832070014,1,0,0,2,33,3.9266315424735994,2
21,3,58.49701787249731,2,0,1,4,5,3.0888983376926196,3
12,10,57.55866005994933,9,0,0,3,58,5.0,1
2,10,30.0,8,1,2,4,32,4.373065347351609,0
5,4,59.76460467358938,3,1,1,5,14,4.1764318635071485,0
12,5,68.56451197064011,5,0,0,5,14,3.5473805975676744,0
0,14,40.46278959402208,5,0,1,4,13,3.4577794408061404,3
8,3,43.95771659691856,0,0,0,4,38,3.5960655995969057,7
21,5,60.97587496429355,3,0,2,4,4,5.0,2
2,11,66.1667153490458,7,0,0,3,51,3.460998902219424,1
1,12,57.49305353319638,9,1,0,5,56,4.0910708290022,0
27,5,65.18323607387094,8,1,1,5,25,3.53288389102128,0
14,6,61.99467006120451,0,0,0,4,47,3.4049343020675202,2
2,6,54.23032914243998,2,0,0,3,16,5.0,0
24,3,59.468096797274264,0,1,0,3,42,4.125599061437015,1
16,2,59.53163085334165,0,0,0,1,46,4.2601811685236735,2
6,12,60.33755523343315,9,1,1,5,51,3.9783486845489424,0
7,9,57.76380583191639,5,1,1,4,15,4.9000594190427345,1
2,7,65.11378646070654,3,0,1,3,34,3.8876959669577333,0
27,2,74.21800462007039,0,0,0,4,37,2.7540500080312116,2
10,8,66.52169965692056,4,1,1,5,52,3.8620346422768845,1
12,3,30.0,1,0,2,2,22,4.794305391684467,1
32,3,39.199938888324844,1,0,1,5,12,3.169867643650978,2
0,7,68.88136076826062,4,0,2,5,32,4.529230804224349,1
1,11,47.779104301862816,7,1,3,5,28,4.465347522184161,0
2,3,77.61018098479389,3,0,1,4,52,4.466265801083607,4
0,11,37.82932616128795,9,1,0,3,45,4.703624509653895,0
