distance,cargo_weight,cargo_type,departure_hour,day_of_week,season,weather_score,driver_exp,traffic_index,fuel_consumption
,3.6,2,5,1,2,7,23,3.1,23.7
507.5,18.6,2,15,6,1,8,22,7.7,35.1
,4.5,3,18,0,2,10,11,9.3,25.0
1057.5,17.6,3,12,5,3,7,15,8.0,32.1
447.1,9.9,4,17,4,4,1,25,9.8,34.2
550.1,16.9,3,17,6,1,4,2,2.5,31.5
,19.2,3,12,2,3,5,24,7.2,27.3
772.1,8.7,3,2,4,1,10,24,5.7,29.6
279.3,14.1,3,17,0,2,2,11,8.8,33.9
,4.9,3,18,4,3,9,1,7.7,24.5
257.8,16.1,2,7,3,2,3,9,8.0,34.1
1433.1,16.5,4,19,5,2,7,3,4.5,29.8
260.2,6.3,2,5,5,2,5,18,7.1,27.4
806.7,1.0,3,4,3,2,10,9,8.9,24.7
335.6,8.9,3,3,2,3,3,10,2.8,24.1
160.7,3.8,4,13,4,2,5,15,1.3,25.6
343.3,16.5,1,6,6,3,7,17,3.8,28.6
129.4,,4,16,2,4,2,4,8.8,30.2
252.1,18.9,1,15,5,3,3,11,5.2,32.4
,19.5,1,10,3,4,8,3,3.3,29.8
995.1,18.2,4,6,6,2,8,13,9.2,33.6
176.6,12.2,2,21,4,2,7,9,1.4,27.7
689.5,5.7,3,21,4,1,2,10,8.3,30.4
892.8,16.2,3,8,4,3,3,5,8.2,28.5
389.6,14.2,4,5,5,3,10,20,5.7,28.7
589.5,19.6,3,19,6,3,10,8,3.4,27.9
154.2,7.9,2,16,2,3,5,16,4.9,25.3
369.2,1.6,4,10,5,3,6,17,4.2,26.2
726.8,20.0,2,12,4,1,1,18,2.3,33.6
,16.8,3,17,4,1,7,1,6.4,32.2
1494.6,4.8,3,5,1,3,1,21,2.8,25.3
1470.5,14.6,3,23,3,1,1,17,10.0,35.7
663.5,,3,13,1,4,6,20,6.2,24.7
167.0,11.4,4,3,0,2,9,19,2.1,27.4
519.2,7.6,3,22,6,3,10,13,6.5,25.2
394.7,7.9,4,23,5,3,5,19,4.4,27.8
70.5,5.3,1,22,3,3,6,7,2.7,24.5
188.1,5.9,3,16,3,2,6,9,3.7,25.8
707.1,9.4,3,6,0,3,5,10,3.3,26.2
542.5,,2,12,2,1,8,10,6.2,28.8
311.5,9.6,3,12,1,2,8,14,3.5,26.4
1088.3,11.8,3,12,3,1,5,19,1.4,25.9
567.8,14.4,3,3,3,1,3,6,8.4,35.2
1285.2,13.7,2,7,6,1,9,9,3.6,28.4
399.4,5.2,2,11,5,2,7,20,3.7,25.6
830.7,,2,12,4,1,5,20,4.9,25.0
317.0,16.7,2,7,6,1,3,6,8.1,36.7
768.2,17.5,1,17,2,2,5,3,6.5,29.8
271.1,19.6,4,22,0,3,9,9,1.8,30.1
284.3,19.2,2,11,3,1,4,3,5.1,33.5
937.7,12.9,4,15,0,3,9,16,7.8,30.6
432.5,17.9,4,4,6,3,3,19,1.4,32.4
299.9,9.2,2,4,0,1,2,18,1.4,28.9
1398.2,15.9,4,1,5,1,1,9,7.3,38.2
112.4,19.1,2,23,4,4,2,10,5.5,33.8
869.5,16.0,3,7,1,2,3,13,2.5,28.2
845.0,,4,16,3,4,8,19,7.0,29.8
413.4,7.9,4,14,3,3,6,24,1.7,27.5
706.5,6.2,2,3,5,1,7,23,5.0,28.1
177.2,7.7,2,3,2,3,1,9,8.4,28.0
1095.8,16.5,2,19,4,2,7,5,2.6,28.9
371.5,14.2,4,19,2,2,7,2,6.3,32.1
,5.4,2,13,0,1,6,23,4.3,27.9
506.6,14.4,3,8,4,2,7,24,9.0,29.3
1358.4,7.9,2,9,1,4,2,14,6.8,28.8
1204.9,11.4,3,18,1,1,5,2,4.2,30.3
1423.0,7.7,3,4,2,3,8,12,5.4,24.4
,10.7,2,2,3,1,2,19,5.7,32.8
1011.2,14.7,3,6,4,3,2,20,9.9,30.6
746.0,14.8,3,4,5,4,8,20,7.7,28.4
1362.5,15.2,3,4,4,4,6,20,7.4,28.5
790.8,,3,11,2,4,3,3,9.9,30.2
564.8,14.0,3,19,6,3,4,18,2.4,26.5
978.5,5.2,3,16,3,3,9,25,5.2,24.1
,9.8,3,6,1,4,4,11,9.7,28.7
229.8,11.9,3,10,5,1,4,13,8.7,30.8
,13.9,2,11,6,1,9,7,2.8,27.1
504.3,18.3,1,9,2,1,3,21,4.8,34.8
1277.9,6.4,4,23,1,1,5,10,2.7,31.4
599.3,17.0,4,22,2,1,4,25,7.3,37.0
1241.3,6.6,2,23,2,2,5,15,6.6,26.4
,11.3,3,10,1,3,3,9,6.2,28.5
1142.6,16.6,3,18,0,4,9,15,9.1,27.9
246.2,14.6,3,17,1,3,2,1,1.9,29.9
1390.7,17.3,2,19,2,1,6,24,9.5,35.4
,16.4,4,3,1,1,7,12,5.4,35.4
426.7,5.9,1,22,1,2,9,12,1.2,23.1
400.2,19.9,4,22,6,3,1,11,9.2,35.4
434.4,,1,19,1,4,9,17,9.4,32.4
581.8,8.9,2,13,5,2,3,20,9.5,31.7
,1.4,2,10,4,1,7,17,8.5,29.2
1426.9,6.4,2,5,3,1,1,4,3.5,29.3
1020.1,16.8,4,1,5,3,2,19,3.6,32.0
843.4,19.0,3,23,0,4,6,17,4.0,28.6
700.5,16.7,1,5,5,1,2,25,3.0,31.3
1250.9,8.2,4,8,2,1,5,7,9.2,34.1
1282.0,1.6,2,10,5,1,5,21,5.8,25.8
474.9,10.6,1,16,6,3,5,22,3.4,24.7
1432.5,7.8,1,6,5,2,1,1,8.0,31.1
622.9,2.9,3,5,0,4,8,23,6.6,24.2
1210.1,2.6,4,7,6,4,4,21,4.4,25.9
1451.9,3.5,1,7,5,3,8,21,9.2,25.8
,4.5,3,1,0,1,3,25,6.0,29.1
284.2,15.2,2,9,1,3,3,6,6.7,29.8
899.9,7.9,2,13,6,2,1,1,1.3,26.7
222.2,9.0,3,10,5,4,9,16,6.7,26.5
1194.3,12.2,3,8,2,3,4,15,4.7,29.4
457.9,19.2,3,22,6,4,2,22,7.7,34.2
1058.1,,2,6,3,2,3,15,1.4,28.2
1369.6,13.1,1,20,6,2,2,3,4.5,29.8
312.5,15.0,3,14,4,2,2,14,1.6,27.7
619.6,14.5,3,15,4,4,1,10,9.4,31.0
988.3,14.0,3,6,0,3,8,22,4.8,25.6
,10.2,2,23,6,2,6,18,2.3,26.5
303.5,11.6,3,11,1,4,10,21,7.7,26.9
92.2,9.5,1,12,1,2,10,19,8.9,28.5
,8.2,3,5,3,4,7,5,8.0,29.5
991.4,5.8,3,11,5,3,6,22,8.7,26.9
882.3,7.4,2,16,5,1,10,3,8.6,29.9
276.5,8.9,3,22,4,2,10,7,9.9,28.1
703.5,11.8,3,20,6,3,2,5,4.3,27.7
585.7,10.2,3,3,4,4,6,3,4.1,28.3
447.6,2.6,4,1,1,3,8,23,2.0,23.9
1107.4,7.1,3,22,5,1,9,4,8.7,29.7
,,1,19,1,2,5,3,9.4,29.0
833.2,14.3,2,3,3,4,7,3,3.5,28.6
1388.7,7.0,3,20,4,2,5,17,6.5,27.4
,,2,18,2,2,7,6,3.2,21.1
944.7,,3,23,2,4,7,18,8.8,25.6
,10.2,2,3,1,2,6,7,1.1,25.9
308.3,4.2,1,19,2,4,8,6,7.3,26.9
,10.1,2,8,6,1,1,5,5.9,34.2
1159.0,11.7,4,13,2,3,1,6,3.6,32.2
1262.1,18.7,3,6,3,1,9,6,9.3,32.7
320.4,13.3,3,1,4,1,4,21,5.3,31.0
367.9,1.1,2,16,1,3,4,14,5.7,25.1
518.7,7.9,4,1,1,3,8,11,1.7,25.7
907.1,16.0,4,11,1,1,6,23,4.7,34.6
951.6,5.6,3,4,0,2,6,13,2.4,23.6
1045.8,18.5,3,22,3,2,10,22,6.0,27.2
1362.5,10.8,4,10,0,2,4,10,6.2,32.1
477.8,2.3,2,4,2,4,3,25,3.2,23.6
1005.2,5.2,2,22,3,4,1,5,9.5,32.7
861.6,18.2,3,16,1,1,10,13,3.7,31.8
493.5,,3,4,1,4,1,11,6.9,31.9
1365.8,17.3,3,8,4,1,5,23,9.8,35.3
188.5,6.8,3,12,3,4,5,7,8.2,28.1
1082.4,15.5,2,18,5,3,10,9,7.7,29.0
,4.8,3,23,6,3,5,8,1.5,22.2
1377.2,8.0,3,20,1,1,1,16,5.7,31.1
801.9,14.1,1,0,2,3,3,6,7.8,32.7
516.4,19.4,2,11,3,3,6,12,6.9,31.4
1250.2,9.1,1,1,1,2,8,16,6.1,29.2
1167.7,10.2,4,7,5,3,1,6,9.3,36.4
775.5,4.8,1,6,0,4,8,8,6.0,26.1
1163.4,8.4,1,6,2,1,2,4,8.5,35.8
,1.7,3,5,6,2,2,5,9.0,28.1
904.8,17.2,1,9,5,2,2,24,8.1,32.7
,1.0,3,11,3,1,2,21,2.3,26.1
,13.8,3,22,0,2,7,5,8.0,31.1
751.1,5.8,4,10,5,1,9,15,8.1,30.8
1429.0,9.8,2,0,3,1,1,3,7.1,30.2
1207.4,6.0,1,14,6,4,10,22,4.3,26.1
1336.2,8.3,2,7,5,2,3,20,3.6,26.8
608.6,,4,3,6,2,10,20,6.9,28.9
1494.9,13.0,4,16,0,3,9,8,7.6,28.8
271.2,18.8,2,16,6,4,7,10,9.3,32.7
802.2,7.0,2,8,4,4,5,22,4.1,27.2
744.9,11.9,2,5,2,3,10,15,3.6,23.8
1207.7,18.1,2,11,5,2,5,15,7.7,31.9
1367.5,6.2,2,10,3,2,2,25,9.8,31.6
1110.2,17.4,4,23,4,3,4,21,3.6,32.0
958.9,19.2,1,0,6,4,2,9,3.5,32.2
669.8,17.0,4,4,4,4,3,2,9.0,35.4
790.0,11.6,1,19,4,4,1,6,3.4,29.4
788.5,14.6,4,22,6,3,5,19,4.7,30.3
79.5,9.9,3,15,5,1,6,5,9.9,31.9
779.4,12.1,1,7,4,2,6,8,8.2,30.6
,19.5,3,5,6,1,3,24,3.2,32.4
1078.4,5.4,2,20,6,2,3,11,9.6,26.9
1203.8,16.0,4,14,4,3,6,7,8.6,32.7
,10.4,3,9,0,3,4,14,9.8,32.6
817.0,3.9,4,10,4,1,1,24,4.6,29.3
98.6,13.0,4,3,2,3,8,6,7.0,32.3
605.3,16.0,2,19,4,2,6,15,4.4,30.2
737.9,11.6,3,1,2,3,2,20,5.0,28.5
420.1,16.8,3,23,2,4,9,15,7.0,29.0
95.3,7.6,2,4,6,2,3,23,4.7,27.9
1051.1,18.3,3,2,1,1,8,11,4.8,34.3
680.9,13.1,2,1,1,4,1,20,5.9,31.3
652.7,16.2,3,11,4,2,4,10,2.0,29.0
412.5,5.8,2,1,4,1,3,2,9.9,32.1
829.9,9.2,1,6,6,2,1,9,8.4,30.8
685.1,18.2,4,19,0,2,5,4,5.3,33.6
737.3,1.5,4,17,6,2,3,19,7.8,29.5
892.3,8.4,2,8,5,4,3,11,10.0,30.3
59.2,15.7,1,0,1,2,6,19,5.6,30.5
1366.2,15.0,3,3,5,2,9,19,7.5,29.1
153.1,17.1,2,13,5,2,3,14,1.8,31.2
703.8,14.9,3,11,0,3,2,24,9.6,31.3
,19.0,3,20,0,4,8,12,2.5,28.9
809.5,10.2,2,11,4,3,5,18,8.2,25.2
456.3,12.7,2,9,4,4,10,16,5.4,28.3
1297.0,17.0,1,15,6,2,8,18,6.8,31.8
624.7,14.2,2,20,6,3,2,13,6.4,30.3
976.2,2.5,3,19,0,3,8,11,4.7,23.7
410.9,7.7,2,3,6,4,1,21,9.6,28.8
78.1,11.3,4,10,5,2,5,23,3.8,29.2
636.0,15.2,3,22,4,1,1,2,3.1,34.7
827.9,11.1,2,19,2,4,8,25,9.0,26.9
716.3,15.7,3,18,4,3,9,23,3.6,24.7
1444.9,16.8,3,2,3,1,10,15,2.0,27.6
1074.9,5.7,3,9,2,4,1,14,2.4,25.7
1493.7,12.5,3,19,0,2,9,12,4.2,28.8
477.8,11.4,1,3,5,3,8,13,8.9,29.7
1194.1,4.9,2,17,2,2,9,5,7.0,27.2
855.6,10.1,1,12,1,4,5,10,2.1,25.1
937.1,11.2,2,17,2,2,7,24,5.8,26.4
1479.5,16.4,3,16,0,3,5,14,6.6,28.8
998.3,9.5,4,2,2,3,7,10,8.3,32.0
1353.3,2.1,3,3,5,4,8,6,6.1,24.9
1102.3,10.0,4,8,5,3,3,20,4.1,28.9
,16.8,3,22,0,1,4,13,10.0,35.5
1064.2,11.6,2,22,2,4,10,15,3.3,25.4
752.3,6.7,4,18,4,1,9,10,9.7,35.1
1382.3,18.5,1,5,6,3,1,1,2.9,33.7
,,1,22,3,2,1,8,5.7,29.6
201.0,,4,17,6,2,8,15,2.0,27.7
244.2,9.0,3,7,0,4,8,6,9.0,28.0
,14.9,4,17,6,1,3,13,5.4,35.7
765.2,16.8,1,10,1,1,10,22,9.0,31.4
167.1,1.6,3,11,5,4,1,5,8.4,27.4
1099.3,15.9,2,5,0,2,2,22,2.7,27.2
850.9,14.6,2,15,6,2,6,4,1.5,28.1
1262.0,17.9,4,6,1,4,6,13,9.3,34.6
455.7,18.1,3,22,2,3,3,17,6.1,31.4
802.8,15.7,3,3,4,3,7,6,8.7,30.9
220.3,4.2,4,6,0,1,9,6,7.2,32.1
1332.7,6.6,4,3,3,2,2,12,7.9,30.4
,18.8,1,5,2,3,8,1,5.3,28.5
198.4,12.2,2,16,3,1,6,24,7.6,33.8
347.3,11.0,4,22,2,3,10,7,9.3,29.7
1219.0,18.4,3,3,5,4,3,20,7.4,32.0
203.4,17.5,3,5,3,2,7,8,9.4,33.3
940.9,14.7,1,3,5,4,8,21,3.2,28.0
1132.0,17.7,1,19,0,4,4,5,8.2,32.3
1139.1,2.7,4,12,4,3,6,18,5.8,29.0
325.6,15.3,3,8,2,2,8,19,1.5,25.9
139.4,19.3,3,16,4,1,5,19,6.8,36.2
700.8,1.5,2,2,5,3,7,2,6.6,24.7
343.6,4.8,2,18,4,3,8,4,9.9,27.9
1063.9,16.0,3,2,2,3,3,22,6.8,31.0
567.2,10.6,4,13,1,2,8,9,2.2,27.7
,2.2,2,0,6,1,6,21,9.9,29.9
214.6,5.7,2,4,1,4,3,21,3.8,28.2
872.9,6.8,3,14,0,4,9,18,7.3,27.8
319.0,6.8,1,13,2,4,1,5,6.4,31.3
1034.5,17.6,3,10,0,1,7,9,4.2,32.8
153.2,13.4,3,15,5,4,3,2,4.7,29.6
1465.0,14.8,1,20,6,4,8,1,6.9,30.0
,0.8,3,6,3,2,9,22,8.8,26.7
313.5,8.8,1,23,4,3,7,12,9.5,28.4
70.4,6.7,3,3,6,1,4,20,9.9,30.9
535.0,17.1,4,23,6,3,7,4,2.1,29.9
271.6,19.1,4,22,0,4,3,4,2.7,31.4
366.7,8.8,3,10,0,1,1,15,2.9,29.3
1315.5,19.5,3,2,2,3,4,14,9.8,31.7
,0.8,2,9,1,2,7,11,1.9,20.6
305.9,6.9,3,6,1,1,4,2,7.3,29.4
857.2,15.6,1,13,1,1,2,7,9.6,36.7
420.9,7.5,3,5,5,4,5,4,6.2,28.9
,18.5,1,1,1,1,9,5,1.1,31.3
97.5,4.8,3,21,3,1,5,7,1.6,25.5
,16.0,3,20,0,4,5,17,7.4,30.0
1170.8,4.4,3,12,4,3,3,18,4.6,25.3
147.4,4.3,2,20,5,2,5,21,5.6,27.0
299.2,9.2,3,22,4,3,3,8,1.4,26.5
607.2,18.9,3,22,1,2,10,14,9.1,31.5
1308.8,11.9,4,19,0,1,8,21,9.1,35.9
828.6,12.9,3,1,2,2,8,13,6.4,27.8
1000.2,0.7,2,18,5,4,7,1,5.3,23.0
1185.4,1.6,4,22,0,3,4,13,4.5,25.9
1250.8,1.8,1,4,5,2,7,1,2.8,26.2
740.6,16.5,2,1,6,4,10,10,9.5,31.6
787.8,5.1,1,8,4,3,2,8,5.4,28.7
,6.9,3,19,5,1,9,23,2.0,25.8
431.8,12.4,3,19,1,4,10,19,8.1,28.4
,11.9,3,14,4,1,1,17,9.7,33.9
80.1,8.5,4,23,5,4,1,24,3.5,28.6
333.9,0.6,3,3,5,1,5,24,7.2,27.5
1210.3,9.3,2,21,4,2,7,8,10.0,29.2
543.4,14.9,3,20,1,1,6,14,2.0,29.4
267.3,5.1,3,22,6,3,8,14,8.3,26.3
320.8,14.3,3,7,4,2,9,1,5.5,28.8
819.6,0.8,3,15,0,3,3,2,7.0,27.1
1277.0,18.2,3,6,4,1,6,9,2.6,30.6
152.4,19.0,3,11,6,4,1,1,3.0,31.0
94.2,,2,23,0,2,2,18,6.0,23.4
724.5,9.4,4,12,6,2,8,1,3.3,27.5
1436.5,8.6,2,18,2,1,9,6,6.4,30.2
454.6,16.9,1,11,2,2,6,3,1.8,30.7
1440.8,11.0,3,0,3,3,8,13,8.0,28.4
,12.4,4,3,5,1,10,22,3.5,32.4
460.5,4.4,3,16,0,3,1,2,7.6,28.3
1234.6,2.0,3,7,1,4,8,17,2.5,22.6
1044.5,14.0,4,7,5,4,7,14,8.2,33.3
,12.6,3,2,1,4,10,23,1.1,23.8
663.2,16.7,3,19,2,4,4,15,2.5,27.0
1232.5,17.0,3,2,4,2,7,21,4.0,28.2
1200.0,12.8,3,12,1,1,9,18,8.0,30.9
1147.6,11.0,3,7,0,3,5,20,1.3,25.0
1497.5,18.3,4,21,3,3,3,13,7.7,33.0
743.8,16.1,2,15,0,2,10,9,3.1,26.8
1220.0,17.7,1,1,2,1,2,13,10.0,38.4
1300.6,19.9,3,14,4,1,9,4,3.6,30.6
356.8,8.4,3,3,5,3,9,18,2.3,23.2
111.0,14.5,3,13,6,1,1,3,7.1,33.6
636.9,13.9,4,5,6,3,4,24,3.5,27.6
1292.3,3.9,3,17,0,4,6,1,5.9,25.6
469.2,12.9,4,11,3,4,2,3,7.9,32.8
1065.0,8.8,2,10,0,2,2,5,8.2,29.5
60.7,9.3,2,21,5,1,4,5,3.0,29.6
565.3,4.0,2,10,0,3,10,1,2.9,19.9
942.5,15.0,3,5,5,3,5,25,3.4,28.4
,,2,12,0,4,7,18,4.6,31.7
1350.1,10.9,2,19,0,1,7,8,7.7,30.3
276.6,3.6,3,1,6,1,5,10,5.9,27.8
1369.2,11.4,2,6,1,1,1,6,8.9,33.1
363.8,2.5,3,13,3,3,10,14,7.3,22.3
1491.7,,4,5,3,1,6,10,6.5,34.6
926.9,7.8,1,18,4,4,4,12,5.7,28.4
172.3,17.7,3,1,6,2,5,10,4.7,31.1
144.7,8.6,1,6,2,4,5,8,4.1,29.5
158.6,12.2,2,14,4,2,10,13,2.6,27.0
905.3,17.6,2,20,6,1,4,3,3.4,34.0
1223.9,8.8,3,8,0,1,10,14,9.1,28.7
634.3,17.7,3,6,3,1,2,14,8.5,36.5
695.0,3.2,3,22,2,4,3,3,1.0,23.8
,7.6,4,12,6,4,2,22,3.0,30.8
822.9,,2,4,4,3,10,24,8.3,22.6
1047.7,11.4,3,20,4,1,6,19,6.3,29.3
734.1,19.2,3,0,1,2,5,24,1.6,28.7
,13.3,1,17,6,3,1,24,8.3,32.1
1496.1,12.7,2,21,0,4,2,19,7.8,28.4
557.9,5.9,1,13,3,1,10,9,3.5,27.3
,18.7,1,21,4,1,10,6,7.7,33.1
232.2,9.7,2,14,6,4,4,22,9.0,30.5
852.6,5.7,2,14,1,2,8,13,6.8,25.4
,19.8,4,2,2,2,4,19,7.7,36.3
1413.0,8.8,4,4,0,2,10,23,1.4,25.1
,7.7,3,16,4,2,2,24,6.1,28.1
804.5,1.2,3,16,1,2,1,18,7.8,25.2
1207.2,4.0,4,14,4,4,4,8,5.2,28.4
425.0,16.3,3,5,0,3,2,3,4.6,28.6
,9.9,3,2,3,1,7,21,6.1,31.5
54.4,19.1,3,2,3,1,10,1,7.1,34.6
948.5,2.1,4,2,3,3,10,13,8.3,26.7
1405.4,12.5,3,5,2,4,10,8,8.3,30.0
1192.4,14.5,1,23,1,4,2,11,7.3,31.9
,12.6,3,18,5,4,1,22,9.9,32.5
,10.8,2,4,6,3,2,12,5.8,28.1
1245.1,11.8,2,7,1,1,8,4,5.0,30.8
848.7,13.9,3,21,3,1,2,11,4.0,32.1
946.9,17.3,3,10,0,3,7,3,2.1,27.4
135.4,7.1,2,6,1,4,6,22,3.0,22.7
342.2,9.5,2,7,2,2,8,1,3.8,25.6
848.9,12.9,3,9,4,1,2,24,5.6,34.0
,6.6,2,13,4,3,5,6,10.0,28.0
1125.1,4.0,4,13,5,2,1,17,8.0,29.7
1268.1,,3,12,0,3,1,23,9.0,32.7
1384.5,,3,15,0,1,8,5,2.6,24.5
,5.0,1,7,1,2,6,24,1.2,23.8
,12.6,4,11,2,3,8,11,1.0,27.4
148.0,2.0,4,19,3,4,1,13,5.5,29.3
737.4,,2,8,4,2,4,9,2.1,23.9
1268.4,,3,23,1,4,2,25,2.7,25.8
152.0,2.9,3,11,5,2,6,17,2.6,22.6
76.4,8.9,1,9,5,3,6,9,7.4,26.6
86.2,16.7,3,16,2,2,8,2,9.6,31.3
791.3,7.2,4,9,4,3,1,23,2.1,26.8
1226.8,8.8,3,9,2,2,1,17,2.0,26.9
234.8,12.2,4,8,0,1,9,4,4.0,31.7
230.7,6.4,1,13,5,4,7,12,6.7,28.0
874.4,8.9,4,1,0,1,2,7,4.3,33.1
389.7,,4,9,1,3,3,7,3.5,29.5
1108.8,7.2,2,18,2,1,5,12,2.0,27.6
1427.0,8.1,3,7,6,3,5,2,5.1,26.6
1160.7,0.7,3,12,4,1,8,7,1.3,26.4
,17.8,4,7,5,1,4,2,6.7,34.9
803.4,,2,22,6,4,6,24,8.4,32.1
,17.3,2,5,6,4,8,23,9.7,31.0
315.2,0.6,3,18,4,2,2,5,3.9,25.0
149.1,15.1,3,18,2,2,5,15,8.4,31.7
,11.7,3,9,2,3,3,6,5.6,27.3
,2.3,3,23,1,2,8,14,3.4,22.5
1344.1,18.7,4,23,4,1,2,12,1.9,35.9
,15.6,1,0,4,1,4,1,5.0,33.8
1430.7,3.3,4,13,6,3,7,20,8.8,26.6
,19.3,3,4,1,4,6,20,9.5,33.4
754.9,3.0,4,23,5,3,1,2,5.2,29.1
1125.5,9.4,1,23,1,3,10,6,8.0,28.0
,3.6,3,10,0,4,1,3,2.9,26.4
835.7,3.4,4,8,2,1,5,10,7.7,32.4
1006.2,19.4,3,19,6,3,1,12,1.2,29.1
,11.7,1,9,3,1,6,17,4.8,31.7
,5.6,3,17,1,2,4,16,7.9,26.2
221.3,15.6,1,15,2,2,7,4,4.3,29.9
,17.6,2,6,4,3,7,12,1.9,28.3
903.7,18.4,3,8,1,1,10,20,9.7,36.2
262.6,18.7,4,22,1,4,1,23,3.7,33.4
676.4,18.2,3,11,1,3,7,21,1.4,25.6
,13.0,1,10,0,2,4,8,4.7,29.7
222.3,7.2,2,21,4,2,7,13,7.3,25.4
792.5,18.5,3,13,2,1,10,4,4.5,32.5
290.2,2.9,1,13,2,2,9,10,9.1,27.3
906.3,,4,9,2,1,10,8,2.9,26.9
296.1,9.0,2,16,4,4,10,7,6.2,26.3
1099.2,6.0,1,1,6,4,8,22,2.0,25.4
333.1,12.5,3,5,5,3,9,19,2.1,24.6
1349.6,18.2,1,19,3,4,7,22,2.8,28.7
88.0,10.1,3,6,4,1,2,9,3.0,31.4
806.9,11.3,3,23,1,4,9,10,6.9,28.3
514.2,,1,21,6,2,7,21,8.6,28.3
376.4,14.3,3,9,4,4,9,2,8.8,30.2
733.8,2.5,3,22,6,4,4,19,6.7,23.3
1270.9,1.4,3,17,1,1,6,17,4.7,26.8
1377.2,13.0,2,19,1,4,5,9,3.4,31.3
489.7,10.9,3,11,5,4,1,24,3.6,29.2
273.7,8.4,3,2,2,4,7,6,5.1,26.5
1094.2,7.0,1,13,1,1,4,9,6.7,31.8
893.9,1.5,1,19,5,4,2,9,6.0,28.0
341.5,13.8,2,2,3,2,3,10,7.9,31.8
1152.4,8.7,1,0,5,1,7,9,2.2,28.8
802.4,9.2,1,19,1,3,8,12,2.0,22.5
997.4,17.9,4,14,0,1,3,24,9.9,37.5
571.0,,3,12,2,3,4,13,3.8,27.3
,4.8,3,16,6,1,9,16,9.7,29.1
311.5,,2,16,4,3,5,17,3.6,25.9
1146.9,3.1,1,10,5,1,4,17,1.6,28.0
277.7,,3,14,5,3,9,9,5.6,26.2
,14.4,3,11,6,4,1,8,2.8,30.6
1207.1,3.0,4,4,3,1,7,10,9.1,31.6
1132.6,6.0,1,17,1,1,6,10,4.9,31.4
78.2,18.0,1,9,6,4,4,21,5.0,32.7
446.0,14.9,3,21,3,2,8,12,4.5,29.0
729.1,18.6,2,9,2,3,3,24,2.0,27.5
,17.7,1,4,3,1,7,25,6.6,33.5
1382.9,6.6,2,19,5,2,3,17,2.4,26.2
594.6,12.8,1,3,2,4,8,17,6.8,32.2
1318.8,7.9,4,23,5,4,5,4,4.6,31.2
,14.1,4,15,1,4,9,4,8.7,33.2
588.4,7.3,3,11,2,2,6,18,5.7,26.6
125.8,0.5,3,5,0,4,1,25,9.0,27.9
1126.6,2.3,3,4,6,2,7,21,1.2,22.7
268.4,15.5,3,4,6,2,1,7,7.5,34.0
422.7,2.1,3,19,1,2,8,17,6.0,22.9
1174.1,12.2,3,4,3,4,3,16,2.5,27.6
,17.2,4,0,5,1,10,2,2.0,33.4
70.3,15.0,2,4,4,4,3,22,7.6,32.6
53.2,8.6,3,14,4,4,5,9,4.4,29.3
790.5,4.6,4,11,1,3,6,16,1.7,23.3
492.2,18.5,4,8,0,1,2,9,7.3,36.9
311.5,11.5,4,23,6,3,3,24,3.6,29.0
,8.4,3,8,6,1,10,12,3.7,25.9
381.2,18.9,3,19,6,2,4,22,1.7,31.0
,4.7,2,2,0,1,8,24,4.8,26.9
,9.1,3,13,4,3,5,1,9.2,30.2
320.8,2.6,2,3,1,2,3,11,8.7,27.3
,2.9,3,1,2,4,7,18,4.0,24.3
393.4,8.3,4,16,2,3,2,22,3.8,26.8
93.3,14.1,4,16,1,2,10,19,8.8,30.4
496.8,7.1,3,13,4,4,7,17,7.7,25.9
1357.8,13.9,1,10,4,2,7,10,2.8,26.5
1255.5,16.2,3,6,6,2,1,5,9.1,34.5
589.4,17.6,1,18,5,2,3,23,9.2,33.7
885.0,1.4,1,4,4,3,4,2,4.1,26.3
,15.6,4,11,6,4,4,21,9.0,33.9
1251.7,3.4,3,22,2,4,2,1,7.0,29.0
392.6,14.1,1,16,0,3,1,10,8.9,33.6
479.8,7.7,3,20,6,1,6,22,4.5,28.2
487.6,14.3,1,4,2,4,5,6,4.6,30.6
109.3,4.7,3,0,3,2,3,7,5.5,27.2
506.3,13.1,2,19,2,3,6,6,3.4,28.2
1323.0,2.9,2,13,6,2,10,18,5.8,23.7
,3.8,3,18,2,2,10,6,5.6,24.9
209.0,12.5,3,20,4,2,9,18,2.7,24.1
714.2,7.1,3,8,4,3,3,15,9.1,27.1
603.0,14.2,4,2,3,2,2,23,1.9,29.6
759.6,13.9,4,23,3,1,3,17,8.9,36.9
854.3,12.6,4,7,0,2,4,11,5.8,30.9
79.4,14.7,4,3,6,2,1,4,5.3,33.5
1271.3,16.0,4,13,2,3,4,12,8.7,33.1
1461.8,18.3,4,0,1,2,6,14,5.1,32.7
997.4,2.1,2,1,1,1,3,24,3.7,27.8
1007.7,11.6,2,18,2,3,10,7,2.4,24.7
815.6,15.1,3,2,4,4,9,10,7.2,29.1
534.7,4.7,4,14,3,2,4,23,8.5,30.3
266.0,5.6,4,10,5,3,5,23,5.6,29.4
896.9,5.7,3,2,5,2,5,22,3.5,25.0
115.2,11.7,4,22,2,2,4,5,9.5,32.0
1245.5,7.6,3,3,5,4,1,3,6.8,27.6
660.3,13.5,3,15,4,4,4,10,5.9,29.2
651.4,12.4,1,3,6,1,6,7,8.1,32.1
524.4,13.3,3,14,0,3,3,8,4.0,25.1
