machine_id,hour,day_type,drinks_sold,beans_level,milk_level,pressure,last_clean_hours,water_temp,brew_time,water_consumption
72,21,1,7,43.1,69.2,2.78,42,,15.0,0.187
0,21,0,11,68.2,91.1,5.09,15,86.5,15.0,0.15
50,15,0,22,13.1,50.2,4.48,79,84.5,15.0,0.191
44,18,0,16,90.0,36.2,3.56,18,,15.3,0.155
76,11,0,13,67.7,17.1,6.5,50,84.1,15.0,0.231
3,17,0,13,67.9,86.7,8.66,2,,15.0,0.21
61,14,0,15,91.2,39.4,3.45,87,78.3,15.0,0.247
64,18,0,17,55.8,92.5,6.98,107,80.6,15.0,0.199
31,9,0,8,46.9,84.8,7.2,13,90.0,15.0,0.194
33,16,1,8,88.0,37.7,5.49,107,75.4,15.0,0.204
91,23,0,5,76.8,57.4,8.28,68,82.9,15.0,0.188
94,16,0,12,95.4,2.7,8.76,47,84.4,15.0,0.21
71,9,1,10,94.6,26.3,4.54,118,72.3,15.0,0.299
38,23,0,13,44.4,71.0,6.56,119,78.8,15.0,0.23
25,6,0,15,50.2,67.8,6.64,89,79.5,15.0,0.218
33,12,1,16,33.0,35.3,4.83,75,82.4,15.0,0.267
53,11,0,10,69.5,80.9,4.22,50,83.3,15.0,0.206
2,20,0,6,42.8,23.6,8.54,112,78.2,15.0,0.218
49,23,1,11,80.7,46.1,7.53,106,85.2,15.0,0.259
11,16,0,17,20.9,47.3,2.8,12,82.8,15.0,0.182
64,20,0,7,20.5,34.1,2.84,13,,17.2,0.261
53,21,0,2,28.4,95.5,8.46,9,83.9,15.0,0.236
4,12,0,14,17.6,69.7,2.57,59,,15.0,0.181
93,15,0,14,65.8,53.9,6.82,117,80.9,15.0,0.241
93,17,1,7,23.3,51.1,3.59,45,80.1,15.0,0.228
56,19,0,12,24.4,15.9,2.25,102,75.9,15.0,0.199
16,10,1,20,11.3,37.2,2.42,70,83.9,16.9,0.237
46,23,0,12,80.4,67.3,4.61,107,75.6,15.0,0.184
22,10,1,13,83.1,92.5,2.54,115,77.9,15.0,0.207
78,8,1,17,24.6,81.6,6.18,43,89.9,15.0,0.282
84,10,0,15,76.6,30.0,6.53,74,82.4,15.5,0.222
13,22,0,10,49.0,43.4,4.61,23,84.2,15.0,0.166
65,17,0,14,31.6,8.3,7.2,79,83.9,16.0,0.211
74,14,0,9,65.9,10.2,5.43,45,,17.5,0.179
50,6,1,12,26.1,47.0,5.01,23,,15.0,0.248
37,23,1,8,78.1,53.0,4.85,104,78.3,15.0,0.21
63,9,0,15,14.3,26.4,5.02,101,80.5,15.0,0.209
97,15,0,7,96.3,64.3,8.78,34,,15.0,0.184
37,12,0,17,16.5,70.3,6.77,16,91.6,15.0,0.269
49,6,0,13,62.2,29.9,4.21,63,79.2,15.0,0.219
97,22,0,9,91.2,75.8,7.14,109,75.8,15.3,0.238
81,7,1,15,11.1,20.6,4.31,51,80.5,15.0,0.254
29,16,1,9,54.9,54.4,2.88,105,,15.0,0.215
78,14,0,13,41.5,80.4,5.33,111,75.6,15.0,0.261
90,12,0,8,62.2,53.7,7.26,32,90.1,15.0,0.189
50,22,0,8,30.3,90.8,4.64,38,85.1,15.0,0.234
62,22,0,16,15.8,5.9,8.08,104,82.1,15.0,0.22
97,7,0,11,66.3,58.8,4.71,56,,15.0,0.217
51,11,0,7,47.5,56.2,4.45,110,72.3,15.8,0.208
37,19,1,14,66.0,66.0,8.99,69,90.2,15.0,0.254
96,11,0,13,28.9,83.3,5.38,17,84.5,15.0,0.15
87,7,0,14,40.5,72.6,7.64,86,89.6,15.0,0.178
78,6,1,14,60.6,79.0,7.63,39,95.1,15.0,0.271
29,15,1,9,63.4,28.9,8.48,41,87.8,15.0,0.198
50,10,0,14,43.5,38.7,2.59,48,77.5,15.0,0.22
80,7,0,8,35.2,62.7,3.9,82,,15.0,0.269
4,21,0,12,34.6,55.3,7.37,28,84.7,15.0,0.227
28,7,1,14,25.7,96.1,5.94,77,85.8,15.0,0.296
3,15,1,10,39.3,18.7,5.92,50,,15.0,0.246
9,7,0,10,27.9,35.1,3.16,106,67.9,19.5,0.217
55,21,0,8,67.0,57.3,3.97,1,83.5,15.0,0.191
16,21,1,9,61.2,86.8,5.65,117,,15.0,0.235
73,12,0,14,44.4,92.9,3.94,50,81.8,15.0,0.189
16,17,0,13,39.3,33.6,3.47,19,83.7,15.0,0.17
83,20,0,10,31.4,6.7,2.61,98,69.0,18.8,0.215
87,13,0,14,58.2,42.2,3.09,59,,15.4,0.262
68,11,0,8,92.7,39.4,7.38,68,83.3,15.0,0.248
33,15,1,13,71.7,98.6,7.03,107,84.2,15.0,0.248
5,8,1,16,77.0,43.1,2.32,67,,15.7,0.242
52,22,0,10,85.1,30.6,3.42,41,81.6,15.0,0.181
65,12,0,8,41.6,36.5,5.92,10,86.0,15.0,0.232
76,9,0,12,15.7,39.7,4.26,28,82.6,15.0,0.15
42,19,0,12,66.0,82.2,7.76,34,,15.0,0.262
74,20,0,10,27.0,8.1,7.49,39,83.5,15.0,0.194
22,13,1,6,61.2,31.7,8.24,111,79.7,15.0,0.233
54,20,0,10,76.6,96.6,5.94,83,74.8,15.0,0.179
79,19,0,10,80.5,15.3,4.46,106,74.8,15.0,0.209
94,14,0,16,37.2,74.3,6.24,56,,15.0,0.181
74,13,1,8,56.1,35.6,2.62,52,77.2,16.6,0.247
15,22,1,13,65.9,58.2,2.07,110,78.8,15.0,0.235
7,7,1,8,83.8,10.0,2.12,100,71.3,18.5,0.199
3,8,1,8,78.5,30.6,4.85,107,72.4,15.5,0.212
3,13,0,12,98.9,50.1,3.6,3,86.5,15.0,0.16
55,17,0,14,10.7,23.2,3.1,23,84.5,15.0,0.155
24,6,0,8,49.4,54.2,6.31,17,91.7,15.0,0.172
66,15,0,12,33.0,22.0,8.97,71,83.0,15.0,0.201
95,8,0,11,20.8,65.0,3.24,26,,15.0,0.218
66,11,0,11,92.0,90.4,5.82,107,78.0,15.0,0.196
26,12,0,12,99.8,8.5,2.84,18,85.0,15.0,0.194
92,23,0,21,26.3,21.7,8.54,110,88.2,15.0,0.249
31,16,0,13,13.5,84.4,4.04,46,80.7,15.0,0.15
49,10,1,17,34.8,63.2,8.15,70,85.7,15.0,0.277
60,16,0,10,85.1,7.9,3.98,31,82.6,15.0,0.15
50,17,0,10,36.5,48.6,7.64,93,82.0,15.0,0.189
18,15,0,13,15.1,21.0,3.47,9,86.3,15.0,0.201
20,13,0,16,14.7,19.9,4.05,118,74.8,15.0,0.218
4,14,0,12,48.5,94.1,3.35,35,,15.0,0.176
81,9,0,6,93.9,76.2,3.85,81,69.2,19.1,0.15
91,10,0,14,35.7,69.6,7.84,60,82.9,15.0,0.251
41,13,0,14,48.4,23.9,6.47,76,85.3,15.0,0.22
60,14,0,18,19.2,11.9,4.84,63,84.0,15.0,0.18
21,20,0,14,54.4,87.1,8.8,100,85.6,15.0,0.195
20,20,0,9,72.7,0.6,5.25,52,79.4,15.0,0.23
69,21,0,13,34.4,38.8,8.79,48,86.8,15.0,0.228
0,19,0,11,36.7,27.8,3.38,61,77.1,15.2,0.153
4,13,0,23,85.8,57.0,8.33,24,95.7,15.0,0.197
11,23,0,15,10.9,25.1,2.1,74,,19.9,0.247
89,15,0,14,67.3,31.1,5.82,58,82.8,15.0,0.237
45,11,0,17,45.4,85.0,4.96,64,77.9,15.0,0.217
33,17,0,8,36.9,60.3,5.68,30,84.4,15.0,0.191
48,7,1,15,69.2,14.6,5.87,29,89.3,15.0,0.161
77,12,1,10,85.1,72.6,4.72,103,78.6,15.0,0.268
89,21,1,10,60.3,20.7,8.99,10,96.1,15.0,0.213
44,8,0,18,12.8,43.3,8.84,39,93.8,15.0,0.192
26,18,0,14,51.5,64.7,8.73,55,92.5,15.0,0.232
72,8,0,16,51.6,27.2,8.85,28,91.7,15.0,0.197
25,23,0,9,58.9,38.4,7.55,18,87.0,15.0,0.15
46,16,0,16,70.4,73.4,8.92,41,94.0,15.0,0.225
85,13,0,11,11.7,93.8,8.25,118,82.2,15.0,0.175
55,11,1,3,55.2,52.9,4.91,114,72.1,15.0,0.227
93,6,0,10,62.9,1.0,7.49,81,84.4,15.0,0.218
62,6,1,15,40.9,33.8,8.38,75,87.8,15.0,0.24
47,13,0,11,70.2,39.9,6.99,65,,15.0,0.194
60,10,0,19,30.5,33.9,4.96,81,87.3,15.0,0.249
80,21,0,7,38.6,43.6,2.46,100,79.2,15.0,0.222
25,16,0,12,96.6,63.3,7.67,100,81.3,15.0,0.192
35,10,1,12,41.3,12.1,8.67,46,93.9,15.0,0.214
0,9,0,14,41.2,27.3,4.54,60,83.5,15.0,0.18
7,11,0,9,63.6,50.8,3.06,9,84.3,15.0,0.172
98,19,1,16,97.4,31.6,4.29,45,87.1,15.0,0.219
51,14,0,13,98.5,99.1,6.08,60,86.0,15.0,0.252
78,17,1,10,62.2,43.1,4.22,28,80.1,16.0,0.217
46,16,0,10,10.1,87.0,6.27,112,76.8,15.0,0.183
55,19,0,9,91.1,89.7,8.77,97,79.9,15.0,0.207
85,21,0,13,61.3,83.6,6.7,3,88.1,15.0,0.212
13,6,0,10,42.9,4.7,4.54,51,75.4,15.0,0.196
89,18,0,12,84.6,94.8,8.55,8,90.2,15.0,0.218
27,18,0,15,46.0,12.9,5.96,114,,15.0,0.212
86,7,1,14,13.1,3.4,2.9,70,79.9,15.0,0.243
77,9,1,14,83.9,41.4,5.49,59,84.5,15.0,0.229
87,11,0,11,59.1,19.5,6.58,116,,15.0,0.175
1,10,0,16,40.4,18.4,7.87,61,84.2,15.0,0.214
25,8,0,16,32.6,28.8,8.56,58,82.3,15.0,0.299
13,6,0,9,63.4,24.8,4.22,70,,15.0,0.231
58,9,0,10,28.7,68.5,3.09,93,73.4,15.0,0.162
55,7,0,15,39.1,18.7,2.52,101,,15.0,0.256
6,10,0,13,67.3,54.3,7.17,12,,15.0,0.211
2,8,0,12,89.3,98.6,7.57,9,92.3,15.0,0.183
22,14,1,13,58.0,43.2,4.87,105,77.5,15.0,0.23
17,11,0,8,78.3,64.2,4.77,49,,15.0,0.2
37,23,0,10,78.7,96.9,8.68,83,89.0,15.0,0.24
98,11,0,11,69.8,13.8,8.42,17,91.8,15.0,0.208
14,17,0,11,32.1,41.9,3.63,54,79.1,15.0,0.202
63,16,0,13,88.0,85.0,7.47,112,72.8,15.0,0.274
88,7,0,12,49.3,93.2,6.36,44,83.5,15.0,0.194
27,20,1,18,14.0,60.1,3.08,32,86.3,15.0,0.227
73,17,0,7,32.0,14.3,4.5,35,84.9,15.0,0.192
38,17,0,4,78.9,90.1,3.24,78,,17.6,0.202
56,14,1,9,16.2,17.4,4.07,49,85.9,15.0,0.222
16,7,1,13,23.3,35.3,6.31,54,86.9,15.0,0.21
85,8,0,12,72.5,37.6,4.63,16,80.8,15.0,0.228
89,17,0,15,90.3,44.7,4.76,85,82.6,15.0,0.185
43,21,0,17,67.0,79.0,5.78,12,89.3,15.0,0.214
24,6,0,8,30.0,80.2,2.61,88,67.1,16.0,0.208
16,8,0,14,14.8,72.0,7.17,98,79.7,15.0,0.203
12,7,0,16,65.4,2.2,4.81,8,88.2,15.0,0.242
83,14,0,16,14.3,56.5,5.36,108,78.9,15.4,0.267
24,20,0,10,65.1,74.7,8.82,21,,15.0,0.175
67,23,0,16,30.3,44.5,4.41,48,,15.0,0.216
9,16,0,15,91.4,94.5,6.54,8,86.9,15.0,0.203
66,21,0,19,52.8,82.4,4.75,28,87.8,15.0,0.179
17,22,0,10,30.2,63.8,8.26,80,81.7,15.0,0.23
99,10,0,18,86.8,6.2,7.93,10,89.4,15.0,0.243
85,17,0,13,32.9,65.2,3.69,52,80.4,18.5,0.199
33,16,0,15,37.6,91.2,6.84,15,91.2,15.0,0.189
7,20,0,9,85.1,37.9,2.46,4,83.2,15.5,0.211
39,8,0,13,37.8,83.8,8.74,90,82.5,15.0,0.269
82,6,0,13,46.9,31.3,4.44,79,75.2,15.0,0.189
41,21,1,8,41.3,57.0,7.82,100,79.9,15.0,0.248
40,7,1,13,20.5,64.8,4.23,96,72.7,15.0,0.196
5,7,0,12,13.5,67.8,6.43,62,78.9,15.0,0.24
51,8,0,17,75.2,88.3,8.89,107,80.9,15.0,0.28
25,13,0,14,68.1,23.5,8.14,102,85.0,15.0,0.232
63,20,0,14,35.4,26.2,3.12,4,87.8,15.0,0.15
97,12,0,10,36.6,70.4,5.83,41,89.4,15.0,0.234
58,11,1,12,95.1,17.7,4.44,73,81.4,15.0,0.286
55,14,0,6,98.9,46.4,5.04,99,72.7,15.0,0.192
58,6,0,11,52.6,2.0,4.35,55,79.5,15.0,0.21
69,13,1,13,82.2,14.1,4.35,28,85.1,15.0,0.244
32,8,1,8,76.3,67.9,5.8,101,75.8,15.0,0.262
52,9,1,8,36.8,74.7,3.34,47,80.4,15.0,0.212
21,20,0,5,15.3,11.5,5.76,9,84.8,15.0,0.238
20,11,0,8,22.8,22.8,3.95,2,82.8,15.0,0.15
69,20,0,5,85.4,9.9,4.02,67,74.9,15.0,0.15
69,8,0,14,75.8,43.3,7.17,117,81.1,15.0,0.22
3,19,0,15,69.8,12.6,2.21,108,72.2,15.0,0.256
93,19,0,21,21.8,43.7,4.67,48,85.4,15.0,0.243
74,9,1,10,67.6,73.2,4.85,69,82.0,15.0,0.178
61,17,0,13,79.5,68.3,5.4,74,84.0,15.0,0.285
61,22,0,14,87.5,28.0,6.68,28,91.2,15.0,0.213
93,12,0,8,11.2,67.4,4.59,79,75.6,15.0,0.165
94,14,0,11,71.6,92.8,3.49,14,79.0,15.7,0.188
23,8,0,7,11.7,34.8,8.19,46,83.4,15.0,0.238
54,18,0,12,73.6,32.9,8.87,87,84.6,15.0,0.26
8,20,0,13,67.2,57.1,2.14,13,79.0,17.3,0.183
2,23,1,12,23.4,24.6,5.83,16,88.5,15.0,0.237
30,6,0,16,79.0,65.2,4.39,94,81.8,15.0,0.199
39,11,1,10,16.2,83.2,3.94,40,82.6,15.0,0.213
35,7,0,16,84.4,45.9,4.35,72,78.7,15.1,0.23
23,19,0,18,33.6,68.0,6.47,81,84.6,15.0,0.26
94,11,0,15,72.0,65.2,3.34,30,83.1,15.0,0.156
5,19,0,15,93.1,3.9,8.39,81,84.7,15.0,0.218
65,9,0,18,40.6,18.3,5.26,99,,15.0,0.194
83,13,0,10,55.3,89.4,4.28,65,72.9,15.2,0.177
91,8,1,10,51.7,93.9,7.36,113,,15.2,0.212
74,19,1,11,24.2,78.0,2.11,58,77.0,15.0,0.215
3,22,0,12,63.1,92.1,5.02,88,82.0,15.0,0.166
78,13,1,11,76.9,30.6,4.49,48,79.0,15.0,0.195
5,19,0,20,92.5,24.8,4.37,49,88.4,15.0,0.192
93,11,1,19,86.6,38.4,4.36,89,80.1,15.0,0.213
50,21,0,8,55.9,5.5,2.22,2,82.2,15.0,0.184
61,19,0,14,74.7,81.0,3.06,89,,18.9,0.187
56,8,1,9,82.1,98.4,2.99,14,86.1,15.0,0.163
65,15,0,11,54.4,82.4,8.92,103,81.6,15.0,0.296
78,14,1,10,20.4,55.5,2.16,115,70.1,15.0,0.163
74,18,0,12,49.4,29.5,3.17,97,79.1,15.0,0.216
7,12,0,9,85.8,19.8,8.82,17,88.6,15.0,0.218
25,19,0,13,63.7,36.4,6.4,31,88.4,15.0,0.184
50,14,0,12,75.2,66.7,5.15,10,89.0,15.0,0.158
44,20,0,13,26.7,44.7,2.55,70,74.7,19.4,0.249
43,19,1,14,96.8,93.4,6.69,103,83.9,15.0,0.305
4,11,0,12,46.4,85.4,2.96,89,76.5,15.0,0.185
69,9,1,13,68.8,10.2,6.7,102,76.9,15.0,0.24
25,13,1,18,11.7,13.2,8.85,37,,15.0,0.278
67,22,0,11,21.5,67.6,5.72,64,80.8,17.6,0.197
18,14,1,11,80.4,23.1,3.5,30,88.1,15.0,0.22
83,6,1,16,97.1,79.1,6.38,34,91.8,15.0,0.244
96,19,1,12,38.8,59.1,5.59,18,89.8,15.4,0.218
19,16,1,9,13.3,23.0,5.73,88,73.8,15.0,0.249
11,8,1,16,42.5,47.9,5.35,63,86.2,15.0,0.242
46,14,0,11,11.6,40.6,6.72,49,,15.0,0.177
0,19,0,14,27.3,87.3,6.0,56,86.9,15.0,0.18
89,14,1,9,77.7,3.2,8.91,91,,15.0,0.255
13,9,0,7,94.3,89.6,7.78,58,,15.0,0.197
63,9,0,9,17.9,65.2,3.85,27,79.4,15.0,0.272
37,13,0,12,60.2,73.8,7.08,55,83.4,15.0,0.215
36,7,1,13,32.8,0.3,3.5,103,72.5,15.0,0.186
10,14,0,11,22.5,62.8,7.48,85,78.1,15.0,0.15
99,19,1,11,29.7,58.8,3.03,19,83.0,15.4,0.234
76,14,0,8,62.0,53.7,5.31,103,79.8,15.0,0.201
2,21,0,13,15.9,78.6,7.53,23,91.7,15.0,0.243
32,22,0,15,49.1,55.6,3.96,103,79.7,15.0,0.182
5,21,0,13,22.2,85.7,7.86,112,84.8,15.0,0.213
49,17,0,9,34.5,23.3,6.51,108,78.0,15.0,0.22
9,8,1,11,27.2,80.6,4.78,47,81.7,15.0,0.221
4,16,1,6,89.5,17.9,4.96,79,76.9,15.0,0.219
22,19,0,13,73.7,81.3,8.48,107,79.9,15.0,0.253
9,23,0,14,88.2,94.0,3.52,66,82.4,15.0,0.166
43,10,1,19,44.5,33.6,6.85,99,82.3,15.0,0.272
1,21,1,13,38.2,53.0,6.95,51,,15.0,0.276
12,10,0,9,44.3,65.8,8.46,84,79.3,15.0,0.273
39,8,0,14,11.7,7.9,6.99,28,,15.0,0.15
1,17,0,11,75.2,49.4,6.09,57,86.3,15.0,0.181
83,6,1,11,41.5,36.1,8.32,58,89.0,15.0,0.246
64,14,0,12,38.2,87.2,7.8,15,94.6,15.0,0.233
62,14,0,10,63.8,87.7,7.02,16,86.8,15.0,0.206
72,9,0,16,49.3,70.1,2.23,97,75.2,16.6,0.238
16,8,1,15,98.3,65.6,4.61,47,85.5,15.0,0.205
8,22,0,14,42.1,73.4,6.42,63,86.3,15.0,0.215
74,7,0,14,65.3,36.6,5.66,12,81.9,15.0,0.218
14,6,0,15,38.0,40.5,4.24,103,76.2,15.0,0.25
23,13,0,12,99.2,55.4,3.01,103,76.2,16.4,0.222
37,18,0,7,50.1,93.8,5.87,43,80.7,15.0,0.218
34,20,1,23,67.1,72.4,4.0,84,91.0,15.0,0.251
93,13,1,10,21.4,55.1,3.63,29,83.4,15.0,0.175
94,17,1,13,76.0,77.0,4.79,107,80.2,15.0,0.227
48,17,1,13,34.2,37.1,7.5,49,93.2,15.0,0.197
68,19,0,7,50.4,73.0,5.41,3,85.6,15.0,0.164
61,20,1,14,89.5,41.1,3.52,112,81.7,15.0,0.217
59,20,0,8,97.3,28.0,2.82,69,77.1,15.0,0.15
49,14,0,15,48.2,61.0,5.49,60,85.0,15.0,0.198
77,13,1,10,85.1,68.7,7.56,66,82.5,15.0,0.219
74,11,0,6,14.8,45.9,6.57,87,80.8,15.2,0.168
8,9,0,15,86.3,56.6,3.63,90,75.3,15.0,0.211
33,12,0,17,66.7,69.4,5.06,26,86.3,15.0,0.189
75,9,0,9,54.0,76.8,7.99,71,86.3,15.0,0.216
98,17,0,9,90.1,89.6,3.24,74,74.6,15.0,0.174
34,18,1,10,86.1,35.5,5.72,69,83.5,15.0,0.221
0,8,1,15,36.7,95.1,4.49,47,84.5,15.0,0.3
39,17,0,15,81.2,63.7,2.87,76,77.9,15.0,0.216
63,7,0,10,19.0,78.8,2.35,96,71.5,15.0,0.17
21,7,0,10,84.0,70.0,5.89,42,79.6,15.0,0.243
59,14,1,10,70.8,20.6,2.15,31,82.3,15.0,0.249
63,6,0,18,17.9,7.1,2.72,22,85.8,15.0,0.204
92,13,0,13,71.5,72.6,4.43,17,83.1,15.0,0.171
71,11,0,10,62.2,51.1,2.3,84,72.0,15.0,0.225
10,11,0,15,63.5,70.2,4.8,20,88.7,15.0,0.173
13,23,0,7,36.2,47.7,2.91,107,70.7,15.0,0.236
59,22,1,16,34.0,31.2,4.45,8,90.3,15.0,0.209
29,17,0,12,78.6,28.5,7.54,111,77.3,15.0,0.219
34,11,0,10,33.1,73.1,6.38,98,77.9,15.0,0.229
84,13,0,9,50.2,27.7,5.12,49,78.1,15.0,0.243
36,15,1,9,72.5,71.5,2.64,87,73.5,15.2,0.293
4,6,0,10,17.2,38.4,6.33,38,81.4,15.0,0.206
82,18,0,11,63.5,77.1,3.15,53,81.3,15.0,0.172
77,22,0,9,63.0,14.3,2.54,28,75.7,17.2,0.162
25,8,0,11,71.6,20.5,6.65,77,81.7,15.0,0.165
61,13,1,15,43.3,68.6,8.38,29,91.9,15.0,0.21
3,19,0,16,50.4,56.0,5.22,72,86.7,15.0,0.206
88,8,1,5,39.7,20.4,2.29,11,82.3,17.8,0.225
41,21,0,7,82.7,90.3,8.16,47,,15.0,0.186
88,18,1,15,21.8,27.6,2.47,45,80.8,15.0,0.242
17,22,0,12,96.7,42.1,8.07,18,90.4,15.0,0.179
39,18,1,11,67.1,20.2,4.74,50,81.7,15.0,0.203
71,11,0,14,89.8,38.8,4.56,89,81.0,15.0,0.169
38,22,0,10,48.4,49.2,5.8,49,83.5,16.7,0.237
13,19,1,13,39.9,29.5,8.7,22,92.7,15.0,0.285
31,22,0,16,91.1,76.9,8.29,45,,15.0,0.187
50,13,0,11,18.9,39.4,5.29,61,77.2,15.0,0.184
37,16,0,19,20.5,73.0,6.87,99,82.8,15.0,0.244
96,6,0,16,36.9,20.7,6.06,93,81.5,15.0,0.268
22,12,0,9,96.4,37.7,6.85,21,85.6,15.0,0.247
62,22,0,14,67.0,0.8,7.81,120,71.6,15.0,0.233
14,15,0,10,59.9,75.9,2.24,71,,15.0,0.181
96,16,1,13,73.5,62.6,4.28,61,84.0,17.1,0.184
24,14,0,20,47.6,81.8,8.72,76,,15.0,0.223
16,14,1,15,78.2,45.6,8.65,36,85.8,15.0,0.257
96,10,1,17,45.4,80.0,2.08,24,82.4,15.0,0.176
65,22,0,12,84.4,64.8,3.41,32,,15.0,0.171
77,14,0,16,34.1,0.4,8.96,91,85.5,15.0,0.236
52,22,0,9,35.0,25.4,5.45,96,71.3,15.3,0.171
50,12,0,9,57.0,49.4,6.01,59,81.6,15.0,0.215
38,14,1,7,48.8,61.9,3.16,96,77.2,15.0,0.244
50,12,0,18,68.3,6.6,8.26,96,88.0,15.0,0.241
69,18,0,15,42.8,70.5,3.62,90,81.4,15.0,0.181
5,16,0,9,30.7,54.4,3.33,75,,15.0,0.235
66,19,0,15,52.3,52.6,3.6,110,78.4,15.0,0.243
6,16,0,21,60.5,29.2,8.44,82,85.8,15.0,0.245
50,18,0,8,22.8,59.5,6.92,103,80.2,15.0,0.213
71,19,1,14,60.1,2.7,7.38,5,91.2,15.0,0.214
41,18,0,15,38.7,6.5,4.64,16,87.7,15.0,0.178
63,6,0,12,45.3,73.4,8.36,11,95.0,15.0,0.23
14,13,1,15,35.1,32.2,7.53,118,85.2,15.0,0.303
28,17,0,16,93.8,34.7,7.25,35,86.3,15.0,0.203
32,17,1,7,71.5,20.8,8.8,112,77.8,15.0,0.25
93,13,1,16,33.6,44.6,4.56,75,85.1,15.0,0.208
26,13,1,12,68.1,5.2,6.28,42,90.6,15.0,0.208
35,18,1,13,86.4,30.0,8.37,87,87.4,15.0,0.207
28,17,0,15,46.1,52.7,7.54,119,79.1,15.0,0.242
37,21,1,10,84.7,46.6,5.94,98,80.3,15.0,0.197
56,6,0,14,23.9,100.0,2.53,112,73.9,18.8,0.184
96,18,1,17,84.1,38.9,6.57,81,85.8,15.0,0.241
26,12,1,11,58.6,38.7,5.69,10,85.6,15.0,0.185
54,10,1,12,30.1,50.4,3.29,82,81.2,15.0,0.194
32,13,1,7,46.6,19.0,8.18,108,86.0,15.0,0.2
67,19,0,15,98.9,87.6,4.4,8,91.5,15.0,0.214
85,18,1,9,80.5,57.2,4.71,26,78.3,15.1,0.27
65,20,0,7,61.8,19.2,6.71,3,,15.0,0.16
9,22,1,12,20.4,79.3,5.42,59,86.1,15.0,0.306
4,20,0,7,47.6,3.4,2.62,116,,15.0,0.171
73,23,0,13,33.7,98.3,4.71,88,73.2,15.0,0.203
96,23,0,12,16.4,86.5,2.66,3,83.6,15.0,0.193
37,7,0,19,58.8,58.0,3.34,38,84.8,15.0,0.213
12,9,1,13,90.0,11.1,2.05,2,81.2,15.0,0.2
30,6,0,8,70.8,21.5,3.27,99,75.7,15.0,0.223
46,9,0,7,32.5,27.9,4.31,17,85.1,15.0,0.213
99,23,0,17,61.6,24.1,5.77,73,85.6,15.0,0.207
87,10,1,12,94.9,49.8,8.43,36,86.2,15.0,0.241
51,20,0,10,75.1,94.5,5.78,86,78.3,16.1,0.189
55,13,0,14,72.1,44.4,6.94,95,83.5,15.0,0.183
14,22,0,9,97.1,66.2,4.5,119,75.5,15.0,0.177
28,6,0,15,81.9,68.9,7.26,98,79.5,15.0,0.243
7,17,0,14,22.3,87.2,6.34,88,79.8,15.0,0.217
4,20,0,14,41.3,3.4,5.22,73,,15.0,0.202
28,14,0,18,96.9,40.4,3.36,110,75.7,17.4,0.194
46,12,1,11,54.1,78.5,4.12,107,74.9,15.0,0.218
67,7,1,12,20.0,81.5,6.35,2,88.4,15.0,0.224
75,14,0,14,51.3,92.7,4.98,85,79.1,15.0,0.205
44,15,1,7,72.7,70.3,8.23,34,88.1,15.0,0.23
1,7,0,18,99.8,24.5,3.64,27,88.1,15.0,0.175
26,16,0,8,39.2,50.6,2.51,37,72.4,18.2,0.171
94,18,0,10,56.3,3.2,6.13,71,84.6,15.0,0.198
35,15,0,15,89.2,64.7,8.2,22,88.9,15.0,0.234
35,19,0,12,42.0,55.4,4.55,68,85.5,15.0,0.173
25,23,0,7,19.8,66.7,6.53,14,88.2,15.0,0.15
42,14,0,7,95.4,93.0,3.62,98,74.3,15.0,0.152
26,12,1,14,54.0,68.7,5.91,23,88.6,15.0,0.259
68,8,0,11,55.3,32.0,7.51,44,91.7,15.0,0.226
19,11,0,10,65.9,19.9,8.07,106,79.7,15.0,0.241
10,7,0,14,10.3,85.5,2.74,89,79.8,15.0,0.205
73,11,0,7,93.8,19.4,4.49,65,75.3,15.0,0.228
37,8,0,7,42.5,16.2,6.48,115,77.0,15.0,0.199
5,21,0,9,45.7,20.7,2.24,119,75.7,15.0,0.188
71,13,1,12,25.7,50.9,6.83,112,77.9,15.0,0.227
22,7,0,13,44.0,12.4,5.7,79,81.7,15.0,0.201
46,22,0,12,82.4,93.8,4.02,96,74.5,15.9,0.263
89,14,0,12,82.0,96.6,7.7,78,84.5,15.0,0.189
45,17,0,17,94.2,97.4,4.03,105,83.4,15.0,0.164
11,8,0,8,46.3,3.9,8.94,61,81.6,15.0,0.215
89,16,0,8,73.8,94.6,7.71,85,81.2,15.0,0.2
12,6,0,8,55.7,99.7,6.96,55,,15.0,0.218
61,18,0,11,82.4,94.2,2.43,111,71.5,15.0,0.222
81,20,0,15,74.1,67.1,8.33,71,88.7,15.0,0.205
88,10,0,12,43.1,70.1,7.53,100,79.6,15.0,0.285
96,22,0,14,40.3,12.2,3.6,85,,15.0,0.227
59,11,0,12,32.7,87.4,4.75,50,82.9,15.0,0.172
42,16,0,7,61.9,6.0,3.88,104,,15.9,0.204
75,23,0,13,96.7,31.8,8.89,12,93.9,15.0,0.222
99,9,0,11,28.0,99.1,7.98,79,87.1,15.0,0.184
67,8,0,8,18.6,42.2,8.51,15,90.0,15.0,0.15
4,18,0,7,20.7,13.1,7.52,17,87.7,15.0,0.253
36,14,0,10,80.5,96.9,5.19,34,82.0,15.0,0.163
71,11,1,14,41.5,98.4,3.44,108,76.4,15.6,0.258
91,17,0,14,30.2,18.7,3.46,35,82.4,15.0,0.211
