session_count,device_type,pages_viewed,time_on_site,key_pages_viewed,consultation_requested,visit_time_of_day,weekend,order_made
1,смартфон,3,8.47,0,0,вечер,0,0
2,смартфон,2,18.29,0,0,вечер,0,0
4,смартфон,7,7.27,2,0,вечер,0,1
1,смартфон,2,9.0,3,0,день,0,0
3,ПК,5,34.46,0,0,день,0,1
3,планшет,4,3.84,0,0,вечер,0,0
3,смартфон,4,15.97,0,0,утро,0,1
4,смартфон,6,11.61,2,0,день,0,1
2,ПК,7,1.2,2,0,вечер,0,1
2,планшет,1,45.81,1,0,вечер,0,1
1,смартфон,3,11.7,5,0,утро,0,0
3,смартфон,3,1.0,1,0,день,0,0
3,смартфон,2,12.81,5,0,вечер,1,1
2,смартфон,4,1.44,1,1,ночь,1,1
2,смартфон,5,3.47,3,1,день,0,1
2,смартфон,5,4.28,1,0,утро,1,0
5,ПК,2,3.71,1,0,утро,0,0
3,смартфон,3,13.64,0,0,день,1,0
2,смартфон,4,13.99,1,0,утро,0,0
3,планшет,3,7.52,2,0,вечер,0,0
4,планшет,5,8.37,3,1,день,0,1
3,смартфон,6,3.76,1,0,утро,0,1
1,смартфон,3,1.0,1,0,день,0,0
1,смартфон,5,4.33,1,0,утро,0,1
7,смартфон,6,1.0,3,0,день,0,1
2,смартфон,4,20.01,1,0,вечер,0,0
4,смартфон,5,10.24,1,0,утро,0,1
1,смартфон,5,38.76,2,0,вечер,1,0
1,планшет,4,2.02,1,0,день,0,1
2,смартфон,4,10.72,1,0,утро,0,1
1,смартфон,4,2.08,1,0,день,0,1
1,смартфон,8,10.19,1,0,день,0,1
1,планшет,5,6.77,1,0,вечер,1,0
1,ПК,4,10.93,2,0,вечер,0,0
1,ПК,1,12.92,4,0,день,0,0
2,ПК,4,7.4,3,1,вечер,0,1
3,смартфон,5,6.81,5,0,вечер,0,0
2,смартфон,3,1.0,1,0,утро,0,0
8,смартфон,9,4.52,2,1,утро,1,1
1,смартфон,8,3.59,2,0,день,0,1
1,смартфон,2,9.82,0,0,вечер,0,0
5,смартфон,5,3.23,0,0,день,1,0
2,смартфон,5,2.64,3,0,утро,0,0
1,смартфон,2,18.88,0,0,ночь,0,0
2,ПК,7,17.63,4,0,утро,0,1
2,смартфон,6,3.98,2,0,вечер,0,1
3,смартфон,4,1.0,1,0,ночь,0,0
3,смартфон,7,6.88,3,0,день,0,1
1,ПК,1,6.0,2,0,утро,0,0
1,планшет,2,20.39,2,0,день,1,0
4,смартфон,4,7.92,2,0,вечер,0,1
3,смартфон,1,28.61,2,0,утро,0,0
2,планшет,6,6.6,1,0,ночь,1,0
3,смартфон,4,11.0,0,0,ночь,0,1
3,ПК,2,6.53,1,0,день,0,0
1,смартфон,1,3.87,1,0,вечер,0,0
3,смартфон,3,1.0,1,0,ночь,0,0
1,ПК,5,15.77,0,1,вечер,0,0
1,смартфон,2,23.34,1,1,день,0,1
3,смартфон,5,13.23,3,0,день,0,1
1,смартфон,4,3.18,1,0,день,1,1
2,ПК,1,16.98,1,0,ночь,1,1
3,смартфон,8,9.49,2,1,утро,0,1
4,смартфон,7,11.49,1,0,день,0,1
1,смартфон,2,1.0,4,1,утро,0,1
3,ПК,6,8.72,0,0,вечер,1,0
1,смартфон,2,8.24,0,0,день,1,0
1,смартфон,4,10.84,0,1,день,0,1
1,смартфон,3,14.77,2,0,день,0,0
3,планшет,3,5.19,4,0,утро,0,0
2,ПК,3,1.68,1,0,вечер,0,0
1,смартфон,3,25.75,2,0,день,0,1
2,ПК,2,14.99,1,0,утро,1,0
2,смартфон,2,7.77,1,0,утро,0,0
4,смартфон,2,4.38,2,0,день,0,0
3,ПК,7,41.33,1,0,день,1,1
5,смартфон,4,1.0,0,0,ночь,0,0
2,планшет,6,27.27,2,0,вечер,0,1
4,ПК,1,5.18,0,0,день,0,1
3,смартфон,2,1.02,2,0,вечер,0,0
5,смартфон,6,4.77,0,0,день,0,1
1,ПК,3,13.85,1,0,день,1,1
1,смартфон,3,5.53,4,0,ночь,0,0
2,смартфон,5,6.79,3,0,вечер,0,0
2,смартфон,3,17.34,2,0,утро,0,0
1,смартфон,8,9.56,3,1,утро,0,1
3,планшет,6,11.03,3,0,день,1,0
6,смартфон,2,1.67,1,0,вечер,0,1
5,планшет,4,2.91,1,0,ночь,0,1
1,ПК,1,5.3,1,0,утро,0,0
2,смартфон,2,1.16,2,1,ночь,1,1
1,смартфон,5,3.27,1,0,день,0,0
3,ПК,5,17.93,5,0,день,1,1
1,планшет,3,1.0,3,0,день,1,0
4,смартфон,3,1.0,2,0,утро,1,1
2,смартфон,6,11.62,0,1,ночь,0,1
3,смартфон,6,4.88,4,0,утро,0,1
1,смартфон,2,14.83,2,0,утро,0,0
2,смартфон,2,26.86,0,0,ночь,0,0
2,планшет,5,3.1,0,0,день,1,0
1,смартфон,6,1.0,4,0,утро,0,0
4,ПК,8,6.09,1,0,день,0,1
1,ПК,1,33.3,3,0,день,0,1
1,смартфон,3,7.88,2,0,вечер,0,0
1,смартфон,4,4.74,0,0,вечер,1,1
3,планшет,6,8.03,2,0,утро,0,0
2,планшет,5,1.81,5,0,день,0,1
1,ПК,6,13.92,2,0,день,0,1
6,смартфон,5,11.41,0,1,ночь,0,1
2,смартфон,4,12.88,0,1,вечер,1,1
1,ПК,6,3.6,1,0,день,1,0
1,смартфон,3,16.79,2,1,утро,1,1
4,планшет,6,22.35,2,1,утро,0,1
4,смартфон,5,31.13,2,0,утро,0,1
2,ПК,7,10.18,2,0,день,0,1
5,смартфон,5,4.28,2,0,день,0,1
1,планшет,3,4.9,2,0,утро,0,0
1,смартфон,1,8.34,1,1,вечер,1,1
4,ПК,2,8.57,1,0,ночь,0,0
7,смартфон,3,15.72,2,0,день,1,1
3,смартфон,3,1.0,1,0,день,0,0
2,смартфон,5,8.36,3,0,вечер,0,1
1,ПК,6,4.29,2,0,вечер,0,0
2,смартфон,5,17.95,3,0,вечер,0,1
1,смартфон,3,4.34,2,0,ночь,0,0
1,смартфон,1,6.31,0,0,день,1,0
3,смартфон,5,2.58,3,0,утро,1,0
3,смартфон,2,3.51,0,0,ночь,1,0
6,смартфон,7,8.11,3,0,утро,1,1
3,ПК,2,5.55,2,0,день,0,1
1,смартфон,6,2.25,3,0,день,0,0
4,планшет,4,6.42,0,0,вечер,0,0
3,ПК,2,1.81,1,0,день,0,0
2,ПК,3,21.35,5,0,день,0,1
7,планшет,6,25.8,0,1,вечер,0,1
1,смартфон,5,2.57,2,0,ночь,0,1
1,планшет,5,1.0,2,1,ночь,0,1
1,смартфон,3,26.18,1,0,утро,0,1
2,смартфон,3,3.74,0,1,ночь,0,1
5,планшет,7,2.08,1,0,вечер,0,0
1,ПК,6,25.17,2,0,день,0,1
2,смартфон,6,21.42,5,1,день,0,1
1,смартфон,2,1.0,0,0,ночь,1,1
2,смартфон,4,2.33,1,0,день,0,1
1,смартфон,9,16.74,1,0,ночь,0,1
1,планшет,2,3.11,0,0,день,0,0
1,смартфон,6,11.04,1,0,утро,0,0
4,смартфон,7,1.0,0,0,день,0,0
1,смартфон,4,18.43,2,0,вечер,0,0
2,ПК,1,5.49,2,0,ночь,0,0
3,планшет,1,6.35,3,0,вечер,0,0
1,ПК,8,16.52,1,0,день,0,1
2,смартфон,2,6.05,2,0,вечер,0,0
3,ПК,1,1.1,2,0,утро,1,0
4,смартфон,3,7.02,1,0,утро,0,0
3,ПК,4,6.1,1,1,день,0,1
5,смартфон,2,5.98,0,0,день,0,1
1,смартфон,2,2.14,3,0,вечер,0,0
2,смартфон,4,1.79,0,0,вечер,1,0
2,смартфон,4,15.05,1,0,день,1,1
2,смартфон,5,9.65,2,1,вечер,0,1
3,ПК,4,1.0,1,0,день,0,0
2,смартфон,2,18.04,3,0,утро,0,1
2,смартфон,1,1.29,2,0,утро,1,0
5,смартфон,5,13.38,4,1,вечер,1,1
2,смартфон,1,1.01,1,0,день,1,0
2,планшет,3,35.54,2,0,день,0,1
3,смартфон,7,23.08,0,0,день,0,1
1,ПК,3,2.02,0,0,утро,0,0
3,смартфон,6,1.0,3,0,день,0,1
1,ПК,1,1.0,2,0,день,0,1
2,смартфон,4,16.54,1,0,ночь,0,1
2,ПК,4,1.0,2,0,день,0,0
2,смартфон,7,15.06,0,0,день,0,1
2,планшет,5,17.14,3,0,утро,0,0
5,смартфон,5,3.67,2,0,вечер,0,1
3,смартфон,4,13.28,1,0,вечер,0,1
1,смартфон,1,17.16,1,0,день,0,0
1,планшет,7,15.17,4,1,вечер,0,1
1,смартфон,4,2.13,2,0,утро,1,0
1,смартфон,3,5.97,1,1,день,0,1
2,планшет,10,1.0,2,0,утро,0,0
4,планшет,8,7.45,4,0,день,0,1
3,ПК,5,5.84,0,0,день,0,0
1,смартфон,4,23.29,3,0,ночь,0,1
1,смартфон,1,1.0,0,0,утро,0,1
3,смартфон,2,7.56,3,0,день,0,1
3,планшет,2,13.18,2,0,ночь,0,1
2,ПК,2,6.24,2,1,ночь,1,0
1,ПК,2,2.72,0,0,день,0,0
1,ПК,6,9.41,2,0,день,0,0
1,ПК,8,43.51,2,0,день,0,1
3,ПК,3,1.0,2,0,утро,0,0
2,смартфон,3,2.18,2,0,утро,0,0
2,ПК,2,6.75,2,0,день,0,1
3,ПК,3,9.1,0,0,день,0,0
1,смартфон,3,9.79,0,0,день,0,0
1,смартфон,3,1.0,2,0,день,1,0
3,смартфон,7,1.31,0,0,день,0,1
3,ПК,3,28.95,2,0,день,1,1
3,планшет,2,1.0,0,1,вечер,1,0
1,смартфон,1,5.43,2,0,утро,1,0
1,планшет,5,8.61,0,0,утро,0,0
3,смартфон,1,3.77,1,0,утро,0,0
2,ПК,6,2.95,0,0,день,1,0
2,ПК,6,3.43,2,0,утро,0,0
3,ПК,5,3.32,3,0,ночь,0,0
2,смартфон,5,4.77,3,0,день,0,1
6,ПК,5,1.23,1,0,вечер,1,0
1,смартфон,6,19.21,0,0,ночь,1,1
3,смартфон,5,14.25,0,0,утро,0,1
3,смартфон,4,1.0,3,0,день,1,1
1,планшет,2,14.32,3,0,ночь,1,1
1,ПК,1,17.61,2,0,вечер,0,0
1,смартфон,2,25.51,2,1,утро,0,0
1,ПК,6,9.49,0,0,ночь,0,0
3,смартфон,4,19.16,4,0,утро,1,1
2,смартфон,7,14.23,2,0,утро,0,1
2,смартфон,7,1.0,2,0,день,0,1
1,смартфон,1,16.66,2,0,день,0,1
1,ПК,6,8.7,4,0,вечер,1,0
5,планшет,7,10.51,2,1,день,1,1
1,смартфон,3,21.62,1,0,день,0,1
2,ПК,2,1.0,1,0,вечер,1,0
5,смартфон,5,1.14,0,1,вечер,0,1
1,смартфон,5,8.53,0,0,день,1,1
1,смартфон,5,5.27,1,0,вечер,1,0
2,планшет,5,5.41,2,0,день,0,0
1,ПК,8,3.74,1,0,день,0,1
1,смартфон,4,17.07,1,0,день,0,0
3,смартфон,4,1.09,2,0,день,0,1
1,смартфон,4,7.61,3,0,день,0,1
1,смартфон,6,6.13,0,0,вечер,1,0
2,планшет,7,8.01,1,1,утро,0,0
2,смартфон,4,1.0,3,0,день,1,0
1,планшет,7,11.2,2,0,день,0,1
3,смартфон,3,1.0,3,0,день,0,0
2,смартфон,3,7.5,2,0,день,0,0
1,смартфон,5,3.09,0,1,утро,1,0
3,смартфон,11,3.75,0,0,день,1,1
3,ПК,5,13.41,0,0,вечер,1,0
2,смартфон,7,42.61,0,0,утро,0,1
4,смартфон,1,6.45,0,0,вечер,0,0
1,планшет,5,11.07,1,0,день,1,0
2,ПК,7,2.86,1,1,вечер,0,1
3,ПК,3,8.07,0,0,вечер,1,0
2,смартфон,3,1.05,1,1,день,0,0
4,смартфон,5,18.99,0,0,вечер,0,1
1,планшет,4,6.08,0,0,утро,0,0
1,ПК,6,4.49,3,0,день,0,0
5,смартфон,4,7.2,3,0,утро,0,1
3,смартфон,2,24.41,2,0,вечер,0,1
2,смартфон,4,14.98,0,0,утро,0,0
5,смартфон,3,1.66,3,0,день,1,0
4,смартфон,3,14.61,0,0,день,0,1
4,смартфон,3,4.99,0,0,ночь,0,0
5,смартфон,3,5.03,0,0,ночь,0,1
3,смартфон,6,14.18,1,0,вечер,0,1
3,смартфон,6,6.16,1,1,день,0,1
1,смартфон,8,1.0,2,0,утро,1,0
5,смартфон,5,2.83,0,0,день,0,0
8,ПК,11,22.5,1,0,вечер,0,1
1,смартфон,6,8.96,0,0,ночь,1,0
2,планшет,1,19.82,0,0,вечер,1,1
1,ПК,6,3.64,2,0,вечер,0,1
1,смартфон,2,11.68,2,0,вечер,0,0
2,смартфон,2,15.38,2,0,ночь,0,0
1,смартфон,5,2.02,1,0,вечер,0,0
2,планшет,3,1.0,1,0,день,0,0
2,смартфон,2,10.06,1,0,день,0,0
3,смартфон,5,8.6,2,0,утро,1,0
1,ПК,9,1.0,2,0,утро,0,0
1,планшет,4,5.29,1,0,день,0,1
1,смартфон,1,8.29,1,0,вечер,0,0
4,ПК,4,2.38,2,0,день,0,1
1,смартфон,2,1.02,1,0,вечер,0,0
1,планшет,6,16.16,1,1,вечер,0,1
2,смартфон,8,25.91,2,0,утро,0,1
1,планшет,4,5.93,3,0,утро,1,0
2,смартфон,2,1.44,1,0,вечер,0,0
2,смартфон,7,5.47,2,0,ночь,0,0
2,смартфон,4,3.27,4,0,ночь,0,0
1,планшет,4,6.74,1,0,утро,0,1
4,смартфон,4,1.0,2,0,утро,0,0
5,смартфон,4,20.17,2,1,ночь,1,1
2,смартфон,1,1.0,1,0,утро,0,0
1,смартфон,2,5.62,1,0,вечер,1,1
1,планшет,2,10.82,1,0,день,0,0
2,ПК,1,10.53,0,1,день,0,1
1,ПК,3,3.54,0,0,день,0,0
2,ПК,10,6.92,2,0,день,1,1
3,смартфон,4,6.87,0,0,день,0,1
2,смартфон,4,1.41,0,0,вечер,0,0
2,смартфон,3,4.66,1,1,день,0,1
1,ПК,4,1.27,1,0,ночь,0,0
5,планшет,1,1.0,0,0,день,1,0
1,смартфон,2,1.0,3,1,день,0,1
3,смартфон,7,5.71,3,0,день,0,1
1,смартфон,6,13.08,1,0,ночь,1,1
2,смартфон,8,41.7,1,1,вечер,1,1
3,планшет,5,8.47,3,0,ночь,0,1
2,смартфон,5,3.56,2,0,вечер,0,0
2,ПК,1,2.32,1,0,день,1,0
2,ПК,5,11.87,1,1,утро,0,1
3,ПК,5,1.0,1,0,день,0,0
2,ПК,5,3.04,3,1,утро,0,1
1,смартфон,5,11.67,1,0,день,0,1
1,ПК,8,5.89,1,0,день,1,1
4,смартфон,8,6.94,2,0,вечер,0,0
2,ПК,3,37.08,1,0,вечер,0,1
2,смартфон,3,5.19,1,0,день,0,1
1,смартфон,1,9.04,4,0,утро,0,0
1,смартфон,4,60.0,2,0,утро,0,1
2,смартфон,7,11.6,0,0,день,0,1
1,ПК,5,7.22,3,0,день,0,1
1,ПК,4,3.91,0,1,утро,0,0
3,смартфон,9,37.49,1,0,день,1,1
3,смартфон,8,3.48,0,0,день,0,0
1,планшет,3,1.23,1,1,утро,0,0
3,смартфон,4,26.02,1,0,день,0,1
3,ПК,4,3.84,1,0,утро,0,1
2,смартфон,2,8.89,1,0,вечер,1,0
1,планшет,5,10.38,5,0,день,0,1
3,ПК,3,3.02,1,0,день,0,1
2,смартфон,3,5.51,1,0,вечер,0,0
2,смартфон,6,1.69,0,0,утро,0,0
2,ПК,1,21.59,1,0,утро,1,0
3,ПК,5,8.78,2,0,день,0,0
1,ПК,5,22.1,0,0,день,0,0
3,смартфон,6,2.97,2,1,вечер,0,1
1,смартфон,4,10.05,2,0,ночь,1,0
5,смартфон,1,2.46,1,0,вечер,0,0
2,смартфон,3,3.41,2,0,день,0,1
1,планшет,5,4.48,2,0,день,0,0
2,смартфон,5,7.97,2,1,день,0,1
2,планшет,2,8.11,2,0,утро,0,0
1,ПК,3,2.24,5,0,утро,0,0
1,ПК,5,1.0,0,0,день,1,1
2,смартфон,4,14.79,2,0,утро,1,0
3,смартфон,3,7.47,1,0,утро,1,1
1,ПК,1,3.76,2,1,утро,0,1
2,смартфон,4,1.0,1,0,день,0,1
4,ПК,8,1.1,2,0,утро,0,0
2,ПК,3,5.51,0,0,утро,0,0
2,смартфон,1,6.61,0,1,утро,0,0
2,смартфон,6,4.74,1,0,вечер,0,1
2,смартфон,2,8.36,0,0,утро,0,0
3,планшет,6,16.82,2,0,день,0,1
2,смартфон,5,11.3,2,0,день,0,1
1,ПК,2,20.18,1,0,день,0,1
2,ПК,2,9.57,2,0,день,0,0
2,смартфон,5,1.11,0,1,день,0,1
1,ПК,1,1.62,0,1,утро,0,0
2,планшет,3,4.95,2,0,день,0,1
1,ПК,7,3.34,1,1,утро,0,1
4,смартфон,2,10.56,0,0,вечер,1,1
3,смартфон,6,9.83,1,0,вечер,0,0
2,смартфон,1,6.21,0,0,день,0,0
5,смартфон,1,10.32,1,0,утро,0,0
4,смартфон,4,24.21,3,0,день,0,1
2,ПК,5,6.77,2,1,день,1,1
1,смартфон,4,4.27,3,0,вечер,0,0
1,ПК,3,6.47,0,0,утро,0,0
1,смартфон,4,1.57,1,0,ночь,0,0
2,смартфон,1,1.02,1,1,утро,1,0
1,смартфон,6,5.29,1,0,вечер,1,0
4,ПК,7,25.69,0,0,вечер,0,0
1,смартфон,6,19.87,2,0,вечер,0,1
2,смартфон,5,11.34,0,1,утро,0,1
3,ПК,4,12.69,2,0,утро,0,1
2,смартфон,3,19.7,1,0,день,0,1
5,планшет,4,24.7,2,0,вечер,0,1
1,смартфон,4,10.77,0,0,вечер,1,0
1,смартфон,3,4.88,1,0,вечер,0,1
3,смартфон,2,1.6,2,0,утро,0,0
2,ПК,2,1.0,3,0,день,1,1
3,ПК,1,10.44,3,1,день,0,0
2,смартфон,3,5.07,1,1,утро,1,1
1,смартфон,3,1.0,2,0,день,1,1
2,смартфон,1,3.27,0,1,утро,0,0
1,смартфон,3,6.32,2,1,вечер,1,1
3,смартфон,2,15.31,0,1,утро,0,0
3,смартфон,5,3.78,1,0,вечер,0,1
1,смартфон,7,10.68,3,0,утро,0,1
1,смартфон,4,1.0,3,0,день,0,1
3,планшет,6,32.8,1,0,утро,0,0
1,ПК,3,35.64,1,0,день,1,0
6,смартфон,2,7.51,2,0,вечер,1,0
2,планшет,4,10.72,1,0,день,1,1
1,смартфон,6,14.46,3,0,день,0,1
2,смартфон,4,35.19,1,0,день,0,1
2,планшет,3,7.87,1,0,день,0,0
1,планшет,4,14.08,1,0,вечер,1,1
3,смартфон,5,2.14,0,0,утро,0,0
1,смартфон,2,1.67,0,0,день,1,0
2,ПК,2,12.47,2,0,день,0,1
2,планшет,8,25.76,2,0,день,0,1
3,планшет,2,8.38,0,0,день,0,1
1,ПК,3,7.65,4,0,вечер,0,1
1,смартфон,4,8.47,4,0,ночь,0,1
2,смартфон,2,21.16,1,0,ночь,0,0
1,ПК,5,16.1,0,0,вечер,0,0
3,смартфон,3,16.18,1,1,утро,0,1
1,смартфон,4,1.13,0,0,утро,0,0
4,планшет,3,14.26,0,1,вечер,0,1
1,смартфон,3,14.62,1,0,день,0,1
2,смартфон,1,1.42,2,0,день,0,0
5,смартфон,5,6.38,0,0,день,0,1
3,смартфон,3,1.03,2,0,вечер,0,0
3,планшет,3,5.06,4,0,утро,1,1
2,смартфон,5,10.24,1,0,день,0,1
4,смартфон,5,2.46,0,0,день,0,1
3,смартфон,3,1.42,2,0,утро,0,0
1,смартфон,2,10.17,1,0,вечер,0,0
1,смартфон,3,17.53,0,0,вечер,0,0
6,смартфон,1,1.68,2,0,вечер,0,1
4,ПК,5,23.46,1,0,вечер,0,1
5,планшет,4,13.36,3,0,день,0,0
3,смартфон,4,11.33,0,0,утро,0,0
3,смартфон,7,1.29,1,0,день,1,1
1,смартфон,1,26.56,1,0,день,0,1
2,смартфон,3,6.41,1,0,день,0,0
2,смартфон,6,7.67,0,0,вечер,0,0
3,смартфон,2,7.19,1,0,день,0,0
1,смартфон,4,7.57,1,0,ночь,0,1
5,ПК,4,17.31,2,0,ночь,1,0
7,планшет,1,1.04,1,1,утро,0,0
3,ПК,4,6.61,1,0,утро,0,0
2,смартфон,4,9.52,5,0,день,1,1
4,смартфон,3,1.25,0,0,утро,0,0
1,смартфон,7,8.7,1,0,день,1,0
1,ПК,6,7.12,0,0,день,1,1
2,смартфон,3,2.52,2,0,вечер,0,1
2,смартфон,1,2.98,1,0,день,0,0
1,смартфон,7,1.0,1,1,утро,0,0
2,планшет,5,12.22,2,0,утро,0,0
1,смартфон,6,1.61,3,0,день,0,1
1,смартфон,5,15.56,0,0,утро,1,0
1,ПК,4,22.04,2,0,вечер,0,1
2,смартфон,5,2.76,1,0,ночь,0,1
1,смартфон,12,3.02,2,0,вечер,0,1
1,смартфон,1,1.31,0,0,день,0,1
1,ПК,1,7.78,1,0,день,0,1
1,смартфон,5,33.3,3,0,день,0,1
1,смартфон,1,2.79,3,0,ночь,0,0
1,ПК,5,1.74,2,0,день,0,0
7,смартфон,4,9.32,2,0,вечер,0,1
1,ПК,3,19.42,0,0,день,1,0
4,планшет,4,20.42,2,0,утро,1,0
2,смартфон,2,4.24,0,0,утро,0,0
4,смартфон,3,15.46,2,0,утро,0,1
2,планшет,3,8.97,1,1,день,0,1
2,планшет,3,13.2,0,0,день,0,0
2,планшет,5,11.3,2,0,утро,0,1
4,смартфон,3,1.37,0,1,день,0,1
1,ПК,1,4.42,3,0,день,0,1
2,смартфон,6,14.4,0,1,день,0,1
3,смартфон,2,14.27,1,0,день,0,0
5,ПК,3,1.3,3,0,утро,1,0
1,планшет,8,6.2,1,0,день,0,0
2,смартфон,2,20.32,1,0,день,0,0
1,ПК,3,15.68,1,0,день,0,1
3,смартфон,4,8.7,2,1,день,0,0
3,смартфон,2,2.31,1,1,вечер,0,1
1,планшет,2,3.92,5,0,ночь,0,1
1,смартфон,5,10.6,3,0,день,0,1
1,ПК,2,15.21,3,0,утро,0,0
1,ПК,6,9.51,3,0,ночь,0,0
1,смартфон,4,5.03,2,1,день,0,1
3,ПК,4,8.6,4,0,день,0,1
2,смартфон,4,1.0,2,0,вечер,0,0
5,смартфон,5,13.3,0,1,вечер,1,1
2,ПК,2,18.58,0,0,день,0,0
2,ПК,4,1.0,0,0,день,0,0
2,смартфон,2,5.1,3,0,вечер,1,0
1,смартфон,4,18.89,1,0,день,0,0
2,смартфон,1,9.09,1,0,день,1,0
1,смартфон,3,6.6,1,0,день,0,0
1,смартфон,2,1.0,3,1,вечер,0,1
4,смартфон,6,13.36,1,1,вечер,1,1
1,смартфон,6,11.69,3,0,вечер,0,1
3,ПК,9,8.91,1,0,вечер,0,0
1,смартфон,6,1.0,2,1,утро,0,1
2,смартфон,4,10.29,1,0,вечер,0,0
2,ПК,3,1.0,0,0,утро,0,0
1,смартфон,9,17.27,3,0,вечер,1,1
2,ПК,5,20.35,2,0,день,0,1
1,смартфон,7,7.57,1,0,утро,0,0
2,смартфон,3,18.87,0,0,вечер,0,1
1,смартфон,4,5.12,1,0,день,0,1
1,смартфон,6,3.43,2,0,день,1,0
1,смартфон,1,6.62,2,0,вечер,0,0
3,смартфон,5,8.18,3,1,день,1,1
1,смартфон,7,14.54,1,0,день,0,0
2,смартфон,3,9.21,0,0,день,1,0
1,смартфон,1,19.37,1,0,день,0,1
5,ПК,8,27.46,2,1,утро,0,1
1,ПК,7,7.38,0,1,вечер,0,1
4,ПК,1,12.65,2,0,вечер,0,0
1,планшет,3,6.57,2,0,ночь,1,0
1,смартфон,8,23.65,0,0,день,0,0
3,смартфон,5,1.0,1,0,ночь,0,1
3,ПК,3,12.68,2,0,утро,0,1
2,смартфон,1,6.86,3,1,день,0,1
3,смартфон,6,1.0,1,0,день,0,0
2,смартфон,4,13.69,2,0,ночь,0,1
2,смартфон,5,4.99,1,0,утро,1,0
1,смартфон,7,7.49,1,0,день,1,1
2,ПК,5,12.48,0,0,утро,0,1
3,планшет,5,2.9,4,0,день,0,0
1,смартфон,4,3.4,4,0,вечер,0,1
2,планшет,2,4.41,1,0,утро,0,0
2,смартфон,2,13.77,1,1,день,1,1
2,планшет,4,40.07,1,0,утро,1,0
2,ПК,3,4.51,3,0,ночь,1,1
1,смартфон,4,9.44,1,0,утро,0,0
2,планшет,4,3.92,0,0,вечер,0,0
1,смартфон,2,20.94,4,0,ночь,1,1
3,смартфон,4,27.41,2,0,вечер,0,1
3,планшет,9,2.1,3,0,день,0,1
1,ПК,3,10.62,1,0,день,0,1
3,планшет,5,23.64,1,1,утро,0,0
6,ПК,4,6.44,2,0,утро,0,1
4,ПК,8,4.08,2,0,ночь,1,1
1,ПК,3,23.61,0,1,вечер,0,1
1,ПК,5,2.98,2,0,день,0,0
1,смартфон,3,2.32,1,1,ночь,0,1
1,смартфон,1,21.25,1,0,вечер,1,0
2,смартфон,1,10.04,3,0,день,0,1
1,смартфон,8,2.05,0,0,день,0,1
2,ПК,2,10.3,3,0,день,1,0
5,смартфон,2,20.89,0,1,вечер,0,1
5,смартфон,3,1.0,5,0,день,1,1
2,ПК,9,2.97,0,0,день,0,0
3,смартфон,2,9.27,1,0,утро,0,1
2,смартфон,2,1.22,0,1,день,0,1
2,смартфон,3,23.59,0,0,утро,0,0
1,ПК,2,8.99,2,0,день,0,0
2,смартфон,4,8.79,1,0,день,0,0
1,ПК,2,1.0,1,0,день,0,0
4,смартфон,2,5.47,0,0,день,1,1
1,ПК,5,2.17,1,1,утро,1,0
4,смартфон,6,16.53,0,0,вечер,0,1
6,смартфон,5,4.1,1,0,утро,0,0
3,смартфон,2,5.16,4,0,утро,0,0
2,смартфон,4,10.23,1,0,день,0,0
2,смартфон,5,12.64,1,0,день,1,1
1,смартфон,7,15.61,2,1,вечер,1,1
2,смартфон,6,1.92,2,0,вечер,0,1
2,ПК,5,3.05,1,0,вечер,0,1
2,смартфон,7,1.0,1,0,день,0,0
2,ПК,4,19.41,2,0,день,0,1
3,ПК,3,3.79,2,0,день,0,0
2,смартфон,3,1.35,3,0,утро,1,1
1,смартфон,6,3.73,3,0,утро,0,0
2,планшет,5,1.0,1,0,вечер,1,0
2,ПК,6,18.11,1,0,утро,0,1
3,ПК,2,3.38,2,0,ночь,1,1
2,планшет,3,4.31,2,0,утро,1,0
3,смартфон,6,28.19,4,0,день,1,1
1,смартфон,3,2.1,2,0,ночь,0,1
3,ПК,3,2.28,0,0,день,0,0
3,планшет,1,8.22,4,0,вечер,0,0
4,ПК,3,35.85,4,0,день,1,0
3,планшет,1,23.14,1,0,день,0,0
2,смартфон,4,8.99,0,0,утро,0,0
1,ПК,2,16.73,0,0,утро,0,0
5,ПК,4,6.69,4,1,день,0,1
1,смартфон,2,5.7,0,0,вечер,0,0
1,смартфон,3,5.12,2,0,утро,0,1
3,смартфон,5,6.06,2,0,вечер,0,1
4,ПК,8,12.27,1,0,утро,0,1
2,смартфон,3,17.23,0,0,вечер,1,1
5,смартфон,5,8.58,3,0,утро,1,0
1,смартфон,2,20.32,0,0,утро,0,0
1,смартфон,5,10.18,2,0,утро,0,1
3,смартфон,3,16.23,2,0,вечер,0,0
2,планшет,5,11.7,1,0,день,0,0
2,ПК,3,14.86,2,0,день,0,1
1,смартфон,10,1.0,2,1,вечер,0,1
2,планшет,7,20.19,0,0,вечер,0,1
2,планшет,3,21.71,1,0,утро,0,0
5,смартфон,2,18.41,1,0,день,0,0
3,смартфон,7,13.1,1,0,день,1,0
1,смартфон,3,15.49,0,0,вечер,0,0
4,смартфон,1,2.0,0,0,утро,0,0
1,ПК,6,1.0,0,0,утро,1,0
5,ПК,2,3.42,0,0,утро,0,0
1,смартфон,3,5.84,0,0,утро,0,1
5,ПК,4,3.16,0,0,утро,0,0
1,ПК,7,20.45,0,1,утро,0,1
1,ПК,3,33.36,3,0,вечер,0,1
