membership_type,distance_km,visits_per_week,duration_months,age,gender,personal_goal,late_cancels,churn
2,12.1,4.4,48,59,0,1,4,0
1,11.6,2.9,8,35,1,1,0,0
0,10.4,4.5,36,38,1,1,0,0
2,14.0,0.8,12,27,0,1,0,0
2,5.6,4.0,40,35,1,1,1,0
2,1.8,4.1,34,42,1,0,0,0
1,10.6,3.5,1,18,1,0,3,0
0,8.9,5.6,47,41,1,1,1,0
2,10.8,2.6,13,63,1,1,1,0
2,12.5,2.3,58,60,0,1,1,0
2,7.6,0.7,13,53,1,1,0,0
2,6.5,2.2,37,38,1,1,0,0
2,13.7,2.6,60,22,0,1,2,0
2,8.3,0.6,49,34,1,0,2,0
1,16.7,5.2,54,61,1,0,5,1
1,15.4,0.2,23,32,1,1,4,0
1,18.1,6.3,24,30,0,1,0,0
0,2.4,0.7,35,54,0,1,0,1
1,3.6,1.6,3,46,1,1,1,0
1,12.4,1.2,20,58,0,1,0,0
2,14.3,4.5,38,26,1,0,1,0
1,4.6,6.9,15,46,1,0,1,0
0,1.0,5.8,45,23,1,0,1,0
0,17.3,0.5,5,51,0,1,1,0
2,15.7,0.8,60,36,0,0,1,1
2,18.5,3.8,60,45,0,1,1,1
2,6.1,5.5,29,23,1,1,1,0
0,10.4,5.0,56,34,1,0,0,0
1,14.7,3.6,27,65,0,1,1,0
1,12.7,0.2,21,33,0,0,0,0
2,0.7,6.9,16,50,0,1,1,0
1,10.4,5.3,2,39,0,1,2,0
1,19.6,4.3,17,43,1,1,1,0
2,5.0,5.0,47,51,0,0,0,0
0,9.4,4.2,9,30,1,0,2,0
2,16.2,4.9,8,61,0,0,1,0
2,5.7,2.3,8,64,0,1,0,0
0,8.4,5.7,46,40,1,0,0,0
0,14.0,0.5,11,63,1,1,0,0
2,9.3,3.4,35,46,1,1,0,0
2,19.1,6.7,42,22,1,0,1,1
2,17.1,4.0,17,50,1,1,1,0
1,6.2,1.6,5,33,0,0,2,0
1,0.5,3.8,41,24,1,0,0,0
0,11.0,1.7,38,18,0,0,1,0
1,17.1,2.3,15,28,1,0,1,0
1,18.2,0.0,29,42,1,1,1,0
1,2.9,6.2,44,18,0,0,1,0
2,17.9,0.9,5,41,1,0,0,0
2,10.2,5.5,10,59,0,1,0,0
2,19.6,5.2,46,57,1,0,0,1
0,16.1,0.1,56,42,1,1,0,0
1,3.7,0.1,49,60,0,0,1,0
2,10.8,2.4,15,59,0,0,0,0
1,17.7,2.3,22,59,1,1,0,1
2,16.4,3.7,25,44,0,1,0,1
0,19.4,0.8,29,58,1,1,0,1
1,16.8,3.8,44,37,1,1,0,0
2,19.8,5.4,24,63,1,1,1,1
0,10.7,5.3,48,30,0,0,1,0
0,12.1,5.7,41,53,1,0,1,1
1,1.9,4.8,39,54,1,1,2,0
2,8.2,2.0,15,65,0,0,0,0
0,6.7,5.8,19,33,0,1,1,0
0,18.4,4.3,57,34,0,0,1,0
2,7.0,1.9,6,61,1,1,2,0
2,17.8,2.6,59,30,1,1,0,1
1,5.2,3.6,52,19,0,1,0,0
2,11.8,0.2,57,20,0,1,0,0
0,10.9,6.1,37,19,0,1,2,0
1,2.4,2.8,17,33,1,0,0,0
0,6.7,2.6,21,25,0,0,0,0
1,19.7,1.4,45,30,1,1,3,0
2,12.1,3.4,28,22,1,1,1,0
2,16.6,1.7,36,23,0,0,0,1
0,14.5,5.8,9,33,0,1,0,0
2,18.1,7.0,26,50,0,1,1,1
2,7.2,2.5,33,62,1,0,0,0
0,4.8,1.1,36,24,1,1,1,0
2,1.9,0.4,12,58,1,1,0,0
2,16.9,4.0,11,29,1,1,1,0
1,10.7,5.3,35,19,0,1,3,0
1,14.5,6.3,19,36,0,0,0,0
1,1.7,0.4,60,63,1,1,0,0
2,17.0,6.7,54,58,0,0,1,1
2,11.9,2.5,15,56,1,1,2,0
2,2.8,0.4,41,64,1,0,1,0
2,10.2,0.7,58,30,1,0,1,0
2,12.1,4.9,12,55,0,1,2,0
2,7.1,2.6,12,57,1,0,0,0
1,14.4,4.1,60,46,1,0,4,0
0,11.8,6.0,16,23,0,0,0,0
0,16.9,3.0,27,39,0,1,0,0
0,17.3,4.1,30,39,0,0,1,0
0,1.7,6.1,38,19,0,0,0,0
2,13.1,6.9,26,40,0,1,0,0
2,14.6,5.2,17,23,0,1,0,0
0,3.3,4.7,26,38,0,0,1,0
0,17.7,2.5,22,41,0,0,2,0
2,17.2,6.6,9,42,1,1,0,0
1,3.2,3.9,37,25,0,0,2,0
0,17.7,2.7,35,30,0,1,2,0
1,13.1,2.9,49,20,0,0,2,0
0,15.8,0.2,18,18,0,1,2,0
2,16.1,5.0,20,61,0,1,1,0
0,3.7,5.0,49,54,1,0,2,1
2,1.7,2.2,23,50,0,1,1,0
2,12.9,2.0,48,38,1,1,1,0
2,7.1,5.4,15,30,1,1,0,0
0,5.6,1.5,5,57,1,0,0,0
1,3.0,4.5,46,35,1,1,0,0
0,17.3,5.7,35,57,0,1,0,1
2,11.6,2.5,34,64,0,1,1,0
2,16.8,0.3,52,59,0,0,1,1
2,11.4,2.5,1,21,0,1,0,0
0,1.4,4.7,40,49,0,0,2,1
1,4.8,3.1,30,34,0,0,2,0
1,16.4,6.5,38,57,0,1,0,1
0,4.2,3.7,50,39,0,0,1,0
2,18.3,6.8,24,22,0,0,0,1
1,6.7,4.6,28,47,0,0,0,0
1,8.7,5.7,48,23,1,1,1,0
1,13.4,4.5,3,20,0,1,2,0
2,16.1,3.5,9,31,0,1,4,0
1,15.4,4.0,30,45,1,0,0,0
2,16.4,5.8,48,22,1,1,0,1
2,10.4,3.9,23,51,0,1,1,0
0,6.8,6.5,54,49,1,1,1,1
2,4.7,2.1,54,63,0,1,0,0
2,19.2,2.9,55,47,1,1,1,1
0,11.7,3.3,59,33,1,1,2,0
2,19.4,4.6,4,22,1,1,2,0
2,10.1,5.5,56,61,0,0,0,0
2,7.8,4.4,24,22,1,1,3,0
2,12.4,6.1,19,46,0,1,1,0
2,19.9,6.8,30,18,1,0,0,1
0,17.4,0.3,45,18,1,1,2,0
2,8.5,0.0,1,64,0,0,0,0
0,1.3,1.8,29,24,1,1,0,0
2,8.5,0.7,25,26,0,1,0,0
1,15.3,5.7,44,56,0,0,1,1
2,0.5,5.6,50,57,0,0,0,0
1,16.7,0.9,56,20,0,0,0,0
2,5.6,3.6,47,39,1,1,1,0
2,7.6,6.4,35,57,0,1,1,0
0,18.5,1.0,43,29,1,0,0,0
2,7.8,4.5,15,23,0,1,1,0
2,9.8,5.2,55,51,0,0,0,0
1,9.2,6.4,60,24,0,0,2,0
2,7.6,4.2,52,55,0,1,0,0
1,2.1,3.5,21,63,0,1,2,0
1,8.8,3.2,5,59,0,1,0,0
0,10.1,2.2,50,25,1,0,2,0
1,4.8,3.2,51,39,1,0,1,0
2,16.6,1.3,55,53,1,1,0,1
1,10.1,4.7,24,29,1,0,0,0
0,5.2,1.5,18,59,0,0,0,0
2,2.5,0.3,14,35,0,1,2,0
2,11.8,3.3,6,65,1,0,1,0
0,9.8,5.6,46,44,0,0,1,0
2,14.4,1.6,18,50,0,0,0,0
2,19.8,5.7,28,40,0,1,0,1
1,4.4,5.0,52,42,1,0,1,0
1,14.8,4.4,33,47,1,1,2,0
0,8.9,4.1,54,19,1,0,3,0
2,8.2,1.9,45,42,1,0,1,0
0,6.1,3.4,20,24,1,0,1,0
1,7.5,1.7,39,37,0,1,1,0
1,2.8,1.0,33,65,0,0,0,0
2,9.4,4.1,60,52,0,1,1,0
1,12.0,5.4,29,40,0,0,0,0
2,6.0,3.1,24,37,1,1,2,0
0,9.3,5.2,32,21,1,0,2,0
2,9.7,4.9,20,43,0,0,2,0
2,13.4,3.2,13,57,1,0,1,0
1,11.9,5.2,60,22,0,0,0,0
1,18.9,2.2,7,19,0,0,0,0
1,10.8,5.6,17,32,1,0,0,0
1,12.3,2.3,28,36,1,1,3,0
1,10.8,4.8,45,36,0,1,2,0
2,7.2,4.7,4,33,1,1,1,0
2,3.7,2.9,37,55,0,1,0,0
2,0.8,5.0,53,61,1,1,0,0
2,4.8,6.2,33,48,1,1,0,0
0,11.4,0.5,48,18,0,1,1,0
0,1.0,2.1,48,62,0,1,2,1
2,6.7,0.8,43,45,0,1,0,0
1,1.3,1.3,1,37,0,1,1,0
2,13.9,1.3,21,45,0,1,1,0
2,10.5,6.8,50,56,1,1,0,0
2,17.9,4.9,29,49,0,0,0,1
2,12.8,4.1,34,60,0,1,0,0
0,14.2,4.1,55,24,0,0,1,0
2,17.7,0.7,26,43,1,1,0,1
2,18.0,2.6,36,53,0,0,0,1
0,7.7,6.3,51,31,0,1,0,0
0,11.9,0.1,45,33,1,1,0,0
0,8.4,0.1,58,18,0,0,0,0
1,11.5,1.9,59,44,0,1,1,0
2,18.9,4.4,29,54,1,1,2,1
1,19.9,6.1,19,29,1,0,0,0
0,9.7,0.2,29,29,1,0,1,0
0,1.8,3.6,19,53,1,1,2,0
2,19.2,4.4,10,20,0,1,1,0
0,2.8,0.4,52,30,1,0,0,0
2,1.0,3.3,29,34,1,0,2,0
1,14.1,6.3,46,26,1,1,1,0
1,17.1,2.5,57,29,0,1,1,0
1,12.5,3.2,53,57,0,1,0,0
0,12.1,4.0,39,47,1,0,2,1
1,6.9,1.0,10,63,0,1,2,0
2,12.7,3.3,53,42,0,1,3,0
1,16.6,3.7,4,61,0,0,1,1
1,6.9,1.1,54,42,1,0,1,0
1,9.5,5.3,9,41,1,1,0,0
1,13.0,0.8,6,63,0,1,3,0
1,15.7,1.7,12,23,1,1,2,0
2,12.9,4.5,19,41,0,1,1,0
0,3.6,2.0,48,23,1,1,1,0
1,10.8,0.7,59,63,0,1,0,0
0,9.0,3.4,38,21,0,1,0,0
2,13.1,2.4,30,30,1,1,0,0
2,13.1,3.1,12,52,1,0,0,0
1,2.4,1.2,25,60,1,0,3,0
2,3.2,6.8,35,61,0,0,1,0
0,2.2,1.0,16,47,1,0,1,0
0,2.4,2.0,34,53,0,1,0,1
1,10.7,3.5,23,21,1,1,2,0
2,0.6,6.4,1,40,0,1,0,0
2,15.8,0.6,29,64,0,0,1,1
0,11.6,4.3,31,34,0,0,1,0
0,14.6,1.2,18,34,1,1,1,0
2,9.9,4.6,52,32,0,1,2,0
1,18.2,4.0,58,52,0,1,1,1
1,16.5,5.7,57,42,0,0,1,0
0,10.2,0.3,55,32,1,0,0,0
2,5.3,0.8,60,44,1,1,0,0
2,3.0,4.9,55,47,0,1,0,0
1,16.9,1.5,14,49,0,0,0,1
1,13.7,0.0,1,26,1,1,3,0
0,5.7,6.2,59,54,0,0,2,1
0,14.7,6.8,47,36,1,1,2,0
2,6.5,2.0,16,19,1,1,1,0
2,5.5,2.4,7,19,0,1,0,0
0,14.9,2.1,54,55,0,1,1,1
0,14.9,4.5,13,42,0,1,0,0
1,16.6,3.0,16,56,1,0,0,1
2,17.1,0.5,11,46,0,0,0,0
1,11.2,4.4,20,38,1,1,1,0
1,5.5,5.4,56,30,0,0,1,0
2,12.3,6.6,30,44,0,0,1,0
2,6.3,2.8,39,34,1,1,0,0
2,16.0,0.6,50,24,0,1,2,1
2,2.8,1.2,41,36,1,1,0,0
1,6.9,3.3,12,19,1,0,0,0
1,1.2,4.8,42,36,0,0,1,0
2,9.2,4.6,34,27,1,0,0,0
0,3.2,5.5,55,57,0,0,1,1
2,19.5,3.8,29,64,0,1,0,1
2,7.4,5.8,7,33,0,0,1,0
1,15.9,1.5,15,18,0,1,0,0
2,16.7,2.2,3,48,1,1,1,0
2,2.3,0.9,6,35,0,0,0,0
0,13.5,3.0,48,38,1,0,2,0
1,7.2,4.0,51,44,1,1,4,0
2,6.3,3.2,13,33,0,1,0,0
0,15.2,2.3,21,65,1,1,3,1
0,5.5,1.1,27,35,1,1,0,0
2,6.5,5.0,58,55,1,0,2,0
0,15.3,3.6,12,64,0,1,0,0
1,7.3,5.2,53,60,0,0,1,0
1,8.2,4.3,14,33,0,1,1,0
1,14.9,4.1,38,56,1,1,0,0
1,3.2,6.9,25,53,0,1,2,0
2,14.0,5.8,59,47,0,0,1,0
2,6.8,3.9,51,56,0,1,0,0
1,17.0,2.0,18,40,1,0,0,0
2,12.6,1.3,52,45,1,1,0,0
1,0.6,6.7,25,57,0,0,1,0
1,3.1,6.9,6,31,1,1,1,0
2,15.1,6.5,55,60,0,1,1,1
0,4.8,1.0,2,59,1,1,0,0
0,0.8,4.9,19,31,0,0,3,0
1,14.9,4.5,51,59,0,0,1,0
0,13.6,2.9,26,37,0,1,1,0
0,4.9,1.7,57,49,1,1,0,1
1,12.7,5.8,36,60,1,1,0,0
0,12.7,5.4,60,31,0,1,0,0
1,18.8,4.6,13,35,0,1,0,0
2,2.4,4.4,24,34,0,0,1,0
0,3.8,5.8,33,32,0,0,1,0
2,6.4,2.6,55,32,0,1,0,0
1,15.4,5.2,34,51,1,0,1,1
1,9.7,2.1,5,34,1,0,1,0
2,7.7,6.6,23,40,1,1,2,0
0,7.9,2.3,21,58,0,1,0,1
1,10.4,5.3,22,61,0,0,0,0
0,6.8,5.1,39,32,0,1,0,0
1,13.8,5.7,36,38,1,1,0,0
2,1.0,6.0,48,37,1,0,2,0
2,12.2,4.3,60,48,0,0,2,0
0,7.5,1.4,19,23,0,1,1,0
1,9.8,1.7,40,36,0,0,1,0
2,15.2,1.1,54,36,0,0,0,1
2,1.2,5.2,32,26,1,1,0,0
2,4.7,3.9,32,44,1,1,0,0
0,10.5,3.3,21,64,0,1,1,1
2,12.5,6.2,53,29,0,0,3,0
1,4.1,0.5,2,27,1,0,0,0
1,4.3,2.7,37,52,1,1,0,0
1,12.7,1.0,45,36,1,0,1,0
2,14.6,0.0,19,38,1,0,0,0
2,9.3,2.6,25,49,0,1,0,0
2,9.2,3.5,55,30,0,1,1,0
0,8.3,0.4,24,31,0,1,0,0
1,5.4,2.9,37,35,0,0,1,0
0,19.7,1.5,28,63,1,0,2,1
2,12.7,3.3,43,57,0,0,0,0
2,7.4,5.3,18,23,1,1,0,0
2,5.5,3.0,18,26,1,1,1,0
0,5.4,1.0,44,35,0,1,0,0
2,6.7,3.9,57,25,1,1,0,0
1,11.3,0.9,44,56,1,1,0,0
0,11.8,6.0,21,27,1,1,0,0
2,13.4,4.4,3,21,1,1,0,0
2,1.0,0.3,16,21,0,0,0,0
2,11.7,3.7,60,51,0,1,1,0
2,11.8,3.3,59,44,0,1,0,0
1,18.4,5.9,14,59,1,0,0,1
2,5.0,5.9,21,56,1,0,0,0
1,1.3,5.1,38,42,1,0,1,0
0,18.9,5.8,35,31,0,1,0,0
1,11.5,4.3,27,56,0,1,2,0
2,2.5,4.2,6,37,1,0,0,0
1,6.9,2.4,6,39,0,1,1,0
0,8.1,3.1,24,20,0,1,0,0
0,15.5,3.9,33,43,1,1,0,0
2,5.7,3.2,2,29,0,0,2,0
2,19.0,4.7,26,58,0,1,1,1
2,11.7,2.6,45,56,0,1,0,0
1,2.4,4.8,27,61,0,1,0,0
2,10.4,2.4,41,23,0,0,1,0
2,11.9,3.9,10,65,0,0,1,0
1,19.2,5.7,45,52,0,1,1,1
1,18.3,5.5,31,33,0,1,0,0
1,18.8,2.4,31,52,1,0,2,1
0,13.1,5.2,8,65,1,0,2,0
0,13.0,2.9,22,33,1,1,1,0
0,13.9,0.5,38,20,0,1,1,0
1,1.5,0.3,42,56,0,1,4,0
2,5.7,6.1,11,32,0,1,0,0
0,5.5,0.8,11,48,0,1,0,0
2,15.7,5.3,27,30,1,0,0,1
2,3.8,2.7,40,57,1,1,0,0
1,15.0,1.5,33,58,1,1,1,0
0,8.6,1.7,60,33,1,1,1,0
2,5.8,3.6,14,35,0,1,0,0
2,18.1,6.6,14,18,0,1,0,0
1,6.4,3.9,20,53,1,0,1,0
2,15.6,3.6,12,43,1,0,2,0
2,15.3,2.5,5,31,1,0,0,0
0,7.8,0.9,47,31,0,1,2,0
0,6.9,0.9,42,39,0,0,0,0
2,0.6,3.8,38,65,0,1,1,0
2,9.5,2.8,45,60,1,1,0,0
2,4.0,2.3,32,49,1,0,2,0
0,0.7,1.6,59,31,1,0,0,0
1,12.5,5.4,57,44,1,0,1,0
1,2.9,6.9,6,35,0,0,2,0
0,6.5,1.9,34,34,1,0,2,0
2,14.4,5.2,47,18,1,1,2,0
1,15.0,1.1,7,33,0,1,1,0
1,19.1,5.0,58,56,1,1,0,1
2,18.2,1.9,51,63,1,1,0,1
0,10.5,6.2,3,35,1,1,0,0
1,18.9,1.0,13,21,0,0,0,0
2,7.2,3.7,49,43,1,1,0,0
0,11.2,4.8,2,33,1,0,0,0
1,11.1,1.0,2,52,1,1,0,0
2,0.9,5.1,13,60,0,0,0,0
2,1.2,6.3,8,22,0,1,0,0
2,5.1,5.1,16,40,0,0,4,0
0,18.7,2.4,44,55,0,0,0,1
2,18.1,2.0,3,41,0,1,0,0
0,12.9,0.1,19,40,0,1,1,0
1,1.8,4.9,27,39,1,1,2,0
2,19.1,6.8,41,61,1,0,0,1
1,1.8,6.0,39,53,0,0,1,0
2,10.4,0.8,48,25,0,1,0,0
2,12.6,5.9,55,48,1,0,1,0
2,14.3,4.2,8,37,1,0,0,0
1,18.5,0.7,45,55,1,1,0,1
1,7.2,4.6,29,27,1,0,0,0
1,7.8,0.5,21,36,0,1,2,0
2,11.1,0.2,13,24,0,0,1,0
0,5.4,5.1,11,32,1,1,0,0
2,11.2,5.7,2,44,1,0,1,0
0,7.3,2.5,14,43,1,1,0,0
2,18.6,0.9,25,23,1,1,1,1
0,6.5,3.0,55,41,1,0,0,0
2,12.9,4.0,58,18,0,0,2,0
1,8.0,3.9,40,38,0,0,3,0
1,19.7,5.0,59,34,1,1,1,0
2,17.9,6.0,6,59,1,1,3,0
2,6.7,6.8,53,22,0,1,1,0
2,0.6,3.3,26,18,1,0,1,0
2,6.3,2.1,21,29,1,1,1,0
2,10.1,2.2,12,64,0,1,1,0
0,7.1,1.5,6,41,0,1,0,0
1,13.3,4.5,32,53,0,0,0,0
1,7.0,3.0,27,34,1,1,1,0
0,6.9,4.7,31,35,0,1,1,0
0,18.0,1.5,30,50,1,1,1,1
0,6.2,4.4,31,57,1,0,1,1
2,12.0,6.2,13,19,1,0,0,0
1,10.6,5.9,28,20,0,0,0,0
1,5.5,6.8,30,56,1,0,0,0
1,3.4,3.4,33,57,1,0,1,0
1,7.4,1.0,13,54,0,1,0,0
0,6.7,1.8,53,43,0,1,0,0
0,7.5,5.7,59,52,1,1,1,1
2,16.3,3.0,7,20,1,1,1,0
0,10.9,5.0,1,29,1,1,2,0
2,19.5,4.8,25,42,0,1,1,1
1,6.4,4.7,59,23,0,1,0,0
2,5.3,0.2,44,21,1,0,1,0
0,1.4,4.7,34,18,1,1,1,0
1,17.3,4.3,60,65,1,1,3,1
1,9.8,2.0,9,41,1,1,3,0
2,6.3,0.2,35,60,1,1,3,0
0,1.0,2.7,12,41,1,1,0,0
2,12.6,3.8,51,38,1,0,1,0
2,6.3,5.2,21,20,1,1,1,0
2,13.2,6.0,39,46,1,1,0,0
2,2.7,6.5,22,37,0,1,1,0
1,10.6,1.6,45,63,1,0,0,0
1,3.2,1.5,60,30,0,0,0,0
1,13.3,3.2,48,30,0,1,0,0
2,14.9,2.2,13,18,0,1,1,0
1,16.1,0.8,2,45,0,1,0,0
2,16.0,6.8,35,42,1,0,2,1
0,17.6,4.8,1,18,1,1,0,0
0,17.3,5.1,2,54,0,0,0,0
0,16.3,5.5,17,21,0,0,0,0
2,5.4,0.7,40,30,1,0,1,0
2,17.6,6.2,18,32,1,0,2,0
2,10.0,4.6,34,47,0,0,0,0
0,3.1,1.5,48,53,1,0,1,1
1,16.3,3.2,48,46,1,0,0,1
2,16.3,2.2,24,34,0,1,3,1
1,9.0,6.5,11,64,1,0,0,0
1,14.4,3.4,30,40,0,1,3,0
1,2.6,6.4,28,36,0,0,1,0
1,2.9,2.2,1,47,0,1,2,0
2,8.3,6.3,14,47,0,0,0,0
0,5.1,5.2,30,29,1,0,1,0
1,17.4,6.5,53,62,1,1,2,1
2,17.4,1.6,42,58,0,1,1,1
0,3.2,2.3,33,38,1,1,1,0
1,6.6,6.3,50,62,0,0,2,0
1,9.3,0.1,54,42,0,1,1,0
2,2.9,0.9,8,55,0,0,1,0
0,2.8,0.3,1,36,1,0,1,0
2,9.8,5.6,48,48,1,1,1,0
2,12.3,6.8,4,18,0,0,4,0
1,3.8,5.0,25,64,1,0,2,0
2,3.5,6.4,44,64,1,1,2,0
2,14.1,6.5,8,39,1,0,0,0
1,18.4,4.9,53,57,0,1,1,1
0,0.5,4.3,52,63,1,1,2,1
0,15.4,2.5,12,29,1,0,0,0
2,0.7,3.4,40,40,0,1,1,0
1,18.8,3.6,58,57,1,0,0,1
2,7.3,6.6,11,32,0,1,1,0
1,15.5,0.2,29,55,1,0,0,1
2,10.7,6.2,48,46,1,1,1,0
2,7.7,1.1,8,64,1,1,1,0
2,8.0,5.0,44,27,0,1,0,0
2,13.9,3.9,11,56,0,0,1,0
2,17.7,0.2,31,34,1,0,0,1
2,16.3,0.6,33,38,0,1,2,1
1,7.2,1.3,33,24,1,1,0,0
1,15.4,2.5,41,31,1,1,1,0
1,3.8,0.2,6,54,0,1,1,0
2,0.5,2.7,7,25,0,0,1,0
2,13.9,0.3,21,34,1,0,1,0
1,2.1,5.3,31,47,0,0,2,0
2,8.4,5.8,56,50,1,0,2,0
0,16.5,3.9,10,39,1,1,0,0
2,8.0,1.2,58,31,0,1,0,0
2,1.5,4.8,14,41,0,1,2,0
1,0.8,0.9,36,62,0,0,0,0
2,18.2,6.7,29,58,0,1,2,1
2,16.5,1.1,25,19,1,0,0,1
0,13.3,4.7,51,37,1,0,0,0
1,0.7,5.2,19,38,1,1,1,0
0,15.4,3.9,55,63,1,1,1,1
2,8.9,0.4,17,54,1,1,0,0
1,2.1,5.9,3,65,1,1,0,0
0,15.2,5.6,29,53,0,1,2,1
1,14.0,4.9,36,51,0,0,1,0
0,4.6,1.2,5,18,1,1,1,0
0,6.8,0.9,51,52,1,1,1,1
1,19.3,4.4,12,63,0,1,0,1
1,2.8,1.0,19,35,0,0,1,0
0,16.4,5.5,33,34,1,1,1,0
2,13.2,2.4,36,24,1,1,2,0
1,4.9,1.0,43,64,0,0,0,0
0,11.6,2.0,54,38,0,1,1,0
1,11.7,1.5,31,42,1,1,0,0
2,1.4,2.6,28,62,1,0,2,0
2,13.9,4.5,8,62,1,0,1,0
0,1.5,5.0,53,20,1,1,0,0
1,11.4,5.9,4,31,1,0,1,0
0,1.4,4.1,26,22,1,0,3,0
2,15.8,3.9,45,43,0,1,1,1
1,19.4,1.3,24,39,1,0,1,0
0,1.8,0.6,6,52,1,0,0,0
1,17.6,6.6,7,62,0,0,0,1
2,15.8,2.1,43,54,0,1,0,1
0,8.5,2.1,8,51,0,1,0,0
0,3.9,6.9,38,18,1,0,2,0
0,15.0,0.1,48,52,1,0,0,1
2,14.8,6.5,7,32,1,1,1,0
0,13.4,0.9,38,45,1,1,0,0
1,6.6,3.7,49,57,0,0,0,0
2,9.4,0.5,50,40,0,1,1,0
2,0.7,0.2,58,18,1,0,0,0
2,7.1,4.0,30,40,0,1,0,0
1,10.0,3.4,32,47,0,1,0,0
0,5.5,1.7,23,54,0,0,1,1
2,11.5,4.0,30,19,1,1,3,0
2,5.7,5.6,54,36,0,0,1,0
2,13.1,4.7,25,61,1,1,1,0
0,11.8,1.9,21,33,0,0,1,0
2,17.3,4.3,35,34,1,1,0,1
0,4.3,1.8,45,48,0,1,0,1
2,15.3,3.8,45,29,1,1,0,1
2,17.5,3.0,27,63,0,1,1,1
0,1.3,3.5,28,22,0,0,0,0
2,8.6,3.8,28,31,1,1,2,0
2,7.3,2.1,3,35,1,0,0,0
1,0.9,3.2,6,60,0,1,3,0
2,15.6,6.1,15,50,1,0,0,0
0,17.6,6.1,44,37,1,0,0,0
0,15.4,0.9,24,35,1,0,1,0
1,14.6,4.7,10,39,1,1,1,0
0,7.4,3.9,53,39,0,0,2,0
0,5.3,4.8,33,24,1,1,3,0
2,10.2,1.4,46,58,0,0,1,0
1,2.5,3.8,1,29,0,0,0,0
1,13.0,5.8,13,58,0,0,2,0
0,12.4,5.2,28,24,0,1,0,0
1,18.1,6.7,35,51,1,0,1,1
2,18.2,6.0,29,51,0,1,3,1
0,19.3,5.5,30,53,1,0,0,1
0,1.8,5.6,24,25,0,0,0,0
2,14.6,2.8,53,34,1,1,2,0
2,6.6,2.8,13,34,1,1,1,0
1,14.7,1.4,57,58,1,1,0,0
2,11.4,6.3,14,51,0,1,1,0
2,19.7,3.9,51,46,0,1,2,1
2,9.7,6.9,58,34,0,0,0,0
2,2.8,0.5,17,45,0,1,1,0
0,12.7,5.7,17,50,0,1,0,0
0,9.1,0.2,34,28,1,1,1,0
2,7.0,4.8,48,31,1,1,0,0
1,12.3,1.9,58,18,0,0,2,0
1,17.0,6.2,19,42,1,0,0,0
2,5.2,3.2,57,56,0,0,1,0
2,13.7,3.8,35,29,1,0,0,0
2,14.8,4.3,41,59,1,1,3,0
2,19.3,5.9,48,65,0,1,2,1
2,4.7,5.8,41,37,0,0,1,0
1,10.5,5.5,42,38,1,1,2,0
2,14.2,5.6,9,45,0,0,1,0
0,1.5,4.3,35,19,1,1,1,0
2,17.5,0.7,35,46,1,1,4,1
0,7.2,1.3,38,52,1,1,1,1
2,13.7,4.8,37,42,0,1,0,0
2,8.4,1.4,24,65,1,1,1,0
2,18.0,3.3,52,35,0,1,2,1
1,16.2,0.4,42,35,0,0,1,0
2,9.6,0.4,48,52,0,1,1,0
0,19.0,0.4,37,20,1,0,0,0
2,15.5,1.2,9,51,0,1,1,0
1,8.9,3.5,57,56,1,1,0,0
2,17.8,2.9,55,53,1,0,1,1
0,10.8,5.4,10,60,1,1,1,0
0,11.4,3.1,58,35,0,1,2,0
2,2.6,4.2,34,40,0,1,1,0
2,17.9,1.7,2,38,0,1,1,0
0,8.1,6.1,17,40,1,1,0,0
2,9.9,4.0,43,35,0,1,0,0
1,19.8,6.0,53,60,0,1,1,1
1,16.6,1.7,12,33,1,0,0,0
2,2.7,6.9,54,40,1,0,0,0
2,15.6,1.8,48,26,0,0,0,1
1,5.1,4.6,2,45,1,1,0,0
2,3.7,1.1,10,60,1,0,2,0
1,16.5,0.4,56,18,0,0,1,0
2,11.0,4.4,8,22,0,1,1,0
0,9.7,6.1,18,32,0,0,1,0
2,2.6,0.5,18,59,1,1,0,0
2,2.3,3.8,60,29,0,0,1,0
1,8.3,6.0,39,49,0,0,1,0
2,18.8,5.0,39,46,0,1,4,1
1,4.8,4.2,11,53,0,0,1,0
0,14.6,4.6,6,63,0,0,0,0
2,10.9,4.8,22,64,1,1,0,0
2,11.3,6.4,31,56,1,1,0,0
1,19.0,1.8,37,32,0,1,2,0
0,17.3,5.8,14,49,0,1,0,0
1,17.1,5.0,50,59,0,0,4,1
1,1.5,1.4,48,55,0,0,0,0
0,19.8,5.7,40,18,1,0,0,0
2,18.9,1.3,50,32,1,1,0,1
1,2.6,0.9,11,62,0,1,1,0
0,11.2,3.7,24,47,0,1,0,1
0,1.0,0.0,51,55,0,1,0,1
2,2.6,6.1,26,34,0,1,0,0
1,17.4,2.2,19,62,1,1,0,1
2,1.3,3.0,37,53,1,0,1,0
1,5.5,2.1,56,30,0,1,1,0
1,10.1,5.7,25,60,1,0,0,0
2,5.6,3.0,56,47,1,1,0,0
1,18.7,4.7,36,43,0,1,2,0
2,6.8,1.2,54,44,1,0,2,0
2,14.4,0.4,32,51,1,1,1,0
0,15.6,4.1,21,64,1,1,1,1
1,1.5,3.8,48,46,0,1,1,0
2,8.0,4.5,31,26,0,1,0,0
0,4.3,5.6,9,33,0,1,0,0
1,5.5,2.6,34,45,1,1,0,0
