transaction_id,user_id,category,price,quantity,total_amount,payment_method,is_return,rating
303,2445,Clothing,422.01,1,1455.94,Online,0,2.0
3631,3162,Books,144.26,1,816.22,Card,0,3.0
3386,1915,Food,155.36,3,1630.31,Card,0,
3381,1211,Clothing,447.06,3,682.61,Online,0,2.0
4028,4048,Clothing,341.57,4,2499.23,Online,0,4.0
1701,1560,Books,124.87,3,2494.55,Online,0,1.0
779,3844,Other,478.48,2,1800.79,Card,0,5.0
846,4089,Food,126.42,4,2009.86,Online,0,
2276,2131,Clothing,411.67,2,1789.7,Card,0,5.0
1777,3898,Clothing,271.09,3,1897.54,Cash,0,5.0
2956,4464,Clothing,483.71,1,728.73,Cash,0,5.0
3654,4622,Electronics,442.2,5,99.37,Cash,0,5.0
1211,2206,Electronics,52.31,2,218.16,Card,0,2.0
1376,1718,Books,273.88,4,1032.98,Online,0,1.0
2532,4158,Electronics,189.91,1,582.07,Card,0,5.0
4981,4216,Electronics,167.84,2,782.07,Cash,1,5.0
329,1034,Clothing,80.92,1,1405.41,Online,0,5.0
540,2835,Other,183.28,1,884.34,Cash,0,2.0
1847,3324,Electronics,441.14,1,1648.25,Card,0,5.0
2962,2130,Books,495.9,5,450.4,Online,0,2.0
967,2587,Clothing,356.02,5,2490.3,Card,1,4.0
1091,4567,Electronics,351.2,5,596.46,Online,0,1.0
2192,2467,Other,41.4,1,1331.97,Card,0,2.0
15,3261,Clothing,52.21,3,1740.78,Card,0,3.0
1962,3087,Clothing,417.67,4,72.03,Cash,0,2.0
2777,1812,Electronics,292.1,1,1175.52,Cash,0,4.0
1507,4138,Electronics,295.37,1,1756.09,Online,0,1.0
4748,3884,Clothing,205.99,4,1579.83,Online,0,3.0
3761,1878,Books,281.51,4,2488.93,Card,0,4.0
1922,4827,Books,6.59,1,1491.46,Online,0,2.0
657,3965,Electronics,99.44,2,2284.66,Online,0,5.0
2306,2462,Electronics,482.7,2,2213.08,Online,0,4.0
508,3464,Books,173.85,2,1179.13,Card,0,3.0
2444,2345,Electronics,199.69,1,1514.19,Online,0,4.0
4338,3411,Books,430.28,4,1149.11,Online,0,2.0
3027,4633,Food,444.26,1,1866.75,Card,0,1.0
4626,2043,Electronics,163.08,2,424.84,Cash,1,
3362,1827,Food,190.35,500,664.84,Card,0,
805,2252,Food,322.01,3,2395.71,Cash,0,3.0
2918,4042,Electronics,452.02,2,2446.59,Card,0,2.0
4459,4824,Books,367.38,3,1197.38,Online,0,2.0
1219,3126,Clothing,262.35,2,1036.74,Online,0,3.0
4394,1830,Clothing,244.35,2,456.44,Card,1,
2900,1343,Books,19.78,2,685.28,Online,0,2.0
143,1357,Books,420.64,3,532.31,Card,1,1.0
1774,2329,Clothing,48.2,1,505.19,Online,0,1.0
4289,4929,Electronics,335.38,4,492.88,Card,0,1.0
1157,2926,Books,250.72,3,2420.41,Cash,0,3.0
3807,2765,Other,238.6,3,1911.64,Cash,0,2.0
4,4068,Other,118.61,4,1442.68,Card,0,2.0
1800,4689,Clothing,130.07,3,502.12,Card,0,1.0
2190,3823,Clothing,13.69,4,1061.87,Online,0,5.0
452,1210,Clothing,35.65,1,1641.15,Online,0,4.0
927,2386,Food,114.44,2,1857.36,Card,0,5.0
2424,1313,Clothing,443.39,1,391.67,Card,0,5.0
4014,1843,Books,352.16,5,1126.81,Online,0,5.0
3615,4977,Clothing,205.15,1,64.77,Cash,0,3.0
2939,1822,Clothing,203.45,1,1390.33,Online,0,2.0
4527,4996,Electronics,128.58,1,2301.02,Online,1,
3939,4976,Food,421.12,1,668.37,Card,0,
4103,4719,Books,256.88,5,433.32,Cash,0,3.0
4814,4385,Clothing,48.28,4,1875.59,Card,0,2.0
21,3391,Electronics,412.32,3,2219.32,Card,0,5.0
2176,1376,Food,377.02,5,2385.92,Card,0,
3945,1573,Food,335.44,5,844.94,Online,0,2.0
2625,3892,Other,89.46,2,1710.67,Online,0,5.0
3457,2532,Electronics,58.47,5,2358.59,Online,0,4.0
935,4557,Other,372.65,1,1257.74,Card,0,5.0
1094,2440,Other,383.3,3,1450.83,Cash,0,4.0
4167,1954,Electronics,456.54,4,778.47,Cash,0,5.0
3233,2644,Clothing,325.94,4,721.9,Card,0,1.0
3634,1387,Electronics,278.2,5,317.04,Cash,0,1.0
494,4516,Electronics,183.14,1,477.73,Cash,0,2.0
3594,2737,Electronics,247.11,2,155.31,Card,0,3.0
4880,3412,Other,95.09,2,107.55,Online,0,5.0
4852,1020,Electronics,56.24,3,702.85,Online,0,1.0
1236,3322,Clothing,287.61,2,1213.18,Card,0,2.0
4638,1252,Food,350.54,5,16.69,Cash,0,4.0
1988,3851,Clothing,89.6,2,539.17,Card,0,2.0
4171,3066,Clothing,315.78,2,2416.77,Card,0,3.0
343,1852,Clothing,467.56,5,109.09,Cash,0,5.0
4293,4263,Food,226.54,5,951.83,Cash,0,
2211,4660,Clothing,127.84,1,349.58,Online,0,3.0
103,2349,Food,389.89,3,944.06,Online,0,4.0
331,4540,Books,294.76,3,806.56,Online,0,3.0
1251,1768,Electronics,15.16,1,211.28,Cash,0,4.0
3536,3782,Electronics,31.38,5,1712.22,Card,0,2.0
459,2413,Books,86.79,1,1916.48,Card,0,5.0
2940,3044,Clothing,214.29,4,845.03,Card,0,2.0
841,1672,Electronics,249.05,1,2006.16,Cash,0,3.0
3742,4462,Food,147.19,5,1856.63,Card,0,
3568,3680,Other,23.42,5,717.39,Cash,1,
4048,2616,Food,366.37,4,1614.56,Cash,0,
821,3016,Electronics,268.6,5,2206.64,Card,0,2.0
1908,1241,Clothing,355.34,4,1371.55,Cash,0,2.0
3877,4739,Other,194.68,2,108.31,Card,0,5.0
1047,3857,Books,359.74,3,1149.87,Online,0,3.0
1924,4395,Electronics,279.64,5,2466.76,Card,0,4.0
4462,3472,Electronics,407.12,5,620.63,Cash,0,4.0
1787,3108,Clothing,69.73,2,2338.54,Card,0,3.0
2350,4396,Food,37.73,4,2363.41,Card,1,5.0
903,3757,Electronics,85.57,2,1193.95,Card,0,2.0
14,4142,Clothing,14.99,2,611.37,Online,1,
348,4058,Electronics,350.0,1,770.38,Card,0,2.0
2379,3182,Other,468.16,5,2246.14,Card,0,5.0
479,2510,Food,379.68,4,1563.47,Card,0,
3664,2282,Electronics,376.76,1,1991.34,Card,0,3.0
430,3724,Electronics,39.93,2,2063.93,Cash,1,
1160,3055,Other,443.75,1,1249.91,Cash,0,2.0
3518,4256,Electronics,422.91,5,510.92,Online,0,5.0
4044,4225,Food,60.28,2,1860.42,Online,0,
20,2194,Clothing,431.19,1,1534.61,Card,1,
3347,3542,Electronics,275.56,4,1916.17,Cash,0,5.0
2370,2144,Clothing,52.56,4,595.35,Card,0,1.0
2206,1511,Other,192.72,4,379.66,Online,0,5.0
1893,4604,Clothing,340.88,1,636.63,Card,0,3.0
1832,2926,Clothing,104.14,5,307.11,Online,0,5.0
1229,1762,Clothing,143.06,1,2304.13,Online,0,2.0
3633,2658,Electronics,162.95,3,1129.5,Cash,0,5.0
1517,2060,Clothing,402.61,2,216.11,Online,0,1.0
2220,2108,Food,376.44,3,608.92,Cash,1,1.0
1939,4565,Electronics,435.42,2,1771.3,Cash,1,2.0
1419,3847,Electronics,302.14,5,824.28,Cash,0,4.0
2209,1302,Clothing,395.23,4,2459.23,Card,0,2.0
2718,4140,Food,394.61,1,403.72,Card,0,5.0
1213,1577,Clothing,131.98,1,86.79,Card,0,4.0
4938,4491,Clothing,168.93,2,1915.5,Cash,0,4.0
4821,2518,Food,270.38,1,272.7,Cash,0,
787,2249,Electronics,97.46,2,369.25,Card,0,2.0
3505,1592,Electronics,144.17,3,2415.52,Card,0,2.0
1867,1198,Books,166.24,4,1214.52,Cash,0,1.0
4369,4911,Food,460.68,2,1299.08,Cash,0,2.0
3017,1980,Other,395.24,1,1246.26,Card,0,5.0
3055,2693,Food,315.96,3,997.79,Cash,0,2.0
788,4995,Electronics,426.2,1,173.69,Online,1,
2551,1758,Books,311.83,4,1119.62,Card,0,1.0
2596,1717,Other,473.93,5,1974.0,Cash,0,3.0
1977,2271,Clothing,59.76,2,7.55,Cash,0,3.0
4844,2474,Clothing,411.36,1,742.29,Online,0,4.0
3495,2731,Food,369.56,1,837.53,Cash,0,1.0
4238,3087,Other,267.9,2,514.03,Cash,0,5.0
3122,1596,Food,348.21,4,1286.54,Card,0,3.0
1305,4183,Other,425.4,4,259.18,Card,0,3.0
98,3413,Electronics,288.99,5,1919.48,Online,0,2.0
1603,1643,Electronics,136.17,3,1132.85,Cash,1,
3944,4295,Electronics,308.84,4,1181.81,Cash,0,4.0
855,1485,Food,436.33,1,1281.48,Online,0,5.0
2372,2463,Other,455.45,1,2387.71,Online,0,1.0
4904,2578,Food,394.39,1,2082.45,Cash,0,
806,1937,Other,220.51,5,1903.88,Cash,0,2.0
676,2404,Food,324.37,3,795.75,Card,0,
3169,2724,Books,454.87,5,1887.49,Online,0,1.0
4227,1357,Electronics,435.6,2,1590.23,Online,0,5.0
2299,1237,Clothing,252.5,3,2034.91,Card,0,2.0
2140,1271,Other,319.02,1,933.51,Card,0,4.0
730,4762,Clothing,409.91,2,2098.98,Cash,0,4.0
4899,4537,Clothing,47.85,4,1289.91,Online,0,5.0
4545,2313,Electronics,228.57,5,1647.9,Card,0,4.0
919,3678,Clothing,493.85,1,1346.36,Online,0,1.0
3223,1993,Other,282.63,4,1867.09,Cash,0,3.0
3956,4351,Books,92.35,3,1583.43,Online,0,3.0
2042,1841,Food,185.4,5,2473.9,Online,0,
3993,3508,Clothing,179.72,3,1473.09,Card,0,5.0
4436,2344,Food,429.22,4,174.68,Card,0,3.0
4283,3405,Books,206.91,1,49.73,Card,0,1.0
3394,2733,Books,357.86,5,1909.41,Online,1,
3994,4606,Food,14.96,4,2301.19,Cash,0,
717,1696,Electronics,150.68,2,316.39,Online,0,1.0
2559,1355,Books,200.72,1,653.15,Online,0,5.0
4208,4741,Electronics,461.06,1,903.54,Cash,0,1.0
1781,1523,Food,356.0,4,1771.76,Online,0,3.0
1925,2070,Clothing,133.58,4,1993.07,Card,1,
2104,2941,Other,103.94,3,1731.77,Cash,0,2.0
308,1226,Clothing,101.84,4,469.49,Card,0,4.0
3878,3032,Food,283.17,4,145.45,Card,0,3.0
2309,4904,Food,435.87,2,2219.78,Card,0,5.0
1344,3006,Books,373.82,5,2133.22,Cash,0,3.0
4483,4689,Food,275.17,5,1890.28,Card,0,
3893,2908,Books,336.37,1,2408.05,Cash,0,5.0
753,1819,Electronics,287.36,3,1255.39,Online,0,4.0
3592,4484,Books,8.7,2,1774.51,Cash,0,1.0
4195,4626,Electronics,49.86,1,73.79,Online,0,5.0
1782,1654,Clothing,180.88,4,1430.84,Card,0,5.0
1011,4890,Clothing,158.88,3,83.65,Cash,0,5.0
4281,1554,Food,479.06,1,523.09,Card,0,
4833,2635,Books,177.11,2,815.83,Online,0,5.0
235,3963,Other,110.12,1,300.69,Online,0,4.0
3958,2220,Other,448.36,1,1996.1,Online,0,4.0
2812,4086,Clothing,338.58,5,2316.74,Online,0,4.0
1151,2540,Books,334.29,1,2394.77,Cash,0,5.0
1001,4850,Electronics,475.04,3,814.01,Online,0,4.0
2534,2273,Food,490.06,1,1418.64,Card,0,3.0
3136,2804,Other,303.44,3,693.22,Online,0,1.0
3822,3377,Other,474.44,4,1039.03,Card,0,5.0
709,2094,Electronics,59.21,3,1025.84,Card,0,5.0
4129,3051,Other,37.56,1,831.21,Cash,0,1.0
975,4743,Food,154.09,1,965.89,Card,0,
59,2814,Food,251.58,4,1030.51,Online,0,
1896,3473,Food,38.45,2,1702.75,Cash,0,3.0
4530,1906,Books,117.2,4,2291.33,Online,0,1.0
4822,4483,Electronics,411.16,2,1715.59,Online,0,4.0
4747,3790,Clothing,332.25,1,1711.55,Card,0,5.0
33,4112,Electronics,195.5,2,1866.17,Online,0,5.0
853,4013,Food,261.59,4,1657.18,Online,0,
2255,3734,Clothing,190.52,5,2359.06,Online,0,5.0
11,4042,Electronics,22.39,5,2113.47,Card,0,4.0
3194,2205,Clothing,326.8,2,728.98,Online,0,2.0
44,1941,Other,477.52,4,1010.3,Online,0,2.0
439,3985,Books,32.19,5,897.3,Online,0,1.0
3786,1238,Food,327.58,5,752.63,Online,0,1.0
1958,1209,Electronics,129.28,1,1565.61,Card,0,1.0
4797,3342,Other,75.34,5,1653.56,Online,0,5.0
2278,2114,Clothing,125.27,4,764.04,Online,1,
2134,1283,Food,94.92,4,210.76,Cash,0,
215,2777,Clothing,384.05,3,1401.29,Cash,0,2.0
708,3181,Electronics,150.55,1,2443.75,Card,0,4.0
3532,1446,Electronics,341.57,4,432.56,Cash,0,4.0
3311,1927,Clothing,199.15,1,664.16,Card,0,1.0
2476,1421,Clothing,128.95,1,2310.09,Online,0,2.0
876,1027,Clothing,85.01,4,584.23,Online,0,2.0
1877,1011,Food,110.46,3,467.35,Card,0,3.0
2216,3271,Other,12.15,2,776.68,Card,0,2.0
2570,2322,Books,152.51,4,1886.73,Card,0,5.0
4623,3160,Clothing,278.47,3,477.78,Card,0,4.0
850,3505,Books,366.27,1,290.4,Online,0,5.0
1990,2965,Other,258.63,1,835.62,Cash,0,3.0
3573,1272,Clothing,352.9,3,1105.21,Card,1,4.0
760,1837,Other,267.32,2,767.24,Cash,0,3.0
1801,3386,Clothing,32.3,3,2347.62,Cash,0,4.0
1775,1437,Clothing,227.08,4,1678.92,Cash,0,4.0
43,4778,Clothing,325.6,5,1810.0,Online,0,2.0
3719,3591,Food,238.07,4,941.91,Card,0,
2809,3077,Clothing,497.18,5,1256.15,Card,0,3.0
2417,1686,Other,457.42,1,1042.93,Card,0,2.0
4345,1130,Clothing,434.76,5,730.89,Card,0,2.0
502,2348,Clothing,466.18,1,578.35,Online,0,2.0
3921,1862,Food,160.59,5,1101.64,Cash,0,4.0
3489,4289,Books,234.86,1,614.01,Cash,1,1.0
1063,3693,Other,58.97,1,1461.98,Online,0,2.0
3450,3632,Electronics,219.91,3,599.43,Card,0,1.0
789,2951,Other,331.85,1,1175.95,Cash,0,2.0
734,1359,Other,373.12,4,555.68,Cash,0,5.0
960,3686,Other,455.84,5,1271.64,Card,0,1.0
647,1785,Clothing,34.54,2,1267.37,Online,0,4.0
4929,4416,Other,230.23,2,1123.95,Online,0,4.0
4755,3661,Electronics,232.93,1,391.09,Card,0,4.0
3758,2307,Other,86.65,5,2083.47,Cash,0,5.0
388,3810,Food,7.21,1,1442.59,Online,0,
4842,3637,Books,57.54,3,146.85,Cash,0,4.0
3982,4892,Other,381.14,2,70.78,Card,0,2.0
564,2734,Clothing,111.2,3,2102.0,Cash,0,3.0
3968,1303,Food,59.97,3,1768.39,Online,0,
4186,4698,Food,94.69,4,507.66,Cash,0,
3146,2336,Food,279.66,5,93.91,Card,0,4.0
2975,3052,Food,319.88,4,522.33,Cash,0,
492,4112,Books,5.71,3,400.99,Card,1,
3368,1198,Clothing,271.47,1,2255.21,Online,0,3.0
3093,3720,Electronics,342.85,2,640.64,Card,0,2.0
2404,2460,Food,498.33,4,2276.09,Cash,0,2.0
311,1816,Food,418.87,3,1547.92,Online,0,
52,4558,Electronics,328.29,5,1600.87,Cash,0,4.0
4735,3348,Books,158.26,2,2305.84,Cash,0,3.0
4425,4257,Other,115.29,2,376.75,Online,0,3.0
2382,4812,Electronics,254.9,3,2275.41,Online,0,2.0
223,1894,Electronics,175.36,5,1380.62,Online,0,4.0
4832,1381,Other,57.29,1,314.87,Card,0,3.0
3412,1239,Electronics,292.48,5,716.66,Card,0,1.0
4740,3163,Electronics,200.63,5,1369.1,Card,0,4.0
3716,3206,Food,461.01,3,1010.23,Online,1,5.0
123,2255,Books,178.68,1,1615.82,Card,0,3.0
2567,3552,Books,385.8,3,799.71,Cash,0,5.0
4341,2989,Books,71.2,4,1627.09,Card,0,3.0
1317,1595,Clothing,285.56,5,1111.93,Online,0,4.0
1503,1234,Books,157.92,1,1015.31,Card,0,4.0
3903,2582,Clothing,352.58,1,690.95,Card,0,5.0
3246,2040,Clothing,483.98,4,1730.56,Cash,0,5.0
2051,4761,Clothing,36.05,4,1160.91,Cash,0,3.0
3845,2934,Food,282.15,2,1239.41,Online,0,1.0
4963,1065,Other,435.66,4,1072.53,Card,0,2.0
4733,2540,Food,247.58,2,1365.52,Card,0,
2433,3423,Clothing,158.9,5,1529.15,Card,0,3.0
3992,3539,Books,442.53,5,1122.18,Online,0,3.0
1412,1835,Clothing,71.75,4,1695.87,Online,0,3.0
3889,1156,Clothing,193.55,4,1197.62,Cash,0,5.0
2462,3259,Food,329.34,1,902.84,Card,0,1.0
2478,3783,Books,125.36,1,782.76,Online,0,1.0
4758,3351,Food,158.91,4,1164.79,Card,1,5.0
412,3957,Electronics,347.25,2,287.77,Cash,0,1.0
3665,3804,Electronics,439.14,3,1253.56,Card,0,2.0
3546,4694,Books,464.08,1,2444.53,Online,0,1.0
3068,4643,Electronics,313.07,4,141.15,Online,0,1.0
2147,2645,Clothing,94.5,1,1025.01,Online,0,2.0
242,4630,Books,160.74,3,1210.32,Card,0,4.0
443,3118,Electronics,141.32,2,2193.81,Cash,0,4.0
4231,2328,Electronics,178.07,2,582.0,Cash,0,2.0
4215,2494,Other,148.31,5,392.04,Online,0,4.0
3011,1524,Clothing,160.53,3,1462.7,Cash,0,5.0
4678,4755,Food,5.28,4,1801.91,Online,0,1.0
1549,3482,Other,88.17,4,1558.61,Card,0,3.0
554,1370,Clothing,88.74,2,228.57,Online,0,1.0
1929,4784,Food,18.7,1,1838.21,Online,0,5.0
3256,4739,Electronics,247.51,5,519.19,Cash,0,1.0
4629,4814,Food,252.54,1,1883.13,Cash,0,4.0
3240,4724,Food,294.9,3,1550.21,Card,0,
401,1978,Electronics,394.55,5,1223.04,Card,0,2.0
2947,4646,Electronics,441.41,4,1791.73,Cash,0,1.0
2246,2951,Books,424.55,2,1306.83,Cash,1,
1408,4487,Electronics,267.97,5,498.2,Online,0,1.0
2968,2761,Clothing,81.43,1,176.23,Card,0,1.0
1733,4388,Other,67.73,1,1482.63,Card,0,1.0
3033,1252,Books,294.18,1,125.79,Cash,0,4.0
3508,3723,Other,56.58,3,1021.37,Cash,0,1.0
3715,4942,Clothing,271.81,3,1447.46,Cash,0,3.0
2705,3572,Other,280.5,4,1242.14,Online,0,2.0
2846,4478,Electronics,89.9,1,162.61,Online,0,3.0
125,4399,Clothing,456.7,3,705.5,Card,0,5.0
158,4766,Clothing,211.34,3,1134.92,Online,1,1.0
4864,3648,Food,448.06,5,1778.51,Online,0,
1905,1553,Clothing,268.67,5,1902.71,Online,0,3.0
904,4573,Electronics,340.77,2,646.79,Cash,0,5.0
951,3020,Other,470.31,5,2020.37,Cash,0,1.0
232,1578,Electronics,491.77,5,2030.94,Card,0,5.0
3751,1916,Food,120.12,2,1328.5,Cash,0,
3156,2887,Food,109.82,1,737.49,Online,0,
57,3388,Books,61.61,2,1199.27,Cash,0,1.0
2030,2840,Clothing,58.43,3,419.0,Online,0,3.0
980,4468,Electronics,151.65,2,1749.28,Card,0,1.0
1720,2189,Electronics,357.51,1,1655.49,Online,1,5.0
2244,1260,Food,332.01,3,50.36,Online,0,
3912,3869,Other,377.8,4,2372.28,Cash,0,2.0
3197,3277,Clothing,280.51,2,1179.38,Online,0,5.0
3421,1401,Clothing,339.84,4,934.68,Card,1,4.0
1516,2587,Books,94.94,1,2111.27,Card,0,5.0
1828,4932,Clothing,338.64,1,1938.75,Online,0,1.0
2897,4003,Electronics,116.02,4,1122.57,Cash,0,3.0
34,3417,Clothing,135.19,3,2281.58,Cash,0,4.0
152,4889,Other,10.14,5,1207.48,Card,0,5.0
4577,4432,Food,347.43,4,995.68,Online,0,
4468,1794,Electronics,357.4,4,1190.33,Card,0,5.0
4557,2788,Clothing,74.5,4,953.76,Card,0,3.0
3669,2885,Clothing,312.16,2,1853.42,Card,0,5.0
1509,2063,Books,442.99,5,2161.31,Card,0,2.0
3610,4283,Clothing,325.01,1,2226.5,Card,0,1.0
39,1449,Other,444.02,2,1319.55,Online,0,4.0
885,4829,Clothing,246.57,5,2498.9,Online,1,
1786,4189,Other,63.51,5,2328.18,Online,0,2.0
3221,3240,Electronics,289.39,3,2252.78,Online,0,3.0
1427,3419,Electronics,165.58,5,2154.46,Cash,0,5.0
3486,4798,Other,327.89,5,1090.59,Card,0,3.0
433,4470,Other,172.54,2,879.26,Online,0,3.0
66,2196,Clothing,348.18,1,81.96,Online,0,2.0
2701,4975,Other,194.18,5,281.34,Online,0,1.0
4201,4302,Food,488.7,1,84.85,Card,1,4.0
4991,2044,Books,312.47,3,958.59,Card,1,
4395,1037,Clothing,194.56,5,705.02,Card,0,2.0
1792,2052,Clothing,366.0,4,1816.95,Card,0,5.0
312,2990,Clothing,171.31,1,123.29,Online,0,3.0
4526,4385,Food,331.23,3,1455.07,Card,0,
1482,3260,Other,251.79,5,996.01,Card,0,2.0
1732,2402,Books,49.53,5,1382.75,Online,0,4.0
2447,4225,Clothing,373.16,5,898.48,Card,0,1.0
1550,3729,Clothing,136.82,1,782.04,Card,0,3.0
3131,3071,Electronics,193.95,3,2268.64,Online,0,4.0
1449,1918,Books,68.72,2,1273.06,Cash,0,5.0
2803,1828,Food,346.54,3,2361.84,Card,0,4.0
3858,2253,Other,56.29,2,1343.8,Online,0,3.0
1841,4765,Food,323.6,1,1253.85,Card,0,
3805,4541,Electronics,380.83,3,2147.49,Card,0,3.0
3312,2028,Clothing,41.44,4,150000.0,Online,0,5.0
4212,2032,Clothing,291.82,2,1944.96,Online,0,5.0
4110,1607,Other,50.52,3,1237.85,Cash,0,3.0
1752,1215,Food,387.45,4,1238.39,Cash,0,2.0
1551,1724,Clothing,447.91,4,1583.78,Cash,0,1.0
2824,1262,Clothing,88.92,3,918.43,Online,0,1.0
4274,3572,Other,209.58,1,402.3,Card,0,3.0
499,1035,Clothing,107.35,2,1647.07,Cash,0,5.0
865,1984,Electronics,262.75,1,2384.59,Card,0,3.0
596,1792,Food,463.69,5,2425.8,Online,0,3.0
4560,1112,Clothing,114.57,2,2271.37,Online,0,3.0
3766,1117,Electronics,156.8,3,1918.87,Cash,0,5.0
1581,1831,Clothing,386.83,3,1700.43,Cash,1,
122,2388,Books,406.61,4,1479.87,Card,0,5.0
1425,2617,Electronics,378.19,4,991.76,Cash,0,1.0
1358,4224,Books,328.53,2,1033.72,Card,0,5.0
565,1816,Clothing,74.92,4,1750.26,Cash,0,5.0
764,2922,Clothing,482.61,2,2353.66,Online,0,5.0
3917,1461,Electronics,78.15,2,2178.83,Online,0,5.0
2607,4250,Food,60.39,4,1258.12,Card,0,
2859,4120,Other,219.62,3,2219.77,Cash,0,5.0
3295,3880,Books,370.07,3,1076.97,Online,0,5.0
1104,4057,Other,45.95,4,257.79,Online,0,1.0
1455,4271,Books,147.66,5,1370.94,Cash,0,4.0
489,1050,Clothing,299.05,2,1617.92,Online,0,5.0
4094,3030,Food,229.45,1,2027.49,Online,0,4.0
1795,4688,Other,105.18,4,1684.17,Cash,0,2.0
4715,3109,Books,181.25,5,1383.51,Card,1,
641,3164,Books,29.21,3,1162.2,Cash,0,2.0
1812,4114,Other,125.3,2,147.9,Online,0,4.0
3619,2746,Clothing,233.18,3,1878.39,Card,0,3.0
532,4386,Food,482.79,4,264.94,Card,0,
198,4756,Clothing,58.15,4,966.04,Online,0,5.0
3106,2631,Books,150.6,2,56.22,Card,1,
127,1681,Clothing,49.9,1,298.64,Card,0,1.0
807,4066,Books,430.86,1,2018.61,Cash,0,4.0
4058,4070,Electronics,11.08,2,532.04,Cash,0,4.0
1024,4572,Food,51.12,5,2091.6,Online,0,
2107,4270,Food,383.47,5,1609.07,Cash,1,
745,3297,Clothing,82.32,2,188.8,Card,0,3.0
3416,1278,Clothing,359.89,2,2205.52,Online,0,2.0
808,3995,Books,167.83,1,560.77,Online,0,2.0
1045,2372,Food,105.74,3,714.33,Card,0,
2732,3139,Clothing,332.24,5,1519.7,Online,0,1.0
325,1266,Clothing,97.79,2,1958.49,Online,0,3.0
2805,4451,Books,100.06,4,1423.81,Cash,0,3.0
4512,2730,Electronics,135.92,2,568.63,Card,1,
3286,3419,Clothing,210.38,2,2308.38,Online,0,4.0
1601,4640,Clothing,365.64,2,1764.11,Card,0,4.0
2683,4668,Clothing,12.31,1,1635.28,Online,0,1.0
3126,1548,Clothing,439.98,1,957.36,Cash,1,
249,4492,Electronics,498.31,5,942.85,Card,1,3.0
3230,2724,Books,261.5,2,819.49,Card,0,2.0
3581,4576,Food,179.04,2,936.83,Cash,0,
281,3668,Clothing,466.89,1,1975.6,Online,0,5.0
4619,1117,Electronics,396.69,5,2157.7,Cash,0,3.0
4136,3459,Clothing,264.47,2,2217.61,Card,0,3.0
3874,1260,Electronics,101.6,2,1443.51,Cash,0,4.0
4420,3959,Other,271.07,5,69.2,Card,0,1.0
4887,1008,Books,435.67,4,1330.81,Card,0,5.0
4278,3406,Food,349.63,5,1003.07,Online,0,
4133,1430,Food,296.45,5,508.56,Cash,0,2.0
1753,3517,Other,244.24,3,1568.78,Cash,0,3.0
2076,3228,Clothing,139.84,2,987.46,Cash,0,4.0
2685,1654,Other,120.06,3,1350.99,Card,0,2.0
3687,4534,Clothing,324.18,5,2177.77,Card,0,1.0
3765,1702,Clothing,56.97,5,155.64,Card,0,3.0
2270,2488,Clothing,199.78,3,1907.58,Cash,1,3.0
4829,1814,Electronics,264.85,4,2396.61,Card,0,3.0
858,3938,Clothing,441.83,4,1272.14,Cash,0,4.0
751,3870,Clothing,139.03,2,13.15,Online,0,1.0
65,4815,Books,220.51,2,2175.68,Card,0,4.0
436,2424,Food,141.78,5,1832.03,Online,0,5.0
4024,1228,Clothing,383.15,1,1043.03,Online,0,1.0
2254,4294,Clothing,38.11,1,2306.06,Card,0,4.0
203,4211,Clothing,407.92,3,492.42,Online,0,4.0
1268,3816,Other,8.54,2,2114.39,Card,0,3.0
221,1988,Clothing,228.38,5,2251.29,Card,0,5.0
727,2402,Other,13.92,2,1313.77,Card,0,4.0
1244,3206,Clothing,28.05,4,434.24,Cash,0,4.0
1617,4942,Clothing,354.87,4,1680.45,Online,0,1.0
3898,4890,Clothing,280.46,5,1165.92,Card,0,4.0
4051,1668,Other,348.44,2,1389.37,Cash,1,
4453,3024,Clothing,476.49,5,1945.73,Cash,0,5.0
1262,4256,Electronics,393.89,2,956.64,Card,0,3.0
966,2242,Books,486.83,5,318.13,Online,0,5.0
1338,1744,Food,52.96,5,473.76,Card,0,
168,4492,Books,57.17,4,868.0,Cash,0,2.0
4934,1760,Clothing,298.98,3,313.38,Online,0,1.0
4254,1029,Food,25.06,4,833.37,Cash,0,3.0
571,1863,Other,340.42,1,811.82,Online,0,2.0
3555,3499,Other,81.09,5,673.35,Card,0,3.0
1340,2904,Books,71.41,1,2171.42,Cash,0,3.0
2541,2004,Clothing,400.48,3,1711.13,Card,0,3.0
3102,2568,Books,449.26,5,1420.0,Online,1,
3899,1058,Other,179.7,3,1630.28,Card,0,2.0
1170,1496,Clothing,394.5,4,2192.57,Online,1,2.0
2312,2221,Books,24.71,4,750.79,Cash,0,5.0
1004,2481,Books,361.14,2,720.65,Card,0,5.0
292,2416,Clothing,339.87,5,1522.11,Cash,0,4.0
1684,2852,Food,10.77,3,669.5,Cash,0,2.0
4932,1659,Other,149.55,1,1539.41,Card,0,4.0
4591,2631,Books,219.91,5,909.89,Cash,0,4.0
2450,4466,Clothing,251.12,4,2044.62,Online,0,3.0
2266,4568,Food,115.68,4,2426.82,Online,0,4.0
3088,3355,Clothing,331.81,2,400.18,Card,0,1.0
1619,4836,Other,346.82,2,1403.31,Cash,0,1.0
3260,2676,Electronics,468.9,5,2223.8,Cash,0,2.0
2137,2994,Clothing,57.34,1,2026.15,Online,0,1.0
