client_id,age,gender,membership_type,monthly_fee,avg_visits_per_week,trainer_rating,avg_session_duration,weight_change_kg,member_satisfaction
UNO6Z,34,male,vip,5828.46,0.5,junior,66.0,-1.4,7.0
KZF2P,43,female,morning,1643.61,7.6,elite,67.0,,7.0
QDQXR,53,male,day,1584.23,2.1,junior,57.0,-6.6,5.0
A6428,38,female,morning,1632.15,2.9,junior,76.0,2.3,7.0
4V2Z9,19,female,day,1753.57,3.3,junior,52.0,-0.2,7.0
LPNQN,33,female,vip,6511.74,0.8,mid,55.0,0.8,7.0
3LWAD,44,female,day,2286.52,2.6,mid,36.0,-3.4,8.0
MUN0U,20,female,day,1864.36,6.2,senior,38.0,0.8,8.0
0ED9Z,28,female,day,1836.66,3.5,mid,44.0,-1.0,7.0
QVDMD,31,male,full,3442.92,4.4,senior,74.0,,6.0
EB4DT,64,male,day,2200.27,2.5,senior,57.0,,8.0
N0OB8,52,male,vip,5864.28,3.1,mid,,-3.2,7.0
P6H4L,38,female,morning,1308.57,4.8,elite,67.0,-8.1,9.0
CGQFG,51,female,morning,1509.54,2.1,mid,29.0,-3.1,7.0
5ILRS,42,male,full,3205.91,3.2,senior,65.0,-0.8,5.0
9QKQA,40,male,morning,1524.38,2.3,junior,37.0,1.7,5.0
T8GEU,49,female,vip,6328.75,3.4,senior,55.0,0.8,6.0
LQHRI,36,male,morning,1362.92,4.5,senior,59.0,,8.0
FV7CJ,21,male,vip,4628.77,1.2,junior,55.0,-2.5,6.0
K8RNS,44,female,day,2201.7,5.7,senior,37.0,-1.1,
6JRWR,33,male,day,1422.32,3.3,mid,58.0,,7.0
SMO2E,47,female,day,2104.34,5.8,senior,36.0,,9.0
BBL3Q,16,female,day,1967.33,3.2,junior,54.0,-3.3,6.0
PY0PV,43,female,day,1895.56,4.1,mid,44.0,,7.0
EMQLZ,36,female,vip,5868.62,2.4,mid,,,8.0
9PE36,32,male,morning,1575.67,4.1,elite,40.0,-2.1,7.0
HO0QL,34,male,full,2189.15,4.0,senior,93.0,1.5,7.0
RXPGE,45,male,day,1946.94,13.2,junior,43.0,-5.8,7.0
LGCRZ,37,male,full,3376.66,3.4,junior,39.0,,4.0
H5V8F,41,male,day,1786.92,2.3,junior,38.0,-6.5,6.0
WNQPR,31,female,vip,6606.77,1.3,mid,56.0,,
P8X5H,33,female,full,3258.51,5.3,mid,55.0,-2.2,5.0
JGRBW,46,male,full,2996.27,2.5,mid,54.0,-3.5,6.0
9EPJ5,16,female,full,3303.09,3.1,mid,52.0,,7.0
HLRBH,30,female,day,1848.91,6.3,senior,38.0,,7.0
MSS6A,42,male,full,3059.74,3.4,mid,70.0,,
AWC7F,26,female,morning,1408.75,4.4,mid,62.0,,6.0
8BA0I,50,female,vip,5975.23,3.4,senior,41.0,-2.5,6.0
AUTSN,23,female,day,2207.3,5.1,mid,41.0,-2.6,5.0
EDN88,28,female,day,2028.81,10.3,mid,60.0,-0.7,8.0
3ZLG6,25,female,full,3572.83,3.8,junior,50.0,,6.0
DTO7J,48,male,day,2169.56,5.0,senior,58.0,,6.0
CIJBD,42,male,morning,1757.96,2.5,senior,59.0,-2.0,7.0
PQN2Y,51,female,full,3605.19,3.7,senior,57.0,-2.6,7.0
UPRO0,24,female,morning,1439.24,5.2,mid,64.0,-1.1,9.0
DLRNI,21,female,day,2219.41,1.3,mid,68.0,,8.0
092MD,31,female,morning,1372.05,3.7,mid,33.0,,6.0
4N6VO,41,male,morning,1461.82,4.1,senior,53.0,-2.0,8.0
1IX88,42,female,vip,6670.3,1.1,mid,61.0,-0.3,6.0
6EUA7,39,female,day,1997.48,3.3,mid,71.0,6.6,8.0
P06UJ,26,female,full,2866.81,4.7,junior,45.0,,
CGMJ4,30,female,full,3276.67,2.0,mid,74.0,-3.9,
QYECM,32,male,morning,1789.75,3.9,senior,36.0,-4.8,7.0
P3AY4,47,female,vip,6696.01,1.8,mid,67.0,-1.2,8.0
MKGFT,23,male,day,1653.34,3.3,senior,71.0,0.0,10.0
ZTHIE,45,female,morning,1145.24,2.6,mid,64.0,-3.5,7.0
C11BX,25,female,full,2659.61,4.1,senior,56.0,-3.8,10.0
9JBDR,36,female,full,3229.85,4.1,junior,49.0,-0.5,7.0
8VAFZ,32,female,morning,23.03042590947411,2.2,mid,83.0,1.1,8.0
XJAW7,37,male,full,2916.23,2.9,mid,48.0,-4.6,8.0
1G600,16,male,day,1919.59,1.5,junior,24.0,,6.0
WSQ1Q,22,female,full,2880.61,0.5,junior,50.0,-3.4,10.0
ICA1O,46,male,day,2259.03,4.7,mid,50.0,,6.0
TQ2E6,16,female,vip,6278.81,2.1,junior,40.0,,4.0
WBV8P,49,female,full,2444.46,4.1,junior,57.0,,5.0
QSFL0,50,male,day,1946.73,2.9,elite,31.0,,7.0
2E53H,24,female,morning,1333.89,2.0,junior,32.0,-5.7,6.0
XJ575,44,female,vip,6058.22,2.9,senior,41.0,-3.0,7.0
R89G0,29,female,morning,1628.47,5.2,mid,52.0,,8.0
IAR39,30,male,day,1953.34,4.5,senior,58.0,-5.9,8.0
PJJGP,60,male,day,2084.95,7.8,elite,37.0,-0.3,
7V0NT,44,female,vip,7212.5,3.6,elite,63.0,0.3,7.0
AXCW8,25,female,full,2968.95,3.9,senior,68.0,-3.0,8.0
E0SRL,31,female,full,3351.8,1.7,mid,50.0,,6.0
S1J0S,42,female,vip,8605.96,0.5,mid,78.0,2.0,
90WFM,32,female,day,1579.82,3.9,mid,31.0,,8.0
XQPUW,31,female,morning,1301.14,3.1,elite,47.0,-2.6,8.0
2YM0H,21,female,full,2950.8,4.2,senior,69.0,,8.0
Z4YYY,38,male,morning,2073.02,1.6,junior,44.0,-2.9,6.0
00WS6,46,female,day,1986.73,2.8,mid,32.0,-1.4,7.0
LSTEL,38,male,morning,1305.71,3.1,junior,36.0,-8.1,6.0
NOM6M,38,male,day,1945.78,2.9,senior,53.0,-1.8,5.0
QB59F,34,female,full,2869.82,2.8,junior,62.0,0.5,7.0
Y7Z8J,37,male,day,2178.93,2.8,elite,53.0,2.0,7.0
7K1KU,40,female,day,2318.03,4.6,elite,56.0,,7.0
AM89B,42,male,full,2768.99,3.0,mid,64.0,1.7,
G0WX8,29,female,morning,1256.76,2.8,senior,43.0,-1.8,
FSHPY,16,female,day,2083.82,4.1,elite,56.0,,10.0
ZQNVW,50,female,morning,1882.73,4.2,senior,40.0,-4.1,
QZEHM,27,female,morning,1376.44,5.2,mid,46.0,-0.5,8.0
EB63M,41,male,full,3373.45,2.0,senior,65.0,-2.5,
NJWJD,33,female,full,3455.08,3.6,junior,35.0,-1.8,6.0
LS5VL,31,female,morning,1515.15,4.2,mid,36.0,0.8,7.0
U1RMQ,47,female,vip,4212.44,2.9,elite,73.0,-1.7,8.0
G24YK,16,male,day,2176.21,2.9,mid,40.0,1.5,9.0
QS6EC,35,female,day,1999.82,4.1,mid,,-5.1,6.0
2IEKX,33,male,day,1736.05,4.2,senior,49.0,-3.8,
L3IZP,29,female,day,2267.28,2.4,mid,44.0,,3.0
X6ZK2,20,female,morning,1639.34,4.0,mid,34.0,,7.0
4YCHI,34,female,morning,1690.78,4.2,mid,51.0,1.8,8.0
FURKR,37,female,full,3301.07,4.5,mid,63.0,1.6,6.0
6YXJ5,26,male,full,2429.97,4.3,junior,51.0,,6.0
F0FSX,40,female,morning,1769.8,4.1,mid,65.0,-4.1,8.0
HWSON,32,female,morning,1107.85,7.3,junior,60.0,6.5,7.0
1OPEX,32,female,vip,4984.41,0.5,mid,58.0,0.2,6.0
P0K1Q,28,female,vip,5774.98,2.0,mid,45.0,,8.0
ZG3X3,23,male,full,3645.76,3.2,junior,62.0,-0.6,8.0
0UX2W,74,male,day,2061.52,2.7,junior,15.0,-2.5,7.0
8ZDFT,51,female,full,3549.77,3.1,senior,63.0,,9.0
9KSCY,24,female,full,3959.36,0.5,junior,61.0,-2.4,7.0
SMOVM,16,male,day,1788.82,3.9,junior,28.0,-3.9,
R98ZY,56,male,day,1758.73,3.4,senior,44.0,3.7,8.0
B04CR,44,male,full,2917.92,2.4,junior,44.0,-2.5,7.0
XJZ5X,21,female,vip,5891.9,2.5,senior,70.0,-5.4,8.0
ZLNMK,29,female,day,1966.36,4.1,junior,44.0,-1.4,6.0
NX93L,27,female,morning,1337.69,2.9,mid,,3.1,5.0
K4OEN,36,female,full,2781.71,2.7,mid,44.0,,
KRFJR,40,male,vip,7155.47,1.1,senior,60.0,-3.8,8.0
M8IIT,17,female,morning,1705.95,2.4,junior,57.0,-2.8,
VZUPF,32,female,vip,5269.21,3.5,elite,77.0,4.9,10.0
CHW9P,19,female,morning,1441.58,5.2,senior,44.0,-2.9,9.0
NPUS1,35,female,vip,7646.86,3.6,mid,52.0,-5.6,7.0
12DTU,37,male,day,2166.79,3.8,mid,30.0,,7.0
81GK1,26,female,vip,5290.05,3.5,elite,73.0,1.6,7.0
O8AB7,38,male,full,2605.59,4.3,senior,73.0,-3.3,7.0
CWUTL,28,female,day,1310.03,3.6,senior,50.0,1.3,6.0
AWNFU,33,male,day,1979.65,6.7,mid,33.0,-3.4,7.0
EO27J,43,male,full,2993.08,3.8,mid,56.0,4.1,8.0
BLJY1,40,male,morning,1560.65,5.3,mid,51.0,,5.0
1IMT2,39,female,morning,1858.07,5.9,senior,57.0,0.1,6.0
ZLE2M,56,male,full,2867.84,3.4,mid,70.0,,8.0
LQG0Z,33,female,day,1552.04,3.9,senior,39.0,4.2,9.0
EODCY,24,male,morning,1357.75,4.7,senior,54.0,-4.4,8.0
DA4RQ,45,male,day,2246.02,5.4,senior,50.0,2.4,8.0
77SSD,47,female,morning,1681.39,3.9,mid,56.0,-2.0,6.0
4JR85,36,female,day,2068.02,4.7,junior,15.0,-3.0,
BRY3Z,23,male,day,1794.2,2.9,senior,61.0,,6.0
0EMPO,33,female,day,2249.38,3.6,senior,31.0,-1.2,6.0
MTCKH,33,male,morning,1729.41,2.4,senior,34.0,,9.0
EKXCH,34,male,morning,1393.3,3.2,mid,47.0,0.3,7.0
0JQ2H,33,female,morning,1327.66,5.0,mid,43.0,-6.1,7.0
FU6SW,36,male,day,1942.48,3.7,senior,47.0,,7.0
8F8WL,36,male,day,2022.93,3.5,senior,50.0,-6.2,7.0
4GEYC,20,female,day,1801.06,6.0,mid,45.0,1.2,5.0
2XWU0,52,male,day,1372.09,1.8,junior,49.0,,5.0
Z8USM,28,male,vip,5120.52,1.8,mid,48.0,-6.6,
I6MAA,41,female,full,2425.33,4.7,mid,46.0,-2.2,7.0
2Z07D,33,female,morning,1498.01,5.1,mid,54.0,-5.9,7.0
XRNA7,47,male,full,2557.19,2.0,junior,55.0,1.4,6.0
YDCAP,20,female,vip,6179.2,2.1,junior,36.0,-0.5,6.0
DPGHU,30,male,day,1868.81,1.5,mid,70.0,-7.6,7.0
J9WQM,30,female,morning,1676.3,11.6,mid,64.0,,7.0
8OECP,31,male,day,1578.11,1.7,mid,40.0,1.0,9.0
51ZAY,29,female,day,2112.0,5.0,senior,51.0,,5.0
KW4KM,22,female,vip,6582.61,1.6,mid,50.0,,8.0
4LNCT,37,male,full,2921.22,3.2,junior,37.0,,7.0
T3DXE,30,female,day,2284.07,0.8,junior,58.0,,6.0
FOKYX,29,female,vip,7513.32,3.3,senior,57.0,0.3,9.0
CI6X6,26,female,morning,1413.63,4.6,mid,46.0,-3.8,7.0
MP17N,35,female,vip,3977.08,2.5,senior,45.0,1.0,9.0
TVEHN,43,male,day,2079.11,2.1,junior,56.0,1.7,5.0
DHA8N,27,male,day,1571.04,4.7,elite,62.0,2.4,8.0
HFZRB,41,female,vip,4541.13,0.7,mid,43.0,2.7,7.0
UQVD9,25,female,day,2375.8,3.6,mid,53.0,,
TP70M,22,female,day,1769.03,3.9,mid,38.0,-2.0,4.0
Z8BQJ,37,male,day,2113.46,4.0,elite,60.0,-4.5,7.0
T1LYT,34,male,full,3195.02,3.0,mid,56.0,0.8,8.0
ATME1,54,male,full,2507.48,2.1,senior,51.0,,5.0
GY94H,22,male,morning,1238.58,1.0,junior,45.0,1.3,8.0
WYB3Q,21,female,day,1936.19,6.5,elite,59.0,4.2,9.0
AYZVV,28,female,vip,6418.32,3.3,mid,56.0,-2.7,
E3JFL,35,male,vip,4761.06,2.1,senior,62.0,,7.0
CX85M,26,female,full,2328.75,4.6,senior,81.0,,9.0
QTC6Z,42,female,full,3388.36,2.4,mid,49.0,-0.5,6.0
HWQZG,24,female,day,1763.56,5.2,senior,54.0,,6.0
S1IRF,29,male,day,1913.87,5.7,elite,54.0,-1.1,
GAHFR,19,female,morning,1460.36,5.6,senior,55.0,2.4,7.0
YX2PH,46,female,vip,7117.83,4.6,mid,67.0,-1.6,7.0
SPYOI,34,female,full,2541.01,3.7,senior,62.0,,
JPKDS,20,female,full,3242.8,5.3,mid,46.0,-1.0,7.0
O2UAD,51,male,full,3287.25,3.4,senior,41.0,,8.0
QX37D,44,female,day,2086.63,3.8,mid,59.0,,8.0
14F4I,33,female,morning,1484.71,2.5,mid,60.0,-0.2,4.0
R8NEL,27,female,full,2907.95,2.8,mid,56.0,-5.0,7.0
S841L,20,female,morning,1312.42,3.4,senior,18.0,-1.0,7.0
5J0NW,26,male,day,1662.86,3.0,mid,48.0,5.5,7.0
KK0KA,25,male,morning,1073.09,6.6,senior,50.0,-4.2,8.0
FY2P4,29,female,full,2280.45,4.7,junior,56.0,0.5,
B6I11,30,female,full,2466.21,4.3,mid,42.0,-3.8,7.0
FO4BY,33,male,vip,4939.55,1.8,elite,69.0,,7.0
A5QVX,32,female,full,3747.34,2.4,mid,52.0,,8.0
W2L3S,52,male,day,1749.16,2.5,mid,37.0,-4.8,7.0
R9D87,36,female,day,2278.4,4.5,mid,51.0,-2.1,9.0
3C8HV,16,male,day,2156.72,3.6,mid,40.0,,7.0
V14DX,24,female,morning,1747.91,5.7,junior,46.0,0.6,5.0
I6KQI,44,female,day,1638.26,2.6,senior,42.0,,8.0
P353H,24,female,day,2225.05,1.1,junior,48.0,-4.6,5.0
WEN20,50,male,full,2720.28,1.9,junior,50.0,1.4,8.0
7N83Q,34,female,morning,1329.17,9.1,junior,26.0,2.9,8.0
I6NES,38,female,day,2279.07,1.4,mid,41.0,,5.0
QQN4A,25,female,vip,6919.32,1.2,mid,47.0,-8.0,
TLD4L,31,male,morning,1469.98,3.5,mid,34.0,-2.1,6.0
6YP80,16,male,full,2537.49,4.1,senior,58.0,,8.0
L9R28,42,female,day,1545.0,4.2,mid,27.0,-5.8,8.0
5U61F,43,female,full,2980.73,0.5,mid,53.0,-2.8,7.0
GWWSN,21,female,morning,1467.08,5.3,mid,42.0,,7.0
1GCVO,26,male,day,1990.42,3.5,junior,35.0,0.9,7.0
F0U6I,39,female,full,3083.69,0.5,junior,56.0,-2.6,7.0
F4C4R,63,male,day,2061.84,4.3,mid,40.0,-3.5,6.0
T6HP9,68,male,full,2809.05,4.2,junior,71.0,,6.0
3UFZX,17,female,full,2651.03,2.4,mid,66.0,4.3,
1PJPM,49,female,vip,6113.94,3.4,elite,51.0,,9.0
BWBYH,27,female,morning,1281.22,4.2,junior,35.0,,7.0
BJV9Z,36,female,vip,6704.97,4.7,elite,65.0,-3.2,6.0
6TFVP,29,female,day,2010.91,4.3,elite,48.0,0.7,7.0
NPWS5,17,female,morning,1538.71,3.4,mid,22.0,,8.0
AO983,26,male,day,2029.57,3.0,mid,57.0,-6.5,7.0
SVH5I,48,female,vip,6304.14,2.8,elite,65.0,-3.3,7.0
