client_id,age,gender,manager_id,destination,tour_duration_days,tour_cost_rub,extras_count,post_tour_rating,refund_requested
913,80,М,1,Турция,13,129518.82,4,1.0,Нет
914,77,М,9,Таиланд,9,314689.32,5,5.0,Да
915,66,М,13,Египет,3,89673.99,5,,Да
916,42,М,11,ОАЭ,9,155088.52,7,,Да
917,73,М,8,Таиланд,6,113140.32,4,5.0,Нет
918,50,Ж,10,ОАЭ,14,191885.78,10,5.0,Нет
919,55,М,9,ОАЭ,8,254059.17,5,4.0,Нет
920,70,М,7,Европа,10,165916.61,6,5.0,Нет
921,23,Ж,3,ОАЭ,11,178096.21,7,,Нет
922,75,М,3,Египет,8,89230.9,3,5.0,Нет
923,61,Ж,2,ОАЭ,10,197590.9,10,,Нет
924,62,Ж,5,Египет,11,107619.11,5,,Нет
925,49,М,12,Мальдивы,11,194587.19,4,4.0,Нет
926,62,,12,ОАЭ,8,187419.05,10,5.0,Нет
927,78,Ж,3,Турция,6,97114.21,5,5.0,Нет
928,64,М,14,Европа,9,118308.93,0,3.0,Нет
929,38,М,6,Египет,12,108132.39,5,,Да
930,33,М,2,Турция,13,96080.01,2,4.0,Нет
931,71,,12,Мальдивы,11,231583.3,10,4.0,Нет
932,38,Ж,3,Турция,10,105405.67,6,5.0,Нет
933,28,Ж,5,Египет,12,106289.25,4,3.0,Нет
934,77,М,12,Мальдивы,10,220707.55,9,,Нет
935,54,Ж,11,Турция,10,95927.08,4,4.0,Нет
936,53,,11,ОАЭ,8,143878.86,8,5.0,Нет
937,52,М,1,Турция,9,85763.88,1,2.0,Нет
938,36,Ж,13,ОАЭ,14,152579.1,4,5.0,Да
939,37,М,1,Турция,13,72260.5,2,4.0,Нет
940,74,М,10,Таиланд,8,105349.63,0,,Нет
941,35,Ж,9,Таиланд,7,236514.54,6,5.0,Да
942,64,М,7,Египет,13,132781.95,5,4.0,Нет
943,58,М,1,Турция,11,84798.86,2,2.0,Нет
944,66,М,15,Европа,17,158172.18,3,3.0,Нет
945,31,Ж,12,Мальдивы,9,207197.11,6,4.0,Да
946,32,Ж,14,Европа,16,161960.93,2,2.0,Да
947,48,,8,ОАЭ,11,177586.18,7,5.0,Нет
948,18,Ж,3,Таиланд,12,139319.36,6,4.0,Нет
949,70,Ж,8,Таиланд,6,105136.94,2,3.0,Нет
950,71,М,15,Европа,13,141549.31,4,2.0,Нет
951,71,М,5,Египет,8,88312.3,1,1.0,Нет
952,20,М,1,Турция,10,85334.68,2,2.0,Нет
953,33,М,7,Таиланд,9,120289.34,4,3.0,Нет
954,40,Ж,5,Египет,13,90547.47,2,4.0,Нет
955,74,Ж,6,Египет,4,54859.74,2,4.0,Нет
956,28,,6,ОАЭ,9,180077.04,9,4.0,Нет
957,29,,8,Таиланд,3,122513.95,6,4.0,Нет
958,27,Ж,9,ОАЭ,14,411026.92,10,5.0,Нет
959,49,Ж,2,Турция,11,108733.24,4,3.0,Нет
960,33,Ж,9,Таиланд,9,196803.92,5,3.0,Нет
961,25,М,12,Таиланд,3,74643.78,2,,Нет
962,55,Ж,15,Европа,7,146070.64,3,,Нет
963,29,,11,ОАЭ,10,149160.18,5,4.0,Нет
964,41,Ж,10,ОАЭ,10,149492.91,5,4.0,Нет
965,45,Ж,9,Таиланд,7,280244.29,8,5.0,Да
966,70,М,13,Мальдивы,12,227753.14,8,4.0,Нет
967,25,,10,ОАЭ,9,149830.45,5,4.0,Нет
968,75,Ж,15,Европа,7,152689.29,5,5.0,Нет
969,45,,10,ОАЭ,7,170420.11,9,5.0,Нет
970,53,Ж,7,Таиланд,9,107217.72,3,4.0,Нет
971,43,М,1,Турция,13,102586.69,4,4.0,Нет
972,25,Ж,7,Таиланд,12,121337.4,2,3.0,Нет
973,75,М,10,Египет,3,86965.07,5,3.0,Нет
974,77,Ж,5,Европа,6,150093.9,5,,Да
975,67,М,6,Таиланд,6,142620.1,6,,Нет
976,45,Ж,10,Таиланд,6,114677.42,5,4.0,Нет
977,45,Ж,7,Турция,7,78607.02,1,5.0,Да
978,54,Ж,14,Мальдивы,9,176687.09,3,5.0,Нет
979,58,Ж,15,Турция,4,79114.68,3,3.0,Нет
980,53,М,5,Египет,6,115303.48,6,5.0,Нет
981,44,Ж,7,ОАЭ,7,172050.93,9,5.0,Нет
982,71,Ж,9,Таиланд,4,216347.76,6,5.0,Нет
983,80,Ж,3,Турция,3,63472.67,1,3.0,Нет
984,34,М,8,Таиланд,12,93412.73,2,1.0,Нет
985,26,М,2,Турция,12,101096.52,2,3.0,Нет
986,50,Ж,11,ОАЭ,11,185898.13,10,5.0,Нет
987,70,Ж,7,Таиланд,6,107597.72,4,3.0,Да
988,37,М,13,Мальдивы,10,215160.51,7,5.0,Нет
989,30,М,2,Турция,9,94844.9,4,4.0,Нет
990,45,М,15,Европа,14,146474.09,1,3.0,Нет
991,65,М,14,Мальдивы,9,198389.09,5,5.0,Да
992,46,Ж,4,Египет,13,85100.33,0,2.0,Нет
993,30,Ж,7,Таиланд,11,120114.48,3,5.0,Нет
994,63,Ж,3,ОАЭ,7,155805.64,7,5.0,Нет
995,52,Ж,2,Турция,7,94155.98,4,5.0,Нет
996,78,М,11,Египет,12,117835.95,6,5.0,Нет
997,23,М,10,ОАЭ,7,138062.62,5,4.0,Нет
998,35,М,7,Таиланд,3,72117.94,2,1.0,Нет
999,68,М,1,Мальдивы,12,179012.33,4,5.0,Нет
1000,22,Ж,14,Европа,6,95970.51,1,5.0,Нет
